,LIFR (3977)
ACH-000004,0.13015314990600116
ACH-000005,0.017241689653281506
ACH-000007,0.20299603736839586
ACH-000009,0.07988482401231076
ACH-000011,0.016796238152114222
ACH-000012,0.05247616983594177
ACH-000013,0.02862586609676314
ACH-000014,0.12281300073805078
ACH-000015,-0.042927935361546536
ACH-000017,-0.03377937355986931
ACH-000018,0.1617338188749421
ACH-000019,0.2266032191668209
ACH-000021,0.04054886348367179
ACH-000022,-0.10008226401164627
ACH-000025,0.2136539968137263
ACH-000028,-0.08853092728287885
ACH-000030,0.08458058045582101
ACH-000035,0.004483764555523079
ACH-000036,0.07909904164943432
ACH-000037,0.035770184772433274
ACH-000039,-0.060384779803593226
ACH-000040,-0.08500717929332348
ACH-000041,-0.07300146234970964
ACH-000042,0.024003805669063204
ACH-000045,0.2001641233663768
ACH-000047,-0.06597133269117396
ACH-000052,-0.03771785617431965
ACH-000053,0.04902053267298622
ACH-000054,-0.04148922257350572
ACH-000055,0.08740447089696993
ACH-000060,-0.15512735327101715
ACH-000067,0.016772910184771537
ACH-000070,0.04802668736855165
ACH-000075,-0.29397952143822137
ACH-000078,0.06412010567162386
ACH-000082,-0.21695481305083386
ACH-000085,0.21888803240881585
ACH-000086,0.021900184466603818
ACH-000087,-0.10310971089131823
ACH-000092,-0.05494128029184373
ACH-000095,-0.010887597039265524
ACH-000097,-0.13990371079915212
ACH-000098,-0.1186614146637424
ACH-000099,0.05915266231951951
ACH-000108,-0.020881150610901858
ACH-000113,0.057455099339177536
ACH-000116,-0.031077158799590908
ACH-000118,-0.029409080834527063
ACH-000120,0.0257953780564744
ACH-000123,0.008019782360188412
ACH-000127,0.032929022367026384
ACH-000128,-0.015030921154073488
ACH-000132,-0.2294272216072522
ACH-000133,-0.11876368861519428
ACH-000137,-0.07116480503980419
ACH-000138,-0.1307366147499061
ACH-000142,-0.055933848849527165
ACH-000143,0.08226767193090259
ACH-000146,-0.08302849731223662
ACH-000148,-0.038036747938241765
ACH-000150,-0.060465479644093025
ACH-000152,-0.10943423222944856
ACH-000153,-0.030972594748209268
ACH-000159,-0.044218682051625456
ACH-000160,0.02802979204169333
ACH-000163,0.003691222528903129
ACH-000167,0.0305518953983609
ACH-000168,0.2491863656329676
ACH-000169,-0.07870452837861062
ACH-000178,-0.10824957746266864
ACH-000183,-0.20053283307089795
ACH-000188,0.08298053241536088
ACH-000189,-0.13710379647808502
ACH-000190,0.0890505705413044
ACH-000198,0.11981134568297673
ACH-000203,0.13601337133591235
ACH-000204,0.0013134326313226149
ACH-000206,0.10310918956652013
ACH-000207,-0.21641296992209774
ACH-000208,0.04787772193220136
ACH-000210,0.03008278345062975
ACH-000211,0.03722156356705714
ACH-000215,0.061843659041989324
ACH-000221,-0.023340371950239885
ACH-000222,-0.015088761855959
ACH-000223,-0.035319220774135886
ACH-000226,0.11886250369120832
ACH-000227,0.02313469890419285
ACH-000228,0.022619811975411245
