,CHD4 (1108)
ACH-000004,-0.6885375561870575
ACH-000005,-0.6012251705351962
ACH-000007,-1.0712512963636882
ACH-000009,-1.4002282462760878
ACH-000011,-1.0208747997008
ACH-000012,-0.6980449146055043
ACH-000013,-0.9216440643026568
ACH-000014,-1.174019978928455
ACH-000015,-0.9451293902463634
ACH-000017,-1.0945664177738237
ACH-000018,-1.1542427801902695
ACH-000019,-1.2579974995139136
ACH-000021,-0.7971905016522016
ACH-000022,-0.9658938383708592
ACH-000025,-1.0776017365897377
ACH-000028,-0.9281030626054584
ACH-000030,-0.8351587406929356
ACH-000035,-0.8386088053713127
ACH-000036,-1.1823602502105677
ACH-000037,-0.4545963339190003
ACH-000039,-0.6840130521361457
ACH-000040,-1.0138751185049
ACH-000041,-1.0232945361629102
ACH-000042,-1.0644359549609652
ACH-000045,-0.8545437202817491
ACH-000047,-1.029989870716027
ACH-000052,-1.0762428561867166
ACH-000053,-1.0135660596013492
ACH-000054,-1.0353577256878577
ACH-000055,-0.7828797763685325
ACH-000060,-0.8832119740244208
ACH-000067,-1.157425520177383
ACH-000070,-0.7057023585097275
ACH-000075,-0.9914486049656432
ACH-000078,-1.0748383677474953
ACH-000082,-0.708000803071201
ACH-000085,-0.9228162493981772
ACH-000086,-0.8406381705385476
ACH-000087,-1.0015676678314054
ACH-000092,-1.1689746051146526
ACH-000095,-0.6806579604322912
ACH-000097,-0.7322518824577317
ACH-000098,-0.9087699817528664
ACH-000099,-1.2254728586731944
ACH-000108,-0.8545575860870692
ACH-000113,-0.9688205853510212
ACH-000116,-0.8903698628865098
ACH-000118,-1.07742916287827
ACH-000120,-0.8650228733729283
ACH-000123,-0.9571508913772048
ACH-000127,-1.1265130683280224
ACH-000128,-1.0424955306495487
ACH-000132,-0.7053740987785189
ACH-000133,-0.9775217807824209
ACH-000137,-1.048003157497913
ACH-000138,-1.0428156524788708
ACH-000142,-0.8797662476519522
ACH-000143,-0.5726364058695779
ACH-000146,-1.2526260882919855
ACH-000148,-0.9632866841086741
ACH-000150,-0.5402823483892101
ACH-000152,-1.1315273642349106
ACH-000153,-0.9034162805697687
ACH-000159,-1.0117430555273907
ACH-000160,-0.6531023753889533
ACH-000163,-0.9987454633262316
ACH-000167,-0.999668474529668
ACH-000168,-0.7057712569987415
ACH-000169,-0.9938807946231866
ACH-000178,-1.106614328562033
ACH-000183,-0.9157328877160604
ACH-000188,-0.792025893684664
ACH-000189,-0.8500305023941019
ACH-000190,-0.931397616841022
ACH-000198,-1.0285603097583318
ACH-000203,-1.0928497769867125
ACH-000204,-0.9968255318709708
ACH-000206,-0.8820187969480454
ACH-000207,-0.5130036187520288
ACH-000208,-0.9619425528683194
ACH-000210,-0.9090123609509771
ACH-000211,-0.8882318516352031
ACH-000215,-1.057455300114277
ACH-000221,-1.1048428282072698
ACH-000222,-0.94096876051457
ACH-000223,-1.0371467591036854
ACH-000226,-0.8803124174947242
ACH-000227,-1.0762962003226355
ACH-000228,-0.9095941964010223
ACH-000231,-1.0778049667385943
ACH-000232,-0.9498225633649036
ACH-000233,-0.6537834742025573
ACH-000234,-1.071136270067002
ACH-000235,-1.0370376248196926
ACH-000237,-0.8396725949406509
ACH-000238,-0.7656953803063262
ACH-000242,-0.667678213445348
ACH-000243,-0.8647498290738884
ACH-000244,-0.8841203936469144
ACH-000246,-1.079866753575415
ACH-000248,-1.1250350815157062
ACH-000250,-0.9486872209327984
ACH-000251,-0.8464903238200194
ACH-000252,-0.9358122890089552
ACH-000253,-1.1276855161029404
