,SFTA3 (253970)
ACH-000004,-0.13756083620647086
ACH-000005,0.048334323425566886
ACH-000007,0.07324039149775953
ACH-000009,0.012112505282443457
ACH-000011,0.08219367810828489
ACH-000012,0.10266533242963534
ACH-000013,-0.14333355020436514
ACH-000014,0.04356921479307552
ACH-000015,-0.015634458629062622
ACH-000017,-0.04664242655280089
ACH-000018,-0.06868885825754348
ACH-000019,-0.29881965418825623
ACH-000021,-0.005371130252613473
ACH-000022,-0.04550480293760368
ACH-000025,-0.11555654972693605
ACH-000028,-0.14036802533454465
ACH-000030,-0.003927816682566209
ACH-000035,0.028215386152847674
ACH-000036,-0.007176959455006388
ACH-000037,0.005357175544523792
ACH-000039,-0.01140678901122013
ACH-000040,-0.033685289500990034
ACH-000041,-0.21050819255591502
ACH-000042,0.0024574162631034557
ACH-000045,0.0059339136315052785
ACH-000047,0.011856269408489623
ACH-000052,-0.026841114846929384
ACH-000053,-0.10071156738229817
ACH-000054,-0.047494555529090925
ACH-000055,-0.08975529651160437
ACH-000060,-0.08638065952449576
ACH-000067,-0.06260217257059696
ACH-000070,-0.048983132767441616
ACH-000075,0.10812474203746704
ACH-000078,0.07245589765456939
ACH-000082,-0.06708347154018404
ACH-000085,-0.12409801096731887
ACH-000086,0.01738362155919979
ACH-000087,-0.07090352686320997
ACH-000092,0.011303804870168237
ACH-000095,-0.03696149636187668
ACH-000097,-0.034238279891116885
ACH-000098,-0.043372456712711074
ACH-000099,0.007844617397328514
ACH-000108,-0.16978449608895688
ACH-000113,0.02161026080515632
ACH-000116,-0.06601307418236335
ACH-000118,-0.11101513906368712
ACH-000120,-0.009576576624323487
ACH-000123,0.0619019005037517
ACH-000127,-0.13048686195566825
ACH-000128,0.007985612990064063
ACH-000132,0.0827802635298373
ACH-000133,-0.07387480366388323
ACH-000137,-0.16368536618557228
ACH-000138,-0.07813957316636043
ACH-000142,-0.0559823889206532
ACH-000143,0.04007634241886026
ACH-000146,-0.006565556300527289
ACH-000148,-0.08665693763996155
ACH-000150,0.19500408997377375
ACH-000152,-0.036622911745231
ACH-000153,-0.009064055444250577
ACH-000159,-0.027658212042706392
ACH-000160,-0.22384007546585855
ACH-000163,-0.10064100902074152
ACH-000167,0.15105879513795187
ACH-000168,-0.07006315059729183
ACH-000169,0.12555277526736866
ACH-000178,-0.05293175060335261
ACH-000183,-0.024823574122184264
ACH-000188,-0.03425357289806868
ACH-000189,-0.012569344070279872
ACH-000190,-0.03900568666958318
ACH-000198,-0.013552888094116136
ACH-000203,-0.08552406529600262
ACH-000204,0.0866505187479823
ACH-000206,-0.02469487178647825
ACH-000207,-0.07927943700888611
ACH-000208,-0.1396872713768486
ACH-000210,-0.12059613991429358
ACH-000211,-0.1060383519312167
ACH-000215,-0.1384272774703095
ACH-000221,0.002922721139490457
ACH-000222,0.009461591534780994
ACH-000223,0.012907041814838741
ACH-000226,-0.1220269794353004
ACH-000227,0.07575305416956206
ACH-000228,-0.024671214220709732
ACH-000231,-0.051899981003254166
ACH-000232,-0.06665791389829408
ACH-000233,0.021637020176099676
ACH-000234,-0.022231607937003173
ACH-000235,-0.03244834562188284
ACH-000237,0.06709063114365738
ACH-000238,0.07884999948920123
ACH-000242,-0.05095209573564473
ACH-000243,-0.1289596928684916
ACH-000244,0.18376632392197445
ACH-000246,0.003707519520478341
ACH-000248,-0.14994892586767014
ACH-000250,-0.016811660578935617
ACH-000251,0.132754686364672
ACH-000252,-0.14826724226401344
ACH-000253,0.01360067406819072
ACH-000255,0.06729751322805838
ACH-000256,0.017360788934546973
ACH-000257,-0.3746114878551776
ACH-000258,0.11509969209058135
ACH-000259,-0.0664590956881565
ACH-000260,-0.08815808292327709
ACH-000261,-0.05170170154363415
ACH-000262,-0.04858630941191491
