,NPEPPS (9520)
ACH-000277,-0.3286515835460404
ACH-000278,-0.40724440677897705
ACH-000279,-0.5389955247382983
ACH-000280,-0.5342038286477699
ACH-000281,-0.5471583819026538
ACH-000288,-0.5652853962197263
ACH-000291,-0.5377461632537871
ACH-000293,-0.5254110835593373
ACH-000294,-0.36707514673919395
ACH-000295,-0.9304302715656018
ACH-000296,-0.3730574355242765
ACH-000302,-0.4950151351204052
ACH-000304,-0.5672655220628593
ACH-000307,-0.6113739898167909
ACH-000308,-0.44468746826060623
ACH-000310,-0.2626777272976892
ACH-000311,-0.6625534650926219
ACH-000312,-0.4823954071720121
ACH-000315,-0.2006363679579519
ACH-000316,-0.7307615509072121
ACH-000317,-0.7578847640661825
ACH-000318,-0.5724819448055579
ACH-000319,-0.5631004351787591
ACH-000320,-0.5638350525417049
ACH-000322,-0.4633040518761487
ACH-000323,-0.5905859769841086
ACH-000324,-0.3676335053547395
ACH-000329,-0.5265679130744275
ACH-000330,-0.5940556272807238
ACH-000331,-0.6153957272153951
ACH-000332,-0.5499836653034307
ACH-000334,-0.8198055556939572
ACH-000335,-0.5694373583174921
ACH-000336,-0.4243517299971534
ACH-000337,-0.7796238078064802
ACH-000338,-0.5005292444316175
ACH-000339,-0.4220966613236447
ACH-000341,-0.7454724139571036
ACH-000348,-0.7272429368800429
ACH-000350,-0.2591126284854551
ACH-000352,-0.2766790796575212
ACH-000356,-0.5756010962341855
ACH-000361,-0.6741435173003889
ACH-000362,-0.4991936433972241
ACH-000363,-0.4906845412535327
ACH-000364,-0.6028508722173246
ACH-000365,-0.4870213842411243
ACH-000366,-0.400822547570858
ACH-000368,-0.30565940412038883
ACH-000374,-0.5905363224659139
ACH-000375,-0.5508080610691698
ACH-000376,-0.4802628316530367
ACH-000381,-0.2721983549814864
ACH-000383,-0.8407447032093461
ACH-000387,-0.5059887551338826
ACH-000389,-0.6447360349674942
ACH-000390,-0.5608676154666089
ACH-000393,-0.4704680369345846
ACH-000395,-0.3110506005037684
ACH-000396,-0.5955019110986324
ACH-000397,-0.9106907601697062
ACH-000401,-0.5183460251371108
ACH-000402,-0.6840438220868093
ACH-000403,-0.5033415285795385
ACH-000404,-0.5809017169224996
ACH-000406,-0.3745707404058617
ACH-000407,-0.4733857902940533
ACH-000408,-0.4496995592267497
ACH-000410,-0.5630234449516953
ACH-000411,-0.48580208600587604
ACH-000414,-0.5270747358462566
ACH-000415,-0.5001490217287802
ACH-000416,-0.4302710775119407
ACH-000420,-0.5184353864658854
ACH-000421,-0.5168333654227464
ACH-000424,-0.5244831483509563
ACH-000425,-0.26553332045543226
ACH-000426,-1.0333705599145544
ACH-000427,-0.4771556770615549
ACH-000433,-0.520026414778029
ACH-000435,-0.7927724176573818
ACH-000436,-0.570386647898612
ACH-000444,-0.4327745097904372
ACH-000445,-0.4569650562284349
ACH-000448,-0.7181817064727017
ACH-000450,-0.1945588346688544
ACH-000452,-0.39397163800524937
ACH-000454,-0.4562606884785258
ACH-000458,-0.7774081019606991
ACH-000459,-0.3259054414435989
ACH-000460,-0.528052403871375
ACH-000461,-0.7043436762256259
ACH-000463,-0.3791467366775305
ACH-000464,-0.33776537320298033
ACH-000466,-0.6343231113554811
ACH-000467,-0.2956046147465947
ACH-000468,-0.5258918738307752
ACH-000469,-0.2744765865757312
ACH-000470,-0.2973484150408329
ACH-000471,-0.4890190610393288
ACH-000472,-0.4452077626598604
ACH-000473,-0.26287730375391466
ACH-000475,-0.6509237562843522
ACH-000476,-0.7148157459387191
ACH-000477,-0.3447463821506377
ACH-000479,-0.3714527256392461
ACH-000480,-0.39317061326869773
ACH-000481,-0.5006014430231347
ACH-000483,-0.5317080773993965
ACH-000484,-0.5066922832786569
ACH-000485,-0.5679413170702171
ACH-000486,-0.2771299284653813
ACH-000487,-0.601474161755094
ACH-000488,-0.5247225388064121
ACH-000490,-0.4232275973105792
ACH-000491,-0.5509486692636708
ACH-000495,-0.5272173866662888
ACH-000496,-0.4603889340100821
ACH-000499,-0.7307343514366474
ACH-000500,-0.30833828773371513
ACH-000502,-0.7937123848980827
ACH-000503,-0.6870737903644781
ACH-000505,-0.3635273529151949
ACH-000507,-0.5715386612297287
ACH-000510,-0.405736226207375
ACH-000511,-0.5751608292719662
ACH-000512,-0.4065349259125102
ACH-000516,-0.48457594639730295
ACH-000517,-0.6118105140194694
ACH-000518,-0.6421472383593493
ACH-000520,-0.36710107313042506
ACH-000521,-0.6796648493302803
ACH-000522,-0.5187307197847705
ACH-000524,-0.3829110933369485
ACH-000527,-0.556153628945024
ACH-000528,-0.4535772720436804
ACH-000537,-0.4503957934928142
ACH-000541,-0.5492891086668709
ACH-000542,-0.3896855777067362
ACH-000544,-0.4819066647122936
ACH-000545,-0.3407654103322251
ACH-000547,-0.7378321359791901
ACH-000548,-0.530797493267965
ACH-000549,-0.6582871281557396
ACH-000550,-0.5534699894484
ACH-000552,-0.5835371291290423
ACH-000556,-0.7009627822136951
ACH-000557,-0.3982392127446706
ACH-000569,-0.5918496257508739
ACH-000570,-0.6340424385729452
ACH-000571,-0.3717105915294315
ACH-000573,-0.4423258147313358
ACH-000576,-0.4899406737289149
ACH-000579,-0.4862751419605066
ACH-000580,-0.4711481246036162
ACH-000584,-0.5483592603345858
ACH-000585,-0.4472301853441227
ACH-000588,-0.37655975880035936
ACH-000589,-0.5375780891727019
ACH-000591,-0.3164789722577924
ACH-000593,-0.504410995831851
ACH-000600,-0.5190388614194097
ACH-000601,-0.2943757262541126
ACH-000605,-0.7622718702982837
ACH-000606,-0.42707855268675454
ACH-000608,-0.5362551463844616
ACH-000614,-0.6089981189020203
ACH-000616,-0.4227729559507566
ACH-000618,-0.5193163858131636
ACH-000619,-0.19196457451720605
ACH-000620,-0.5393789807169284
ACH-000621,-0.5834498887533653
ACH-000622,-0.4463452067872262
ACH-000623,-0.4020688927130829
ACH-000624,-0.5700345558406976
ACH-000627,-0.34880285483078005
ACH-000630,-0.5060239455774779
ACH-000631,-0.5873166462146902
ACH-000632,-0.5062905886950478
ACH-000633,-0.44774920496792897
ACH-000637,-0.6260816952256841
ACH-000638,-0.43228943013010057
ACH-000646,-0.6579274693719807
ACH-000647,-0.6078674571741527
ACH-000648,-0.4394833002611197
ACH-000649,-0.6325253125719832
ACH-000651,-0.4115497289117729
ACH-000652,-0.5205842851541636
ACH-000653,-0.6909842869105243
ACH-000657,-0.524398086973022
ACH-000658,-0.6272404620782738
ACH-000661,-0.4004097269401565
ACH-000662,-0.7632027950993496
ACH-000663,-0.653353125364567
ACH-000665,-0.3355594950755909
ACH-000671,-0.4506678011666849
ACH-000672,-0.5527142636231556
ACH-000673,-0.552849820096856
ACH-000676,-0.3894699894196947
ACH-000677,-0.4619832286349384
ACH-000681,-0.5847013735335117
ACH-000683,-0.4392366153617594
ACH-000684,-0.5500042592421468
ACH-000688,-0.4483282602039689
ACH-000693,-0.4884700997404676
ACH-000694,-0.5719598238730651
ACH-000695,-0.6031637117917468
ACH-000696,-0.7229680975753161
ACH-000697,-0.7629033342953231
ACH-000699,-0.5026964469269779
ACH-000701,-0.6440216077695458
ACH-000706,-0.7677323015355623
ACH-000711,-0.5140469495174792
ACH-000713,-0.4702755896124449
ACH-000714,-0.6935938035485214
ACH-000718,-0.2622652313230435
ACH-000720,-0.652552148259439
ACH-000721,-0.5399622857061184
ACH-000724,-0.3973174168844651
ACH-000725,-0.4740247696005666
ACH-000732,-0.4393295661585423
ACH-000734,-0.3465624281761709
ACH-000735,-0.4798392327554025
ACH-000736,-0.7515688585783218
ACH-000738,-0.5161878370125342
ACH-000746,-0.6518385875780051
ACH-000747,-0.5339759764165632
ACH-000748,-0.5550746928731526
ACH-000753,-0.4304831079049091
ACH-000756,-0.6111857961801602
ACH-000757,-0.391905086975786
ACH-000758,-0.4932423446790796
ACH-000760,-0.3517374502182161
ACH-000762,-0.5327946459882331
ACH-000763,-0.5343776569729409
ACH-000764,-0.4210682834867664
ACH-000765,-0.4611882785769775
ACH-000766,-0.5839016053602625
ACH-000767,-0.3406143008956397
ACH-000768,-0.4707378360099772
ACH-000769,-0.6067681099839363
ACH-000770,-0.6263572853915851
ACH-000771,-0.3112757929224079
ACH-000773,-0.584646626943534
ACH-000776,-0.5931133872969927
ACH-000777,-0.49999830603622497
ACH-000778,-0.3238396080440488
ACH-000781,-0.3270442984253771
ACH-000782,-0.3659824255753107
ACH-000783,-0.4338523406240517
ACH-000784,-0.32816113713451706
ACH-000785,-0.8631673722088216
ACH-000787,-0.4389778161176933
ACH-000788,-0.4582798728697077
ACH-000791,-0.7019873027741165
ACH-000792,-0.4524789904674634
ACH-000794,-0.26638117943754264
ACH-000796,-0.5381889029829897
ACH-000798,-0.6167767218876957
ACH-000799,-0.4672392514115798
ACH-000800,-0.5137206491474333
ACH-000802,-0.4477029321089487
ACH-000804,-0.2956831639278684
ACH-000805,-0.5741676404505894
ACH-000809,-0.6627799195813325
ACH-000810,-0.3804534610639364
ACH-000811,-0.6181240187093473
ACH-000817,-0.5681827251732812
ACH-000819,-0.3067086867908633
ACH-000820,-0.041432834102474926
ACH-000821,-0.5176569900392873
ACH-000822,-0.5139760755674067
ACH-000823,-0.3642962289501732
ACH-000824,-0.5357805043422145
ACH-000827,-0.6860981656605322
ACH-000829,-0.473788393492325
ACH-000831,-0.6528552403554347
ACH-000832,-0.6078497590685699
ACH-000833,-0.6028588082088968
ACH-000834,-0.4670646287732682
ACH-000835,-0.4650655695943083
ACH-000836,-0.6941536447271265
ACH-000837,-0.668878599930646
ACH-000838,-0.5802521618699681
ACH-000839,-0.4654794440474285
ACH-000840,-0.6487463943234709
ACH-000841,-0.6201129623145337
ACH-000843,-0.7628765352219882
ACH-000846,-0.5003990912293167
ACH-000847,-0.5219734739173032
ACH-000848,-0.4568707109356401
ACH-000849,-0.4847830544424108
ACH-000851,-0.5768243116243863
ACH-000855,-0.4588121363082864
ACH-000856,-0.37045345721994655
ACH-000858,-0.3864779148456422
ACH-000859,-0.6094116910933299
ACH-000861,-0.3597095648573204
ACH-000862,-0.4369964472468173
ACH-000865,-0.4143329198185535
ACH-000866,-0.4023217803739653
ACH-000867,-0.4389836841603676
ACH-000869,-0.7361503964833599
ACH-000872,-0.6658129283657623
ACH-000873,-0.2766657733009604
ACH-000876,-0.6261064676971699
ACH-000878,-0.4710189083906574
ACH-000880,-0.4676081836376546
ACH-000881,-0.4511999242981871
ACH-000882,-0.533242129192344
ACH-000884,-0.5462878157257361
ACH-000885,-0.5001833213583577
ACH-000887,-0.6063182216777903
ACH-000889,-0.6402375226665774
ACH-000896,-0.31570538668961706
ACH-000898,-0.5536308054853893
ACH-000900,-0.6711041333376606
ACH-000901,-0.30738523400769263
ACH-000905,-0.33633012162740683
ACH-000906,-0.3890554693093025
ACH-000907,-0.4852776593140386
ACH-000910,-0.2940448843337244
ACH-000911,-0.6037619505573162
ACH-000912,-0.41499729221573584
ACH-000913,-0.5291101673373303
ACH-000915,-0.3446289912243381
ACH-000916,-0.19566436157706504
ACH-000917,-0.7493261513634715
ACH-000920,-0.3127674219093176
ACH-000921,-0.7228647668215775
ACH-000924,-0.6407142006384136
ACH-000926,-0.5298736955975062
ACH-000928,-0.4886686703573063
ACH-000929,-0.9085811509698551
ACH-000932,-0.3901809046932893
ACH-000935,-0.5477859952758652
ACH-000936,-0.7123326985698891
ACH-000937,-0.5028670984429879
ACH-000938,-0.4700053655112205
ACH-000939,-0.5479763021036966
ACH-000941,-0.514074723558328
ACH-000943,-0.5440226446326668
ACH-000946,-0.6051381093049405
ACH-000947,-0.40979590904089613
ACH-000948,-0.6655957679382775
ACH-000950,-0.6494275391649897
ACH-000953,-0.2897657356029332
ACH-000954,-0.0008515473482482144
ACH-000957,-0.5157400096655271
ACH-000958,-0.42137949766713545
ACH-000960,-0.34821514960063754
ACH-000963,-0.9548505235303044
ACH-000968,-0.4054571443007475
ACH-000969,-0.524851373531764
ACH-000972,-0.1725493481591514
ACH-000973,-0.6541576548208939
ACH-000974,-0.7143683746163564
ACH-000978,-0.4646468913360157
ACH-000984,-0.4477105153127197
ACH-000986,-0.4149416189246368
ACH-000988,-0.22302621916066334
ACH-000993,-0.5724011667507274
ACH-000994,-0.7025165132720012
ACH-000996,-0.5172532699536375
ACH-001001,-0.531781933357509
ACH-001020,-0.4246624576108384
ACH-001028,-0.5142818684264416
ACH-001031,-0.4706869853625666
ACH-001038,-0.5674079442445096
ACH-001048,-0.6163641297045942
ACH-001050,-0.5617510238242758
ACH-001053,-0.5549468383420311
ACH-001054,-0.6508001910873118
ACH-001061,-0.6269258528832621
ACH-001067,-0.336159479756597
ACH-001075,-0.4991473265429026
ACH-001096,-0.4883992469859171
ACH-001111,-0.4327796348348575
ACH-001119,-0.6182759153433777
ACH-001128,-0.5163032742932903
ACH-001134,-0.5546136024507115
ACH-001151,-0.7220651725143553
ACH-001163,-0.4402293876907318
ACH-001164,-0.44254900995816654
ACH-001183,-0.353365010466039
ACH-001192,-0.5119530466807671
ACH-001193,-0.5466208196470105
ACH-001196,-0.6274656491395119
ACH-001197,-0.7328968470288868
ACH-001205,-0.4677291638077846
ACH-001211,-0.1629398663649322
ACH-001212,-0.7665889047989709
ACH-001228,-0.7504048269503183
ACH-001232,-0.4369449457930748
ACH-001239,-0.5253510008915168
ACH-001270,-0.5655698265314909
ACH-001274,-0.4697006925051311
ACH-001275,-0.4122356127043201
ACH-001277,-0.4093695435833773
ACH-001278,-0.5706788565829939
ACH-001280,-0.5093805532199548
ACH-001283,-0.6379128069295815
ACH-001289,-0.5054900312279024
ACH-001300,-0.6149560526173633
ACH-001301,-0.4177575649381466
ACH-001302,-0.43020388813560817
ACH-001306,-0.4338815175781445
ACH-001318,-0.5749031279182233
ACH-001322,-0.3562871475173774
ACH-001328,-0.6394234694645854
ACH-001332,-0.6367552183791348
ACH-001336,-0.4713077268277691
ACH-001346,-0.3604942062704816
ACH-001353,-0.6120884114482037
ACH-001354,-0.5498655430361823
ACH-001367,-0.4553716088522598
ACH-001368,-0.6149204790564188
ACH-001374,-0.0507241456532522
ACH-001377,-0.41067454476731147
ACH-001380,-0.6969126299876213
ACH-001391,-0.5006535174937474
ACH-001408,-0.5154335362875387
ACH-001430,-0.5006757326646737
ACH-001431,-0.5882884120047573
ACH-001450,-0.37686244765779375
ACH-001496,-0.5946639536678567
ACH-001500,-0.6134080346733419
ACH-001523,-0.6008098768038149
ACH-001532,-0.4391044118254221
ACH-001550,-0.6945454844960556
ACH-001552,-0.4658864246274885
ACH-001554,-0.4067952445992909
ACH-001654,-0.4399456612214181
ACH-001735,-0.4697336333470836
ACH-001736,-0.4540232961377521
ACH-001737,-0.8460496525424738
ACH-001740,-0.4721141911909343
ACH-001745,-0.5962139783621019
ACH-001765,-0.38320037137522106
