,CTNNBIP1 (56998)
ACH-001067,-0.21665239360042413
ACH-001075,-0.06099260002203575
ACH-001096,-0.08356650554768567
ACH-001111,-0.1821576654856641
ACH-001119,-0.18419524890160285
ACH-001128,0.22226863466352545
ACH-001134,-0.06978576477874318
ACH-001151,-0.10569841397947287
ACH-001163,-0.18370826577683308
ACH-001164,-0.3358043260843025
ACH-001183,0.0814959735180817
ACH-001192,-0.1880842815218329
ACH-001193,-0.3107937867789565
ACH-001196,-0.056209376997410784
ACH-001197,-0.12868737040728934
ACH-001205,-0.17878146623208174
ACH-001211,-0.08465474114303327
ACH-001212,-0.2582439370355661
ACH-001228,-0.04023285901976677
ACH-001232,-0.03809172790682715
ACH-001239,-0.0228686466708989
ACH-001270,0.15397464821737128
ACH-001274,-0.2243275020434385
ACH-001275,-0.22318350826434868
ACH-001277,-0.4558630699523371
ACH-001278,0.049805676199639486
ACH-001280,0.20323491948323807
ACH-001283,-0.05924038753617755
ACH-001289,-0.03057510866715155
ACH-001300,-0.16028399901522852
ACH-001301,-0.1639915337049382
ACH-001302,0.13948504993778246
ACH-001306,-0.11759469755552365
ACH-001318,0.0930951528902125
ACH-001322,-0.1911512022430616
ACH-001328,-0.04391401522162959
ACH-001332,-0.24369791913334815
ACH-001336,-0.0008365093906351297
ACH-001346,-0.17121899420262346
ACH-001353,-0.035819432074868485
ACH-001354,-0.7604601133950116
ACH-001367,-0.09995318633197672
ACH-001368,-0.2591974755369254
ACH-001374,0.004764973233772079
ACH-001377,-0.05814720992367357
ACH-001380,-0.1868697701837796
ACH-001391,-0.052897237451894036
ACH-001408,-0.17726825063877294
ACH-001430,-0.16520989147268775
ACH-001431,-0.1515494187221304
ACH-001450,-0.26557415381297184
ACH-001496,-0.1640334208144246
ACH-001500,-0.12562904770079075
ACH-001523,-0.10843101696341834
ACH-001532,-0.09231333350536657
ACH-001550,-0.06036762713818505
ACH-001552,-0.3294523385593845
ACH-001554,-0.03174750729510937
ACH-001654,-0.1612044481019219
ACH-001735,-0.2147712350430848
ACH-001736,-0.1793213701620411
ACH-001737,-0.029153644780802894
ACH-001740,-0.06920388693097712
ACH-001745,-0.18743726950188727
ACH-001765,-0.06832620459908048
