,CTNNBIP1 (56998)
ACH-000004,-0.03659281758313164
ACH-000005,0.09895748156512678
ACH-000007,0.07548021294865795
ACH-000009,-0.15775220314812913
ACH-000011,-0.11054840998694597
ACH-000012,-0.2090656317293896
ACH-000013,-0.21561537952216214
ACH-000014,-0.11412882842426195
ACH-000015,-0.07661738274202483
ACH-000017,-0.08099018925354444
ACH-000018,-0.32004462092805697
ACH-000019,-0.25067935514474005
ACH-000021,-0.12099746755706982
ACH-000022,-0.1425362241599606
ACH-000025,-0.13385559510659442
ACH-000028,-0.06416731383709004
ACH-000030,-0.14740577540113506
ACH-000035,-0.1962071227479457
ACH-000036,-0.2736106663515087
ACH-000037,-0.20663232692650216
ACH-000039,-0.188698971732226
ACH-000040,-0.12825517709564527
ACH-000041,-0.10762164033117894
ACH-000042,-0.019736818758291814
ACH-000045,-0.07637464789740496
ACH-000047,-0.13841124610670047
ACH-000052,-0.09297569816518143
ACH-000053,-0.16345369665431453
ACH-000054,-0.13061266793864304
ACH-000055,-0.14980969531780605
ACH-000060,0.008636436268517959
ACH-000067,-0.1503972928233717
ACH-000070,0.08774756712084518
ACH-000075,-0.08234609233485278
ACH-000078,-0.02863888770580471
ACH-000082,-0.1043928415043582
ACH-000085,-0.13521552999686767
ACH-000086,-0.09908664062183904
ACH-000087,-0.1885810635363968
ACH-000092,-0.3157927045060268
ACH-000095,-0.13155506943530226
ACH-000097,0.015689164893897833
ACH-000098,-0.2548085358069669
ACH-000099,-0.1989772095132213
ACH-000108,-0.16927187985905456
ACH-000113,-0.07475263796524913
ACH-000116,-0.12986664967667866
ACH-000118,0.03239369497781392
ACH-000120,-0.06818533124186596
ACH-000123,-0.15635818877882604
ACH-000127,-0.2627663797496779
ACH-000128,-0.18393107324144126
ACH-000132,-0.5648438148313749
ACH-000133,-0.03318262186266139
ACH-000137,-0.07536140254553311
ACH-000138,0.00681941088527939
ACH-000142,-0.16481078275879033
ACH-000143,-0.12051801207150095
ACH-000146,-0.19867175085267447
ACH-000148,0.0012253823027071466
ACH-000150,-0.06286780380828784
ACH-000152,-0.13157261358985214
ACH-000153,0.03852624824998903
ACH-000159,-0.07379206571097464
ACH-000160,0.0022429569699121
ACH-000163,-0.26506958466829794
ACH-000167,-0.02204328527701558
ACH-000168,-0.20913348044326027
ACH-000169,0.08840183519364976
ACH-000178,-0.11621692530849327
ACH-000183,-0.23162971070600574
ACH-000188,-0.19207567055014446
ACH-000189,-0.2341266337644114
ACH-000190,-0.15210703548918011
ACH-000198,-0.1469216633936588
ACH-000203,0.6677952795701508
ACH-000204,-0.16851137022154986
ACH-000206,0.08932876909689495
ACH-000207,-0.001110992570056517
ACH-000208,-0.3946240208727835
ACH-000210,-0.2105931035784244
ACH-000211,-0.04761412355597701
ACH-000215,-0.05670320995235448
ACH-000221,-0.021161036648488386
ACH-000222,-0.08199969197344277
ACH-000223,-0.0707323947212739
ACH-000226,-0.05459667243802785
ACH-000227,-0.15976720484672902
ACH-000228,-0.023193350671636668
ACH-000231,-0.10949609412186297
ACH-000232,-0.022361805375300692
ACH-000233,-0.2937582814320184
ACH-000234,-0.3072553339128195
ACH-000235,-0.08269136427303451
ACH-000237,-0.17939168265149738
ACH-000238,-0.22217854315645744
ACH-000242,-0.6681545474496539
ACH-000243,-0.10984648286970047
ACH-000244,-0.09849217737144247
ACH-000246,-0.13834969642903786
ACH-000248,-0.00977605503892676
ACH-000250,-0.12188723109625235
ACH-000251,-0.047708182700066486
ACH-000252,-0.4099158298320627
ACH-000253,-0.22234716576369248
ACH-000255,0.17908781580060926
ACH-000256,-0.07302030749637327
ACH-000257,-0.2324636071189157
ACH-000258,-0.09218450849521813
ACH-000259,-0.17911345459967712
ACH-000260,-0.05584436145979894
ACH-000261,-0.13459989578118756
ACH-000262,-0.1306335960750239
ACH-000263,-0.14742350091837325
ACH-000264,-0.3483538909898791
ACH-000265,-0.03514950349235566
ACH-000266,-0.08480303472841062
ACH-000272,-0.14644382340605927
ACH-000274,-0.11302479898853307
ACH-000277,-0.0576140221411094
ACH-000278,-0.13124963573596188
ACH-000279,-0.2683636707722232
ACH-000280,0.0016230476852689114
ACH-000281,-0.03861801037981885
ACH-000288,-0.15166631379541806
ACH-000291,0.0707843118869201
ACH-000293,-0.11431529860250922
ACH-000294,-0.11262743342071822
ACH-000295,-0.18054390485533486
ACH-000296,-0.6023279484020996
ACH-000302,-0.11664262271825328
ACH-000304,-0.12587281480026574
ACH-000307,-0.123880033425655
ACH-000308,-0.06719241020869378
ACH-000310,-0.1552544555984398
ACH-000311,0.2682283765703243
ACH-000312,-0.1875326295302095
ACH-000315,-0.13747454448655105
ACH-000316,-0.16345651762313368
ACH-000317,-0.17282809465149965
ACH-000318,0.0711948768163379
ACH-000319,-0.15545639709670056
ACH-000320,-0.09557001030281803
ACH-000322,-0.1960973613805724
ACH-000323,-0.2730111304911332
ACH-000324,-0.03660235030282162
ACH-000329,-0.12102421701185875
ACH-000330,-0.25308895186418423
ACH-000331,0.04096582050593479
ACH-000332,-0.10924458968559612
ACH-000334,-0.20926967708772384
ACH-000335,-0.13601320524249086
ACH-000336,-0.2589093622504145
ACH-000337,-0.182703424530874
ACH-000338,-0.03239829482715099
ACH-000339,-0.15664123578147368
ACH-000341,-0.26776442959170105
ACH-000348,-0.1740965480127606
ACH-000350,-0.04689189316313687
ACH-000352,-0.06649325621115823
ACH-000356,0.2731428253768674
ACH-000361,0.0373658687615264
ACH-000362,-0.17417726992261812
ACH-000363,-0.21115264960709748
ACH-000364,-0.20700687361640466
ACH-000365,-0.1588395955595154
ACH-000366,-0.050604939310531775
ACH-000368,-0.15769209145066584
ACH-000374,-0.05105530089262324
ACH-000375,0.1280733591066714
ACH-000376,-0.042961148067627616
ACH-000381,-0.4507090505773342
ACH-000383,-0.13854605990911045
ACH-000387,-0.1002028195710362
ACH-000389,-0.3021693143292223
ACH-000390,-0.071931979194449
ACH-000393,-0.17165602460289536
ACH-000395,-0.22055445094124207
ACH-000396,-0.35710018911357266
ACH-000397,-0.08873067314297779
ACH-000401,0.011187678609601707
ACH-000402,-0.20355203001376232
ACH-000403,-0.2155676607372061
ACH-000404,-0.2644432463034524
ACH-000406,-0.09898783341998277
ACH-000407,-0.2383762186674641
ACH-000408,-0.060678215504105536
ACH-000410,0.2212170714992452
ACH-000411,-0.17608292521236113
ACH-000414,0.070950242436222
ACH-000415,-0.15020474210665832
ACH-000416,-0.32150302916036344
ACH-000420,-0.015450596795453997
ACH-000421,-0.1502201782141538
ACH-000424,0.23703362222269134
ACH-000425,-0.11607536672934075
ACH-000426,-0.012523471714916638
ACH-000427,-0.12501793093796618
ACH-000433,0.08783158768630417
ACH-000435,-0.4140666255836341
ACH-000436,-0.3656904951839591
ACH-000444,-0.0995826401054999
ACH-000445,-0.1406659687591357
ACH-000448,-0.12581465929147767
ACH-000450,0.3112330990304636
ACH-000452,-0.15821095304702232
ACH-000454,-0.08821743870409927
ACH-000458,-0.3483080624575677
ACH-000459,0.07420747649900818
ACH-000460,-0.1705598078943092
ACH-000461,-0.09495424752631956
ACH-000463,0.0950569935954624
ACH-000464,-0.2650593052289635
ACH-000466,0.00010874570902598448
ACH-000467,-0.14571924498988398
ACH-000468,-0.0935087466949364
ACH-000469,-0.1163014216447807
ACH-000470,-0.20203331318220416
ACH-000471,0.0010788461962645598
ACH-000472,-0.053012577781988666
ACH-000473,-0.08550529802667484
ACH-000475,-0.1706021352793485
ACH-000476,-0.13952406679836646
ACH-000477,0.20811465932035564
ACH-000479,0.14733630041721602
ACH-000480,0.2205933953837398
ACH-000481,-0.07502533190332644
ACH-000483,-0.14013220217887196
ACH-000484,-0.284252807460302
ACH-000485,0.0056080180737478535
ACH-000486,-0.052618396081809994
ACH-000487,-0.06719170249791538
ACH-000488,-0.1289324003336209
ACH-000490,-0.1386231867906445
ACH-000491,0.0410976368649297
ACH-000495,-0.128880137575248
ACH-000496,-0.13781284470591668
ACH-000499,-0.07563455124181966
ACH-000500,-0.14816012800761508
ACH-000502,-0.07689954998965662
ACH-000503,-0.07760353239597356
ACH-000505,-0.2246061720216234
ACH-000507,-0.09678194881211197
ACH-000510,-0.13189903536332892
ACH-000511,-0.07464999747819992
ACH-000512,-0.3825165806533441
ACH-000516,0.008019724139171536
ACH-000517,-0.08571505962672507
ACH-000518,-0.00035939814192212366
ACH-000520,-0.030991911684736157
ACH-000521,-0.2316288936762668
ACH-000522,-0.3231679355853222
ACH-000524,-0.14221985406226978
ACH-000527,-0.13851082976495716
ACH-000528,-0.13599327470214734
ACH-000537,-0.03695889608951527
ACH-000541,-0.30292501535980043
ACH-000542,-0.18318731862189205
ACH-000544,-0.2818116230061189
ACH-000545,-0.058587530153723026
ACH-000547,0.015899403891045213
ACH-000548,-0.2348161957499421
ACH-000549,-0.0709687715107654
ACH-000550,-0.3450199760540337
ACH-000552,-0.20633863882017608
ACH-000556,-0.2613665955084472
ACH-000557,-0.17459953613381007
ACH-000569,-0.25834171902502
ACH-000570,-0.03716945756865896
ACH-000571,-0.16080181562363532
ACH-000573,-0.16943791439122205
ACH-000576,-0.07172753509309812
ACH-000579,-0.020235516911537903
ACH-000580,0.15470495378617335
ACH-000584,-0.0890725789222057
ACH-000585,-0.15900744881756765
ACH-000588,-0.1970619849961012
ACH-000589,-0.005039958980031186
ACH-000591,-0.02555448275629308
ACH-000593,-0.2312435441057736
ACH-000600,-0.2743820491297691
ACH-000601,-0.13997274110283953
ACH-000605,-0.1591931152183086
ACH-000606,-0.16473664411082534
ACH-000608,-0.1598130998303052
ACH-000614,-0.07575815771348611
ACH-000616,-0.15004267734099122
ACH-000618,0.10799216764554824
ACH-000619,-0.12295507345089884
ACH-000620,-0.05741418390515717
ACH-000621,-0.2365483677809551
ACH-000622,-0.11000954127916827
ACH-000623,-0.20397252734688884
ACH-000624,-0.06998126386812882
ACH-000627,-0.2198986748129348
ACH-000630,-0.3446444571873351
ACH-000631,-0.2507608112719085
ACH-000632,-0.17992896219832233
ACH-000633,-0.21877828236073746
ACH-000637,-0.08358256498433847
ACH-000638,-0.17669950153984865
ACH-000646,-0.0985993388288591
ACH-000647,-0.07045197854729816
ACH-000648,-0.17044299679831915
ACH-000649,-0.11606399205505932
ACH-000651,-0.06419917583101313
ACH-000652,-0.12014122354232315
ACH-000653,-0.17384235650948815
ACH-000657,-0.0581029615396161
ACH-000658,-0.2657365800466465
ACH-000661,0.04452681895985085
ACH-000662,0.02613298185553337
ACH-000663,-0.25897565445055803
ACH-000665,-0.035826174262253256
ACH-000671,-0.08159766378774201
ACH-000672,-0.4822362571345385
ACH-000673,-0.01493340830608466
ACH-000676,-0.04916537359332155
ACH-000677,-0.11666262167411605
ACH-000681,-0.00040621910269316927
ACH-000683,-0.22473593102403566
ACH-000684,-0.02370915847257338
ACH-000688,-0.2353392302594953
ACH-000693,-0.14890110088342925
ACH-000694,-0.08515018975999494
ACH-000695,-0.6095210513048624
ACH-000696,-0.08900646405545641
ACH-000697,-0.17723188569433246
ACH-000699,-0.2750531113520898
ACH-000701,-0.09260282837327573
ACH-000706,0.029375775821304937
ACH-000711,-0.10842810014607117
ACH-000713,-0.15944447741588494
ACH-000714,-0.31963218480608463
ACH-000718,-0.21382834277824295
ACH-000720,-0.07501539396422205
ACH-000721,-0.2127754594042504
ACH-000724,-0.3051075452084908
ACH-000725,-0.2607481292836737
ACH-000732,-0.15892513132855093
ACH-000734,-0.04195838660030746
ACH-000735,-0.11093286775510453
ACH-000736,0.3010618369184308
ACH-000738,0.047463901929064266
ACH-000746,-0.07754358971653186
ACH-000747,-0.04804785017290269
ACH-000748,-0.10466525816063288
ACH-000753,-0.11854091536288199
ACH-000756,-0.3728049003342091
ACH-000757,-0.13853208685209606
ACH-000758,-0.3914380513657763
ACH-000760,-0.1292955338670058
ACH-000762,-0.17924147969289575
ACH-000763,-0.09723934933782016
ACH-000764,-0.1374567991405588
ACH-000765,-0.05968721354094578
ACH-000766,-0.1906997381628589
ACH-000767,-0.06772852731684836
ACH-000768,0.1406281937847407
ACH-000769,-0.14806358177293474
ACH-000770,-0.08754265947859845
ACH-000771,-0.10815170811204594
ACH-000773,-0.26180350639310634
ACH-000776,-0.17155378750995218
ACH-000777,-0.10391043697001108
ACH-000778,0.02052312913854136
ACH-000781,-0.07733488735616441
ACH-000782,-0.12646465139109045
ACH-000783,-0.19642350363116245
ACH-000784,-0.1964041068572204
ACH-000785,-0.038490326733472184
ACH-000787,-0.07506989761641777
ACH-000788,-0.009668865886684764
ACH-000791,-0.07932222095526502
ACH-000792,-0.2208322737741162
ACH-000794,-0.2002985645979901
ACH-000796,-0.03102538943219145
ACH-000798,0.08861940449887519
ACH-000799,0.10212885320326404
ACH-000800,0.03392471789883247
ACH-000802,-0.1809822659249368
ACH-000804,-0.4147783979366434
ACH-000805,0.30393409667579097
ACH-000809,-0.16474759878655598
ACH-000810,0.04400404286198823
ACH-000811,-0.1981729362389804
ACH-000817,-0.20000267446616007
ACH-000819,0.09116814240574744
ACH-000820,-0.18678019333691556
ACH-000821,-0.0235429751022971
ACH-000822,0.13340014887875046
ACH-000823,-0.13737617925040005
ACH-000824,-0.1299097232644742
ACH-000827,-0.1457999655355714
ACH-000829,-0.2851855372347688
ACH-000831,-0.16529657278672374
ACH-000832,0.02938862826464252
ACH-000833,-0.05143377961151143
ACH-000834,-0.07954251101067675
ACH-000835,-0.16036677292374882
ACH-000836,-0.09681252627201167
ACH-000837,-0.12242267074067073
ACH-000838,-0.0401855232277124
ACH-000839,-0.2144374133537384
ACH-000840,-0.2347848954620549
ACH-000841,-0.2162211391609884
ACH-000843,-0.05072214200783892
ACH-000846,-0.1323270976717582
ACH-000847,0.060886798388967524
ACH-000848,0.03760959893638464
ACH-000849,-0.093756207992244
ACH-000851,-0.2337069006863812
ACH-000855,-0.23812102992990966
ACH-000856,-0.2276973450716511
ACH-000858,-0.006861572102337222
ACH-000859,-0.09172111423936126
ACH-000861,0.013103653729138885
ACH-000862,-0.16560621831962855
ACH-000865,-0.196005651840104
ACH-000866,-0.10330796511889896
ACH-000867,-0.08433612220210869
ACH-000869,-0.10770404007133423
ACH-000872,-0.1517318059555543
ACH-000873,-0.1993617098445317
ACH-000876,-0.08099509851702585
ACH-000878,-0.020160889416667844
ACH-000880,-0.11127316803065693
ACH-000881,-0.15005091601199744
ACH-000882,-0.2345317746916171
ACH-000884,-0.08826835537536261
ACH-000885,-0.13820018659643846
ACH-000887,-0.17424072628776205
ACH-000889,-0.11418085145868433
ACH-000896,-0.0527669036516463
ACH-000898,0.03822980678716914
ACH-000900,-0.16920796557546092
ACH-000901,-0.11246729119580218
ACH-000905,-0.12047276586338745
ACH-000906,-0.1327455341257254
ACH-000907,-0.22732861076591185
ACH-000910,-0.2331208361954963
ACH-000911,-0.0075808513546922
ACH-000912,-0.028107589980035482
ACH-000913,-0.009058941348880013
ACH-000915,-0.06862522036229816
ACH-000916,0.3956852900303033
ACH-000917,-0.09964478137834644
ACH-000920,-0.12549277403849332
ACH-000921,-0.1775446494547122
ACH-000924,-0.12364775842500485
ACH-000926,-0.09419184509711354
ACH-000928,-0.3061815753549308
ACH-000929,0.026389263166063187
ACH-000932,-0.1123567871707769
ACH-000935,-0.20489251577511464
ACH-000936,-0.29844783770897115
ACH-000937,-0.14880616545524988
ACH-000938,-0.010872563692382849
ACH-000939,-0.3318786759888347
ACH-000941,-0.004570475867062778
ACH-000943,-0.1385224344337871
ACH-000946,-0.17528573913464401
ACH-000947,0.06658542765387837
ACH-000948,-0.17500926751759313
ACH-000950,-0.19243072809587008
ACH-000953,-0.19070044495370314
ACH-000954,-0.4031552700374386
ACH-000957,0.13805167914238167
ACH-000958,-0.09600394980969602
ACH-000960,-0.23850866971217985
ACH-000963,0.048496319741731166
ACH-000968,-0.04606273951887352
ACH-000969,-0.2757293268743662
ACH-000972,-0.5049514945533061
ACH-000973,-0.1905856399583691
ACH-000974,-0.14452827754462724
ACH-000978,-0.02914447889394557
ACH-000984,-0.1436439713096769
ACH-000986,-0.16754767642005575
ACH-000988,0.1996531866861765
ACH-000993,-0.164542908975987
ACH-000994,-0.22177775677894665
ACH-000996,-0.1831458886762188
ACH-001001,-0.0744385515585341
ACH-001020,-0.06379901895432273
ACH-001028,-0.15692568487131034
ACH-001031,-0.052611637508835817
ACH-001038,-0.1520550202211278
ACH-001048,-0.24187939204072545
ACH-001050,-0.1682082749377323
ACH-001053,-0.16876323265466886
ACH-001054,-0.2806694449932807
ACH-001061,-0.05302942487684949
