,SLFN11 (91607)
ACH-000004,-0.056613433763940124
ACH-000005,-0.018284103593492158
ACH-000007,0.1081569078527172
ACH-000009,0.09199883612882727
ACH-000011,0.19241058816562825
ACH-000012,0.2100104237836344
ACH-000013,0.10023909110384352
ACH-000014,0.07661143274070896
ACH-000015,0.0348166241088152
ACH-000017,0.1124792085584326
ACH-000018,0.08347571643111687
ACH-000019,0.027628964143688244
ACH-000021,0.12954158814248712
ACH-000022,0.03466523406196791
ACH-000025,0.21846591237395888
ACH-000028,0.016799499735125546
ACH-000030,0.01680846801770905
ACH-000035,-0.03106849606202097
ACH-000036,0.07867054462866634
ACH-000037,0.13417357003595148
ACH-000039,0.22079553901124174
ACH-000040,0.09509786354514052
ACH-000041,0.08643967888125363
ACH-000042,0.12200648288985327
ACH-000045,0.09662267858624464
ACH-000047,0.06845838937267497
ACH-000052,0.2774163025778244
ACH-000053,-0.021023039147175668
ACH-000054,0.17464382258873032
ACH-000055,0.08244988994590555
ACH-000060,0.1404953260028579
ACH-000067,-0.006376967015719825
ACH-000070,0.06001098335361452
ACH-000075,0.22887387181227944
ACH-000078,-0.0379943135238388
ACH-000082,0.033207409742599614
ACH-000085,0.20558242448685465
ACH-000086,0.060489251628649064
ACH-000087,0.21898037357557906
ACH-000092,0.1387438379535613
ACH-000095,0.14236893060466504
ACH-000097,0.16518611510779868
ACH-000098,0.0614144192132847
ACH-000099,0.12775845531616042
ACH-000108,0.06921592725818251
ACH-000113,0.1813640191773043
ACH-000116,0.2653124337384581
ACH-000118,0.13341033849938322
ACH-000120,0.2844191425583277
ACH-000123,0.07100658420728305
ACH-000127,0.20512683378587807
ACH-000128,-0.15641533753641906
ACH-000132,0.1540556345912135
ACH-000133,0.2161496372220814
ACH-000137,0.038949172737162516
ACH-000138,0.18849784058441726
ACH-000142,0.06852052676252858
ACH-000143,0.14839605009123366
ACH-000146,0.06580577790428749
ACH-000148,0.04692691621372905
ACH-000150,0.27150081489942113
ACH-000152,-0.02948637868045415
ACH-000153,-0.1695060046164041
ACH-000159,0.02486033786178703
ACH-000160,0.12454577068974615
ACH-000163,0.08771123678784985
ACH-000167,-0.083944507436233
ACH-000168,0.2922363981714248
ACH-000169,0.049510876825472006
ACH-000178,0.14281749924252374
ACH-000183,-0.01044775269678497
ACH-000188,-0.08241821583867576
ACH-000189,0.0654072465595563
ACH-000190,0.3280203378960743
ACH-000198,0.16372600551948238
ACH-000203,-0.08298841545074911
ACH-000204,0.0032960823342884672
ACH-000206,0.14678733424005294
ACH-000207,-0.05199512544794334
ACH-000208,-0.06616513073804495
ACH-000210,0.2988775505790067
ACH-000211,0.16029264608625582
ACH-000215,0.05286964830636857
ACH-000221,-0.12593708318366273
ACH-000222,0.020471744434575348
ACH-000223,0.12318918099692895
ACH-000226,0.1899648547960951
ACH-000227,0.16716071875827027
ACH-000228,0.20449585080376576
ACH-000231,0.11115983398340663
ACH-000232,0.13448301338695642
ACH-000233,0.11227079241536396
ACH-000234,0.014081058509251312
ACH-000235,0.060910221358275
ACH-000237,0.14957091667344086
ACH-000238,0.03816823570630858
ACH-000242,0.029394779443626017
ACH-000243,0.08430654161762673
ACH-000244,0.2781149166942737
ACH-000246,0.14850397736373466
ACH-000248,0.10455505929530776
ACH-000250,0.15770449218748445
ACH-000251,0.11268168810674925
