,PRUNE2 (158471)
ACH-000004,-0.1399690677172882
ACH-000005,0.16043435041013054
ACH-000007,-0.1370618143403347
ACH-000009,-0.11116555248095934
ACH-000011,0.0570632853817632
ACH-000012,0.12067171155829128
ACH-000013,-0.10722965466407967
ACH-000014,-0.09760113154717363
ACH-000015,-0.16475492680654547
ACH-000017,0.1787740022778261
ACH-000018,0.091148037858559
ACH-000019,0.034093693263781526
ACH-000021,-0.04392229905098465
ACH-000022,-0.05617448669429132
ACH-000025,-0.07488111821681573
ACH-000028,-0.15082328219140032
ACH-000030,-0.08947309479202173
ACH-000035,-0.19574270634490026
ACH-000036,-0.07608638460193769
ACH-000037,-0.221575819679748
ACH-000039,-0.3283290410469759
ACH-000040,0.08673929445621119
ACH-000041,0.05467239264881108
ACH-000042,-0.012337198995457335
ACH-000045,-0.0931612056211754
ACH-000047,-0.022908393114972416
ACH-000052,0.14101491178256895
ACH-000053,-0.03347183146283148
ACH-000054,-0.1218913766220052
ACH-000055,-0.33893615058229754
ACH-000060,-0.11614637767005195
ACH-000067,0.09909534397327753
ACH-000070,-0.20229043273154876
ACH-000075,0.04598210764074147
ACH-000078,-0.032003179025187706
ACH-000082,0.13468973053855055
ACH-000085,0.024629345820061717
ACH-000086,-0.007429309442381522
ACH-000087,0.06096401811345695
ACH-000092,-0.014954399925720237
ACH-000095,0.15241050368620707
ACH-000097,-0.04746761079289913
ACH-000098,0.01483257265694313
ACH-000099,0.033561682413907445
ACH-000108,-0.0209122478155618
ACH-000113,0.004722223898807455
ACH-000116,-0.1001272476873932
ACH-000118,0.02205023847727075
ACH-000120,-0.08182726582058486
ACH-000123,-0.002486982898865544
ACH-000127,-0.02597764922427933
ACH-000128,-0.034663932354880515
ACH-000132,-0.031735209838138344
ACH-000133,-0.26107613147572045
ACH-000137,0.22743223425538936
ACH-000138,-0.0026677285125739267
ACH-000142,0.023648018924375836
ACH-000143,-0.05831670527762306
ACH-000146,-0.0886655487053237
ACH-000148,-0.08052728611175389
ACH-000150,0.13845932330322436
ACH-000152,-0.1120161578755468
ACH-000153,0.2406987079339065
ACH-000159,-0.12589343669093972
ACH-000160,-0.008367898509138041
ACH-000163,0.028127187880027396
