,SMPD3 (55512)
ACH-000004,-0.12673002668686434
ACH-000005,-0.2416346010256187
ACH-000007,-0.13620624166231174
ACH-000009,-0.03759549644229288
ACH-000011,-0.15439521673483522
ACH-000012,-0.3438274159702978
ACH-000013,-0.2430904754648963
ACH-000014,-0.1455344302400889
ACH-000015,-0.12793887539338333
ACH-000017,-0.17192666261004247
ACH-000018,0.035808836778178865
ACH-000019,-0.10626495715331503
ACH-000021,-0.2703713725623781
ACH-000022,-0.203173933250914
ACH-000025,-0.2796968862829692
ACH-000028,-0.10973711231764738
ACH-000030,-0.12680548368840938
ACH-000035,-0.2099336382014848
ACH-000036,-0.09257255219374687
ACH-000037,-0.2824141979193262
ACH-000039,-0.1153093645626312
ACH-000040,-0.2169121609324056
ACH-000041,-0.08492130995149423
ACH-000042,-0.2647996255797724
ACH-000045,-0.11768294674667447
ACH-000047,-0.1657727098835256
ACH-000052,-0.3860225578406071
ACH-000053,-0.16975184684126626
ACH-000054,-0.2798748778661475
ACH-000055,0.06708956900530733
ACH-000060,-0.13757040128689066
ACH-000067,-0.2135118191677036
ACH-000070,-0.25467091960394506
ACH-000075,-0.1993518287707644
ACH-000078,-0.10093218610482588
ACH-000082,-0.2111946656200829
ACH-000085,-0.2279567136359639
ACH-000086,-0.19644038324948748
ACH-000087,-0.08736356466569384
ACH-000092,-0.2487978770977125
ACH-000095,-0.2422050395291459
ACH-000097,-0.12895812673158158
ACH-000098,-0.23294441642688374
ACH-000099,-0.26992669532950603
ACH-000108,-0.1439322145004178
ACH-000113,-0.2731585402925619
ACH-000116,-0.1150836426643298
ACH-000118,-0.1893338026960208
ACH-000120,-0.2601604803877274
ACH-000123,-0.21980405486280344
ACH-000127,-0.2391827569796276
ACH-000128,-0.1135052324395187
ACH-000132,-0.3776843947472337
ACH-000133,-0.24438941308437698
ACH-000137,-0.2590781859538055
ACH-000138,-0.12212793008556383
ACH-000142,-0.3561857946105468
ACH-000143,-0.0941949697936972
ACH-000146,-0.040583197282094134
ACH-000148,-0.1906051017298866
ACH-000150,-0.28727344360332385
ACH-000152,-0.19225137898007968
ACH-000153,-0.06751738335849441
ACH-000159,-0.15252657522156746
ACH-000160,-0.16652944762383676
ACH-000163,0.02191312420135633
ACH-000167,0.012099281275815112
ACH-000168,-0.1871003466703305
ACH-000169,-0.03367394978062961
ACH-000178,-0.22191441532470613
ACH-000183,-0.23179700304156484
ACH-000188,-0.25071801245191505
ACH-000189,-0.08800075731819446
ACH-000190,-0.330150819844753
ACH-000198,-0.13152030227059
ACH-000203,-0.6589397123610987
ACH-000204,-0.487653459915396
ACH-000206,-0.13869410172354424
ACH-000207,-0.13443327449398346
ACH-000208,-0.049251407047311103
ACH-000210,-0.16109233299301493
ACH-000211,-0.29242988485585825
ACH-000215,-0.14418585831126973
ACH-000221,-0.2420381862019867
ACH-000222,-0.3978399562438473
ACH-000223,-0.2278691070666481
ACH-000226,-0.09817656406248074
ACH-000227,-0.2311817570892063
ACH-000228,-0.2261260297716376
ACH-000231,-0.18307811918241965
