,ACTA1 (58)
ACH-000004,-0.17167231823372334
ACH-000005,-0.1215235091697803
ACH-000007,-0.2866559740230148
ACH-000009,-0.12414902578768724
ACH-000011,-0.329074054517692
ACH-000012,-0.22652547560364056
ACH-000013,-0.2124171391846871
ACH-000014,-0.18377042382790348
ACH-000015,-0.1278060837614769
ACH-000017,-0.2423708598441144
ACH-000018,-0.22892960494390566
ACH-000019,-0.1588819090308174
ACH-000021,-0.19458627408638451
ACH-000022,-0.18365000440165347
ACH-000025,-0.17392745571285834
ACH-000028,0.08756491190302093
ACH-000030,-0.12580563853116514
ACH-000035,-0.1557719256716615
ACH-000036,-0.39439653635643857
ACH-000037,-0.10541845275025004
ACH-000039,-0.1690667711776416
ACH-000040,-0.14805145754859173
ACH-000041,-0.09137617496801144
ACH-000042,-0.2112535539234387
ACH-000045,-0.22361563447868704
ACH-000047,-0.10984401546344663
ACH-000052,-0.17608060250602275
ACH-000053,-0.31442111235172365
ACH-000054,-0.06604973611341775
ACH-000055,0.01072132116472028
ACH-000060,-0.22584695698033305
ACH-000067,-0.18852400584372145
ACH-000070,-0.10379399759804836
ACH-000075,-0.3369185805745412
ACH-000078,-0.08039873748975075
ACH-000082,-0.2111297264464393
ACH-000085,-0.16489318786350365
ACH-000086,-0.059848719648316576
ACH-000087,-0.09076742617074024
ACH-000092,-0.2838707318560187
ACH-000095,-0.13400209559304382
ACH-000097,-0.09626043748954956
ACH-000098,-0.3711076481981405
ACH-000099,-0.22217726091576212
ACH-000108,-0.2299930395093228
ACH-000113,-0.2536561148477744
ACH-000116,-0.09832597875821436
ACH-000118,-0.15146835910892267
ACH-000120,-0.2925353108499392
ACH-000123,-0.03634691740029533
ACH-000127,-0.21327923158712064
ACH-000128,-0.10682945455351504
ACH-000132,-0.278628648218277
ACH-000133,-0.17159442650980306
ACH-000137,-0.11458674796871245
ACH-000138,-0.11823433867549345
ACH-000142,-0.4712534180506777
ACH-000143,-0.19824242044257728
ACH-000146,-0.1867366410357298
ACH-000148,-0.23724027586637714
ACH-000150,-0.4663262115491616
ACH-000152,-0.14467062874284334
ACH-000153,-0.3272519056559054
ACH-000159,-0.13105384364024458
ACH-000160,-0.2001287249924907
ACH-000163,-0.2860060283191428
ACH-000167,-0.2511104436397252
ACH-000168,-0.2723883157875392
ACH-000169,-0.1529105328321154
ACH-000178,-0.2371281960047343
ACH-000183,-0.18599320373502465
ACH-000188,-0.09815803120539318
ACH-000189,-0.3402266064514634
ACH-000190,-0.11839083193886392
ACH-000198,-0.2140497637765843
ACH-000203,-0.3888132672315913
ACH-000204,-0.04814948326564394
ACH-000206,-0.11635416905450716
ACH-000207,-0.15576004953059133
ACH-000208,-0.015395485791610031
ACH-000210,-0.2669008671419056
ACH-000211,-0.16472737124063633
ACH-000215,-0.20674186349377102
ACH-000221,-0.16208430169984078
ACH-000222,-0.13360865960372673
ACH-000223,-0.2269972491746883
ACH-000226,-0.21735104148701775
ACH-000227,-0.3417543583210868
ACH-000228,-0.22444490719321072
ACH-000231,-0.26776620495712683
ACH-000232,-0.24230412874654436
ACH-000233,-0.4014869901437828
ACH-000234,-0.1783883503852573
ACH-000235,-0.20030848561069764
ACH-000237,-0.28988550487386683
ACH-000238,-0.18481995060790013
ACH-000242,-0.4771435507967011
ACH-000243,-0.14659943113638665
ACH-000244,-0.30707087786326304
ACH-000246,-0.24509565352060864
ACH-000248,-0.030752946099582214
ACH-000250,-0.17744610064791366
ACH-000251,-0.42050568281772377
ACH-000252,-0.13638994189422474
ACH-000253,-0.09735851536805036
ACH-000255,-0.10446692472150072
ACH-000256,-0.12059990420912005
ACH-000257,-0.07837611888163852
ACH-000258,-0.10044619878011764
ACH-000259,-0.1333486944186998
ACH-000260,-0.14484859402107492
ACH-000261,-0.16324054617585415
ACH-000262,-0.1267183856558087
ACH-000263,-0.12146891281728793
ACH-000264,-0.1399622339575986
ACH-000265,0.024083467343955133
ACH-000266,-0.2753108192023715
ACH-000272,-0.17733044804993636
ACH-000274,-0.1906335528592732
ACH-000277,-0.22857964767471906
ACH-000278,-0.10749110612149583
ACH-000279,-0.1862497231725419
ACH-000280,-0.2479441114478589
ACH-000281,-0.5114653811649403
ACH-000288,-0.2450564021501245
ACH-000291,-0.2442970538595941
ACH-000293,-0.21650685534144465
ACH-000294,-0.07442799660538303
ACH-000295,-0.2559427339001096
ACH-000296,-0.2300387194476591
ACH-000302,-0.2435929272904361
ACH-000304,-0.3127879781565239
ACH-000307,-0.17953412203766286
ACH-000308,-0.2650748260133278
ACH-000310,-0.3538681359428409
ACH-000311,-0.2845714132512322
ACH-000312,-0.2398116085768519
ACH-000315,-0.09097105225507246
ACH-000316,-0.4090182070909296
ACH-000317,-0.4482314148882437
ACH-000318,-0.19181614777469905
ACH-000319,-0.05139437039444522
ACH-000320,-0.342658167686948
ACH-000322,-0.1247949613465046
ACH-000323,-0.1732556617104372
ACH-000324,-0.18641572430670028
ACH-000329,-0.2140853006964771
ACH-000330,-0.28342100651576985
ACH-000331,-0.22375711049662173
ACH-000332,-0.16957127951257522
ACH-000334,-0.10444369245736043
ACH-000335,-0.1033707480179538
ACH-000336,-0.3682296744848829
ACH-000337,-0.18454726680781589
ACH-000338,-0.11646932489317227
ACH-000339,-0.18516544628709927
ACH-000341,-0.1933055681795616
ACH-000348,-0.24689985419072666
ACH-000350,-0.3012224303856366
ACH-000352,-0.05451629767410073
ACH-000356,-0.0030943833754367143
ACH-000361,-0.24871684202470995
ACH-000362,-0.16469764748570306
ACH-000363,-0.20067403526794855
ACH-000364,-0.08052620020432161
ACH-000365,-0.1923190233771392
ACH-000366,-0.15635860555673506
ACH-000368,-0.15032657145080675
ACH-000374,-0.1909488751238261
ACH-000375,-0.14601870229724515
ACH-000376,-0.23869314564499156
ACH-000381,-0.2630334697234166
ACH-000383,-0.1813988726140114
ACH-000387,-0.13602797315630502
ACH-000389,-0.11899631753009805
ACH-000390,-0.271920208363836
ACH-000393,-0.15110757688301518
ACH-000395,-0.28727365580098074
ACH-000396,-0.05233980221884323
ACH-000397,-0.0406436422818856
ACH-000401,-0.2862459141394089
ACH-000402,-0.2383716005943476
