,ASTL (431705)
ACH-000004,-0.02732470368449465
ACH-000005,0.01289979563618943
ACH-000007,0.016483359335072736
ACH-000009,-0.09527485162855767
ACH-000011,-0.11102833790905173
ACH-000012,-0.14107232772345127
ACH-000013,-0.19014906035711088
ACH-000014,-0.02311581702294636
ACH-000015,-0.2453667810545921
ACH-000017,0.07039437648512455
ACH-000018,-0.28394017391635
ACH-000019,0.010398117848930927
ACH-000021,-0.06352716689566301
ACH-000022,-0.04190485503984759
ACH-000025,-0.11722322440324777
ACH-000028,-0.09104805556353672
ACH-000030,-0.15505528809917452
ACH-000035,-0.21035725512141426
ACH-000036,-0.15885991165628408
ACH-000037,-0.14332026736709802
ACH-000039,0.06888919867657414
ACH-000040,-0.115487205937082
ACH-000041,-0.021756394660596416
ACH-000042,-0.03612892553512742
ACH-000045,-0.0629150150567439
ACH-000047,-0.20545921432035535
ACH-000052,-0.2119462380940476
ACH-000053,-0.11587420712187835
ACH-000054,0.005848887065583046
ACH-000055,0.17351590810598586
ACH-000060,-0.12915935871333964
ACH-000067,-0.1167939358015864
ACH-000070,-0.13910380606214798
ACH-000075,-0.1548004415146515
ACH-000078,-0.019521527778547515
ACH-000082,-0.09528637174114686
ACH-000085,-0.10216435620334632
ACH-000086,-0.02309781617719751
ACH-000087,0.011626002524126251
ACH-000092,-0.16170248478057425
ACH-000095,-0.06698179042991283
ACH-000097,-0.1187951841244456
ACH-000098,-0.2656987970044158
ACH-000099,-0.028486189887391093
ACH-000108,-0.04344349653068739
ACH-000113,0.021434242239648498
ACH-000116,-0.1514447730692333
ACH-000118,-0.11402465150902795
ACH-000120,-0.03789650359916882
ACH-000123,-0.1448320661637076
ACH-000127,-0.08298592552400959
ACH-000128,-0.10643443193977263
ACH-000132,0.005903076526753287
ACH-000133,-0.29977718453707186
ACH-000137,-0.1957392340328546
ACH-000138,0.04138756948306178
ACH-000142,0.04999451921171857
ACH-000143,0.08139854386336927
ACH-000146,-0.05455583539090773
ACH-000148,-0.14700109782798124
ACH-000150,-0.10548143745662072
ACH-000152,-0.057772728828047175
ACH-000153,-0.013874322144920296
ACH-000159,-0.10810572455592987
ACH-000160,0.009795932435582702
ACH-000163,-0.09139625058837518
ACH-000167,0.0792918853148702
ACH-000168,-0.009082126283755286
ACH-000169,-0.057964166157242814
ACH-000178,-0.03821959818450863
ACH-000183,-0.14393835410073513
ACH-000188,0.08180227645866361
ACH-000189,0.010597720722294209
ACH-000190,-0.07254770933966416
ACH-000198,-0.052073608342953985
ACH-000203,0.029803264985524318
ACH-000204,-0.06066661644599791
ACH-000206,-0.06614755327487418
ACH-000207,-0.004076606448864225
ACH-000208,-0.08352358207079426
ACH-000210,-0.252550437817906
ACH-000211,-0.1124215762502531
ACH-000215,-0.07959912651897365
ACH-000221,-0.4169280382507651
ACH-000222,-0.16453023272326794
ACH-000223,-0.1706105758101557
ACH-000226,-0.14495569368390554
ACH-000227,0.03528733875058465
ACH-000228,-0.20798280978614975
ACH-000231,-0.18795492913328726
ACH-000232,-0.03442490105954807
ACH-000233,-0.1964689736133115
ACH-000234,-0.0466392742823422
ACH-000235,-0.08532440593238387
ACH-000237,-0.08918476523314367
ACH-000238,0.06580091132941171
ACH-000242,-0.3686380067115997
ACH-000243,-0.0464233513642215
ACH-000244,0.12040216376579915
ACH-000246,-0.1725032411094964
ACH-000248,-0.1784645393553194
ACH-000250,-0.18753246778213672
ACH-000251,-0.13081837836517138
ACH-000252,-0.17129494350583446
ACH-000253,-0.09861298434983523
ACH-000255,-0.2742504202068517
ACH-000256,-0.24505440294022265
ACH-000257,-0.06587912293687326
ACH-000258,-0.07512004794499923
ACH-000259,-0.051962785965259536
ACH-000260,-0.1247701383622665
ACH-000261,-0.06747485983151766
ACH-000262,-0.005531249887276114
ACH-000263,0.049503089462344635
ACH-000264,0.001393675058631938
ACH-000265,-0.14796267254412215
ACH-000266,-0.03611657422838774
ACH-000272,-0.1152645901648088
ACH-000274,-0.06871192879332871
ACH-000277,-0.05302774621122085
ACH-000278,-0.12106655936854673
ACH-000279,-0.01475463977000164
ACH-000280,-0.1474279465070995
ACH-000281,-0.005458340927626085
ACH-000288,-0.0656942754917508
ACH-000291,-0.09740851066777308
ACH-000293,-0.11973066622767267
ACH-000294,-0.1336255490527107
ACH-000295,0.038825153721511664
ACH-000296,0.037210068861273066
ACH-000302,-0.1342191089814637
ACH-000304,-0.24682619191122795
ACH-000307,-0.17950761845367708
ACH-000308,-0.11610953515079488
ACH-000310,0.06266448173245656
ACH-000311,-0.026720126682747397
ACH-000312,0.039563608658305584
ACH-000315,-0.3011257253325585
ACH-000316,-0.11622798434128725
ACH-000317,-0.046696099938906235
ACH-000318,0.00120101378466294
ACH-000319,-0.07960113270007971
ACH-000320,0.008243351265486979
ACH-000322,-0.11361680396892195
ACH-000323,-0.12082271759965205
ACH-000324,-0.031301787565104135
ACH-000329,-0.09850881826614116
ACH-000330,-0.1835324737917019
ACH-000331,-0.006770039518728357
ACH-000332,0.0815075343135587
ACH-000334,-0.06935435444883192
ACH-000335,0.010034045024807974
ACH-000336,-0.4545689073850318
ACH-000337,-0.03704072080907075
ACH-000338,0.12361096336048018
ACH-000339,-0.08565543837525598
ACH-000341,-0.14673639024915694
ACH-000348,-0.0389716210260601
ACH-000350,0.010159438541009648
ACH-000352,-0.13679991582419493
ACH-000356,-0.044715703202665005
ACH-000361,-0.08657661299997524
ACH-000362,-0.1771451020335377
ACH-000363,0.02909352933772525
ACH-000364,-0.17616992701261905
ACH-000365,-0.1782519758148356
ACH-000366,0.03764279799200897
ACH-000368,-0.044612731051768634
ACH-000374,-0.2128055468739649
ACH-000375,-0.2808765656848413
ACH-000376,-0.005710711971532696
ACH-000381,-0.27381490070384584
ACH-000383,-0.05371198899731254
ACH-000387,-0.26360503347012765
ACH-000389,-0.2409406063767381
ACH-000390,-0.16595331487518858
ACH-000393,-0.1552064000379233
ACH-000395,0.0015891278897956658
ACH-000396,0.08762417117725685
ACH-000397,-0.07547937004277527
ACH-000401,-0.04086792398432925
ACH-000402,-0.19028293550521072
ACH-000403,0.00409311349176021
ACH-000404,-0.3048970794765505
ACH-000406,-0.1339253621777991
ACH-000407,-0.22083771660206786
ACH-000408,-0.13907251574009136
ACH-000410,-0.06303243696407375
ACH-000411,-0.06622107485813092
ACH-000414,0.05039146847381762
ACH-000415,-0.1958859806850457
ACH-000416,-0.07352700590081224
ACH-000420,-0.11290007608683067
ACH-000421,-0.15819848472352102
ACH-000424,-0.2914484371994049
ACH-000425,-0.11502527857601542
ACH-000426,-0.14379507726492793
ACH-000427,-0.13386672447111236
ACH-000433,-0.20503173846803
ACH-000435,-0.0939776612093918
ACH-000436,-0.17010027568286065
ACH-000444,-0.10174688278417823
ACH-000445,-0.12123781860479838
ACH-000448,-0.029757603849425364
ACH-000450,-0.1265432872581861
ACH-000452,-0.014456374109664953
ACH-000454,-0.18975938655447672
ACH-000458,-0.11218516953483
ACH-000459,-0.15725160918339806
ACH-000460,-0.07067529456146189
ACH-000461,-0.01921871288215813
ACH-000463,-0.34033587519001435
ACH-000464,-0.16990206848793885
ACH-000466,-0.2177716081725541
ACH-000467,-0.027053704030278
ACH-000468,-0.15872677007749353
