,DIMT1 (27292)
ACH-000520,-0.3317103862009055
ACH-000521,-0.3693566657438712
ACH-000522,-0.4960631365457258
ACH-000524,-0.7671588834257848
ACH-000527,-0.4177825025951595
ACH-000528,-0.5603629633681851
ACH-000537,-0.6448728621582367
ACH-000541,-0.3665778357097094
ACH-000542,-0.5378333579292579
ACH-000544,-0.4194856880919853
ACH-000545,-0.7630932231926165
ACH-000547,-0.5765763201925246
ACH-000548,-0.28852209798037565
ACH-000549,-0.4111145234373674
ACH-000550,-0.5990440088516941
ACH-000552,-0.6031805676215017
ACH-000556,-0.4195018346909572
ACH-000557,-0.3502736883747628
ACH-000569,-0.32585801151316546
ACH-000570,-0.5705286284026745
ACH-000571,-0.3365156571588241
ACH-000573,-0.6365817641156382
ACH-000576,-0.2521183850903141
ACH-000579,-0.4428020117034045
ACH-000580,-0.5489464956094723
ACH-000584,-0.5065953530203356
ACH-000585,-0.5885285991339866
ACH-000588,-0.5321850980937046
ACH-000589,-0.4434111316924692
ACH-000591,-0.5312273836907135
ACH-000593,-0.5572305400027489
ACH-000600,-0.3862503615147422
ACH-000601,-0.31210435225531946
ACH-000605,-0.5976193246513509
ACH-000606,-0.5371736408168759
ACH-000608,-0.4049879576823217
ACH-000614,-0.3940885827229616
ACH-000616,-0.4599577665017922
ACH-000618,-0.8189465148114757
ACH-000619,-0.4171160160104957
ACH-000620,-0.353958977766623
ACH-000621,-0.3649232892118064
ACH-000622,-0.6143676874505237
ACH-000623,-0.5637571838853213
ACH-000624,-0.5276637855558203
ACH-000627,-0.5168754060422805
ACH-000630,-0.4813327102724221
ACH-000631,-0.5666612126312711
ACH-000632,-0.3702694113455591
ACH-000633,-0.2842253445810389
ACH-000637,-0.5786456153726665
ACH-000638,-0.4177668368787819
ACH-000646,-0.16817828586493236
ACH-000647,-0.6042517799656876
ACH-000648,-0.4163051145331146
ACH-000649,-0.6710669982399725
ACH-000651,-0.4582254063730084
ACH-000652,-0.36553543888395695
ACH-000653,-0.33174383219416986
ACH-000657,-0.3883665045738191
ACH-000658,-0.3487395041200097
ACH-000661,-0.465526723740582
ACH-000662,-0.5262140811325634
ACH-000663,-0.5833496287109389
ACH-000665,-0.6076807894570153
ACH-000671,-0.29070276914033555
ACH-000672,-0.4205540825012425
ACH-000673,-0.4093428882394622
ACH-000676,-0.7326303922423948
ACH-000677,-0.13975621173021566
ACH-000681,-0.3882946257064826
ACH-000683,-0.4418756283927136
ACH-000684,-0.4321301338069426
ACH-000688,-0.4580644683689003
ACH-000693,-0.5504210679060834
ACH-000694,-0.8164225757720954
ACH-000695,-0.5715296214677079
ACH-000696,-0.5125816356230944
ACH-000697,-0.5984652267001475
ACH-000699,-0.43781159377170176
ACH-000701,-0.5106522803226213
ACH-000706,-0.43450185888586507
ACH-000711,-0.4910016118495391
ACH-000713,-0.8444751585635787
ACH-000714,-0.17123964777617584
ACH-000718,-0.3119475381645322
ACH-000720,-0.3519249983138322
ACH-000721,-0.2943498004430288
ACH-000724,-0.28995231575424585
ACH-000725,-0.3950907490240743
ACH-000732,-0.3721532336112641
ACH-000734,-0.3144587472516753
ACH-000735,-0.6388024050619511
ACH-000736,-0.3768645749767307
ACH-000738,-0.42644004995176016
ACH-000746,-0.3261448919157983
ACH-000747,-0.2997048545442944
ACH-000748,-0.7589115890897823
ACH-000753,-0.4824010741615573
ACH-000756,-0.562143091229585
ACH-000757,-0.26848517611784045
ACH-000758,-0.5600102419073743
ACH-000760,-0.6199152884367117
ACH-000762,-0.4090153494325042
ACH-000763,-0.5395924428876672
ACH-000764,-0.6664698324567402
ACH-000765,-0.4168813984183639
ACH-000766,-0.4707975973031837
ACH-000767,-0.6058235214130455
ACH-000768,-0.3991865187808428
ACH-000769,-0.5318036931844339
ACH-000770,-0.6324089945055282
ACH-000771,-0.5764983851051508
ACH-000773,-0.5812437526445238
ACH-000776,-0.480069903694375
ACH-000777,-0.4281000935980883
ACH-000778,-0.4482315910543568
ACH-000781,-0.6031569929703828
ACH-000782,-0.1850817395471168
ACH-000783,-0.4092324501601502
ACH-000784,-0.6373237566290201
ACH-000785,-0.3533632838877553
ACH-000787,-0.5838299987613652
ACH-000788,-0.5527490229178749
ACH-000791,-0.5008702576498875
ACH-000792,-0.5861187646236464
ACH-000794,-0.4477914471616857
ACH-000796,-0.3399279944695893
ACH-000798,-0.6755877808634589
ACH-000799,-0.6503265302443958
ACH-000800,-0.2991557322327872
ACH-000802,-0.6310818957564776
ACH-000804,-0.4104002619165423
ACH-000805,-0.4288983373847379
ACH-000809,-0.5214215006107561
ACH-000810,-0.822391502105625
ACH-000811,-0.4938918857031863
ACH-000817,-0.449864317620294
ACH-000819,-0.7191921264022706
ACH-000820,-0.7924429750457997
ACH-000821,-0.2462384454929867
ACH-000822,-0.415484871552172
ACH-000823,-0.4768783327125447
ACH-000824,-0.5013233012322785
ACH-000827,-0.5793729449592873
ACH-000829,-0.4466871750939582
ACH-000831,-0.4752298118119365
ACH-000832,-0.4632073754252827
ACH-000833,-0.4561077751475857
ACH-000834,-0.5222508672179631
ACH-000835,-0.7310615750454488
ACH-000836,-0.4441999716907185
ACH-000837,-0.5654456242259479
ACH-000838,-0.5469305735513053
ACH-000839,-0.5173266081113755
ACH-000840,-0.3509602600921444
ACH-000841,-0.24166380132761345
ACH-000843,-0.6725169898567954
ACH-000846,-0.5026073598047546
ACH-000847,-0.5849575479154134
ACH-000848,-0.6693075389008106
ACH-000849,-0.26026353536907193
ACH-000851,-0.4926356248998993
ACH-000855,-0.3488627861748981
ACH-000856,-0.37597389143397225
ACH-000858,-0.4479722665198727
ACH-000859,-0.6409792955164557
ACH-000861,-0.7241065515437077
ACH-000862,-0.3428758312120169
ACH-000865,-0.6480753133978835
ACH-000866,-0.41538598716939396
ACH-000867,-0.7397037748381162
ACH-000869,-0.3941492006875633
ACH-000872,-0.5265358892196772
ACH-000873,-0.6884195440629456
ACH-000876,-0.3239728151525489
ACH-000878,-0.5964551500875468
ACH-000880,-0.3506386502636308
ACH-000881,-0.4837378985518699
ACH-000882,-0.4921932388222662
ACH-000884,-0.5383889826904757
ACH-000885,-0.5333342026923474
ACH-000887,-0.5507949318374082
ACH-000889,-0.477546428278135
ACH-000896,-0.6269158237266536
ACH-000898,-0.4115422685908392
ACH-000900,-0.3921248513756253
ACH-000901,-0.5166493281786351
ACH-000905,-0.4961560186244135
ACH-000906,-0.5626435021664833
ACH-000907,-0.3605906687075025
ACH-000910,-0.40612519132119657
ACH-000911,-0.4698977218389787
ACH-000912,-0.4816685522934397
ACH-000913,-0.4888669515678963
ACH-000915,-0.6619020790877121
ACH-000916,-0.6571594447851145
ACH-000917,-0.5854592164969493
ACH-000920,-0.4640168297029595
ACH-000921,-0.5072524299693988
ACH-000924,-0.3946841529576551
ACH-000926,-0.27425592756951683
ACH-000928,-0.27934983105181016
ACH-000929,-0.5252548790352556
ACH-000932,-0.3552406878464003
ACH-000935,-0.6583553610428425
ACH-000936,-0.508262108294145
ACH-000937,-0.2356000361996943
ACH-000938,-0.5117575513325378
ACH-000939,-0.5253620862396192
ACH-000941,-0.482049031277944
ACH-000943,-0.5892409895233219
ACH-000946,-0.44708023010483616
ACH-000947,-0.39119587082884105
ACH-000948,-0.6016835515273442
ACH-000950,-0.4812006517115546
ACH-000953,-0.21375697498726848
ACH-000954,-0.6307727594952596
ACH-000957,-0.5614065357510207
ACH-000958,-0.6108386141794866
ACH-000960,-0.39377579085749054
ACH-000963,-0.4425169486819965
ACH-000968,-0.3554981854938151
ACH-000969,-0.6728516002969164
ACH-000972,-0.7209446709742112
ACH-000973,-0.4138500956295628
ACH-000974,-0.4531122844313615
ACH-000978,-0.438889885611398
ACH-000984,-0.4155718860430661
ACH-000986,-0.4358268575955146
ACH-000988,-0.5772283482867532
ACH-000993,-0.4512817940396573
ACH-000994,-0.3583580062210833
ACH-000996,-0.8325061683592756
ACH-001001,-0.3086861123476349
ACH-001020,-0.6888753430512293
ACH-001028,-0.35292413188971816
ACH-001031,-0.2898092156592262
ACH-001038,-0.4534329502910066
ACH-001048,-0.5915535759916847
ACH-001050,-0.6006616150481034
ACH-001053,-0.43321836072169134
ACH-001054,-0.5041055648267654
ACH-001061,-0.4564050680858425
ACH-001067,-0.4046566716029239
ACH-001075,-0.5063333562748993
ACH-001096,-0.4821927687756589
ACH-001111,-0.39014543212894254
ACH-001119,-0.5013396030570475
ACH-001128,-0.14814737465903682
ACH-001134,-0.4599650369597832
ACH-001151,-0.3097773003284367
ACH-001163,-0.3011239139243159
ACH-001164,-0.6259975977619643
ACH-001183,-0.5147811061364624
ACH-001192,-0.5007490248310347
ACH-001193,-0.45029939731973695
ACH-001196,-0.4578331040241601
ACH-001197,-0.5154182294813634
ACH-001205,-0.5968462945933011
ACH-001211,-0.3463927524372637
ACH-001212,-0.4523291306354791
ACH-001228,-0.2370957761927451
ACH-001232,-0.5321561991497412
ACH-001239,-0.4167944645209611
ACH-001270,-0.4877180406429018
ACH-001274,-0.6029939803860629
ACH-001275,-0.34708930980582475
ACH-001277,-0.6066802883442703
ACH-001278,-0.25042137019504584
ACH-001280,-0.3452971886395721
ACH-001283,-0.2889802753669459
ACH-001289,-0.2797833296766333
ACH-001300,-0.5879460309539231
ACH-001301,-0.3058787520567475
ACH-001302,-0.429430163932064
ACH-001306,-0.4921332813829651
ACH-001318,-0.5252675376491567
ACH-001322,-0.44808873346580896
ACH-001328,-0.5482015247514646
ACH-001332,-0.6316989872710524
ACH-001336,-0.6960505022519835
ACH-001346,-0.4235927155315729
ACH-001353,-0.4708752672855736
ACH-001354,-0.7791523950180158
ACH-001367,-0.5120444995808461
ACH-001368,-0.46684069065745504
ACH-001374,-0.7171739409585859
ACH-001377,-0.3822633628494823
ACH-001380,-0.401805323226003
ACH-001391,-0.386334370481935
ACH-001408,-0.5631155497598457
ACH-001430,-0.16330821625755235
ACH-001431,-0.6352253210588762
ACH-001450,-0.3166420581557832
ACH-001496,-0.6979187473373157
ACH-001500,-0.3786583971468534
ACH-001523,-0.6456566322488843
ACH-001532,-0.42760120917837297
ACH-001550,-0.8453443189193216
ACH-001552,-0.6411267808915234
ACH-001554,-0.4523853986404049
ACH-001654,-0.5831687091845555
ACH-001735,-0.2688894113395999
ACH-001736,-0.3082290194100402
ACH-001737,-0.03327143933962999
ACH-001740,-0.3820847246383861
ACH-001745,-0.4201504395304829
ACH-001765,-0.3168547672406041
