,TAGLN3 (29114)
ACH-000004,-0.0550311278451731
ACH-000005,0.009342043327877345
ACH-000007,-0.3045742922090405
ACH-000009,-0.07984633058691636
ACH-000011,-0.2461757597471121
ACH-000012,-0.08182132652419286
ACH-000013,-0.1394844503041342
ACH-000014,-0.2986983539849593
ACH-000015,-0.08635615657207807
ACH-000017,-0.056421503348656636
ACH-000018,-0.14222791636207294
ACH-000019,-0.2714633929311819
ACH-000021,-0.08243023152491734
ACH-000022,-0.2749279792615504
ACH-000025,-0.12041991938122272
ACH-000028,-0.029933862774270983
ACH-000030,-0.09022503387164504
ACH-000035,-0.14481507036225702
ACH-000036,-0.10428644056552096
ACH-000037,0.04875554515880349
ACH-000039,-0.20181729257498213
ACH-000040,-0.1064564440060058
ACH-000041,-0.0626675271987831
ACH-000042,-0.07718411828411592
ACH-000045,-0.20213061316163847
ACH-000047,-0.17537922884939802
ACH-000052,-0.14497062713493986
ACH-000053,-0.18822587241325064
ACH-000054,-0.2541235578170261
ACH-000055,-0.1831924422506931
ACH-000060,-0.4136510346665904
ACH-000067,-0.17639957187319538
ACH-000070,-0.0737435736720584
ACH-000075,-0.0771954832209943
ACH-000078,0.005550298152545439
ACH-000082,-0.05785110223029887
ACH-000085,-0.07478077811899514
ACH-000086,-0.09940002271592513
ACH-000087,-0.019503047790938283
ACH-000092,-0.09623922789598993
ACH-000095,-0.02248297209578741
ACH-000097,-0.16700283289514975
ACH-000098,-0.03481171227423748
ACH-000099,0.051281804167732516
ACH-000108,-0.17054369179627096
ACH-000113,-0.010873457713160941
ACH-000116,-0.04490419719681405
ACH-000118,-0.21118706639760032
ACH-000120,-0.08186214163123245
ACH-000123,-0.1365214744329637
ACH-000127,-0.1434514529589179
ACH-000128,-0.27483265963098474
ACH-000132,-0.13409633743820712
ACH-000133,-0.02403045821460193
ACH-000137,-0.042110657954321784
ACH-000138,-0.14730107338582096
ACH-000142,-0.1484163791511467
ACH-000143,-0.2514081785806841
ACH-000146,-0.19859408660097935
ACH-000148,-0.08664566491950007
ACH-000150,-0.15321222781322366
ACH-000152,-0.2140980479257068
ACH-000153,-0.20438197662892893
ACH-000159,-0.13563122542949232
ACH-000160,-0.16565750572449756
ACH-000163,-0.08209115566586732
ACH-000167,-0.15734840729924848
ACH-000168,-0.16363569567759706
ACH-000169,-0.03720865858567634
ACH-000178,-0.06897306769703755
ACH-000183,-0.07777142481219479
ACH-000188,-0.06278474088388279
ACH-000189,-0.2533810169219841
ACH-000190,-0.026649673825798637
ACH-000198,-0.1406352587046157
ACH-000203,0.032209831905878464
ACH-000204,0.024957158327748585
ACH-000206,0.006603451654717063
ACH-000207,-0.18029733964666275
ACH-000208,-0.08214187345332631
ACH-000210,-0.2295758160863827
ACH-000211,-0.0679976482915996
ACH-000215,-0.08444065629669392
ACH-000221,-0.15943370432129794
ACH-000222,-0.22396790184738166
