,CCL3L3 (414062)
ACH-000004,0.13444409759165826
ACH-000005,0.1475004655914518
ACH-000007,0.1990249921705192
ACH-000009,0.13268802398119792
ACH-000011,0.08221119350478766
ACH-000012,0.06049588483508521
ACH-000013,0.042493155454510816
ACH-000014,0.07560817285917637
ACH-000015,0.0263969039542761
ACH-000017,0.016207224157649445
ACH-000018,-0.013605930694788092
ACH-000019,0.11274162032744528
ACH-000021,-0.03252971217932392
ACH-000022,-0.0932786023304345
ACH-000025,0.13372978401454602
ACH-000028,-0.010469178813051773
ACH-000030,-0.05307520603633651
ACH-000035,0.1350407247903527
ACH-000036,0.11739788185894648
ACH-000037,0.11869138336692728
ACH-000039,0.0777429508387325
ACH-000040,0.022406708114115367
ACH-000041,0.053595063393999734
ACH-000042,0.06704430650760859
ACH-000045,0.042081642292097036
ACH-000047,0.004066240088287697
ACH-000052,0.1574340714862017
ACH-000053,0.014945533766746913
ACH-000054,0.038754238677017834
ACH-000055,0.03131549270277092
ACH-000060,0.00799029051508583
ACH-000067,0.11883827314448413
ACH-000070,0.10559573123467407
ACH-000075,0.07648095711896744
ACH-000078,0.03400123742284907
ACH-000082,-0.0027700692700973147
ACH-000085,0.18442502068382996
ACH-000086,0.0559054222084614
ACH-000087,0.1465077220914502
ACH-000092,0.08863267361463989
ACH-000095,-0.2273615542371683
ACH-000097,-0.03685617220101932
ACH-000098,0.03994699042322687
ACH-000099,0.03006402526066072
ACH-000108,0.01627417972227482
ACH-000113,-0.10117931629013184
ACH-000116,0.012483028590526824
ACH-000118,-0.00313714134244362
ACH-000120,0.09438569750001688
ACH-000123,0.0495422257262268
ACH-000127,0.029566514283309288
ACH-000128,0.06701570012031176
ACH-000132,0.14475145138353965
ACH-000133,0.004873811172350236
ACH-000137,0.02924567045384993
ACH-000138,0.1835037508412979
ACH-000142,-0.03487281048818037
ACH-000143,-0.012583712721022378
ACH-000146,-0.09932873784135622
ACH-000148,-0.09864641966618216
ACH-000150,-0.048146269036405766
ACH-000152,-0.0085559362999522
ACH-000153,0.2116701574873139
ACH-000159,-0.11944568864603758
ACH-000160,-0.1399303584386786
ACH-000163,0.019551073512811486
ACH-000167,-0.4768402047305884
ACH-000168,-0.2086979347733664
ACH-000169,0.01624708379792214
ACH-000178,0.03181730372431281
ACH-000183,0.05387373848901729
ACH-000188,0.02924312382152152
ACH-000189,-0.25467604825772466
ACH-000190,0.16466806439707155
ACH-000198,0.02555914293720981
ACH-000203,-0.2107106899907524
ACH-000204,0.29838612062224595
ACH-000206,-0.12643149483082952
ACH-000207,0.05333239363758933
ACH-000208,0.1265746016053226
ACH-000210,-0.21651778807578131
ACH-000211,0.025031849325305
ACH-000215,-0.07610790041904845
ACH-000221,0.004997301317580243
ACH-000222,-0.010916381236303865
ACH-000223,0.03760182506304696
ACH-000226,-0.004032900009390079
ACH-000227,0.2716978939260912
ACH-000228,0.08742408454999061
ACH-000231,-0.04952086266864002
ACH-000232,0.11838487680155516
ACH-000233,0.20828371653228708
ACH-000234,-0.11276812056514725
ACH-000235,-0.09945660039053647
ACH-000237,0.01858579144104086
ACH-000238,0.0772640198904446
ACH-000242,-0.04218904677839521
ACH-000243,-0.12616563235127753
ACH-000244,-0.021346613856764143
ACH-000246,0.0264883008586638
ACH-000248,0.08067956650455105
ACH-000250,-0.035162687705887444
ACH-000251,-0.07374325579935041
ACH-000252,0.012153055581910752
ACH-000253,-0.08037814860777193
ACH-000255,-0.18223972436538247
ACH-000256,-0.07300981282454545
ACH-000257,0.12399701209235944
ACH-000258,-0.020191877483567683
ACH-000259,-0.07705666755123353
ACH-000260,0.04265701126707852
ACH-000261,-0.004864696223807651
ACH-000262,0.06475552588024319
ACH-000263,-0.055726755038872935
ACH-000264,-0.007824242422355345
ACH-000265,-0.05002018479250647
ACH-000266,-0.14822428674867738
ACH-000272,-0.06405651210976318
ACH-000274,-0.10201392683891138
ACH-000277,0.07465412654793616
ACH-000278,0.021707499382164097
ACH-000279,0.2006363792375397
ACH-000280,-0.4191106730424976
ACH-000281,-0.03715863583759205
ACH-000288,-0.09123186488012752
ACH-000291,0.0004991772146256747
ACH-000293,0.03212370814249611
ACH-000294,-0.12681864039924498
ACH-000295,-0.04574728295680572
ACH-000296,-0.06160143696099416
ACH-000302,-0.00863601497552957
ACH-000304,-0.0900333471394099
ACH-000307,-0.13536275596163033
ACH-000308,0.033806805645888366
ACH-000310,0.26306523667844056
ACH-000311,0.06401530145301368
