,RBFOX2 (23543)
ACH-000004,-0.11486866633753573
ACH-000005,-0.00946088242948398
ACH-000007,0.0860620188611387
ACH-000009,0.08655622925588265
ACH-000011,-0.1168401689035521
ACH-000012,-0.2690940994901831
ACH-000013,-0.2345159455714557
ACH-000014,-0.17555973134167904
ACH-000015,-0.1535648296587884
ACH-000017,-0.38744979280964936
ACH-000018,-0.2757802714952479
ACH-000019,-0.11703057705910755
ACH-000021,-0.07091415696516666
ACH-000022,-0.2494721643073152
ACH-000025,0.1304002278223648
ACH-000028,-0.2357186689673691
ACH-000030,-0.11808450519825085
ACH-000035,-0.1916463131124368
ACH-000036,-0.3136175391626236
ACH-000037,-0.15354739198240622
ACH-000039,0.02691880761905516
ACH-000040,-0.2532215872327012
ACH-000041,-0.16578332948550362
ACH-000042,-0.06945537913614049
ACH-000045,0.08020637014374729
ACH-000047,-0.3490159105088472
ACH-000052,-0.21020447563682712
ACH-000053,-0.028185083535564863
ACH-000054,-0.17436024602046368
ACH-000055,-0.191366377793338
ACH-000060,-0.10473844876683287
ACH-000067,-0.48429015903487804
ACH-000070,-0.033824310997937555
ACH-000075,-0.33041479699486603
ACH-000078,0.1033078788729822
ACH-000082,-0.2045162039449744
ACH-000085,-0.01064097702930333
ACH-000086,-0.1479523891379456
ACH-000087,-0.08769343813546407
ACH-000092,-0.2962961865139234
ACH-000095,0.06641980655736543
ACH-000097,-0.19668481444533364
ACH-000098,-0.14698722510170986
ACH-000099,-0.2405076764212386
ACH-000108,-0.034706143254171165
ACH-000113,-0.03455151733192816
ACH-000116,-0.038490621962950916
ACH-000118,-0.1392571262943947
ACH-000120,-0.06192228231187755
ACH-000123,-0.4321613347056549
ACH-000127,-0.21014171490975514
ACH-000128,-0.21016849797228385
ACH-000132,-0.06458827437617083
ACH-000133,-0.13866653794523806
ACH-000137,-0.07513380234415963
ACH-000138,-0.1889308038409396
ACH-000142,-0.14059832747955292
ACH-000143,-0.5012851861475802
ACH-000146,0.049208258647412635
ACH-000148,-0.21781030049384428
ACH-000150,-0.10194995584227284
ACH-000152,-0.2260893825063208
ACH-000153,0.364207844245894
ACH-000159,-0.05489367321371638
ACH-000160,0.1995592788483536
