,CENPJ (55835)
ACH-000004,-0.5358080244322723
ACH-000005,-0.2938272296336115
ACH-000007,-0.38606904793475605
ACH-000009,-0.2550912889124925
ACH-000011,-0.5467193198091607
ACH-000012,-0.3588437441306572
ACH-000013,-0.4767717202093116
ACH-000014,-0.35814333178504
ACH-000015,-0.6536733997262659
ACH-000017,-0.2174938232260062
ACH-000018,-0.15198311081878696
ACH-000019,-0.236431704531477
ACH-000021,-0.3858689832060315
ACH-000022,-0.16053822378341212
ACH-000025,-0.2674763566967108
ACH-000028,-0.40366130913912296
ACH-000030,-0.31194767283045977
ACH-000035,-0.4059571153730332
ACH-000036,-0.18363903786359936
ACH-000037,-0.4175004435410137
ACH-000039,-0.0501674053782686
ACH-000040,-0.14796526886614916
ACH-000041,-0.4234419160491328
ACH-000042,-0.5590027911552445
ACH-000045,-0.18221497190555908
ACH-000047,-0.4626982361088106
ACH-000052,-0.4080043267611882
ACH-000053,-0.4361539223309451
ACH-000054,-0.34611827892887626
ACH-000055,-0.23858699184793425
ACH-000060,-0.4361728409945012
ACH-000067,-0.4627754433078701
ACH-000070,-0.2316590655700367
ACH-000075,-0.4655461318216886
ACH-000078,-0.12027943809897496
ACH-000082,-0.27115345451556955
ACH-000085,-0.5609450271883435
ACH-000086,-0.4407470664256515
ACH-000087,-0.34673662679912665
ACH-000092,-0.08666920416565728
ACH-000095,-0.22236836518782366
ACH-000097,-0.2648122733777079
ACH-000098,-0.2990558780243806
ACH-000099,-0.1928328657346477
ACH-000108,-0.1980964094774836
ACH-000113,-0.27095314928039965
ACH-000116,-0.27603915287484937
ACH-000118,-0.2132335948991164
ACH-000120,-0.462802316007859
ACH-000123,-0.3318044689047991
ACH-000127,-0.2671270606519829
ACH-000128,-0.2036046489424018
ACH-000132,-0.3265266937841061
ACH-000133,-0.03875813335454099
ACH-000137,-0.5639061160625604
ACH-000138,-0.32645365104200064
ACH-000142,-0.3563554734815515
ACH-000143,-0.5572842219774782
ACH-000146,-0.18894136308494186
ACH-000148,-0.27843594594064464
ACH-000150,-0.2653086902326278
ACH-000152,-0.349255385330125
ACH-000153,-0.3623318396756546
ACH-000159,-0.3731969258299816
ACH-000160,-0.3576834855538509
ACH-000163,-0.5764049150337475
ACH-000167,-0.25896335239888035
ACH-000168,0.2397806156459445
ACH-000169,-0.488489337471805
ACH-000178,-0.17173331341121925
ACH-000183,-0.295365292234586
ACH-000188,-0.14314477544506138
ACH-000189,-0.09565402281322608
ACH-000190,-0.25291093433996104
ACH-000198,-0.2510048074652079
ACH-000203,-0.007378076216774044
ACH-000204,-0.2687768984557611
ACH-000206,-0.2321374539562409
ACH-000207,-0.2776130338766015
ACH-000208,-0.4369128150053199
ACH-000210,-0.2809235232638459
ACH-000211,-0.4652907368555822
ACH-000215,-0.27136627215363873
ACH-000221,-0.6179576399625536
ACH-000222,-0.267742614442728
ACH-000223,-0.14443677000403993
ACH-000226,-0.3865697029614235
ACH-000227,-0.2382494522773949
ACH-000228,-0.4067500376922079
ACH-000231,-0.3078078388055696
ACH-000232,-0.4486344455521864
ACH-000233,-0.3263968297925409
ACH-000234,-0.35769253210713536
ACH-000235,-0.2591741718222184
ACH-000237,-0.4639700327575487
ACH-000238,-0.24820445819640705
ACH-000242,-0.21600427560479413
ACH-000243,-0.2743313841594116
ACH-000244,-0.40758964233932543
ACH-000246,-0.37504266595323904
ACH-000248,-0.33286240946791873
ACH-000250,-0.4644373111550027
ACH-000251,-0.5649113664488599
ACH-000252,-0.3103074814296334
ACH-000253,-0.22452976090150426
ACH-000255,-0.4490922011256949
ACH-000256,-0.2472995507501835
ACH-000257,-0.16268133645915714
ACH-000258,-0.36701851854371736
ACH-000259,-0.2855366417938611
ACH-000260,-0.3479436141223476
ACH-000261,-0.1798216532490178
ACH-000262,-0.5146916264663466
ACH-000263,-0.4548663573180287
ACH-000264,-0.4074960447838379
ACH-000265,-0.3779425755729163
ACH-000266,-0.2798601357091374
ACH-000272,-0.2493786808449857
ACH-000274,-0.31810732595123803
ACH-000277,-0.10613616957469972
ACH-000278,-0.4625506842743664
ACH-000279,-0.2985680062009077
ACH-000280,-0.35961164579497273
ACH-000281,-0.19099223993885564
ACH-000288,-0.2528824497623485
ACH-000291,-0.43538765694247217
ACH-000293,-0.3826363259359705
ACH-000294,-0.11727163830683775
ACH-000295,0.043207708853930285
ACH-000296,-0.2744652199314191
ACH-000302,-0.4305423087633926
ACH-000304,-0.3484582892589292
ACH-000307,-0.3990500679031348
ACH-000308,-0.4784165330225024
ACH-000310,-0.5245218440900264
ACH-000311,-0.3809719685246765
ACH-000312,-0.2674152721954816
ACH-000315,0.06367991629773477
ACH-000316,-0.4483855976962315
ACH-000317,-0.3614829935951611
ACH-000318,-0.3836278110237752
ACH-000319,-0.2630071098565958
ACH-000320,-0.17619720691844204
ACH-000322,0.06796644799179277
ACH-000323,-0.23570360448758776
ACH-000324,-0.4881906628141861
ACH-000329,-0.03241997591903814
ACH-000330,-0.2489720140470479
ACH-000331,-0.622511807478273
ACH-000332,-0.3660897109729781
ACH-000334,-0.12589524497958407
ACH-000335,-0.19953025648757397
ACH-000336,-0.5128242137617771
ACH-000337,-0.1660593485411199
ACH-000338,-0.5332434159367172
ACH-000339,-0.25101935879008497
ACH-000341,-0.49006742545209997
ACH-000348,-0.09531500680042454
ACH-000350,-0.1238191572928184
ACH-000352,-0.4513857709708707
ACH-000356,-0.3753020386530765
ACH-000361,-0.3894062765407382
ACH-000362,-0.09454925414029276
ACH-000363,-0.5107696900810182
ACH-000364,-0.3568494197965789
ACH-000365,-0.1009730537296107
ACH-000366,-0.3571326704102117
ACH-000368,-0.2772975276608482
ACH-000374,-0.3475391610845184
ACH-000375,-0.4191563489952525
ACH-000376,-0.17611851400462875
ACH-000381,-0.43897084616340504
ACH-000383,-0.34717722254200684
ACH-000387,-0.2581662382845817
ACH-000389,-0.3552493227050551
ACH-000390,-0.5735935363144088
ACH-000393,-0.4014743161063663
ACH-000395,-0.23279780649853535
ACH-000396,-0.3746215024044292
ACH-000397,-0.4075395403598579
ACH-000401,-0.3807432667921953
ACH-000402,-0.11282558933991063
ACH-000403,-0.20706394071496545
ACH-000404,-0.7070439774965944
ACH-000406,-0.331033894102684
ACH-000407,-0.3309072157280498
ACH-000408,-0.34945546349458706
ACH-000410,-0.2689743896496085
ACH-000411,-0.2866620222920487
ACH-000414,-0.4331642155305561
ACH-000415,-0.4838415654294472
ACH-000416,-0.38663638528434396
ACH-000420,-0.4799704185391916
ACH-000421,-0.7109830082423672
ACH-000424,-0.4532519416509946
ACH-000425,-0.4897437452677492
ACH-000426,-0.5531020647788303
ACH-000427,-0.32515134624801195
ACH-000433,-0.317147471431169
ACH-000435,-0.2878477421597033
ACH-000436,-0.26362092771075946
ACH-000444,-0.5206239255377436
ACH-000445,-0.2780845451799252
ACH-000448,-0.43584815332424537
ACH-000450,-0.4960299309463848
ACH-000452,-0.5047517399549568
ACH-000454,-0.18877620637473946
ACH-000458,-0.3492956793868526
ACH-000459,-0.11164037906361478
ACH-000460,-0.3890300574867527
ACH-000461,-0.3740907804616003
ACH-000463,-0.47689452027110496
ACH-000464,-0.07964139524084675
ACH-000466,-0.3217133903183152
ACH-000467,-0.21347153438556785
ACH-000468,-0.15821889376356468
ACH-000469,-0.02699303736401257
ACH-000470,-0.10860024100069754
ACH-000471,-0.4228180286649535
ACH-000472,-0.25954966590279804
ACH-000473,-0.3454948457177259
ACH-000475,-0.4993200660128155
ACH-000476,-0.3383681146226834
ACH-000477,-0.20310346375437272
ACH-000479,-0.09992044301932493
ACH-000480,-0.4215513694467636
ACH-000481,-0.3072359191821412
ACH-000483,-0.2328007851340142
ACH-000484,-0.552948171917473
ACH-000485,-0.3375568666277617
ACH-000486,-0.3917483365087546
ACH-000487,-0.3944085486649861
ACH-000488,-0.18410541424019974
ACH-000490,-0.4180760425676482
ACH-000491,-0.0958967894544255
ACH-000495,-0.048642080209036265
ACH-000496,-0.4778093770496513
ACH-000499,-0.34682405740450206
ACH-000500,-0.2202115906442304
ACH-000502,-0.4675601061836696
ACH-000503,-0.22119269844748649
ACH-000505,-0.33440406634479103
ACH-000507,-0.4784215803273249
ACH-000510,-0.385875685361884
ACH-000511,-0.31981633350693506
ACH-000512,-0.22020449262736627
ACH-000516,-0.3790720391362881
ACH-000517,-0.2841394714777035
ACH-000518,-0.4884077451924456
ACH-000520,-0.10414541796864077
ACH-000521,-0.5004818618062308
ACH-000522,-0.4121514682022623
ACH-000524,-0.2287774017084751
ACH-000527,-0.5456797015685295
ACH-000528,-0.33552426130262153
ACH-000537,-0.27491163667788465
ACH-000541,-0.28024855318982483
ACH-000542,-0.28247605237752976
ACH-000544,-0.34628800040257995
ACH-000545,-0.4946794190433842
ACH-000547,-0.4716506901197205
ACH-000548,-0.3431923832976879
ACH-000549,-0.35415904206076704
ACH-000550,-0.3546069931381297
ACH-000552,-0.2182126999608915
ACH-000556,-0.26840774943162043
ACH-000557,-0.15362964275342916
ACH-000569,-0.3465009069811156
ACH-000570,-0.3401052933837613
ACH-000571,-0.14794300565486534
ACH-000573,-0.2379425956975641
ACH-000576,-0.3194510083237719
ACH-000579,-0.16505141961389053
ACH-000580,-0.5450673895983458
ACH-000584,-0.3796496047533479
ACH-000585,-0.3102270534022953
ACH-000588,-0.1708203800982704
ACH-000589,-0.30213898335867195
ACH-000591,-0.24563048449549754
ACH-000593,-0.4282932353753669
ACH-000600,-0.4695349772726347
ACH-000601,-0.3035974448390671
ACH-000605,-0.3781118170504014
ACH-000606,-0.512775932390803
ACH-000608,-0.20595051582548127
ACH-000614,-0.2740086391730248
