,GNPDA2 (132789)
ACH-000004,-0.06075292596937525
ACH-000005,-0.16713381206662814
ACH-000007,-0.019375565768574698
ACH-000009,-0.05168918768916258
ACH-000011,0.017966298552660076
ACH-000012,-0.04932942299705839
ACH-000013,-0.09848903469656692
ACH-000014,-0.12275772905713002
ACH-000015,-0.07236313778039354
ACH-000017,-0.048651722158553255
ACH-000018,-0.017969576856471426
ACH-000019,-0.08728423873942871
ACH-000021,-0.052308703736639234
ACH-000022,-0.02207623319214259
ACH-000025,-0.0794189251334321
ACH-000028,0.040370676090944316
ACH-000030,-0.04250728054940656
ACH-000035,0.09187563261788327
ACH-000036,-0.11134988535052688
ACH-000037,-0.07103845454452055
ACH-000039,-0.12027498884149584
ACH-000040,-0.10813371791853496
ACH-000041,-0.05796049834924736
ACH-000042,-0.09156355415726973
ACH-000045,0.03723720209891064
ACH-000047,-0.030854701837703974
ACH-000052,-0.17723154451107045
ACH-000053,-0.12703757913615604
ACH-000054,-0.07434975974414082
ACH-000055,-0.15720789133071214
ACH-000060,-0.23842405423798835
ACH-000067,0.011813773067301322
ACH-000070,-0.07453367589236617
ACH-000075,0.08615195562713532
ACH-000078,-0.20952230454139129
ACH-000082,0.05309385682420074
ACH-000085,-0.036921817118848906
ACH-000086,-0.08334936438603417
ACH-000087,0.25937445275934834
ACH-000092,-0.062239760519492274
ACH-000095,-0.16950175387704342
ACH-000097,-0.11537226013805085
ACH-000098,0.1728653667403311
ACH-000099,-0.049528517869097316
ACH-000108,-0.16599466290707915
ACH-000113,0.0060754768796899995
ACH-000116,-0.07863424226129366
ACH-000118,-0.12233078361857247
ACH-000120,0.06545673623110403
ACH-000123,-0.12245648444551226
ACH-000127,0.04231203304898184
ACH-000128,-0.1547682331051602
ACH-000132,-0.017016174163907605
ACH-000133,-0.1437856538004814
ACH-000137,-0.06126895498215621
ACH-000138,-0.07555400640569014
ACH-000142,-0.13816068278864516
ACH-000143,0.004685053150165621
ACH-000146,-0.11651556284544665
ACH-000148,-0.1144681517000321
ACH-000150,-0.06159599993131167
ACH-000152,-0.12979296364191387
ACH-000153,0.031030671006399526
ACH-000159,-0.06290452563656704
ACH-000160,0.003279879247846091
ACH-000163,0.10243676649038948
ACH-000167,-0.09841317646959928
ACH-000168,0.04249307023654413
ACH-000169,-0.08504943801193113
ACH-000178,-0.11650882001289055
ACH-000183,0.014918047043906663
ACH-000188,-0.2015651452833768
ACH-000189,0.14640446424165027
ACH-000190,-0.08457468104384365
ACH-000198,0.09583397096429093
ACH-000203,-0.8250339332408385
ACH-000204,-0.1978087192908788
ACH-000206,-0.11472583159906807
ACH-000207,0.014439210173043025
ACH-000208,0.02933882243611985
ACH-000210,0.07465092048448925
ACH-000211,-0.06258989565977917
ACH-000215,-0.09209333152393633
ACH-000221,0.01922436991648582
ACH-000222,-0.0018361537267942356
ACH-000223,-0.0622029243493788
ACH-000226,-0.043512774137881585
ACH-000227,-0.061766226997696815
ACH-000228,-0.07888928420880258
ACH-000231,-0.13271483886688848
ACH-000232,0.01233655027231555
ACH-000233,-0.07342097670602614
ACH-000234,-0.15557773290428892
ACH-000235,-0.05153268642214102
ACH-000237,-0.06298523907322613
ACH-000238,-0.1651144214226744
ACH-000242,-0.027308673667942974
ACH-000243,-0.07405478412642276
ACH-000244,-0.1456555235516503
ACH-000246,-0.11985005343955896
ACH-000248,-0.09703180896022984
ACH-000250,-0.06185825204591864
ACH-000251,-0.13748529474678736
ACH-000252,0.025406728957375384
ACH-000253,-0.05287041098795789
ACH-000255,-0.11198350117988007
ACH-000256,-0.15611961600756094
ACH-000257,0.08675271181200782
ACH-000258,-0.1150699479657214
ACH-000259,-0.14106436606291628
ACH-000260,-0.0972544621920526
ACH-000261,-0.0362574195595758
ACH-000262,-0.2899324323602245
ACH-000263,-0.04671640635237547
ACH-000264,-0.14424503733498772
ACH-000265,-0.0016999987099533484
ACH-000266,-0.022574440208181727
ACH-000272,0.003986657026727082
ACH-000274,-0.13754442445007595
ACH-000277,-0.07365672832528447
ACH-000278,0.029642169109994176
ACH-000279,-0.11853155847482515
ACH-000280,-0.14237630560173822
ACH-000281,-0.06954614632496701
ACH-000288,-0.10580646582238816
ACH-000291,-0.026129328514523462
ACH-000293,-0.1542778666247494
ACH-000294,-0.16863528072915934
ACH-000295,-0.023231162320973896
ACH-000296,-0.1057552892409442
ACH-000302,-0.035306580632225776
ACH-000304,0.04829257746435371
ACH-000307,0.010602456992664743
ACH-000308,-0.09572164230526574
ACH-000310,-0.2414902492583567
