,HEATR9 (256957)
ACH-000004,-0.17831066443610116
ACH-000005,-0.4175786118896575
ACH-000007,0.10611378662399897
ACH-000009,0.005786341223649355
ACH-000011,-0.1541696679827836
ACH-000012,-0.08805833011685528
ACH-000013,-0.1980293214814373
ACH-000014,-0.11827251475115158
ACH-000015,0.009334757067752714
ACH-000017,-0.19247423633679334
ACH-000018,-0.06014124287288612
ACH-000019,-0.10245285120584016
ACH-000021,-0.09464747328719994
ACH-000022,-0.10654582330259668
ACH-000025,-0.09864163658829203
ACH-000028,-0.17983799476677464
ACH-000030,-0.1285905988224834
ACH-000035,-0.2878126948181723
ACH-000036,-0.14772496590605114
ACH-000037,-0.005802979865962797
ACH-000039,-0.014378395166534691
ACH-000040,-0.17655280647627666
ACH-000041,-0.16496501825132373
ACH-000042,-0.09405913194824007
ACH-000045,-0.1296028072042516
ACH-000047,-0.2958996375059514
ACH-000052,-0.10129294860961673
ACH-000053,-0.055108776520397765
ACH-000054,-0.17206674469815186
ACH-000055,-0.01313696893579862
ACH-000060,-0.13339978091113236
ACH-000067,0.038075180165002005
ACH-000070,0.05207625248071533
ACH-000075,-0.053672393174846365
ACH-000078,-0.05691334820625689
ACH-000082,-0.18590730047052514
ACH-000085,-0.2706482832739748
ACH-000086,-0.18712724892764573
ACH-000087,-0.11070215376060663
ACH-000092,-0.03366045841150027
ACH-000095,-0.1132744230520416
ACH-000097,-0.17881445378596933
ACH-000098,-0.09198603984201084
ACH-000099,-0.0938128510311994
ACH-000108,-0.0449482937816397
ACH-000113,-0.01565380272209003
ACH-000116,-0.2263651329461804
ACH-000118,-0.12091089969698053
ACH-000120,-0.0931447660575959
ACH-000123,-0.21574048918905755
ACH-000127,-0.124789061469684
ACH-000128,-0.12141297937338585
ACH-000132,-0.0003261390462403259
ACH-000133,-0.16977811887225716
ACH-000137,0.010694978781931562
ACH-000138,-0.10741127680507452
ACH-000142,-0.21669757336739456
ACH-000143,-0.034780856105114735
ACH-000146,-0.0638470877138819
ACH-000148,-0.13056589549591432
ACH-000150,-0.061056187149705024
ACH-000152,-0.22859999825980096
ACH-000153,0.16401583890219704
ACH-000159,-0.1242527718363988
ACH-000160,-0.2170483366122689
ACH-000163,-0.1531123347783677
ACH-000167,-0.21100340499409787
ACH-000168,0.09201998468065414
ACH-000169,-0.14844307763343642
ACH-000178,-0.06997278956109393
ACH-000183,-0.2421155939256634
ACH-000188,-0.13298886940244248
ACH-000189,-0.3102931218839323
ACH-000190,0.08140567505034331
ACH-000198,-0.05979022760276866
ACH-000203,-0.3576862249928676
ACH-000204,-0.033655147997903305
ACH-000206,-0.031178038722931737
ACH-000207,-0.09473704172322163
ACH-000208,-0.10418847443039836
ACH-000210,-0.2019715092241944
ACH-000211,-0.2856435335032471
ACH-000215,-0.12095701188474718
ACH-000221,-0.06204906489155099
ACH-000222,-0.18602605759841606
ACH-000223,-0.20417537003821806
ACH-000226,-0.19512055679291
ACH-000227,0.017595272667841725
ACH-000228,-0.1654685787132501
ACH-000231,-0.13739825595997515
ACH-000232,0.02155028723681807
ACH-000233,0.023807198062601752
ACH-000234,-0.08220226022453317
ACH-000235,-0.11528990541015155
ACH-000237,-0.03289926853287218
ACH-000238,-0.42922771614001776
ACH-000242,-0.08559804245183919
ACH-000243,-0.2882608039988269
ACH-000244,-0.24459606686085905
ACH-000246,-0.08794879819481466
ACH-000248,-0.3699494870246014
ACH-000250,-0.09219261590416812
ACH-000251,-0.1930877911347183
ACH-000252,-0.047701789994588635
ACH-000253,-0.11947383450611088
ACH-000255,-0.3010074130095239
ACH-000256,-0.00913497097856458
ACH-000257,-0.009997082644709936
ACH-000258,-0.020014360112618042
ACH-000259,-0.22382712023141008
ACH-000260,-0.08298529516845694
ACH-000261,-0.07877417208836564
ACH-000262,-0.2769003123035201
ACH-000263,0.1712007961736432
ACH-000264,-0.17660641143152936
ACH-000265,-0.13780428196768976
ACH-000266,-0.13214526994758807
ACH-000272,-0.176334670575223
ACH-000274,-0.13248324395358432
ACH-000277,-0.24364303436260906
ACH-000278,-0.024271971250416517
ACH-000279,-0.0967620276696532
ACH-000280,-0.09470570356664837
ACH-000281,-0.012553404992156512
ACH-000288,-0.21057847308992966
ACH-000291,-0.16209810504078373
ACH-000293,-0.16119557182273872
ACH-000294,-0.07266000953446138
ACH-000295,-0.011081033629492644
ACH-000296,-0.3428128949319575
ACH-000302,-0.14538435551221576
ACH-000304,-0.2419193857209957
ACH-000307,-0.1528250076039812
ACH-000308,-0.06185328637706839
ACH-000310,0.07935495644335504
ACH-000311,-0.040652874728052436
ACH-000312,-0.2461292726442996
ACH-000315,0.10602038327975903
ACH-000316,-0.0551777567336092
ACH-000317,0.037110498950172606
ACH-000318,-0.07386232570708083
ACH-000319,-0.07801254281703847
ACH-000320,-0.1696926800863613
ACH-000322,-0.3144195084008411
ACH-000323,-0.1762089927059865
ACH-000324,-0.08435121681394361
ACH-000329,-0.06609055505908078
ACH-000330,-0.22486043737031736
ACH-000331,-0.056089571007735775
ACH-000332,-0.10560903630253347
ACH-000334,-0.07571864849825799
ACH-000335,-0.1746379694919197
ACH-000336,0.05002028340464696
ACH-000337,-0.10769799443360174
ACH-000338,-0.01463621242313932
ACH-000339,-0.18779981670254745
ACH-000341,-0.011035513140183023
ACH-000348,-0.05240334987388925
ACH-000350,-0.2400420852915665
ACH-000352,-0.12066294185188466
ACH-000356,-0.002885162773063669
ACH-000361,-0.15028170388058382
ACH-000362,0.13534339293103365
ACH-000363,-0.0921307634167568
ACH-000364,-0.2476807341841537
ACH-000365,-0.12312147049223145
ACH-000366,0.1144270453776716
ACH-000368,-0.0204480109982361
ACH-000374,-0.3040014823006559
ACH-000375,-0.1695782195661521
ACH-000376,-0.18624887636201412
ACH-000381,-0.02538211282501776
ACH-000383,-0.201913624808083
ACH-000387,-0.12444731991812635
ACH-000389,-0.005206093388615407
ACH-000390,-0.12426266485847105
ACH-000393,-0.07497412955826932
ACH-000395,0.0536343219696549
ACH-000396,-0.25170941259500995
ACH-000397,-0.05577506147159299
ACH-000401,-0.02302131539574213
ACH-000402,-0.1946801737662763
ACH-000403,-0.046860861268678985
ACH-000404,0.18936510018799915
ACH-000406,-0.0638219982778618
ACH-000407,-0.023290708415427342
ACH-000408,0.06573706869507928
ACH-000410,-0.04354359691429961
ACH-000411,-0.10932954084056057
ACH-000414,-0.17294943313608238
ACH-000415,-0.20811031800677915
ACH-000416,-0.14478730620872726
ACH-000420,-0.2401157377995672
ACH-000421,-0.13250877347218326
ACH-000424,0.13660221836229616
ACH-000425,-0.23182728471872496
ACH-000426,0.021102341399449116
ACH-000427,-0.3949918322139253
ACH-000433,-0.3918220538174234
ACH-000435,-0.205646316227303
ACH-000436,-0.1067561179258596
ACH-000444,-0.21050414363686
ACH-000445,0.07129407616539138
ACH-000448,-0.3383673955438777
ACH-000450,0.12477581550800355
ACH-000452,-0.14033863665005386
ACH-000454,-0.052335152258025625
ACH-000458,-0.07976759506954373
ACH-000459,-0.1949257958072277
ACH-000460,-0.0639296512178295
ACH-000461,-0.2208917540414635
ACH-000463,-0.12274388007841056
ACH-000464,0.03661325962182695
ACH-000466,-0.14924509540792755
ACH-000467,-0.13247978508595498
ACH-000468,-0.12046831032607293
ACH-000469,0.0616778745750705
ACH-000470,-0.14756167248067908
ACH-000471,-0.21272072525054325
ACH-000472,-0.0986823616233649
ACH-000473,0.12340475210996064
ACH-000475,-0.12009412564968233
ACH-000476,-0.08695627230613462
ACH-000477,-0.03194050384866088
ACH-000479,0.03498195699520329
ACH-000480,0.06823522437144725
ACH-000481,-0.015305149193428244
ACH-000483,-0.3751834881303113
ACH-000484,-0.26419343156504993
ACH-000485,-0.08052216631219222
ACH-000486,-0.2735770494171662
ACH-000487,-0.022879890339505188
ACH-000488,-0.13731268248534648
ACH-000490,-0.07237415033705985
ACH-000491,-0.07387816070664804
ACH-000495,-0.0054071059556388785
ACH-000496,-0.07130436761309222
ACH-000499,-0.12515095043788482
ACH-000500,-0.039511857707366684
ACH-000502,-0.2719645771931527
ACH-000503,0.12750659592061855
ACH-000505,-0.06926217441456656
ACH-000507,-0.17973659420235213
ACH-000510,-0.08461450404876045
ACH-000511,-0.2356996770244684
ACH-000512,0.03805745654728857
ACH-000516,-0.25595953090719675
ACH-000517,-0.06255540235128654
ACH-000518,-0.12173506383134428
ACH-000520,-0.16294151719092947
ACH-000521,-0.27314287316722125
ACH-000522,-0.11746056726616268
ACH-000524,-0.04672671220863942
ACH-000527,-0.2011872495837507
ACH-000528,0.04857166270772464
ACH-000537,-0.002814256892657865
ACH-000541,-0.04303827385243994
ACH-000542,-0.0547338713873723
ACH-000544,-0.3067609317810237
ACH-000545,-0.04806504690335105
ACH-000547,0.13768176297175516
ACH-000548,-0.14543649454537494
ACH-000549,0.09110635410520138
ACH-000550,-0.1123344314018498
ACH-000552,-0.15470229556338055
ACH-000556,-0.1809202379365358
ACH-000557,-0.049209195272249366
ACH-000569,-0.17438805194218712
ACH-000570,-0.17386277230154
ACH-000571,-0.09009640299027404
ACH-000573,-0.1091525371473921
ACH-000576,-0.12514896563872058
ACH-000579,0.0005624546697151865
ACH-000580,-0.015767278652273453
ACH-000584,-0.12039021141347232
ACH-000585,-0.04690162226312618
ACH-000588,-0.1800648175849691
ACH-000589,-0.09448664309568848
ACH-000591,-0.1608214402025945
ACH-000593,-0.3130984992438995
ACH-000600,-0.16618170311490624
ACH-000601,-0.19499480203885367
ACH-000605,-0.060381519950134875
ACH-000606,-0.2329719838781663
ACH-000608,-0.0742553425754711
ACH-000614,-0.02239904757661361
ACH-000616,-0.11074426331671317
ACH-000618,-0.16547727706129484
ACH-000619,0.06659184275714726
ACH-000620,-0.05831155404227579
ACH-000621,-0.09620785902528944
ACH-000622,-0.08852409188186891
ACH-000623,-0.14235857971805074
ACH-000624,-0.0155538545021553
ACH-000627,-0.11883778638882962
ACH-000630,-0.21768263546489927
ACH-000631,-0.12124987469857827
ACH-000632,-0.14761709434263875
ACH-000633,-0.11337756023514305
ACH-000637,-0.16841635883808445
ACH-000638,-0.0673085720761238
ACH-000646,0.02573480584815542
ACH-000647,-0.2708814779611632
ACH-000648,-0.08637718852173544
ACH-000649,-0.06499562827022427
ACH-000651,-0.06221898882457134
ACH-000652,-0.07694545693397271
ACH-000653,-0.0622696041229897
ACH-000657,0.0018429959388175004
ACH-000658,-0.2157990483348536
ACH-000661,-0.045737498246789306
ACH-000662,-0.12403160031483294
ACH-000663,-0.1558356583221593
ACH-000665,-0.07741997287813178
ACH-000671,0.060643991422504616
ACH-000672,0.4500398805388261
ACH-000673,-0.1855065998934875
ACH-000676,-0.17928593672765158
ACH-000677,-0.13707298510386126
ACH-000681,0.020633445623518026
ACH-000683,-0.049404194258979336
ACH-000684,-0.1270967698284291
ACH-000688,-0.16466776465180227
ACH-000693,-0.08191281176796981
ACH-000694,-0.15248688569611038
ACH-000695,-0.2368909970838408
ACH-000696,-0.1026023730358202
ACH-000697,0.053760660684297384
ACH-000699,-0.08714405286350069
