,RRP1B (23076)
ACH-000004,-0.05342494476958426
ACH-000005,0.09628114434889404
ACH-000007,0.06190408122055194
ACH-000009,0.017442063042071985
ACH-000011,0.1205550277267524
ACH-000012,0.03800457764322149
ACH-000013,-0.027890872641722343
ACH-000014,0.1733412924621732
ACH-000015,-0.058858749051996284
ACH-000017,-0.029598716476979856
ACH-000018,-0.20437831817544025
ACH-000019,-0.16861674212517636
ACH-000021,0.08739433815089354
ACH-000022,-0.09070335908543012
ACH-000025,0.0582814545218868
ACH-000028,0.02483226497021751
ACH-000030,-0.015941340148156853
ACH-000035,0.03616382325644234
ACH-000036,-0.09139032207433448
ACH-000037,-0.06060646958123132
ACH-000039,0.10969405941110123
ACH-000040,0.2790681137037993
ACH-000041,0.04757737538391471
ACH-000042,-0.08350358717607159
ACH-000045,0.011477368757186813
ACH-000047,0.041543119259010886
ACH-000052,-0.07451230431739891
ACH-000053,0.04453414810263756
ACH-000054,-0.030142133127845805
ACH-000055,0.03195570897645813
ACH-000060,-0.12654274118461264
ACH-000067,0.029377625872013414
ACH-000070,0.12357265430608162
ACH-000075,0.08426933476269254
ACH-000078,-0.09670858510147162
ACH-000082,0.007259787680784136
ACH-000085,-0.002713638834900398
ACH-000086,-0.044388423758809394
ACH-000087,-0.17441971719355484
ACH-000092,-0.11158654536120316
ACH-000095,-0.1318660252536901
ACH-000097,-0.0929531123817964
ACH-000098,0.06598159096114717
ACH-000099,-0.027811271813673988
ACH-000108,-0.21543358933975232
ACH-000113,-0.03601889667964275
ACH-000116,0.0692206300499854
ACH-000118,0.10866739241222567
ACH-000120,-0.10557954845659336
ACH-000123,-0.0265864164772979
ACH-000127,-0.0667448339175623
ACH-000128,-0.014192724936743641
ACH-000132,0.002742986905850415
ACH-000133,0.001322261988815873
ACH-000137,0.0341492073592918
ACH-000138,0.1705778619043743
ACH-000142,-0.11676344476602188
ACH-000143,0.013007917558378265
ACH-000146,-0.11814375733798417
ACH-000148,0.09672369394014776
ACH-000150,-0.10727752925027348
ACH-000152,-0.04141390906332678
ACH-000153,-0.03782468055431098
ACH-000159,-0.09568738214339548
ACH-000160,-0.035060441169519244
ACH-000163,0.07388649252767952
ACH-000167,-0.20056134791226485
ACH-000168,-0.16289647125657236
ACH-000169,0.08010586936891145
ACH-000178,-0.04531350378033374
ACH-000183,0.012992971167755892
ACH-000188,0.0951414576348097
ACH-000189,0.11554676271250247
ACH-000190,0.4554418825207072
ACH-000198,0.1183928005475894
ACH-000203,-0.11953537500626588
ACH-000204,0.09060834467521817
ACH-000206,0.1888465770277584
ACH-000207,-0.14694999795198335
ACH-000208,-0.171905928049167
ACH-000210,0.13388443506472614
ACH-000211,-0.03824028322737757
ACH-000215,-0.012880279922323396
ACH-000221,0.12270290407458387
ACH-000222,0.037219926111848836
ACH-000223,0.07841234198883343
ACH-000226,0.018569834582577955
ACH-000227,0.055146368731578764
ACH-000228,0.06802435374613132
ACH-000231,-0.09979489910242108
ACH-000232,-0.004329031128303937
ACH-000233,0.06518109369478818
ACH-000234,-0.03717071250778353
ACH-000235,-0.027711469669919768
ACH-000237,-0.028827193252719006
ACH-000238,-0.15236931919285793
ACH-000242,0.06346678291215438
ACH-000243,0.034978820436881185
ACH-000244,-0.21392997382575785
ACH-000246,0.0838772580667855
ACH-000248,0.09463803909493436
ACH-000250,-0.13717216652480932
ACH-000251,-0.056544024424439836
ACH-000252,0.214289925233327
ACH-000253,0.03958812266811202
ACH-000255,0.14610605713340954
ACH-000256,0.23585485278800505
ACH-000257,-0.003586116577542488
ACH-000258,0.14353861852309222
ACH-000259,-0.025431733651793208
ACH-000260,-0.12672011340732006
ACH-000261,-0.011571702574536994
ACH-000262,-0.15864078586561794
ACH-000263,-0.049678767844562134
ACH-000264,-0.11774099549644645
ACH-000265,0.034110060021107336
ACH-000266,-0.0475874079462887
ACH-000272,0.1075473705458648
ACH-000274,-0.04129617004657149
ACH-000277,0.0681597390585233
ACH-000278,0.02753980322191745
ACH-000279,-0.03131671218600884
ACH-000280,-0.06736319883614347
ACH-000281,-0.08119807398310573
ACH-000288,-0.05019823593926481
ACH-000291,0.0033358490979145906
