,BRMS1L (84312)
ACH-000004,-0.08906717291378481
ACH-000005,-0.2580536094900595
ACH-000007,-0.04968935264635406
ACH-000009,-0.05054076904182167
ACH-000011,0.08240735096326197
ACH-000012,-0.10041042072533284
ACH-000013,-0.17243426332358025
ACH-000014,-0.08950223814708368
ACH-000015,-0.0261547319387392
ACH-000017,-0.0960832075901467
ACH-000018,-0.1924925669806259
ACH-000019,-0.11205192579174826
ACH-000021,-0.1659170853364838
ACH-000022,-0.11992541785256908
ACH-000025,-0.20260120117799302
ACH-000028,-0.23690406620169355
ACH-000030,-0.08806887761556385
ACH-000035,-0.14272801658304066
ACH-000036,-0.0779382015838525
ACH-000037,-0.11633928903121285
ACH-000039,-0.3301400792692439
ACH-000040,-0.185302506808928
ACH-000041,-0.05124090816488484
ACH-000042,-0.0962436823090921
ACH-000045,-0.10857002308213952
ACH-000047,-0.20080437989291888
ACH-000052,-0.3568667186363523
ACH-000053,-0.20218522998157856
ACH-000054,-0.3757679134885017
ACH-000055,0.07197467047629284
ACH-000060,-0.1111510549628968
ACH-000067,-0.02351978697387634
ACH-000070,-0.28324412114405784
ACH-000075,-0.22483826200464446
ACH-000078,-0.06684769760081445
ACH-000082,-0.2782011128860245
ACH-000085,-0.04812208923758507
ACH-000086,-0.11704624381322967
ACH-000087,-0.056932382520881675
ACH-000092,-0.11075572951093922
ACH-000095,-0.258755475534411
ACH-000097,-0.21262922780240825
ACH-000098,-0.1108789714904824
ACH-000099,-0.2023227015156418
ACH-000108,-0.09488854891791217
ACH-000113,-0.08893152930322265
ACH-000116,-0.07684640167259339
ACH-000118,-0.2757551082889109
ACH-000120,-0.16849430694923714
ACH-000123,-0.11163023981468106
ACH-000127,-0.2199968104688156
ACH-000128,-0.2023590476240229
ACH-000132,-0.0173902796965712
ACH-000133,-0.2019290385190935
ACH-000137,-0.23334599862148397
ACH-000138,-0.16655843119169114
ACH-000142,-0.0918572985458603
ACH-000143,-0.14319364125759065
ACH-000146,-0.05959999308958355
ACH-000148,-0.11927922392497313
ACH-000150,0.1241482501030485
ACH-000152,-0.18826727003700294
ACH-000153,-0.12592169156552427
ACH-000159,-0.2563797565036971
ACH-000160,-0.4525907646019367
ACH-000163,-0.22146437848777492
ACH-000167,-0.8021643052421912
ACH-000168,-0.3049165973509073
ACH-000169,-0.157102225541449
ACH-000178,-0.18839839074855788
ACH-000183,-0.18376395131950726
ACH-000188,-0.08895786797674707
ACH-000189,-0.3061235228884856
ACH-000190,-0.014333180792780691
ACH-000198,-0.13080190332238065
ACH-000203,-0.575216089772791
ACH-000204,-0.3141981300432505
ACH-000206,-0.2146339578968368
ACH-000207,-0.4113093573318666
ACH-000208,-0.08149631858406395
ACH-000210,-0.4136289858129214
ACH-000211,-0.28625321948507065
ACH-000215,-0.0945764861062184
ACH-000221,-0.07929188474209352
ACH-000222,0.030267484655816607
ACH-000223,-0.1951213316096092
ACH-000226,-0.2647271712315811
ACH-000227,-0.07903027030806466
ACH-000228,-0.05041871526902456
ACH-000231,-0.19426038792381986
ACH-000232,-0.19442892203448414
ACH-000233,-0.13361543219518038
ACH-000234,-0.09153943084576197
ACH-000235,-0.1360169473579823
ACH-000237,-0.02411760182520984
ACH-000238,-0.0966399261473502
ACH-000242,-0.06016025211984648
ACH-000243,-0.2769392959701478
ACH-000244,-0.27671187585792106
ACH-000246,-0.15469728036976085
ACH-000248,-0.2123580695854376
ACH-000250,-0.0924871118739207
ACH-000251,0.03841511433093976
ACH-000252,-0.2178091649551372
ACH-000253,-0.09603357715925534
ACH-000255,-0.1507178766517891
ACH-000256,0.0649267082934903
ACH-000257,-0.1593342315363009
ACH-000258,-0.1214708119874654
ACH-000259,-0.1989060037121005
ACH-000260,-0.10364180008707104
ACH-000261,-0.21712107688558774
ACH-000262,-0.21616206150008174
ACH-000263,-0.07757471544430498
ACH-000264,-0.3070700658645789
ACH-000265,-0.10217966603498756
ACH-000266,-0.16060619623686692
ACH-000272,-0.1527704633128583
ACH-000274,-0.10784993780924064
ACH-000277,-0.12074486754579768
ACH-000278,-0.050401408868347285
ACH-000279,-0.16377889626822925
ACH-000280,-0.2712991931185951
ACH-000281,0.006798667147268318
ACH-000288,-0.10809129554957096
ACH-000291,-0.2464143921528203
ACH-000293,-0.1952182875366312
ACH-000294,-0.17274365614886353
ACH-000295,-0.16798750509025726
ACH-000296,-0.23796861653363796
ACH-000302,-0.04487378334593365
ACH-000304,-0.16253541523413134
ACH-000307,-0.2380960095323877
ACH-000308,-0.10340497135901937
ACH-000310,0.026065184019566177
ACH-000311,-0.13651013565346232
ACH-000312,-0.08477200054093154
ACH-000315,-0.4080088036887805
ACH-000316,0.07217753911897203
ACH-000317,-0.16593358473291822
ACH-000318,-0.15537646249861906
ACH-000319,-0.20032790440795964
ACH-000320,-0.19339994607325106
ACH-000322,-0.27324669742479524
ACH-000323,-0.19890445446946328
ACH-000324,-0.06523215592852406
ACH-000329,-0.10572511706159612
ACH-000330,-0.18877547767817973
ACH-000331,-0.020595991779297204
ACH-000332,-0.13495281397661207
ACH-000334,-0.24784842338890686
ACH-000335,-0.048915512928223055
ACH-000336,-0.4864734709196485
ACH-000337,-0.6522542993629733
ACH-000338,0.4705057155572711
ACH-000339,-0.1669959194271066
ACH-000341,-0.26164294891407003
ACH-000348,-0.3066276777506756
ACH-000350,0.03668344751885971
ACH-000352,-0.21576914430132546
ACH-000356,-0.06286633257686451
ACH-000361,-0.15835798548797556
ACH-000362,-0.10047173298885782
ACH-000363,-0.19333337047690133
ACH-000364,-0.1414309915053929
ACH-000365,-0.1436746230222004
ACH-000366,-0.2431994991656148
ACH-000368,-0.04327437898200851
ACH-000374,-0.12768716282678874
ACH-000375,-0.23019307669562666
ACH-000376,-0.21987775137918256
ACH-000381,0.04996623665346489
ACH-000383,-0.1663320188314965
ACH-000387,-0.09863649934724428
ACH-000389,-0.045386406071784915
ACH-000390,-0.17102517115715626
ACH-000393,-0.11899504356848932
ACH-000395,0.0371140258586314
ACH-000396,0.06650971594081982
ACH-000397,-0.08756661362785415
ACH-000401,-0.20786794092346653
ACH-000402,0.2733197940337443
ACH-000403,-0.21247717413548214
ACH-000404,-0.0682444051426721
ACH-000406,-0.13107429771702614
ACH-000407,-0.15554105732260987
ACH-000408,-0.00850989591052995
ACH-000410,-0.10180927440175344
ACH-000411,-0.22598445880457696
ACH-000414,-0.21333076606473086
ACH-000415,-0.1612647658870451
ACH-000416,-0.11533086371236813
ACH-000420,-0.08592100848639893
ACH-000421,-0.18706351833329626
ACH-000424,-0.060587254331985224
ACH-000425,-0.19672300408635207
ACH-000426,-0.14468173245106306
ACH-000427,-0.09995814272855492
ACH-000433,-0.2133528811426935
ACH-000435,-0.18892521737418969
ACH-000436,-0.2569394714839746
ACH-000444,-0.1924751773263117
ACH-000445,-0.05239858751432002
ACH-000448,-0.1608551395936418
ACH-000450,-0.16648502244236954
ACH-000452,-0.05729693886161453
ACH-000454,-0.20592935361140616
ACH-000458,-0.024617114114565644
ACH-000459,-0.03806216810052692
ACH-000460,-0.07597318729186185
ACH-000461,-0.013478972522808674
ACH-000463,-0.2351855065065228
ACH-000464,-0.012075764135343607
ACH-000466,-0.15257799982649964
ACH-000467,-0.28408163543379417
ACH-000468,-0.023640369759079214
ACH-000469,-0.1925560804267623
ACH-000470,-0.13180085746044892
ACH-000471,-0.0413895291812886
ACH-000472,-0.16525428120325492
ACH-000473,-0.1655991731112736
ACH-000475,-0.1341726054409108
ACH-000476,-0.1141116710704222
ACH-000477,-0.27096919305103256
ACH-000479,-0.36834515891618064
ACH-000480,-0.1269409994116732
ACH-000481,-0.5512003747387157
ACH-000483,0.047988136896392634
ACH-000484,-0.14220146765595956
ACH-000485,-0.1898897549785416
ACH-000486,-0.16435665683344106
ACH-000487,-0.0919194711160319
ACH-000488,-0.11072961187472066
ACH-000490,-0.08459932387335095
ACH-000491,-0.2525046256993225
ACH-000495,-0.3265526740510527
ACH-000496,-0.01846445168432697
ACH-000499,-0.2101238931667357
ACH-000500,0.06923342671215517
ACH-000502,-0.18490402002081915
ACH-000503,-0.0963964737947623
ACH-000505,-0.18336808357421966
ACH-000507,-0.20608736090248064
ACH-000510,-0.1784474919937514
ACH-000511,-0.13209689020983495
ACH-000512,-0.03749898751060789
ACH-000516,-0.2058019787664837
ACH-000517,-0.1285388304916857
ACH-000518,-0.1678161869911109
ACH-000520,-0.2586708470217693
ACH-000521,-0.2771093606133681
ACH-000522,-0.30135233813993434
ACH-000524,-0.19740592847121136
ACH-000527,-0.06445761375506594
ACH-000528,-0.058548343142794425
ACH-000537,-0.1524992329113025
ACH-000541,0.07346886173626482
ACH-000542,-0.12411115288489485
ACH-000544,-0.2687629139150909
ACH-000545,-0.2406361797119921
ACH-000547,-0.08564845186695955
ACH-000548,-0.11805466422972148
ACH-000549,-0.10554422068605407
ACH-000550,-0.05750994801828396
ACH-000552,-0.21797699748683333
ACH-000556,-0.119394175152396
ACH-000557,-0.0761111463134473
ACH-000569,-0.17617225464844852
ACH-000570,-0.2026176328642436
ACH-000571,-0.22484480381236724
ACH-000573,-0.1275748992822192
ACH-000576,-0.06869193627983701
