,ACOT7 (11332)
ACH-000004,-0.06404732014613604
ACH-000005,-0.08932274547683748
ACH-000007,0.13871196571306738
ACH-000009,0.05810275562885187
ACH-000011,-0.02101396686936868
ACH-000012,0.036229191939111366
ACH-000013,-0.08641001573443698
ACH-000014,-0.1366207609606176
ACH-000015,0.06931206974362401
ACH-000017,0.02612729173383345
ACH-000018,0.0692401039218931
ACH-000019,0.13824083501382056
ACH-000021,0.04155815438416144
ACH-000022,-0.04317088096334268
ACH-000025,-0.005731746987940519
ACH-000028,0.03188983761039714
ACH-000030,0.0696309436579181
ACH-000035,0.049741483613250564
ACH-000036,0.056424670576953814
ACH-000037,-0.21741047876561298
ACH-000039,0.0060348701299985045
ACH-000040,-0.07536875763756834
ACH-000041,-0.010327842397855924
ACH-000042,-0.030231405044608462
ACH-000045,-0.22110474085927856
ACH-000047,0.13922166471176148
ACH-000052,-0.05222188085781741
ACH-000053,0.015074175545034518
ACH-000054,0.18713593413604604
ACH-000055,-0.06357634459619578
ACH-000060,-0.06344766683029178
ACH-000067,0.08609771614743063
ACH-000070,-0.15231045863801826
ACH-000075,0.08075943901578392
ACH-000078,0.09981501556313807
ACH-000082,0.06263593944036046
ACH-000085,0.1340008081305357
ACH-000086,-0.2008367983591224
ACH-000087,-0.19870870579456504
ACH-000092,-0.1076446809945858
ACH-000095,-0.023722103645782026
ACH-000097,-0.10471251851717796
ACH-000098,-0.08869763751371239
ACH-000099,-0.0962564869036526
ACH-000108,0.050161592713778236
ACH-000113,-0.04238517256463623
ACH-000116,0.02865324846865033
ACH-000118,0.06816537989367077
ACH-000120,0.07777556503093215
ACH-000123,0.0209320274330814
ACH-000127,-0.034542967123395496
ACH-000128,0.059980636332462485
ACH-000132,0.04825837706363865
ACH-000133,-0.003307086124776001
ACH-000137,0.017291874269884853
ACH-000138,0.03945109097223087
ACH-000142,0.019845093753704964
ACH-000143,-0.04280072741645689
ACH-000146,0.11329286576211192
ACH-000148,0.019342664508934414
ACH-000150,-0.1372137706488843
ACH-000152,0.11195902440708813
ACH-000153,0.15089939667022614
ACH-000159,0.01413607492216311
ACH-000160,0.09180636258862146
ACH-000163,-0.04719854878785144
ACH-000167,0.1325628508782675
ACH-000168,0.007613540719758649
ACH-000169,0.08201687780953246
ACH-000178,0.022590157376227892
ACH-000183,-0.02185316273707129
ACH-000188,-0.00013009051868788458
ACH-000189,-0.3479504050482737
ACH-000190,0.09146239676550832
ACH-000198,-0.0827019740904313
ACH-000203,-0.007180701468289265
ACH-000204,-0.17756237175644668
ACH-000206,-0.08053813631801528
ACH-000207,0.015740622312167742
ACH-000208,-0.14928516274861553
ACH-000210,-0.16947469368463444
ACH-000211,0.008950535063764033
ACH-000215,-0.04561069077208001
ACH-000221,-0.11561115005497802
ACH-000222,0.09985365809212036
ACH-000223,0.06307196896964833
ACH-000226,0.12899991476587772
ACH-000227,0.00456696949852078
ACH-000228,0.06071398343519367
ACH-000231,0.06668914365162204
ACH-000232,0.06759376291659809
ACH-000233,-0.008893758029702993
ACH-000234,-0.1809630775737514
ACH-000235,0.016046662050788828
ACH-000237,-0.0017339518127481653
