,OTP (23440)
ACH-000188,-0.03920631148243387
ACH-000189,-0.2769798025413464
ACH-000190,0.006252275574216877
ACH-000198,-0.1270067442044881
ACH-000203,0.10466865351457634
ACH-000204,-0.21892768265294027
ACH-000206,-0.05167741634894309
ACH-000207,-0.2111070818207081
ACH-000208,0.023933546268304868
ACH-000210,-0.3956180440191929
ACH-000211,-0.16351975183014705
ACH-000215,-0.10899980934532306
ACH-000221,-0.05184081817542715
ACH-000222,0.13390639959728207
ACH-000223,-0.060630720084167214
ACH-000226,-0.2549797291996905
ACH-000227,-0.1917989422867941
ACH-000228,-0.19637103398428365
ACH-000231,-0.10206967087734936
ACH-000232,-0.2173921965690089
ACH-000233,-0.10018914578815698
ACH-000234,-0.1385535033037121
ACH-000235,-0.16713314991091066
ACH-000237,-0.220816132459863
ACH-000238,-0.12703222430860978
ACH-000242,-0.3422845379383873
ACH-000243,-0.09410111108801496
ACH-000244,-0.13537082241497006
ACH-000246,-0.002851365935601236
ACH-000248,-0.11940857330617012
ACH-000250,-0.10883137704229523
ACH-000251,0.01628002261303907
ACH-000252,-0.22000071216037295
ACH-000253,-0.12800021927318544
ACH-000255,-0.1795369137129959
ACH-000256,-0.2446988558004661
ACH-000257,-0.3051247536708657
ACH-000258,-0.15629387075915765
ACH-000259,-0.052271363152683915
ACH-000260,-0.07654726868569711
ACH-000261,-0.0878635965139258
ACH-000262,-0.12870053729882264
ACH-000263,0.07940327020594902
ACH-000264,-0.2802193814316757
ACH-000265,-0.20762043267871308
ACH-000266,-0.10380912769495357
ACH-000272,-0.07565325680762325
ACH-000274,-0.17974352343746006
ACH-000277,-0.3335362320484363
ACH-000278,-0.08012956029379803
ACH-000279,-0.2005511029961811
ACH-000280,-0.21895882036329056
ACH-000281,-0.25886769100959983
ACH-000288,-0.07776685513493085
ACH-000291,-0.18701482713865225
ACH-000293,-0.060243713662901474
ACH-000294,-0.0978018710576799
ACH-000295,-0.2572128816921699
ACH-000296,-0.07891501546560642
ACH-000302,-0.17639787349448424
ACH-000304,0.2981788765856041
ACH-000307,-0.2343675631131531
ACH-000308,-0.0036335400363188782
ACH-000310,-0.4266370617261988
ACH-000311,-0.1517644718536619
ACH-000312,-0.15153856117963058
ACH-000315,-0.10657016620278588
ACH-000316,-0.2644135611271474
ACH-000317,-0.07198196308843052
ACH-000318,0.06828574699665316
ACH-000319,-0.26055948143835794
ACH-000320,-0.11121454842928817
ACH-000322,0.03438916935739498
ACH-000323,-0.042353867743650964
ACH-000324,-0.1943830334212032
ACH-000329,-0.02756860928632107
ACH-000330,-0.17266183781132852
ACH-000331,-0.04086304337468908
ACH-000332,-0.05133097717020839
ACH-000334,-0.08742127038664986
ACH-000335,-0.2175975323915227
ACH-000336,-0.347758267794841
ACH-000337,0.14772932535555786
ACH-000338,-0.5893383628229615
ACH-000339,-0.06963421454371045
ACH-000341,-0.02956694617032665
ACH-000348,-0.15787526461789053
ACH-000350,-0.10635069589737456
ACH-000352,-0.059910971343851274
ACH-000356,-0.10154718625563901
ACH-000361,0.001394975867765076
ACH-000362,-0.15863673378594725
ACH-000363,-0.15226555491973107
ACH-000364,-0.04626632367414964
ACH-000365,-0.18404228349574844
ACH-000366,-0.1428471318436031
ACH-000368,-0.28017427818580404
ACH-000374,-0.012842998825836557
ACH-000375,-0.16503678563287488
ACH-000376,-0.23166188694185155
ACH-000381,-0.221296022419195
ACH-000383,-0.15858156632437612
ACH-000387,-0.2750717462258029
ACH-000389,-0.12332535409380407
ACH-000390,-0.10881728421466044
ACH-000393,-0.2729025776520209
ACH-000395,-0.06608807592933716
ACH-000396,-0.21342151093752249
ACH-000397,-0.17148935163316772
ACH-000401,-0.2629191131387774
ACH-000402,-0.11441433671877872
ACH-000403,-0.10739128518179253
ACH-000404,-0.1597610453109774
ACH-000406,-0.10682167830431602
ACH-000407,-0.14852383103347552
ACH-000408,-0.16564485478424507
ACH-000410,-0.10328182491065993
ACH-000411,0.02727781553555773
ACH-000414,-0.19124733347939732
ACH-000415,-0.15208433373692312
ACH-000416,-0.22283340521353898
ACH-000420,-0.05750316597107478
ACH-000421,-0.1728424857636371
ACH-000424,-0.05559315194543204
ACH-000425,-0.2943220935266008
ACH-000426,-0.22131085380135784
ACH-000427,-0.11840352156429634
ACH-000433,-0.24576732352548916
ACH-000435,-0.020188873208644185
ACH-000436,-0.3810526614235265
ACH-000444,-0.0008973027569700543
ACH-000445,-0.13724952296900852
ACH-000448,-0.14856719463824458
ACH-000450,-0.08557632806910058
ACH-000452,-0.1172893201320386
ACH-000454,-0.2860499033806825
ACH-000458,-0.015574529434051463
ACH-000459,0.07777301875053462
ACH-000460,-0.2774522408750833
ACH-000461,-0.13149565390882964
ACH-000463,-0.17815594937799092
ACH-000464,-0.14310933445466528
ACH-000466,-0.14251406265899172
ACH-000467,0.07985836677594807
ACH-000468,-0.2547057733440602
ACH-000469,-0.023903499535404483
ACH-000470,-0.18753362073557786
ACH-000471,-0.10706165128719376
ACH-000472,-0.16913864457161254
ACH-000473,-0.2645583445175594
ACH-000475,-0.08679863645176729
ACH-000476,-0.23210633560961044
ACH-000477,-0.10369907496403376
ACH-000479,-0.3821413747111636
ACH-000480,-0.0926027801915858
ACH-000481,-0.16433732394442052
ACH-000483,-0.13904041059662733
ACH-000484,-0.12946072994316934
ACH-000485,-0.11729576402024786
ACH-000486,-0.1472812352779875
ACH-000487,-0.12783476421892834
ACH-000488,-0.0663435768965358
ACH-000490,-0.21408579581459805
ACH-000491,-0.1195467368203804
ACH-000495,-0.2665555020492811
ACH-000496,-0.052021266774234715
ACH-000499,-0.06817170938582316
ACH-000500,-0.04707556627596096
ACH-000502,-0.12201856358806015
ACH-000503,-0.1081209316209956
ACH-000505,-0.11837645003351893
ACH-000507,-0.1412524168858478
ACH-000510,-0.1385130943197109
ACH-000511,-0.03411273010443032
ACH-000512,-0.29972146655614096
ACH-000516,-0.10333260984851456
ACH-000517,-0.1158955690023109
ACH-000518,-0.13293811180050086
ACH-000520,-0.1888992510646188
ACH-000521,-0.020552799933280047
ACH-000522,-0.12435613702621925
ACH-000524,-0.26277909145428524
ACH-000527,-0.03096608961678812
ACH-000528,-0.2086563098523665
ACH-000537,-0.16737431135743955
ACH-000541,-0.09021322194770846
ACH-000542,-0.2477871828978483
ACH-000544,-0.14561729108629676
ACH-000545,-0.1883499722253536
ACH-000547,0.2496152812657192
ACH-000548,-0.13778245973991565
ACH-000549,-0.03292813603332564
ACH-000550,-0.2660075024081288
ACH-000552,-0.11459972092106965
ACH-000556,-0.18329840259168
ACH-000557,-0.12103318214286868
ACH-000569,-0.3003124241246356
ACH-000570,-0.17585680109241372
ACH-000571,-0.06754846186422596
ACH-000573,-0.05450253602759551
ACH-000576,0.023851163545376163
ACH-000579,-0.3964341477879105
ACH-000580,-0.12470015863212355
ACH-000584,-0.19470302834423495
ACH-000585,-0.12777865361304974
ACH-000588,-0.08261442185274788
ACH-000589,-0.20669913513736685
ACH-000591,-0.061833282413235935
ACH-000593,-0.16903728604113838
ACH-000600,-0.1229552903775215
ACH-000601,-0.08316364197438883
ACH-000605,-0.3285863267791019
ACH-000606,-0.17931050073027252
ACH-000608,-0.1111740996172881
ACH-000614,0.07102910405655948
ACH-000616,-0.11583718401998826
ACH-000618,0.005843743623967246
ACH-000619,-0.3755536628530715
ACH-000620,-0.08292229059553935
ACH-000621,-0.07529343792340881
ACH-000622,-0.12371549770684595
ACH-000623,-0.2205335235589294
ACH-000624,-0.19050770474419326
ACH-000627,-0.3152279273570499
ACH-000630,-0.1642168980615611
ACH-000631,0.00047150739943295164
ACH-000632,-0.16734668550977172
ACH-000633,-0.055712020408162935
ACH-000637,-0.07245207585449433
ACH-000638,-0.2512802282088027
ACH-000646,-0.14804489386410075
ACH-000647,-0.034079010006356526
ACH-000648,-0.13953911717111264
ACH-000649,-0.17471244692999752
ACH-000651,-0.14262801211864864
ACH-000652,-0.10045761940173956
ACH-000653,-0.1732991620824243
ACH-000657,-0.1669376797938513
ACH-000658,-0.09530093878832774
ACH-000661,-0.12921212384961198
ACH-000662,-0.4115016683941411
ACH-000663,-0.23904351733757764
ACH-000665,-0.16585309589244634
ACH-000671,-0.23036889259320426
ACH-000672,-0.22889249387934546
ACH-000673,-0.18853449117365972
ACH-000676,-0.05360198110226363
ACH-000677,-0.3086149303578869
ACH-000681,-0.06361409246556886
ACH-000683,-0.2397271294481297
ACH-000684,-0.21039568304363387
ACH-000688,-0.14069759254942174
ACH-000693,-0.15100521414573645
ACH-000694,-0.013348433687748856
ACH-000695,-0.24598440122576995
ACH-000696,-0.0019468524225882968
ACH-000697,-0.054328511417748415
ACH-000699,-0.2313571465834283
ACH-000701,-0.06206433336577265
ACH-000706,-0.04515507948301077
ACH-000711,-0.14565155032569982
ACH-000713,-0.015987043216306836
ACH-000714,0.034041792318797635
ACH-000718,-0.13378429356691596
ACH-000720,-0.1311115474626988
ACH-000721,-0.1540936139592979
ACH-000724,0.1694037004440888
ACH-000725,-0.1075743851028984
ACH-000732,0.06516015062653277
ACH-000734,-0.18834060459778598
ACH-000735,-0.28242290285080024
ACH-000736,-0.08597363822699672
ACH-000738,-0.11579183312380535
ACH-000746,0.020980479743493558
ACH-000747,-0.19250014894601994
ACH-000748,-0.05728366765308466
ACH-000753,-0.12316029280659108
ACH-000756,-0.18057275338214065
ACH-000757,-0.36163451299065935
ACH-000758,-0.19005016589796409
ACH-000760,-0.13797783139539013
ACH-000762,-0.11154211739313716
ACH-000763,-0.14561623533189955
ACH-000764,-0.14894185407714036
ACH-000765,-0.06840726981634307
ACH-000766,-0.16679315732560726
ACH-000767,-0.05871925486379511
ACH-000768,-0.1392946591451393
ACH-000769,-0.13057002335548545
ACH-000770,-0.1484315323198513
ACH-000771,-0.15489945752676873
ACH-000773,0.04053498933705677
ACH-000776,-0.2783489444305077
ACH-000777,-0.014193150701583031
ACH-000778,-0.11229264421698977
ACH-000781,-0.1176351326438214
ACH-000782,-0.1884171246509417
ACH-000783,-0.12342945509712655
ACH-000784,-0.21332112209943108
ACH-000785,-0.08064974389657814
ACH-000787,-0.17432419936656296
ACH-000788,-0.11200889801017942
ACH-000791,-0.16660920559035505
ACH-000792,-0.12814100626063152
ACH-000794,-0.18061730215590066
ACH-000796,-0.07995163548061908
ACH-000798,-0.5078559458882169
ACH-000799,-0.045987238158753406
ACH-000800,0.12462808969749603
ACH-000802,-0.1958972209810635
ACH-000804,-0.18686055408162036
ACH-000805,0.024275626073330888
ACH-000809,-0.17969606125175602
ACH-000810,-0.3435281395818067
ACH-000811,-0.05969773463972115
ACH-000817,-0.262479863041632
ACH-000819,-0.10811441379080686
ACH-000820,-0.18315348482939173
ACH-000821,-0.13660795761475175
ACH-000822,-0.10403646608315537
ACH-000823,-0.02671525092673415
ACH-000824,-0.06059339192908381
ACH-000827,-0.2208832987121807
ACH-000829,-0.1253332298551684
ACH-000831,-0.09987025665584387
ACH-000832,-0.26243640634690624
ACH-000833,-0.0547978047965992
ACH-000834,-0.07883906633646562
ACH-000835,-0.027907702092018986
ACH-000836,-0.044873495656230826
ACH-000837,-0.13208074734337155
ACH-000838,-0.06648426267665025
ACH-000839,-0.03395597391773903
ACH-000840,-0.161569024517155
ACH-000841,-0.05080361610425392
ACH-000843,-0.0360918044283681
ACH-000846,-0.2917763493848997
ACH-000847,-0.029531676344227542
ACH-000848,-0.28643507849902045
ACH-000849,-0.02850396388485725
ACH-000851,-0.3964192021302933
ACH-000855,-0.22997579857521305
ACH-000856,-0.016716694100180892
ACH-000858,-0.20266857831423804
ACH-000859,-0.03721588734311404
ACH-000861,-0.15200865056073878
ACH-000862,-0.12546742420307144
ACH-000865,-0.2602977437178601
ACH-000866,-0.0903147916548157
ACH-000867,-0.14014877770059606
ACH-000869,-0.14845367663634146
ACH-000872,-0.1680275484485598
ACH-000873,-0.2370735979073689
ACH-000876,-0.09144467950632006
ACH-000878,-0.08486543163555255
ACH-000880,-0.10277530506230692
ACH-000881,-0.12214895735311848
ACH-000882,-0.224444725789223
ACH-000884,-0.10456275131399699
ACH-000885,-0.13975776723706815
ACH-000887,-0.1753579033404557
ACH-000889,-0.114052061884845
ACH-000896,-0.2599674187538298
ACH-000898,-0.15873994578809988
ACH-000900,-0.10042206575116096
ACH-000901,-0.08611593441372467
ACH-000905,-0.13940296768112798
ACH-000906,-0.2412776240678457
ACH-000907,-0.1956077011629742
ACH-000910,-0.15566443716818845
ACH-000911,-0.22830730930541496
ACH-000912,-0.11651774393372084
ACH-000913,-0.2337991850542357
ACH-000915,-0.20086875079513009
ACH-000916,-0.15542627223654545
ACH-000917,-0.27501197107267045
ACH-000920,0.0796032678442102
ACH-000921,-0.18165957959837686
ACH-000924,-0.1820300772851582
ACH-000926,-0.15080244461614095
ACH-000928,-0.3001449163562839
ACH-000929,-0.1361259151902619
ACH-000932,-0.1589461804325557
ACH-000935,-0.06225834975213505
ACH-000936,-0.3127971414361821
ACH-000937,-0.2996114999274281
ACH-000938,-0.2064240209738463
ACH-000939,0.1078853874039886
ACH-000941,-0.13569370798743294
ACH-000943,-0.1132463252196993
ACH-000946,-0.1602148776779948
ACH-000947,-0.03357278624115597
ACH-000948,-0.06270217060679305
ACH-000950,-0.0991443976393858
ACH-000953,-0.3039964409432064
ACH-000954,-0.26982487684032297
ACH-000957,-0.2069811096163744
ACH-000958,-0.08939922444779465
ACH-000960,-0.06921976207149468
ACH-000963,-0.04841731292957329
ACH-000968,-0.21494120081892
ACH-000969,-0.18304010273613253
ACH-000972,-0.5356076171445778
ACH-000973,-0.1377034792947432
ACH-000974,-0.09967295951502646
ACH-000978,-0.25158695433625045
ACH-000984,-0.243707576060352
ACH-000986,-0.2288449198207612
ACH-000988,-0.14432019795945236
ACH-000993,-0.00916098265326747
ACH-000994,-0.1491383189024108
ACH-000996,-0.22808746681749564
ACH-001001,-0.2100064055067642
ACH-001020,-0.1342153203895019
ACH-001028,-0.18620990170479584
ACH-001031,-0.0789787831025432
ACH-001038,-0.11197918210297993
ACH-001048,-0.023328998734330683
ACH-001050,-0.17420821534854225
ACH-001053,-0.2771246747803803
ACH-001054,-0.2715247758399317
ACH-001061,0.02455780987809377
ACH-001067,-0.1334194948203108
ACH-001075,-0.09147931416620207
ACH-001096,-0.3274009809226688
ACH-001111,-0.13126704993543964
ACH-001119,-0.09165050559243798
ACH-001128,-0.06470129157380394
ACH-001134,-0.19777942076966154
ACH-001151,-0.09231110100905156
ACH-001163,-0.22987136141252754
ACH-001164,-0.23940498066230625
ACH-001183,-0.0594979021554065
ACH-001192,-0.1440710904444039
ACH-001193,-0.09136001362723267
ACH-001196,0.011918157055355191
ACH-001197,-0.31598263025944273
ACH-001205,0.06996017463424609
ACH-001211,-0.12796037837155227
ACH-001212,0.029406766137555617
ACH-001228,0.01802732048026134
ACH-001232,-0.193376653037836
ACH-001239,-0.2842627963933827
ACH-001270,-0.2814349720016001
ACH-001274,-0.3027170149672565
ACH-001275,-0.11098954839780817
ACH-001277,-0.21489625637411056
ACH-001278,-0.2773887040821409
ACH-001280,0.005866149000837124
ACH-001283,-0.06487014744325557
ACH-001289,-0.09815991941068153
ACH-001300,-0.003198563446965689
ACH-001301,-0.08405018252424779
ACH-001302,-0.1883626161410316
ACH-001306,-0.11873012281347148
ACH-001318,-0.27668342814980385
ACH-001322,-0.1485140733344894
ACH-001328,-0.07854347327897084
ACH-001332,-0.06134743785175581
ACH-001336,-0.13395148642385046
ACH-001346,-0.17265171277418695
ACH-001353,-0.1747477505551196
ACH-001354,-0.1031799730581904
ACH-001367,-0.4678749571319844
ACH-001368,-0.18566611364689314
ACH-001374,-0.08510057288807463
ACH-001377,-0.09517015117830406
ACH-001380,-0.06499195822284029
ACH-001391,-0.13325383757785594
ACH-001408,-0.1916391342394621
ACH-001430,-0.12467954567580225
ACH-001431,-0.17450867965994454
ACH-001450,-0.1176518039385797
ACH-001496,-0.12959536641418487
ACH-001500,-0.22059786639207496
ACH-001523,-0.14603199589898805
ACH-001532,-0.15847412460489804
ACH-001550,0.011670885571814177
ACH-001552,-0.1911717167972123
ACH-001554,-0.17651271499232635
ACH-001654,-0.1668401579582964
ACH-001735,-0.051691380150543864
ACH-001736,-0.010309282308365713
ACH-001737,-0.16949078151043284
ACH-001740,-0.1694417085289814
ACH-001745,-0.2938270778196614
ACH-001765,-0.1527582380550962
