,BOLA3 (388962)
ACH-000004,-0.01472731614282039
ACH-000005,-0.06529582181054418
ACH-000007,-0.08504213522080238
ACH-000009,0.05681449820756096
ACH-000011,0.08282890141630281
ACH-000012,-0.05901460699720847
ACH-000013,-0.1984574793364725
ACH-000014,0.015713264911371295
ACH-000015,0.0014077160163833346
ACH-000017,0.10542593108140767
ACH-000018,-0.04747127896332856
ACH-000019,0.11114404299336793
ACH-000021,0.01052771417900745
ACH-000022,-0.057815953177978115
ACH-000025,0.01012868341841093
ACH-000028,-0.05193100027035317
ACH-000030,0.010950431120922777
ACH-000035,-0.023285116827004064
ACH-000036,0.17803969329923913
ACH-000037,-0.026098724653831985
ACH-000039,-0.20400205230826945
ACH-000040,0.006708506891789259
ACH-000041,0.08864428124929227
ACH-000042,-0.03269995153055677
ACH-000045,0.10260809956950448
ACH-000047,0.20349045217222314
ACH-000052,0.10617298311683647
ACH-000053,0.05539650378113994
ACH-000054,0.07948083441665175
ACH-000055,-0.07572116634056203
ACH-000060,0.005665117552418551
ACH-000067,0.13599382644722172
ACH-000070,-0.052389881720288335
ACH-000075,-0.027059310754368033
ACH-000078,0.07858398339745876
ACH-000082,-0.02965656229375476
ACH-000085,-0.1648939875684601
ACH-000086,-0.0003150135507056457
ACH-000087,0.03497905310255312
ACH-000092,-0.15098158947988133
ACH-000095,0.12174813568608125
ACH-000097,0.1111446420194563
ACH-000098,0.07251955585943523
ACH-000099,0.07430981087257871
ACH-000108,-0.04946993131539802
ACH-000113,0.011047863703296006
ACH-000116,-0.08310027028116894
ACH-000118,-0.16775711830039233
ACH-000120,-0.08009262398230667
ACH-000123,0.12061415859903278
ACH-000127,0.010378072652782344
ACH-000128,-0.022629061363500614
ACH-000132,0.02608253914743064
ACH-000133,0.037948723154647424
ACH-000137,-0.09224536779691417
ACH-000138,-0.00023422520924372685
ACH-000142,-0.03492248641043843
ACH-000143,-0.03342220104507327
ACH-000146,0.05945949855945998
ACH-000148,-0.09921387872700854
ACH-000150,0.03352516905714978
ACH-000152,0.0506542186936749
ACH-000153,0.15996259548116729
ACH-000159,-0.03214874840629614
ACH-000160,-0.05375096927185144
ACH-000163,-0.0749432996121416
ACH-000167,-0.2429853124782207
ACH-000168,0.04453726013608141
ACH-000169,0.012600226535199616
ACH-000178,-0.03043775716158925
ACH-000183,0.16640744215524442
ACH-000188,0.10058646475000864
ACH-000189,-0.039569056912085517
ACH-000190,-0.1512526975344146
ACH-000198,-0.003414180266778768
ACH-000203,0.5030471065564004
ACH-000204,-0.0018142585349178086
ACH-000206,0.1054816361755648
ACH-000207,-0.16413735129572546
ACH-000208,-0.14322563991890772
ACH-000210,-0.032774058018016354
ACH-000211,0.0434099309562373
ACH-000215,-0.07365455744989942
ACH-000221,-0.043029860907319584
ACH-000222,-0.010475858130044414
ACH-000223,-0.03020777348502825
ACH-000226,-0.017856061367010737
ACH-000227,0.0577679045973504
