,A4GNT (51146)
ACH-000004,0.27582919358504565
ACH-000005,0.120259814927813
ACH-000007,0.057116005829217636
ACH-000009,0.053502300632509235
ACH-000011,0.07127541207477478
ACH-000012,0.2384176983209755
ACH-000013,0.03161290233231163
ACH-000014,-0.11754729266993462
ACH-000015,0.18743541024573526
ACH-000017,0.17709263792376592
ACH-000018,0.11057692707426056
ACH-000019,0.013172315533928013
ACH-000021,0.07653887898168271
ACH-000022,0.08179553921761085
ACH-000025,-0.02810274204741392
ACH-000028,-0.0219194684731058
ACH-000030,0.11171614175683224
ACH-000035,0.12355000554369115
ACH-000036,0.21107460890870386
ACH-000037,0.07499979619948749
ACH-000039,-0.029603597287041906
ACH-000040,0.02621647293876514
ACH-000041,0.19500571224454016
ACH-000042,0.12573454928676736
ACH-000045,-0.07047121878409136
ACH-000047,0.018194123788782195
ACH-000052,0.10435706211881024
ACH-000053,0.047004803539574674
ACH-000054,0.13995001931379722
ACH-000055,-0.06116583950352015
ACH-000060,0.07312009320647997
ACH-000067,-0.01704954068747803
ACH-000070,0.023561187128796846
ACH-000075,-0.13734673395620986
ACH-000078,0.1540543586083732
ACH-000082,0.15801394188590406
ACH-000085,-0.00011950567296358025
ACH-000086,0.11995214821381635
ACH-000087,0.11222726308150273
ACH-000092,-0.010286591752187891
ACH-000095,0.06979208219548083
ACH-000097,0.15765839358414788
ACH-000098,-0.052584663367011
ACH-000099,0.03680771156572909
ACH-000108,-0.03695713600695336
ACH-000113,-0.06467790140813026
ACH-000116,0.15732508746574222
ACH-000118,0.11590591080074755
ACH-000120,0.1390664602472192
ACH-000123,0.14295842620719995
ACH-000127,0.13775140419058346
ACH-000128,-0.18376109878800628
ACH-000132,-0.011144781793970104
ACH-000133,0.0054833604042328855
ACH-000137,0.05722054480932837
ACH-000138,0.05513809887743902
ACH-000142,-0.011482966214191223
ACH-000143,0.1805999566355904
ACH-000146,0.011518563970101786
ACH-000148,0.0315699603856039
ACH-000150,0.2783731887428436
ACH-000152,0.07983368755340803
ACH-000153,0.028715222296897012
ACH-000159,0.16530940791054458
ACH-000160,0.07963219923265237
ACH-000163,0.07743008704534685
ACH-000167,0.034384023364264236
ACH-000168,-0.0705918407984241
ACH-000169,0.09096327539386637
ACH-000178,0.041500429518696334
ACH-000183,-0.07526405108317012
ACH-000188,0.03995758564932265
ACH-000189,-0.034526411728180495
ACH-000190,0.056233646046701766
ACH-000198,6.270613517679549e-05
ACH-000203,-0.1296312739375723
ACH-000204,-0.035463492453540385
ACH-000206,0.12346008687839212
ACH-000207,0.008195076862190405
ACH-000208,0.2579246350224361
ACH-000210,0.20674723055990427
ACH-000211,-0.01278799288183243
ACH-000215,0.08289697725895431
ACH-000221,0.10317893437081807
ACH-000222,0.20872237234660893
ACH-000223,0.13083482330069432
ACH-000226,-0.07658643843097228
ACH-000227,0.07756704922107498
ACH-000228,0.01453080325387074
ACH-000231,-0.014609291983775287
ACH-000232,0.015918636983891
ACH-000233,-0.05607157825228034
ACH-000234,-0.023296706725848864
ACH-000235,0.0583471639677585
ACH-000237,0.1300297170408782
ACH-000238,0.02104634761909211
ACH-000242,0.29850696739509824
ACH-000243,0.0561151900806051
ACH-000244,0.2596608615839919
ACH-000246,-0.036643178494592255
ACH-000248,0.1552793726127029
ACH-000250,0.096398365843433
ACH-000251,0.22089041060624048
ACH-000252,-0.10069905212231013
ACH-000253,0.14207871615955364
