,LIPE (3991)
ACH-000783,-0.17815127157525334
ACH-000784,-0.2934431896572259
ACH-000785,-0.06326307492639817
ACH-000787,-0.2253502768093004
ACH-000788,-0.09475212600185758
ACH-000791,-0.045615789067261235
ACH-000792,-0.0788741581817763
ACH-000794,-0.06882583350541371
ACH-000796,-0.1212075852127584
ACH-000798,-0.2217547679787533
ACH-000799,-0.07896773965157
ACH-000800,-0.09106037619303084
ACH-000802,-0.1779952164113596
ACH-000804,-0.16215871514150582
ACH-000805,-0.1952950982047854
ACH-000809,-0.2212175811607445
ACH-000810,-0.036948346736170534
ACH-000811,-0.1872053295581697
ACH-000817,0.018699029096961268
ACH-000819,-0.32063383977948506
ACH-000820,0.16488303954557612
ACH-000821,-0.11006328954742076
ACH-000822,-0.2413272277037802
ACH-000823,-0.16483746878929334
ACH-000824,-0.31563892541315103
ACH-000827,-0.14151193869081333
ACH-000829,0.0012901451460675631
ACH-000831,-0.1396621584882526
ACH-000832,-0.10026850170900556
ACH-000833,-0.2872230318774785
ACH-000834,-0.09096261729218193
ACH-000835,-0.2062780059076206
ACH-000836,-0.07320594719445916
ACH-000837,-0.13731718749980482
ACH-000838,-0.3347712731351937
ACH-000839,-0.041701731340593455
ACH-000840,-0.2843500441333923
ACH-000841,-0.11161114256397207
ACH-000843,-0.002273282278489028
ACH-000846,-0.02003064708378191
ACH-000847,-0.2918383029315425
ACH-000848,-0.1708473790058817
ACH-000849,-0.011230119623270834
ACH-000851,-0.09916188678511116
ACH-000855,-0.12996348238588076
ACH-000856,-0.20945480996569432
ACH-000858,-0.21923637129905946
ACH-000859,-0.004390189049475256
ACH-000861,-0.3558362184641696
ACH-000862,-0.11310804402342295
ACH-000865,-0.17298414065879367
ACH-000866,-0.08358718545250714
ACH-000867,-0.10525251810928864
ACH-000869,-0.06002843157314534
ACH-000872,-0.2595317098542125
ACH-000873,-0.1822970045206302
ACH-000876,-0.059917338540361985
ACH-000878,-0.3439426165163857
ACH-000880,-0.17197361909913314
ACH-000881,-0.12140326870877555
ACH-000882,-0.3005724079904415
ACH-000884,-0.07865341965458628
ACH-000885,-0.2630243454645783
ACH-000887,-0.11176911701272067
ACH-000889,-0.1589553982306611
ACH-000896,-0.1169984798652961
ACH-000898,-0.13721468836490305
ACH-000900,-0.057599552415938476
ACH-000901,-0.2930141223209442
ACH-000905,-0.023280905909242474
ACH-000906,-0.1273645889621033
ACH-000907,-0.01950662501439863
ACH-000910,-0.06152261780012351
ACH-000911,-0.11154521000897212
ACH-000912,-0.3695631341301645
ACH-000913,-0.022442853771081454
ACH-000915,-0.2940499940083033
ACH-000916,-0.05645314778160671
ACH-000917,-0.3545898834102706
ACH-000920,0.01442269214439504
ACH-000921,-0.08807162461617728
ACH-000924,-0.1027324345839494
ACH-000926,-0.32832850554157633
ACH-000928,-0.10315068970243732
ACH-000929,-0.24265560662866345
ACH-000932,-0.07210009751616847
ACH-000935,-0.10456673959713583
ACH-000936,-0.3327907359425485
ACH-000937,-0.07797222509466697
ACH-000938,-0.06993530987735093
ACH-000939,-0.15867199798994022
ACH-000941,-0.37308431365630906
ACH-000943,-0.21970767240565053
ACH-000946,-0.12452083815614715
ACH-000947,-0.2052579314316849
ACH-000948,-0.06555256574026035
ACH-000950,-0.2514395337369847
ACH-000953,-0.10051155333000818
ACH-000954,-0.08985559968440257
ACH-000957,-0.1095456905825591
ACH-000958,-0.008943240366201742
ACH-000960,-0.005930850159219134
ACH-000963,-0.06389358754897173
ACH-000968,-0.2400910642866853
ACH-000969,-0.12475657787351582
ACH-000972,-0.0005944980621359603
ACH-000973,-0.05424443770696074
ACH-000974,-0.21869206141268774
ACH-000978,-0.3547914586221846
ACH-000984,-0.18653606135202502
ACH-000986,-0.07181611366385092
ACH-000988,-0.29521999525051523
ACH-000993,-0.2041421058420651
ACH-000994,-0.05381153543458849
ACH-000996,-0.1333096975800908
ACH-001001,-0.050801578652382745
ACH-001020,-0.2813790987067832
ACH-001028,-0.15720089118011776
ACH-001031,0.4742090740610751
ACH-001038,-0.1068107475296112
ACH-001048,-0.14462411144031762
ACH-001050,-0.047303245290844974
ACH-001053,-0.0355739794703458
ACH-001054,-0.09040568997366503
ACH-001061,-0.2563697226145144
ACH-001067,-0.3576350026446404
ACH-001075,0.05517256274974085
ACH-001096,-0.032981526797015666
ACH-001111,-0.4814860053661075
ACH-001119,-0.13856223986790048
ACH-001128,-0.35999268631982523
ACH-001134,-0.11702546863181006
ACH-001151,-0.20593008417873776
ACH-001163,-0.1093146261485304
ACH-001164,-0.07121472517143285
ACH-001183,0.02532642008493933
ACH-001192,-0.3061046351856729
ACH-001193,-0.01285766765724882
ACH-001196,-0.011447038344974285
ACH-001197,-0.1760485440141873
ACH-001205,-0.15412665424236774
ACH-001211,-0.07024737613035027
ACH-001212,-0.2432874798717642
ACH-001228,-0.09006189982027545
ACH-001232,-0.11976172133393202
ACH-001239,-0.0329788886016687
ACH-001270,0.142022298454136
ACH-001274,-0.14724148207112672
ACH-001275,-0.2318194208387669
ACH-001277,-0.18572010540929684
ACH-001278,-0.0414374241076878
ACH-001280,-0.2471375155277891
ACH-001283,-0.0820345237393398
ACH-001289,-0.019416400107169225
ACH-001300,-0.2078732676319228
ACH-001301,-0.2115026208857345
ACH-001302,0.1306715816608816
ACH-001306,-0.15767192602634386
ACH-001318,-0.008766226866488144
ACH-001322,-0.3230456013277665
ACH-001328,-0.08521798758345209
ACH-001332,-0.4629373514270134
ACH-001336,-0.07731784724917255
ACH-001346,-0.07646139936646955
ACH-001353,-0.09786459344068307
ACH-001354,-0.024877686812083938
ACH-001367,-0.10218484480005366
ACH-001368,-0.09578577868885577
ACH-001374,-0.1840218641230057
ACH-001377,-0.15969613528412674
ACH-001380,-0.04821965098057418
ACH-001391,-0.052574745323412636
ACH-001408,-0.1632673644882603
ACH-001430,-0.19214243256644944
ACH-001431,-0.07813884403180155
ACH-001450,0.07982837664955984
ACH-001496,-0.08238147900723629
ACH-001500,-0.2432362692039498
ACH-001523,-0.03909419139900962
ACH-001532,-0.01084799128371472
ACH-001550,-0.18459550507411854
ACH-001552,-0.25421677466694104
ACH-001554,-0.15908118155101247
ACH-001654,-0.12822921630929
ACH-001735,-0.2384066434591761
ACH-001736,-0.17365724913782005
ACH-001737,-0.19934420680537485
ACH-001740,-0.08503869192554656
ACH-001745,-0.2128256429790672
ACH-001765,-0.1161170372586613
