,GNL1 (2794)
ACH-000004,-0.3628851735242891
ACH-000005,0.09654351830553548
ACH-000007,-0.13338141923687238
ACH-000009,-0.1216444281351809
ACH-000011,-0.4549575584528874
ACH-000012,-0.4784960160451282
ACH-000013,-0.12704304921958515
ACH-000014,-0.13791599947797206
ACH-000015,-0.20026843534819885
ACH-000017,-0.030827089427048607
ACH-000018,-0.2056978468544592
ACH-000019,-0.13839969639828606
ACH-000021,-0.02198659870095331
ACH-000022,-0.08291651882408864
ACH-000025,-0.2729297007091172
ACH-000028,-0.28396615067514497
ACH-000030,-0.11595566204928083
ACH-000035,-0.332415997240792
ACH-000036,-0.3430178847526093
ACH-000037,-0.056804918709252285
ACH-000039,-0.08613819369048613
ACH-000040,-0.1374597287677594
ACH-000041,0.06940047107851198
ACH-000042,-0.19725244758473454
ACH-000045,-0.1904142822584639
ACH-000047,-0.045136045201090366
ACH-000052,-0.02777987341258937
ACH-000053,-0.03868383229641013
ACH-000054,-0.18634637402399476
ACH-000055,-0.08312279968666568
ACH-000060,-0.07834119396890106
ACH-000067,-0.28189056224672115
ACH-000070,-0.14201750508515526
ACH-000075,-0.5196634809642567
ACH-000078,0.04615786591823825
ACH-000082,-0.20521415017339048
ACH-000085,-0.34318554945545965
ACH-000086,-0.07186805450820448
ACH-000087,-0.04816116090466901
ACH-000092,-0.2085201799378174
ACH-000095,-0.01842149826533304
ACH-000097,-0.1911271298141992
ACH-000098,-0.1428458079328112
ACH-000099,-0.13923435217570018
ACH-000108,-0.15898163138599047
ACH-000113,-0.08449279587477196
ACH-000116,-0.1707324452187751
ACH-000118,-0.05520274519502303
ACH-000120,-0.2300598897228577
ACH-000123,-0.2733356269753883
ACH-000127,-0.17754176486343767
ACH-000128,-0.1557937979913168
ACH-000132,-0.1963609889339241
ACH-000133,-0.13656732577544495
ACH-000137,-0.21217588451844024
ACH-000138,-0.1251592212564523
ACH-000142,-0.16831345277288964
ACH-000143,-0.11255858462948556
ACH-000146,-0.11693743982290784
ACH-000148,-0.15898230554041162
ACH-000150,-0.13801226306567135
ACH-000152,-0.2009657754160399
ACH-000153,-0.4336050337120797
ACH-000159,-0.20772264112504546
ACH-000160,-0.2500258102664249
ACH-000163,-0.12073824137648825
ACH-000167,0.04882693359592922
ACH-000168,0.011972196486148948
ACH-000169,-0.13763004326905914
ACH-000178,-0.08354052325703121
ACH-000183,-0.12672452255674638
ACH-000188,-0.13623693515547106
ACH-000189,-0.2522092961785491
ACH-000190,-0.2790901330380324
ACH-000198,-0.2514492824904353
ACH-000203,0.007350184140243828
ACH-000204,-0.10980013883140301
ACH-000206,-0.09086059538651392
ACH-000207,-0.5006643510293731
ACH-000208,-0.4468031514777377
ACH-000210,-0.059388338435711716
ACH-000211,-0.1263991244856854
ACH-000215,-0.15695933662950476
ACH-000221,-0.1351921406810977
ACH-000222,-0.12334291583258394
ACH-000223,-0.32144027753464066
ACH-000226,-0.11600602018228585
ACH-000227,-0.1292035104273778
ACH-000228,-0.11488182620262505
ACH-000231,-0.2975167426193952
ACH-000232,-0.09547494187382234
ACH-000233,-0.12590395154343292
ACH-000234,-0.1212095766145891
ACH-000235,-0.062122962165153936
ACH-000237,-0.09840208827796096
ACH-000238,-0.22855291473377076
ACH-000242,-0.041728874995305566
ACH-000243,-0.0967049621211767
ACH-000244,-0.27270618582782635
ACH-000246,-0.20921708947349005
ACH-000248,-0.2297023212955182
ACH-000250,-0.31299556989710736
ACH-000251,-0.042572934251886636
ACH-000252,-0.3776871819029681
ACH-000253,-0.11982215642009247
ACH-000255,-0.2741855877957428
ACH-000256,-0.2897464972922234
ACH-000257,-0.24218919058649055
ACH-000258,-0.1330744864968433
ACH-000259,-0.08031813569748272
ACH-000260,-0.14846635401696856
ACH-000261,-0.15244915250729318
ACH-000262,-0.06261950274519668
ACH-000263,-0.14540741054181988
ACH-000264,-0.13132369251318068
ACH-000265,-0.14706024575268187
ACH-000266,-0.2485995128489763
ACH-000272,-0.3352753143758735
ACH-000274,-0.11028402782357898
ACH-000277,-0.03313287029837462
ACH-000278,-0.019913837686162568
ACH-000279,-0.11046237940860601
ACH-000280,-0.2578590049403949
ACH-000281,-0.16997367175105116
ACH-000288,-0.14128167529543628
ACH-000291,-0.2404329732380125
ACH-000293,-0.05554746200787769
ACH-000294,-0.14449451070235314
ACH-000295,-0.054411079456922376
ACH-000296,-0.06501156829460349
ACH-000302,-0.18973217192645234
ACH-000304,0.10304531386043393
ACH-000307,-0.1482007388990551
ACH-000308,-0.22604516016328205
ACH-000310,-0.06065794704085264
ACH-000311,-0.30465001125225144
ACH-000312,-0.014541714490729675
ACH-000315,0.042062021564185606
ACH-000316,-0.0987250338494238
ACH-000317,-0.2881177712978726
ACH-000318,-0.10455984081054798
ACH-000319,-0.035987914843283106
ACH-000320,-0.13514542458022394
ACH-000322,-0.20476807729331156
ACH-000323,-0.04693429143579539
ACH-000324,-0.287876910640852
ACH-000329,-0.21427341000339453
ACH-000330,-0.1933687183168832
ACH-000331,-0.0010049539892256671
ACH-000332,-0.2375290947133221
ACH-000334,-0.22139982970191815
ACH-000335,-0.1375931345091211
ACH-000336,-0.09927443959729412
ACH-000337,-0.007457148381156011
ACH-000338,-0.2746670255920419
ACH-000339,-0.2247199713065375
ACH-000341,-0.13888830330814222
ACH-000348,-0.2737242410243505
ACH-000350,-0.05827975180235785
ACH-000352,-0.07664305562975285
ACH-000356,-0.12605319566133805
ACH-000361,-0.12300989493197305
ACH-000362,-0.16296175433302726
ACH-000363,-0.07566284019467437
ACH-000364,-0.18066199182693854
ACH-000365,-0.0403802779081305
ACH-000366,-0.021950901030687045
ACH-000368,-0.2810227397236172
ACH-000374,-0.5826602927024468
ACH-000375,-0.4142719755313952
ACH-000376,-0.2579088068161562
ACH-000381,-0.10491510031445916
ACH-000383,-0.2564181577013453
ACH-000387,-0.2303319583998897
ACH-000389,-0.4152421144202392
ACH-000390,-0.2339085623338817
ACH-000393,-0.10032358063748392
ACH-000395,-0.23670609036276036
ACH-000396,-0.13261134454700935
ACH-000397,-0.2137051714244041
ACH-000401,-0.11608276183206592
ACH-000402,-0.3206628656089676
ACH-000403,-0.14977177274541598
ACH-000404,-0.21307864523297512
ACH-000406,-0.1326654807451855
ACH-000407,-0.05440502440278222
ACH-000408,-0.2281604239590261
ACH-000410,-0.13359890304377933
ACH-000411,-0.21919970928159505
ACH-000414,-0.06080343151958593
ACH-000415,-0.07583010127969399
ACH-000416,-0.05439503176908402
ACH-000420,-0.0937133689579607
ACH-000421,-0.21359622957091665
ACH-000424,-0.0034868256244471305
ACH-000425,-0.18522039719683775
ACH-000426,0.22529134340368498
ACH-000427,-0.2106371152653476
ACH-000433,-0.1897674283956632
ACH-000435,-0.199299733796338
ACH-000436,-0.1219032394101736
ACH-000444,-0.12284093072933655
ACH-000445,-0.04358427120078698
ACH-000448,-0.24960122222837736
ACH-000450,-0.14459886905016062
ACH-000452,-0.2284183715318125
ACH-000454,-0.06094565713520556
ACH-000458,-0.3163270574592451
ACH-000459,-0.3107871408280951
ACH-000460,-0.126099841484577
ACH-000461,-0.1959401211794297
ACH-000463,-0.3246513539623036
ACH-000464,-0.2558369221611747
ACH-000466,-0.035645845417764895
ACH-000467,-0.1616226068441828
ACH-000468,-0.2636141494654292
ACH-000469,-0.3905307887359785
ACH-000470,-0.3287613366676899
ACH-000471,-0.19968508670671992
ACH-000472,-0.1279474367446362
ACH-000473,-0.2951587275882792
ACH-000475,-0.15938676322957596
ACH-000476,-0.09372855906572186
ACH-000477,-0.16776899724173658
ACH-000479,-0.2219117722177073
ACH-000480,-0.023397624974419176
ACH-000481,-0.14046961163136815
ACH-000483,-0.2599884100464354
ACH-000484,-0.17408363766309193
ACH-000485,-0.16855200089275274
ACH-000486,-0.2664850727619561
ACH-000487,-0.14877304925835075
ACH-000488,-0.16474630546212413
ACH-000490,-0.10006695848207894
ACH-000491,-0.1904775345039989
ACH-000495,-0.00719066141999593
ACH-000496,-0.17312564368176075
ACH-000499,-0.3257520246345059
ACH-000500,-0.03800139239912143
ACH-000502,-0.13934475996119425
ACH-000503,-0.04078041272100887
ACH-000505,-0.09963416277143618
ACH-000507,-0.12637195170507956
ACH-000510,-0.20826807449186724
ACH-000511,-0.13286743218478886
ACH-000512,-0.11704761703389155
ACH-000516,-0.2582841574456489
ACH-000517,-0.21478004004177156
ACH-000518,-0.0364717793827584
ACH-000520,-0.129996652134708
ACH-000521,-0.15809667778240916
ACH-000522,-0.13858384302263507
ACH-000524,-0.33813475762661066
ACH-000527,-0.13660591006535794
ACH-000528,-0.4969192029078018
ACH-000537,-0.12380915555017415
ACH-000541,-0.22095953998947232
ACH-000542,-0.2065840382720908
ACH-000544,-0.3873025087933716
ACH-000545,-0.15074362763130889
ACH-000547,-0.22630902801976735
ACH-000548,-0.07672769031775825
ACH-000549,-0.14841285414559993
ACH-000550,-0.10353995954126836
ACH-000552,-0.21206442893392524
ACH-000556,-0.11332992995107301
ACH-000557,-0.06032990548032763
ACH-000569,-0.4776338681716084
ACH-000570,-0.13960243047477475
ACH-000571,-0.11633023927520245
ACH-000573,-0.0868151460667914
ACH-000576,-0.13766390973672651
ACH-000579,-0.17497175535887974
ACH-000580,-0.25729611517963513
ACH-000584,-0.09299242431350807
ACH-000585,-0.22060678418308025
ACH-000588,-0.15762630546583115
ACH-000589,-0.13082618951019545
ACH-000591,-0.1561780933377293
ACH-000593,-0.11755710969916668
ACH-000600,-0.475048639795062
ACH-000601,-0.16667307988993388
ACH-000605,-0.10822494826626156
ACH-000606,-0.277557747341167
ACH-000608,-0.14410517227725547
ACH-000614,-0.18059250322538292
ACH-000616,-0.03303059813529262
ACH-000618,-0.04747086527649064
ACH-000619,-0.2431496764911181
ACH-000620,-0.1264643186307975
ACH-000621,-0.16362846041439755
ACH-000622,-0.26784244567180593
ACH-000623,-0.1950202414509219
ACH-000624,-0.21121756598355065
ACH-000627,-0.2310977968050364
ACH-000630,-0.24965399675245306
ACH-000631,0.10346421380262068
ACH-000632,-0.2273929782427063
ACH-000633,0.010063829467891212
ACH-000637,-0.479247070834355
ACH-000638,-0.2645587964503735
ACH-000646,-0.17672431048060308
ACH-000647,-0.21041720511852802
ACH-000648,-0.3587490907800633
ACH-000649,-0.23710867459057286
ACH-000651,-0.12644900510758084
ACH-000652,-0.09475692728835593
ACH-000653,-0.10543909282340604
ACH-000657,-0.2785882349844691
ACH-000658,-0.06275879279065823
ACH-000661,-0.028219323677869036
ACH-000662,-0.0024040059864825825
ACH-000663,-0.19796018670944016
ACH-000665,-0.10095062339998268
ACH-000671,-0.03560871005173293
ACH-000672,-0.3930998952534829
ACH-000673,-0.0921572814620446
ACH-000676,-0.09473747318186343
ACH-000677,-0.14556659838850855
ACH-000681,-0.1471219667353803
ACH-000683,-0.107235448438695
ACH-000684,-0.1265230609856584
ACH-000688,-0.2149592077598693
ACH-000693,-0.08483703701459545
ACH-000694,-0.20000241885290496
ACH-000695,0.021539884936032268
ACH-000696,-0.15901503586240653
ACH-000697,-0.1145315712822509
ACH-000699,-0.13844526153158504
ACH-000701,-0.17173973475035773
ACH-000706,-0.13491277983389868
ACH-000711,-0.21727156882090828
ACH-000713,-0.0703024884057566
ACH-000714,-0.2034728950153597
ACH-000718,-0.15268253178064026
ACH-000720,-0.15816088110170556
ACH-000721,-0.2793525398378968
ACH-000724,-0.3397626535982421
ACH-000725,-0.0765746161101045
ACH-000732,-0.2625798335704682
ACH-000734,-0.09715418896193348
ACH-000735,-0.30452900121102033
ACH-000736,-0.08562572181091943
ACH-000738,-0.07639980373841311
ACH-000746,0.006894621561384905
ACH-000747,-0.08797457419732915
ACH-000748,-0.1642077277173124
ACH-000753,-0.17354466390156398
ACH-000756,-0.04662468955136756
ACH-000757,0.02026536157398713
ACH-000758,-0.14710049114481769
ACH-000760,-0.04109354578786939
ACH-000762,-0.2020851692497614
ACH-000763,-0.11637704093180172
ACH-000764,-0.3193036404584164
ACH-000765,-0.004125885372730497
ACH-000766,-0.15668294041547026
ACH-000767,-0.08155234208870295
ACH-000768,-0.1539021140319461
ACH-000769,0.02164638562248309
ACH-000770,-0.057061418216919374
ACH-000771,-0.22703068435785026
ACH-000773,-0.27195026813354
ACH-000776,-0.30521974702573523
ACH-000777,-0.26386495662105725
ACH-000778,-0.14898936796663856
ACH-000781,-0.04668248833268738
ACH-000782,-0.02885668517425148
ACH-000783,-0.1777715940447697
ACH-000784,-0.1928420328982192
ACH-000785,-0.03534908504204562
ACH-000787,-0.07196232306229769
ACH-000788,-0.10930347833248404
ACH-000791,-0.1914420353085571
ACH-000792,-0.16078871980657475
ACH-000794,-0.23452531560457895
ACH-000796,-0.10302489829280298
ACH-000798,-0.2561193973340364
ACH-000799,-0.09415432762311116
ACH-000800,-0.24097920736840986
ACH-000802,-0.33278990663621305
ACH-000804,-0.12488857492680212
ACH-000805,-0.14524311134768947
ACH-000809,-0.18617431873492465
ACH-000810,-0.26773467100130954
ACH-000811,-0.14925446081349292
ACH-000817,-0.30252990190787604
ACH-000819,-0.10722873263105984
ACH-000820,-0.0037852720783856865
ACH-000821,-0.0918062533373062
ACH-000822,-0.02139201915067549
ACH-000823,-0.1326060459803895
ACH-000824,-0.11752696769872513
ACH-000827,-0.4283251509167149
ACH-000829,-0.17449778077365846
ACH-000831,-0.10859989858192727
ACH-000832,-0.21460914378778195
ACH-000833,-0.08671587043412303
ACH-000834,-0.15115531518521122
ACH-000835,-0.2056134134516529
ACH-000836,-0.21820323063160507
ACH-000837,-0.14839706944480516
ACH-000838,-0.055988628701204884
ACH-000839,-0.11696228798967392
ACH-000840,-0.16064131492726028
ACH-000841,-0.13662498240055995
ACH-000843,-0.05321132478759805
ACH-000846,-0.1239859269326756
ACH-000847,-0.04937963585525965
ACH-000848,-0.15626438603783438
ACH-000849,-0.0429240216624326
ACH-000851,-0.09677787091110787
ACH-000855,0.07590291761672067
ACH-000856,-0.03148846397738792
ACH-000858,-0.011513289114397716
ACH-000859,-0.3543265487911913
ACH-000861,-0.23185907517192514
ACH-000862,-0.11597698962774552
ACH-000865,-0.3272221742322426
ACH-000866,-0.030165617147818038
ACH-000867,-0.035113171345159615
ACH-000869,-0.15736881683234788
ACH-000872,-0.1309035405217013
ACH-000873,-0.3076230264121639
ACH-000876,-0.2527853763689656
ACH-000878,0.1617662487423373
ACH-000880,-0.08923603135932358
ACH-000881,-0.4419442694308572
ACH-000882,-0.21460005783199834
ACH-000884,-0.25536520231138216
ACH-000885,-0.19758033075812215
ACH-000887,-0.12076465206041392
ACH-000889,-0.3627569527769629
ACH-000896,-0.0002354441528001918
ACH-000898,-0.25794575579376816
ACH-000900,-0.16624247693565627
ACH-000901,-0.16011402404186878
ACH-000905,-0.2136200293909309
ACH-000906,-0.21071369238542087
ACH-000907,-0.15933409827402553
