,FOXN4 (121643)
ACH-000004,-0.5224049976466508
ACH-000005,-0.40002630441819803
ACH-000007,-0.22355218739422686
ACH-000009,-0.19750897643214024
ACH-000011,-0.274213934316626
ACH-000012,-0.32644181785164444
ACH-000013,-0.3310315992788628
ACH-000014,-0.3282707256684519
ACH-000015,-0.3203052874324653
ACH-000017,-0.2653656657918733
ACH-000018,-0.45111668505346997
ACH-000019,-0.1088663815582248
ACH-000021,-0.3161867091560009
ACH-000022,-0.2122469712387099
ACH-000025,-0.3187970405875463
ACH-000028,-0.2114696948633028
ACH-000030,-0.1048914814734341
ACH-000035,-0.08896036397381023
ACH-000036,-0.2525569904071698
ACH-000037,-0.3315218011847502
ACH-000039,0.06784590813603025
ACH-000040,-0.2919470455133119
ACH-000041,-0.20403298209686946
ACH-000042,-0.3039383175767159
ACH-000045,-0.37857352067754224
ACH-000047,-0.300822034052921
ACH-000052,-0.464816991626513
ACH-000053,-0.2452614071615512
ACH-000054,-0.2041433031318048
ACH-000055,-0.29232504482247523
ACH-000060,-0.2400873320684199
ACH-000067,-0.26517090381890235
ACH-000070,-0.5110399930288709
ACH-000075,-0.4016340525614723
ACH-000078,-0.27543324387841234
ACH-000082,-0.20829136812053495
ACH-000085,-0.4192267547271883
ACH-000086,-0.14638647176162306
ACH-000087,-0.3315865900662861
ACH-000092,-0.1699628190580142
ACH-000095,-0.2861665233807584
ACH-000097,-0.39846001977783857
ACH-000098,-0.383637859115926
ACH-000099,-0.2520452245222253
ACH-000108,-0.14853835711554236
ACH-000113,-0.14006546684771976
ACH-000116,-0.274894818161754
ACH-000118,-0.16205238837704725
ACH-000120,-0.24930016651568165
ACH-000123,-0.2781066668638115
ACH-000127,-0.2414771876362009
ACH-000128,-0.3960123468203032
ACH-000132,-0.11353202698569442
ACH-000133,-0.2827687454604042
ACH-000137,-0.2778330665221844
ACH-000138,-0.1393130290203805
ACH-000142,-0.255499058174893
ACH-000143,-0.3122322489182851
ACH-000146,-0.22819283318251124
ACH-000148,-0.3078788663518057
ACH-000150,-0.27158309546819925
ACH-000152,-0.2491928554847162
ACH-000153,-0.2520382363683366
ACH-000159,-0.17790921879814128
ACH-000160,-0.1669161624945775
ACH-000163,-0.3462611746947753
ACH-000167,-0.3543377041093066
ACH-000168,-0.4746020976652625
ACH-000169,-0.3646346319076518
ACH-000178,-0.3329849995009962
ACH-000183,-0.2587783176214685
ACH-000188,-0.3887889904628121
ACH-000189,-0.5151216970179189
ACH-000190,-0.1948583055532713
ACH-000198,-0.2511210635069188
ACH-000203,-0.15236325993348715
ACH-000204,-0.3807841114313968
ACH-000206,-0.13685607611055456
ACH-000207,-0.18753182023772302
ACH-000208,0.1064287042792113
ACH-000210,0.09852261480142474
ACH-000211,-0.32366843521085964
ACH-000215,-0.3373361817815239
ACH-000221,-0.17790581275211315
ACH-000222,-0.16694699536568555
ACH-000223,-0.40783442107030254
ACH-000226,-0.3010480451878443
ACH-000227,-0.42445277187875613
ACH-000228,-0.2590295858540978
ACH-000231,-0.17670136547109386
ACH-000232,-0.2877720297350169
ACH-000233,-0.2027857695526048
ACH-000234,-0.2399976965448793
ACH-000235,-0.2583715955928965
ACH-000237,-0.2483229417772221
ACH-000238,-0.19376308036091688
ACH-000242,-0.338322491387202
ACH-000243,-0.2541397534981724
ACH-000244,-0.2207722610826508
ACH-000246,-0.2804110792696343
ACH-000248,-0.2691375172975447
ACH-000250,-0.20802533686738026
ACH-000251,-0.07584717397924795
ACH-000252,-0.571557445536644
ACH-000253,-0.1275355185753072
ACH-000255,-0.17978565808092198
ACH-000256,-0.33773793791145085
ACH-000257,-0.4149474471265704
ACH-000258,-0.20699610314952369
ACH-000259,-0.29542232877424657
ACH-000260,-0.2429973114874797
ACH-000261,-0.16644150454741535
ACH-000262,-0.2975986050126963
ACH-000263,-0.2298197630403219
ACH-000264,-0.2374024307514825
ACH-000265,-0.29940619988473005
ACH-000266,-0.18879521231108976
ACH-000272,-0.19293329005195148
ACH-000274,-0.2807183515581746
ACH-000277,-0.21869155270188126
ACH-000278,-0.2991145725517313
ACH-000279,-0.20503236605584296
ACH-000280,-0.1457081066107814
ACH-000281,-0.466665099842485
ACH-000288,-0.1952427313341392
ACH-000291,-0.22676979340361264
ACH-000293,-0.3519906565129593
ACH-000294,-0.3586215346578084
ACH-000295,-0.29930848522380754
ACH-000296,-0.2272171535452139
ACH-000302,-0.2963656311046099
ACH-000304,-0.18909874112926006
ACH-000307,-0.302053505001913
ACH-000308,-0.2258228401337232
ACH-000310,-0.2434601115107725
ACH-000311,-0.26879285932981123
ACH-000312,-0.3856977267928746
ACH-000315,-0.4711541724965218
ACH-000316,-0.4613814316771045
ACH-000317,-0.2732520588551676
ACH-000318,-0.24034186231240334
ACH-000319,-0.1928397996277585
ACH-000320,-0.4962927253034134
ACH-000322,-0.40458146878714457
ACH-000323,-0.2379297706233736
ACH-000324,-0.3197768099873453
ACH-000329,-0.33770335599911416
ACH-000330,-0.2398267451954079
ACH-000331,-0.4203354377169503
ACH-000332,-0.2992976890065425
ACH-000334,-0.3194472442300588
ACH-000335,-0.16989991842066474
ACH-000336,-0.3468685073287106
ACH-000337,-0.1936844429518767
ACH-000338,0.053690863955924095
ACH-000339,-0.2129145712559631
ACH-000341,-0.2315183353811799
ACH-000348,-0.3366048524081564
ACH-000350,-0.3256514462054537
ACH-000352,-0.32127259601069336
ACH-000356,-0.3610574871260135
ACH-000361,-0.2594855854397835
ACH-000362,-0.07777966159422132
ACH-000363,-0.2913744451870642
ACH-000364,-0.2019884148858062
ACH-000365,-0.15523021816707827
ACH-000366,-0.3715729267591431
