,RNF103 (7844)
ACH-000004,-0.40475958457479183
ACH-000005,-0.2358555565170394
ACH-000007,-0.3126311634438567
ACH-000009,-0.3012462390473509
ACH-000011,-0.34563866449575
ACH-000012,-0.3486483466449244
ACH-000013,-0.35435650543647795
ACH-000014,-0.4034216168885
ACH-000015,-0.5020004065800415
ACH-000017,-0.23310142597404024
ACH-000018,-0.3817578745730307
ACH-000019,-0.3074309262725337
ACH-000021,-0.38341937107665336
ACH-000022,-0.4358503842118445
ACH-000025,-0.2874278114786056
ACH-000028,-0.2817066200345149
ACH-000030,-0.375929588641461
ACH-000035,-0.3997190517668693
ACH-000036,-0.4748532612172469
ACH-000037,-0.4848210270806941
ACH-000039,-0.13483810681795985
ACH-000040,-0.466018693371845
ACH-000041,-0.39805953146462825
ACH-000042,-0.3007462389351129
ACH-000045,-0.18747047862635866
ACH-000047,-0.3738067233070216
ACH-000052,-0.2489900749400476
ACH-000053,-0.26986129929051056
ACH-000054,-0.2667130383231897
ACH-000055,-0.4074176512961174
ACH-000060,-0.3450879764648421
ACH-000067,-0.2687701042931631
ACH-000070,-0.19295540767100652
ACH-000075,-0.3463441890009
ACH-000078,-0.4106703640694469
ACH-000082,-0.20964033156298625
ACH-000085,-0.2949327905559553
ACH-000086,-0.4207279676340192
ACH-000087,-0.36679350151044493
ACH-000092,-0.5006583521599549
ACH-000095,-0.4234254252037341
ACH-000097,-0.3536963967127702
ACH-000098,-0.3680115357067542
ACH-000099,-0.3093091958043032
ACH-000108,-0.25661704193969664
ACH-000113,-0.28425560224760343
ACH-000116,-0.4625061981296669
ACH-000118,-0.27166164240233065
ACH-000120,-0.2217202721122163
ACH-000123,-0.5029784974997376
ACH-000127,-0.3814575695280294
ACH-000128,-0.2624475920242537
ACH-000132,-0.30257690299891005
ACH-000133,-0.4336939869369393
ACH-000137,-0.5766498052890239
ACH-000138,-0.2133497214210028
ACH-000142,-0.27005151181107656
ACH-000143,-0.3204212670221292
ACH-000146,-0.2501979903236149
ACH-000148,-0.2052025526614712
ACH-000150,-0.2700738666285148
ACH-000152,-0.3547414767854121
ACH-000153,-0.19849441129579054
ACH-000159,-0.28604081088551675
ACH-000160,-0.4389905192520815
ACH-000163,-0.3445413916424144
ACH-000167,-0.618653019503009
ACH-000168,-0.32751489678918266
ACH-000169,-0.3146424414844118
ACH-000178,-0.2946033398304906
ACH-000183,-0.14224001573169076
ACH-000188,-0.4155693402391645
ACH-000189,-0.18395862996716747
ACH-000190,-0.3872784303919421
ACH-000198,-0.3535624951720304
ACH-000203,-0.6609616530061163
ACH-000204,-0.14937849341058615
ACH-000206,-0.10572056644010792
ACH-000207,-0.34278855517566753
ACH-000208,-0.3891800334473012
ACH-000210,-0.621258249696643
ACH-000211,-0.3365513160594425
ACH-000215,-0.2593355125352607
ACH-000221,-0.3502161046183853
ACH-000222,-0.2145446681279561
ACH-000223,-0.2917353363415571
ACH-000226,-0.26886267286749
ACH-000227,-0.3495742180346741
ACH-000228,-0.4106074792893168
ACH-000231,-0.2819770092999052
ACH-000232,-0.3018922572898862
ACH-000233,-0.2332047192875559
ACH-000234,-0.2824028292063325
ACH-000235,-0.2583657437764069
ACH-000237,-0.30704371156608345
ACH-000238,-0.4774859433422114
ACH-000242,-0.2601504346834402
ACH-000243,-0.2980208674043274
ACH-000244,-0.04506083180504213
ACH-000246,-0.3163075812868644
ACH-000248,-0.323634094158741
ACH-000250,-0.2546788441668199
ACH-000251,-0.4359471030143279
ACH-000252,-0.25874186856154385
ACH-000253,-0.3960365377551999
ACH-000255,-0.2828002289365001
ACH-000256,-0.14716440326116492
ACH-000257,-0.1806911577557219
ACH-000258,-0.36511806834321103
ACH-000259,-0.19525985459369372
ACH-000260,-0.3222547745556248
ACH-000261,-0.3551824653142459
ACH-000262,-0.5375432582820473
ACH-000263,-0.4645045105833873
ACH-000264,-0.3192523898593712
ACH-000265,-0.34708713993438034
ACH-000266,-0.2609871158955582
ACH-000272,-0.3043131943401708
ACH-000274,-0.2888461020921464
ACH-000277,-0.1080125820662577
ACH-000278,-0.25761898791515336
ACH-000279,-0.4431326506661519
ACH-000280,-0.3911704684629445
ACH-000281,-0.12234124450883055
ACH-000288,-0.35930800928872714
ACH-000291,-0.34272293548276056
ACH-000293,-0.5866950151101764
ACH-000294,-0.4972267564381556
ACH-000295,-0.3012314156730613
ACH-000296,-0.2293200679398489
ACH-000302,-0.26843613211039835
ACH-000304,-0.1543277401367507
ACH-000307,-0.4547311008225596
ACH-000308,-0.356046675014396
ACH-000310,-0.2506941370823862
ACH-000311,-0.032363832318792835
ACH-000312,-0.2705755870197052
ACH-000315,-0.363398887184372
ACH-000316,-0.31259606037161203
ACH-000317,-0.5165754411987259
ACH-000318,-0.33806043654212803
ACH-000319,-0.3283184770755093
ACH-000320,-0.2739452151792907
ACH-000322,-0.14271473397794646
ACH-000323,-0.3230968192882673
ACH-000324,-0.4995391774706242
ACH-000329,-0.3371907059893545
ACH-000330,-0.6421687148516393
ACH-000331,-0.4792578824866859
ACH-000332,-0.34303754944519843
ACH-000334,-0.3870961488828181
ACH-000335,-0.16347532049935304
ACH-000336,-0.36166762096479
ACH-000337,-0.3007571712701722
ACH-000338,-0.5135412161883428
ACH-000339,-0.243369550455614
ACH-000341,-0.16039333385563187
ACH-000348,-0.27226566177505673
ACH-000350,-0.26421444380489706
ACH-000352,-0.2813001882129104
ACH-000356,-0.37700760504205055
ACH-000361,-0.3841391711389873
ACH-000362,-0.2613721515346311
ACH-000363,-0.4408828423859298
ACH-000364,-0.2974655574980424
ACH-000365,-0.34086688758383504
ACH-000366,-0.4201506431334322
ACH-000368,-0.365866066739519
ACH-000374,-0.33765625903252955
ACH-000375,-0.2932127587234117
ACH-000376,-0.3519685288152622
ACH-000381,-0.4114812499669505
ACH-000383,-0.2420355156529916
ACH-000387,-0.28835751595196
ACH-000389,-0.41214208474320463
ACH-000390,-0.34498139155344176
ACH-000393,-0.33571173628579265
ACH-000395,-0.2183074039904737
ACH-000396,-0.7402159783338979
ACH-000397,-0.3746397246576281
ACH-000401,-0.4689230678305306
ACH-000402,-0.29855899094060745
ACH-000403,-0.3690983458559302
ACH-000404,-0.1124940301514228
ACH-000406,-0.2486359363201768
ACH-000407,-0.28274802466925625
ACH-000408,-0.3590494774558906
ACH-000410,-0.3640323810726023
ACH-000411,-0.26071874850240845
ACH-000414,-0.31141954681468553
ACH-000415,-0.39469854391922143
ACH-000416,-0.2585610587863721
ACH-000420,-0.25402163681423673
ACH-000421,-0.4177770056342092
ACH-000424,-0.5613755395912482
ACH-000425,-0.3132207301180065
ACH-000426,-0.12557509062451852
ACH-000427,-0.4460811650201617
ACH-000433,-0.361425767987181
ACH-000435,-0.2986428443901373
ACH-000436,-0.2593798955349623
ACH-000444,-0.33842803925248804
ACH-000445,-0.2783304253594284
ACH-000448,-0.2555918056024935
ACH-000450,-0.26312563739779393
ACH-000452,-0.4558006403311091
ACH-000454,-0.2405649403380127
ACH-000458,-0.3280619845950501
ACH-000459,-0.15037220059872514
ACH-000460,-0.2905257262601708
ACH-000461,-0.3030566958084857
ACH-000463,-0.3518465479229729
ACH-000464,-0.2857130910286142
ACH-000466,-0.2366223588147898
ACH-000467,-0.3202680711075391
ACH-000468,-0.24222057818423684
ACH-000469,-0.2415249147957683
ACH-000470,-0.4450254002192973
ACH-000471,-0.4402347225323949
ACH-000472,-0.33759796193764674
ACH-000473,-0.2722637339731788
ACH-000475,-0.3353564943890201
ACH-000476,-0.1162475517949238
ACH-000477,-0.09321627084895463
ACH-000479,-0.4829918190490984
ACH-000480,-0.3109142026306704
ACH-000481,-0.2316052387862576
ACH-000483,-0.30174380639111176
ACH-000484,-0.3556323866817473
ACH-000485,-0.32676268444030576
ACH-000486,-0.3492194974893835
ACH-000487,-0.1732120146752207
ACH-000488,-0.2125564447527688
ACH-000490,-0.341729252329232
ACH-000491,-0.2578425008933351
ACH-000495,-0.4540405854675511
ACH-000496,-0.4537207071783589
ACH-000499,-0.4103440677033802
ACH-000500,0.05357834642199059
ACH-000502,-0.2230658353360564
ACH-000503,-0.3431355237236555
ACH-000505,-0.2909733351812805
ACH-000507,-0.4124612620472861
ACH-000510,-0.4014793956549594
ACH-000511,-0.3049168139380441
ACH-000512,-0.3618978414164011
ACH-000516,-0.2804096904919072
ACH-000517,-0.33697399166173786
ACH-000518,-0.3185096952965447
ACH-000520,-0.3299467878822666
ACH-000521,-0.37068262053951495
ACH-000522,-0.3439812675372095
ACH-000524,-0.29858316042116034
ACH-000527,-0.2783107510182416
ACH-000528,-0.2864300221094901
ACH-000537,-0.33224364020131136
ACH-000541,-0.2390025701123032
ACH-000542,-0.3498437312666037
ACH-000544,-0.3944897076335563
ACH-000545,-0.3080004608284218
ACH-000547,-0.13758519346604298
ACH-000548,-0.3220148851646884
ACH-000549,-0.4436000451668926
ACH-000550,-0.23989294065831385
ACH-000552,-0.23451493691479394
ACH-000556,-0.2586253835075831
ACH-000557,-0.2504578533828631
ACH-000569,-0.9471262491625896
ACH-000570,-0.3863916840861973
ACH-000571,-0.2042196238668919
ACH-000573,-0.2711309246498279
ACH-000576,-0.2784881057845557
ACH-000579,-0.19401764459456686
ACH-000580,-0.2520209725854531
ACH-000584,-0.4189057135066193
ACH-000585,-0.36773826442131946
ACH-000588,-0.13763205449938753
ACH-000589,-0.3232065539179493
ACH-000591,-0.3008715706335089
ACH-000593,-0.26077600897563624
ACH-000600,-0.23047065245859946
ACH-000601,-0.2823849895154541
