,HS3ST6 (64711)
ACH-000004,0.013849801259241205
ACH-000005,0.1378869969503011
ACH-000007,0.0425579849830199
ACH-000009,0.09228168444170982
ACH-000011,-0.07186483122616998
ACH-000012,0.011169699027744605
ACH-000013,0.07384313327074027
ACH-000014,-0.07999698807794778
ACH-000015,-0.025891425764755685
ACH-000017,0.05345305292617601
ACH-000018,-0.032368153458168715
ACH-000019,0.26582733281502385
ACH-000021,0.011606679976836818
ACH-000022,-0.00027959994316240056
ACH-000025,0.09336986096411286
ACH-000028,0.12412394567997714
ACH-000030,0.13107759349813575
ACH-000035,0.04521507922262124
ACH-000036,0.029777141907484737
ACH-000037,-0.12258126511106075
ACH-000039,0.053660916835844084
ACH-000040,0.07722569163883157
ACH-000041,-0.003187343888514496
ACH-000042,0.09832176742856648
ACH-000045,0.10230839738363058
ACH-000047,-0.017500334085935806
ACH-000052,-0.02354984378180384
ACH-000053,0.052677406890661665
ACH-000054,0.08348477169837469
ACH-000055,-0.01927501575203586
ACH-000060,0.024847193411414056
ACH-000067,0.09809863659198684
ACH-000070,0.10202446237291556
ACH-000075,0.07537364718139543
ACH-000078,-0.06984450164814204
ACH-000082,0.006376533993488469
ACH-000085,-0.14657194395030318
ACH-000086,0.16952793090583335
ACH-000087,-0.0569402248300863
ACH-000092,0.04669303223312185
ACH-000095,0.049864052159119265
ACH-000097,0.0948895945518891
ACH-000098,0.046124258575154065
ACH-000099,0.052961737688215264
ACH-000108,0.04568094732272696
ACH-000113,-0.15995335516210754
ACH-000116,0.0446355355878543
ACH-000118,0.05203568486961696
ACH-000120,0.0350313057843305
ACH-000123,0.055073317918716516
ACH-000127,0.02184497391322488
ACH-000128,0.14444938840217175
ACH-000132,0.05536565723792967
ACH-000133,-0.12369439208596812
ACH-000137,-0.07310139304012546
ACH-000138,-0.010988852653063649
ACH-000142,-0.011709492353046238
ACH-000143,-0.2290276095723904
ACH-000146,0.03108506408353452
ACH-000148,-0.011429184963640454
ACH-000150,0.13426795919856405
ACH-000152,0.07690781944934869
ACH-000153,-0.018131618595254768
ACH-000159,0.05808624115840085
ACH-000160,0.04387216018161495
ACH-000163,0.0789057064516071
ACH-000167,0.22041898474859498
ACH-000168,0.01873027502514185
ACH-000169,0.04339593080773999
ACH-000178,0.012001756003254191
ACH-000183,0.008998226198620625
ACH-000188,0.12998580722842715
ACH-000189,0.014252779917098168
ACH-000190,0.09508329035104693
ACH-000198,0.18494108544174845
ACH-000203,-0.10140777067036594
ACH-000204,-0.10899301209593787
ACH-000206,0.25585342452745313
ACH-000207,0.16721807581390916
ACH-000208,0.18974991004053898
ACH-000210,0.0696407576254249
ACH-000211,0.04211052246693508
ACH-000215,0.04810327526575279
ACH-000221,0.010669783379708208
ACH-000222,0.09968600260961827
ACH-000223,0.2322097989719223
ACH-000226,0.09830150519871636
ACH-000227,0.09556886926784824
ACH-000228,0.02959250989576341
ACH-000231,0.07207172049581234
ACH-000232,0.06459376381581405
ACH-000233,0.1009815067248582
ACH-000234,0.09328343260952254
ACH-000235,0.0159179763659123
ACH-000237,0.08398292343768883
ACH-000238,0.052587816945410384
ACH-000242,-0.045248705564406785
ACH-000243,0.04743448443417883
ACH-000244,-0.16992780477190894
ACH-000246,0.13574722397361208
ACH-000248,0.004256646465130662
ACH-000250,0.02488139215610089
ACH-000251,0.0577690203810016
ACH-000252,0.06973586860355467
ACH-000253,-0.0262492311028445
ACH-000255,0.15951516436210564
ACH-000256,0.23088976104692066
ACH-000257,0.14640523908502925
ACH-000258,0.10563339361475772
ACH-000259,0.07296034197996944
ACH-000260,0.017988741093955894
ACH-000261,0.04894590919262057
ACH-000262,0.1019142141288132
ACH-000263,-0.04812830811944598
ACH-000264,0.044373860601999535
ACH-000265,0.06226138524854536
ACH-000266,0.0027319406163707283
ACH-000272,0.003430126539436116
ACH-000274,-0.01587098791361666
ACH-000277,-0.04334898100805267
ACH-000278,0.0961862404960618
