,PFDN4 (5203)
ACH-000004,-0.5085160609593947
ACH-000005,-0.6602910810135603
ACH-000007,-0.5334056770611829
ACH-000009,-0.4685982380418153
ACH-000011,-0.5609793774154284
ACH-000012,-0.4357289721842701
ACH-000013,-0.18756184837081866
ACH-000014,-0.4184073161885086
ACH-000015,-0.3582799948496945
ACH-000017,-0.6070016357747411
ACH-000018,-0.5208618243582351
ACH-000019,-0.8448601066179389
ACH-000021,-0.4183327142981531
ACH-000022,-0.3296213416285286
ACH-000025,-0.32760063193140665
ACH-000028,-0.6913272218478135
ACH-000030,-0.5676192898499259
ACH-000035,-0.08741592228680578
ACH-000036,-0.5726783300566868
ACH-000037,-0.4248682426894089
ACH-000039,-0.654241081011008
ACH-000040,-0.533715228884235
ACH-000041,-0.3683186071721856
ACH-000042,-0.5165670606854987
ACH-000045,-0.43541278355353663
ACH-000047,-0.4295430273308464
ACH-000052,-0.4628609735692694
ACH-000053,-0.478774870612167
ACH-000054,-0.5293572550460044
ACH-000055,-0.56979061774313
ACH-000060,-0.4310583605750689
ACH-000067,-0.5288759242318389
ACH-000070,-0.3341965847919044
ACH-000075,-0.5822707098581449
ACH-000078,-0.5267356565894523
ACH-000082,-0.6591282554047034
ACH-000085,-0.8398775935755135
ACH-000086,-0.2641341325020799
ACH-000087,-0.2596670201579321
ACH-000092,-0.2771301505211694
ACH-000095,-0.2535727824284277
ACH-000097,-0.4941781994139886
ACH-000098,-0.3973829115706555
ACH-000099,-0.3894042459073234
ACH-000108,-0.4516980266927074
ACH-000113,-0.20951720181186986
ACH-000116,-0.6289725318807318
ACH-000118,-0.513555117078639
ACH-000120,-0.3206543233414401
ACH-000123,-0.7238115488607622
ACH-000127,-0.34572927404093595
ACH-000128,-0.6585244839157742
ACH-000132,-0.25152693853438196
ACH-000133,-0.6578508788399284
ACH-000137,-0.2721057148053829
ACH-000138,-0.24273804514615416
ACH-000142,-0.3783667433561611
ACH-000143,-0.4133581708755777
ACH-000146,-0.5277141181002971
ACH-000148,-0.4793705171822763
ACH-000150,-0.5057552438345833
ACH-000152,-0.3834397588162541
ACH-000153,-0.3366364208370933
ACH-000159,-0.33431795154752386
ACH-000160,-0.42607413978376096
ACH-000163,-0.43064146878905896
ACH-000167,-0.40340533321135824
ACH-000168,-0.35091186096931704
ACH-000169,-0.4399222137888668
ACH-000178,-0.3562407044106945
ACH-000183,-0.4642171920670537
ACH-000188,-0.5526182466376361
ACH-000189,-0.4179843336613275
ACH-000190,-0.3819811318173658
ACH-000198,-0.4039848045692708
ACH-000203,-0.060731785494930426
ACH-000204,-0.6140167165562558
ACH-000206,-0.4077854554696201
ACH-000207,-0.5746822230020451
ACH-000208,-0.4548571199324644
ACH-000210,-0.1275440947455638
ACH-000211,-0.6548066796116597
ACH-000215,-0.3743921920962509
ACH-000221,-0.3104067452961861
ACH-000222,-0.5135616265884488
ACH-000223,-0.3963146155199607
ACH-000226,-0.3879852007684992
ACH-000227,-0.4809187540632706
ACH-000228,-0.4681209714848856
ACH-000231,-0.5783481042165313
ACH-000232,-0.6467675259374345
ACH-000233,-0.3190860673103023
ACH-000234,-0.34337453345542857
ACH-000235,-0.29126871085147465
ACH-000237,-0.40522994071538543
ACH-000238,-0.4955299605470162
ACH-000242,-0.2905555174222202
ACH-000243,-0.40436759649689774
ACH-000244,-0.4925219465319101
ACH-000246,-0.3269289414074724
ACH-000248,-0.3692079301977884
ACH-000250,-0.5867940839260597
ACH-000251,-0.3347388225283763
ACH-000252,-0.36909400869784814
ACH-000253,-0.4061722984092089
ACH-000255,-0.7230026298069784
ACH-000256,-0.1975101960718312
ACH-000257,-0.2684945525841109
ACH-000258,-0.2608120642445392
ACH-000259,-0.3945787853608526
ACH-000260,-0.6681018955528001
ACH-000261,-0.6341620506093617
ACH-000262,-0.4937449423852307
ACH-000263,-0.3500626342556137
ACH-000264,-0.6364071669915977
ACH-000265,-0.3848703110114658
ACH-000266,-0.5102716295041175
ACH-000272,-0.3408149444565356
ACH-000274,-0.5243133019283287
ACH-000277,-0.7092459582155002
ACH-000278,-0.2232411679737934
ACH-000279,-0.4138690924464729
ACH-000280,-0.7291902467161998
ACH-000281,-0.371439149958129
ACH-000288,-0.3376086586104958
ACH-000291,-0.5851801338491054
ACH-000293,-0.11029545691688944
ACH-000294,-0.5226102763169183
ACH-000295,-0.4930231327160796
ACH-000296,-0.1836107144562392
ACH-000302,-0.2452952191792509
ACH-000304,-0.36582376407503664
ACH-000307,-0.3140050997402753
ACH-000308,-0.2838205219925206
ACH-000310,-0.4211010676508243
