,UGGT1 (56886)
ACH-000004,-0.007940999708821702
ACH-000005,-0.0686074167565632
ACH-000007,-0.25201654246769856
ACH-000009,-0.1254927415200301
ACH-000011,0.07862591736187786
ACH-000012,0.029225415814055813
ACH-000013,0.015611461206866102
ACH-000014,0.0579634907743907
ACH-000015,0.007353228884695581
ACH-000017,0.04025742289136329
ACH-000018,-0.18446982456866184
ACH-000019,0.12555932852854085
ACH-000021,0.029764772531926
ACH-000022,-0.11576975230728115
ACH-000025,-0.0031205241074317943
ACH-000028,0.09727472323218636
ACH-000030,0.04374036155480245
ACH-000035,-0.028103456134788124
ACH-000036,0.20675515161425265
ACH-000037,0.04657305616488406
ACH-000039,0.05049498735959943
ACH-000040,0.07882758005848484
ACH-000041,-0.12061777952850106
ACH-000042,0.05840542991155882
ACH-000045,0.17694475073321836
ACH-000047,-0.15278526343147333
ACH-000052,0.011994457605360056
ACH-000053,0.09491902216359956
ACH-000054,-0.07820355013526074
ACH-000055,-0.09390826029472203
ACH-000060,-0.017703189322141957
ACH-000067,0.009571277076441159
ACH-000070,-0.10967193475985394
ACH-000075,-0.03118547328858597
ACH-000078,0.09881942920108124
ACH-000082,0.006736064908061068
ACH-000085,0.07668905993074711
ACH-000086,-0.13844499464039045
ACH-000087,0.01504006770292374
ACH-000092,-0.06995407180800864
ACH-000095,0.164956487400805
ACH-000097,0.14526181599804028
ACH-000098,-0.03061307232074318
ACH-000099,-0.0801504040660101
ACH-000108,-0.10306677776146347
ACH-000113,-0.01137624095947138
ACH-000116,0.09146309555817014
ACH-000118,-0.1288670223789609
ACH-000120,-0.009172171379305509
ACH-000123,0.017640946656940902
ACH-000127,-0.11074428603929187
ACH-000128,-0.014088339504567728
ACH-000132,-0.09905133640219632
ACH-000133,-0.11492129811265728
ACH-000137,-0.10160018323020653
ACH-000138,-0.08708871281629581
ACH-000142,0.0014677064715263493
ACH-000143,-0.03162469135336745
ACH-000146,-0.03999262416291968
ACH-000148,0.0341114048914356
ACH-000150,-0.006811262838387491
ACH-000152,0.04974919619801048
ACH-000153,-0.2943614133231684
ACH-000159,0.033040668098582034
ACH-000160,-0.032191667507469775
ACH-000163,-0.07889637829763982
ACH-000167,0.10033484781952133
ACH-000168,0.18909618161908115
ACH-000169,0.07188787936398322
ACH-000178,-0.06503125066452686
ACH-000183,-0.03644588960103395
ACH-000188,0.07103602419560588
ACH-000189,-0.09829284353485676
ACH-000190,-0.1559280063751806
ACH-000198,0.09677557326720196
ACH-000203,0.032345586477236565
ACH-000204,-0.04555090445771416
ACH-000206,0.06059693944775421
ACH-000207,-0.018447712902995444
ACH-000208,-0.047294463561295234
ACH-000210,-0.004434892857997035
ACH-000211,-0.06004895775488139
ACH-000215,-0.062069532924955005
ACH-000221,0.019472505953800054
ACH-000222,-0.11735512710192834
ACH-000223,-0.04102306854642763
ACH-000226,0.06664356665729257
ACH-000227,0.008028719292508783
ACH-000228,0.027271974331066283
ACH-000231,-0.0081129594632973
ACH-000232,-0.017944331970214385
ACH-000233,0.005247630530614668
ACH-000234,-0.0722418188168533
ACH-000235,0.01100727689750988
ACH-000237,0.08240795856003405
ACH-000238,-0.11392186344246827
ACH-000242,0.006992688966463279
ACH-000243,-0.05997282303456205
ACH-000244,-0.0579523769977623
ACH-000246,-0.02715100611295
ACH-000248,0.03997473184987621
ACH-000250,-0.05116808083015607
ACH-000251,-0.04411113119967736
ACH-000252,0.013084735764966026
