,TPR (7175)
ACH-000004,-0.7198424637340258
ACH-000005,-0.90551374736489
ACH-000007,-0.7405206907688799
ACH-000009,-0.7669994373609542
ACH-000011,-0.8177814744239824
ACH-000012,-0.8666932893363125
ACH-000013,-0.9262860794933072
ACH-000014,-0.7199153398553346
ACH-000015,-0.7447963614716852
ACH-000017,-0.7497604509622388
ACH-000018,-0.7698238722506973
ACH-000019,-0.6832567370141622
ACH-000021,-0.7039363782044213
ACH-000022,-0.6525707216293473
ACH-000025,-0.9369184600471194
ACH-000028,-0.8912194682416542
ACH-000030,-0.6477717269096674
ACH-000035,-0.8506188145322297
ACH-000036,-0.7132967913688594
ACH-000037,-0.3714449285301763
ACH-000039,-0.7380455477490714
ACH-000040,-0.5474043727072168
ACH-000041,-0.6765441736887847
ACH-000042,-0.7952888107757909
ACH-000045,-0.5478190961026284
ACH-000047,-1.0885426434630112
ACH-000052,-0.7989827968543947
ACH-000053,-0.6115952637499059
ACH-000054,-0.5658766283921751
ACH-000055,-0.8715591201919505
ACH-000060,-0.9712349675455212
ACH-000067,-0.8760433701746888
ACH-000070,-0.6277637478553241
ACH-000075,-0.6920210481509774
ACH-000078,-0.4352044030251012
ACH-000082,-0.7333487846546721
ACH-000085,-1.0260217504730418
ACH-000086,-0.5867014753946573
ACH-000087,-0.8168389557879144
ACH-000092,-0.8276084650139903
ACH-000095,-0.6737386267393396
ACH-000097,-0.5771135803001688
ACH-000098,-0.6621538152488271
ACH-000099,-0.6184818231267992
ACH-000108,-0.7698209087856025
ACH-000113,-0.6481611776734862
ACH-000116,-0.7980943590334127
ACH-000118,-0.9473967269698974
ACH-000120,-0.7637754602010471
ACH-000123,-0.6401561964665821
ACH-000127,-0.6772725282377978
ACH-000128,-0.5097242094328387
ACH-000132,-0.8690724530382469
ACH-000133,-0.902468975925672
ACH-000137,-0.8148711654355831
ACH-000138,-0.6287005481996589
ACH-000142,-0.8943957816207647
ACH-000143,-1.0099868892947437
ACH-000146,-0.6337035719765164
ACH-000148,-0.8187563701612917
ACH-000150,-0.6732607897672955
ACH-000152,-0.7719651888370004
ACH-000153,-1.1245346282882218
ACH-000159,-0.6862763538905179
ACH-000160,-0.5957838704503846
ACH-000163,-0.8065804923375268
ACH-000167,-0.7388604396256108
ACH-000168,-0.8607906526255531
ACH-000169,-0.6948844031957105
ACH-000178,-0.8245063506424944
ACH-000183,-0.757004922072241
ACH-000188,-0.7868787508346845
ACH-000189,-0.7382799373215627
ACH-000190,-0.6993927541219843
ACH-000198,-0.8164130343413136
ACH-000203,-1.0125704174592018
ACH-000204,-0.8637200224752448
ACH-000206,-0.8325588331675764
ACH-000207,-0.6327162856176575
ACH-000208,-0.7700826725987749
ACH-000210,-0.7191076909821156
ACH-000211,-0.8570526581690396
ACH-000215,-0.7075084026406155
ACH-000221,-0.7882536028822534
ACH-000222,-0.8206535420058947
ACH-000223,-1.0112558518048806
ACH-000226,-0.8518843181722127
ACH-000227,-0.5239129048354755
ACH-000228,-0.8538845364823817
ACH-000231,-0.6114367548657397
ACH-000232,-0.6346013445930728
ACH-000233,-0.6870698789453631
ACH-000234,-0.7450976540888444
ACH-000235,-0.6499484109721888
ACH-000237,-0.8581641753345269
ACH-000238,-1.0154833692095229
ACH-000242,-0.8261328808958542
ACH-000243,-0.9904262682848308
ACH-000244,-0.7885684981838211
ACH-000246,-0.7441996754534416
ACH-000248,-0.8214586819013981
ACH-000250,-0.8011168522295459
ACH-000251,-0.8377845133855273
ACH-000252,-0.6173578359001837
ACH-000253,-0.7651236731590036
ACH-000255,-0.9028274110028912
ACH-000256,-0.9093472617642828
ACH-000257,-0.4213667665310648
ACH-000258,-0.8139657740029501
ACH-000259,-0.6814440377943853
ACH-000260,-0.6533357564392794
ACH-000261,-0.8871357614657152
ACH-000262,-0.6257799448106056
ACH-000263,-0.7569501953838207
ACH-000264,-0.8213748932923721
ACH-000265,-0.6699649904105601
ACH-000266,-0.9705608277753432
ACH-000272,-0.6848254246148189
ACH-000274,-0.7006379953931132
ACH-000277,-0.6881360270020623
ACH-000278,-0.7950776038980992
ACH-000279,-0.7137334540266219
ACH-000280,-0.6769627161111329
ACH-000281,-0.8987034597266297
ACH-000288,-0.8004602698049901
ACH-000291,-0.8330670699507119
ACH-000293,-0.8063072244595162
ACH-000294,-0.9412735527738444
ACH-000295,-1.016845863249512
ACH-000296,-0.8346832725091544
ACH-000302,-0.6641704980934008
ACH-000304,-0.5836129585736839
ACH-000307,-0.7878846340825499
ACH-000308,-0.9603470117524168
ACH-000310,-0.4772607499124235
ACH-000311,-0.8069512969316653
ACH-000312,-0.7266244279985963
ACH-000315,-0.7620546094431875
ACH-000316,-0.7551391100497541
ACH-000317,-0.633150988596466
ACH-000318,-0.8258922706540142
ACH-000319,-0.8723930514696534
ACH-000320,-0.66465652892504
ACH-000322,-0.9950395130017432
ACH-000323,-0.6438211229811542
ACH-000324,-0.639731830161444
ACH-000329,-0.561608689465322
ACH-000330,-0.6904893567788657
ACH-000331,-0.9419271460429354
ACH-000332,-0.8764595233666549
ACH-000334,-0.7414704301881478
ACH-000335,-0.7654331600671717
ACH-000336,-0.9321256751906783
ACH-000337,-0.8035106601882355
ACH-000338,-0.9166533579522244
ACH-000339,-0.6454644480812308
ACH-000341,-0.6065187543032717
ACH-000348,-0.7916695855625558
ACH-000350,-0.8695015734458383
ACH-000352,-1.0155541105627586
ACH-000356,-0.9064725778804944
ACH-000361,-0.7799976457644225
ACH-000362,-0.7743592382728918
ACH-000363,-0.8974900210365478
ACH-000364,-1.023226207028797
ACH-000365,-0.9481271056655368
ACH-000366,-0.8000765018201876
ACH-000368,-0.7251921534376314
ACH-000374,-0.5883686299750197
ACH-000375,-0.6335578221776146
ACH-000376,-0.6588851334361022
ACH-000381,-0.7930202454676495
ACH-000383,-0.5920082518339306
ACH-000387,-0.9010137950916696
ACH-000389,-0.9145764493710392
ACH-000390,-0.580638720271069
ACH-000393,-0.7810565442294931
