,APH1A (51107)
ACH-000004,0.023454088222247045
ACH-000005,0.230211864226566
ACH-000007,-0.2434092382476399
ACH-000009,0.01912203792511353
ACH-000011,0.044662848656639616
ACH-000012,-0.1768646176097495
ACH-000013,0.02091719627787592
ACH-000014,0.021578299882947696
ACH-000015,0.06258195339854528
ACH-000017,0.007379352340595764
ACH-000018,0.10034339825451044
ACH-000019,-0.12481324664400155
ACH-000021,-0.06150154757359596
ACH-000022,-0.20404099735852893
ACH-000025,0.050318970913094334
ACH-000028,-0.008120126776075669
ACH-000030,0.16646191865730378
ACH-000035,-0.1972062127239915
ACH-000036,0.451875498128097
ACH-000037,0.009151161150357908
ACH-000039,0.002908475514902173
ACH-000040,-0.1770010735611796
ACH-000041,0.04427445356582442
ACH-000042,-0.12593981871394205
ACH-000045,-0.014932753675852041
ACH-000047,-0.06421517250153035
ACH-000052,-0.018634139015974084
ACH-000053,-0.09092522852639078
ACH-000054,0.03977682472944289
ACH-000055,-0.1658672843693698
ACH-000060,0.07806330116542425
ACH-000067,-0.01112457112347785
ACH-000070,0.14106635353360414
ACH-000075,-0.1825709700122403
ACH-000078,0.03260020808484323
ACH-000082,0.04184209398527138
ACH-000085,0.01857378505218729
ACH-000086,-0.15862439825108565
ACH-000087,0.19352553226052327
ACH-000092,0.07824910243219907
ACH-000095,-0.011635699351547749
ACH-000097,-0.039786389244011934
ACH-000098,-0.05699935191938711
ACH-000099,0.1809795560971853
ACH-000108,-0.13679136835764336
ACH-000113,-0.0368430783944432
ACH-000116,-0.06631853121974178
ACH-000118,0.0335884520166476
ACH-000120,0.008281615835473486
ACH-000123,0.05181862495948755
ACH-000127,0.030625120295260762
ACH-000128,0.010760187214889258
ACH-000132,0.2641700030996053
ACH-000133,0.05426859923758457
ACH-000137,0.14864868915210858
ACH-000138,0.04194266561483143
ACH-000142,0.07645375863603485
ACH-000143,0.06450491419503278
ACH-000146,0.06941900643909239
ACH-000148,0.058120355318350976
ACH-000150,0.14023842010250115
ACH-000152,0.08304876719565069
ACH-000153,-0.2618528213667259
ACH-000159,0.15202688260215505
ACH-000160,0.029557734284516468
ACH-000163,-0.2266686048024142
ACH-000167,-0.27574413349606103
ACH-000168,0.0895084825855442
ACH-000169,0.17468745820962794
ACH-000178,0.0823912691615285
ACH-000183,-0.13057096949600572
ACH-000188,-0.11460385131855995
ACH-000189,-0.21137456604009386
ACH-000190,0.0505109434869023
ACH-000198,-0.0055483549297593955
ACH-000203,0.02187440471176309
ACH-000204,-0.18764949554111404
ACH-000206,-0.13714427566102286
ACH-000207,-0.027132070733816446
ACH-000208,-0.2559284870450822
ACH-000210,0.17003692416712193
ACH-000211,-0.057047297449996086
ACH-000215,-0.04173226396447522
ACH-000221,0.050485845959373436
ACH-000222,-0.1636807080427799
ACH-000223,0.029906954217861395
ACH-000226,0.02761398621856661
ACH-000227,0.13103427691756822
ACH-000228,0.05345962835676527
ACH-000231,0.04723765280069556
ACH-000232,0.04952351039352552
ACH-000233,0.058135317225924375
ACH-000234,0.12789599077453345
ACH-000235,-0.1862611522713484
ACH-000237,0.00885526427970962
ACH-000238,0.06418354854452905
ACH-000242,-0.4299536220502607
ACH-000243,0.04716043041559997
ACH-000244,0.32352533485403673
ACH-000246,0.09952336502871943
ACH-000248,-0.23684702220914375
ACH-000250,0.02452731318644572
ACH-000251,-0.1561408084531361
ACH-000252,0.10107393695225876
ACH-000253,-0.07302356983743176
ACH-000255,-0.12156648583518427
ACH-000256,0.025140807118408003
ACH-000257,-0.12375117679864665
ACH-000258,0.03400159875605223
ACH-000259,-0.04454154922586779
ACH-000260,-0.04267165996074311
ACH-000261,0.03566423148492834
ACH-000262,-0.11662253897407428
ACH-000263,0.08329658878035992
ACH-000264,-0.03222530305021541
ACH-000265,0.06018369404677053
ACH-000266,-0.13223925382341944
ACH-000272,-0.05029396611765585
ACH-000274,-0.14961613331442358
ACH-000277,-0.06954360496152709
ACH-000278,0.05091619630901095
ACH-000279,-0.10888488623654044
ACH-000280,-0.014384038959828094
ACH-000281,-0.1795961471186903
ACH-000288,0.02035559931930335
ACH-000291,0.03020351433198325
ACH-000293,-0.08875189630730508
ACH-000294,0.023700398882838272
ACH-000295,0.22648398380912835
ACH-000296,-0.06066883120409974
ACH-000302,-0.0190718398142573
ACH-000304,-0.2374088631023551
ACH-000307,-0.14147164840471524
ACH-000308,0.017194342448085525
ACH-000310,0.08682099690045914
ACH-000311,-0.031279882038719266
ACH-000312,-0.08275088972542162
ACH-000315,-0.12044150308790515
ACH-000316,0.033328020776112716
ACH-000317,0.0001842401809379952
ACH-000318,-0.08946113621012647
ACH-000319,0.052315890005600725
ACH-000320,-0.2113713235375272
ACH-000322,0.027136530033058447
ACH-000323,-0.05347029670429727
ACH-000324,0.07917163965554942
ACH-000329,-0.06470103389870313
ACH-000330,0.2065024237440501
ACH-000331,-0.030941494578309338
ACH-000332,-0.02630763546677609
ACH-000334,0.058790506265864566
ACH-000335,0.10573844285435814
ACH-000336,-0.017519597642704225
ACH-000337,-0.11942794074917708
ACH-000338,-0.5914672603869492
ACH-000339,0.10705862986017953
ACH-000341,0.07866384121908825
ACH-000348,0.02198844777928247
ACH-000350,0.0833712201563657
ACH-000352,-0.00556162851883386
ACH-000356,0.2027936499545249
ACH-000361,-0.06878084725979282
ACH-000362,0.016304446416464176
ACH-000363,-0.015310110395018015
ACH-000364,-0.0429004893891576
ACH-000365,-0.10464885444920832
ACH-000366,0.049937639082124265
ACH-000368,0.13841646436045646
ACH-000374,-0.2445762286655636
ACH-000375,-0.08539191652390805
ACH-000376,-0.07481958324088711
ACH-000381,-0.19006132532661224
ACH-000383,-0.13290585396959093
ACH-000387,-0.057602872925553925
ACH-000389,0.13717043999801065
ACH-000390,0.007137572393693505
ACH-000393,0.00020744155542085603
ACH-000395,-0.2593367052304081
ACH-000396,-0.1880516408434376
ACH-000397,0.008799838891293009
ACH-000401,0.20454080158301366
ACH-000402,-0.17683565219003974
ACH-000403,-0.11133061752454083
ACH-000404,0.061861324925136615
ACH-000406,0.05474650387335076
ACH-000407,0.031640938973581355
ACH-000408,-0.15626746951430762
ACH-000410,-0.041457739662130684
ACH-000411,0.010077216572699376
ACH-000414,-0.019779996587981345
ACH-000415,-0.01830366468577704
ACH-000416,-0.09199771326536428
ACH-000420,0.009677693363367715
ACH-000421,0.03464569951209853
ACH-000424,-0.2694843444776784
ACH-000425,0.07921103056921729
ACH-000426,-0.22906105104244584
ACH-000427,-0.155242808480755
ACH-000433,-0.07732406597981152
ACH-000435,0.005144440907382979
ACH-000436,-0.16685179944540698
ACH-000444,-0.00792027332540688
ACH-000445,0.08202123060300924
ACH-000448,0.044721516850805096
ACH-000450,0.250457083068003
ACH-000452,-0.1216922187441054
ACH-000454,0.03853736264547574
ACH-000458,-0.09965077742138727
ACH-000459,0.1611638616482063
ACH-000460,0.4041839443473868
ACH-000461,-0.049522805487996736
ACH-000463,0.018870222387933514
ACH-000464,0.0060251464242871006
ACH-000466,-0.014258321998540881
ACH-000467,0.0826941851049948
ACH-000468,0.02622717610036896
ACH-000469,0.09961631670445743
ACH-000470,-0.033057815527383946
ACH-000471,-0.0714439732304293
ACH-000472,0.08083548187216366
ACH-000473,0.0012201529890274758
ACH-000475,0.08634138268610303
ACH-000476,0.31466818364686033
ACH-000477,-0.15765904731143054
ACH-000479,-0.13220044790255986
ACH-000480,0.10889791280433432
ACH-000481,0.06253016320404553
ACH-000483,0.08430490535901118
ACH-000484,0.07174250336455659
ACH-000485,-0.06196712456642602
ACH-000486,-0.005355968232933768
ACH-000487,0.04688078103054912
ACH-000488,0.09359820679897668
ACH-000490,-0.1338615038705257
ACH-000491,0.03838518775974466
ACH-000495,-0.039871039907415966
ACH-000496,0.016411944329751484
ACH-000499,-0.15882050286606988
ACH-000500,0.12903066356859813
ACH-000502,-0.21813612108309505
