,AARS (16)
ACH-000004,-1.491979622720908
ACH-000005,-1.4854123531050474
ACH-000007,-1.3412606059458196
ACH-000009,-1.2758979041020084
ACH-000011,-1.1841198817745688
ACH-000012,-1.4547124545463481
ACH-000013,-1.5083024526250204
ACH-000014,-1.3274115974711445
ACH-000015,-1.3972227922563163
ACH-000017,-1.4748994080028337
ACH-000018,-1.3010449147203615
ACH-000019,-1.2068751796247985
ACH-000021,-1.317198486843946
ACH-000022,-1.235779182670339
ACH-000025,-1.3491011923986538
ACH-000028,-1.337931841822848
ACH-000030,-1.3776145804301436
ACH-000035,-1.3727101782225473
ACH-000036,-1.3243081064357154
ACH-000037,-0.7902283463173843
ACH-000039,-1.3777804974304035
ACH-000040,-1.1698883596836176
ACH-000041,-1.306984056320372
ACH-000042,-1.1906596280091009
ACH-000045,-1.2095963546167818
ACH-000047,-1.5012506148271942
ACH-000052,-1.4283643236366712
ACH-000053,-1.3248033638061256
ACH-000054,-1.4247955710578752
ACH-000055,-1.2826494088632825
ACH-000060,-1.1878983948350803
ACH-000067,-1.23698065864968
ACH-000070,-1.3054122767624907
ACH-000075,-1.5063599759850552
ACH-000078,-1.5502251136515903
ACH-000082,-1.473693703656599
ACH-000085,-0.9251873338187524
ACH-000086,-1.2559666322118754
ACH-000087,-1.4800338839102425
ACH-000092,-1.5355076863689734
ACH-000095,-1.3899742942271174
ACH-000097,-1.1580296892683857
ACH-000098,-1.3928775021158293
ACH-000099,-1.2454121686556423
ACH-000108,-1.2510342054208154
ACH-000113,-1.0865821731112246
ACH-000116,-1.503160345758782
ACH-000118,-1.236317286347962
ACH-000120,-1.183977562223108
ACH-000123,-1.2380588442595146
ACH-000127,-1.270948527544297
ACH-000128,-1.3377982435735398
ACH-000132,-1.214611751750988
ACH-000133,-1.3652748276604951
ACH-000137,-1.4578571726016007
ACH-000138,-1.256332748113189
ACH-000142,-1.2484221338510266
ACH-000143,-1.4768441049580454
ACH-000146,-1.3571298819007824
ACH-000148,-1.5287947339136148
ACH-000150,-1.1444976710237436
ACH-000152,-1.3124673872044597
ACH-000153,-1.069514024270677
ACH-000159,-1.24792595751032
ACH-000160,-1.3686416095968694
ACH-000163,-1.278225620552595
ACH-000167,-1.9453988853964987
ACH-000168,-1.261171219221587
ACH-000169,-1.447239487418608
ACH-000178,-1.1421440619640633
ACH-000183,-1.2623925139145236
ACH-000188,-1.1289320655639137
ACH-000189,-0.9425274594994744
ACH-000190,-1.1500715979453195
ACH-000198,-1.3816435856459692
ACH-000203,-1.313365190708868
ACH-000204,-1.2012028047284844
ACH-000206,-1.3736582197319247
ACH-000207,-1.0360574150216992
ACH-000208,-0.9113907772924704
ACH-000210,-1.3167258675507278
ACH-000211,-1.361929575096978
ACH-000215,-1.3915925937518456
ACH-000221,-1.5971557798766391
ACH-000222,-1.3397446598904363
ACH-000223,-1.2872308162954658
ACH-000226,-1.2365658456415154
ACH-000227,-1.2922826263809557
ACH-000228,-1.2800929703123822
ACH-000231,-1.3707296608309008
ACH-000232,-1.3240579852022691
ACH-000233,-1.3713064346829926
ACH-000234,-1.1588669720009626
ACH-000235,-1.238385454063914
ACH-000237,-1.3316713434068723
ACH-000238,-1.277369535717805
ACH-000242,-1.401554457413404
ACH-000243,-1.2396203990669663
ACH-000244,-1.5272688149098568
ACH-000246,-1.188660853150436
ACH-000248,-1.3833364331939904
ACH-000250,-1.253652745488144
ACH-000251,-1.3380775622577077
ACH-000252,-1.26217723962977
ACH-000253,-1.323662461242168
ACH-000255,-1.1090360924639602
ACH-000256,-1.392445630746459
ACH-000257,-1.5725388794540118
ACH-000258,-1.4513346570676142
ACH-000259,-1.3689400490322123
ACH-000260,-1.3884151332069672
ACH-000261,-1.461236160300326
ACH-000262,-1.2369437352950798
ACH-000263,-1.393670171197391
ACH-000264,-1.3915973882265713
ACH-000265,-1.3163497737115648
ACH-000266,-1.286212088026078
ACH-000272,-1.3291900435374662
ACH-000274,-1.26357320205225
ACH-000277,-1.5396284995441183
ACH-000278,-1.375558612821531
ACH-000279,-1.4015791490475733
ACH-000280,-1.4192190549323016
ACH-000281,-1.29138304243355
ACH-000288,-1.3978126384761358
ACH-000291,-1.4371520146018588
ACH-000293,-1.391237082785247
ACH-000294,-1.2869989112640208
ACH-000295,-1.4062399018358465
ACH-000296,-1.357360408599832
ACH-000302,-1.558709382108146
ACH-000304,-1.2103647376980584
ACH-000307,-1.133171497392581
ACH-000308,-1.2872536237912562
ACH-000310,-1.583601985749363
ACH-000311,-1.22744492062756
ACH-000312,-1.1713447552763718
ACH-000315,-1.1952689189680217
ACH-000316,-1.8348254200817924
ACH-000317,-1.3839802314653722
ACH-000318,-1.2949256184375746
ACH-000319,-1.5669303395911354
ACH-000320,-1.129586418985313
ACH-000322,-1.4975718832216722
ACH-000323,-1.2564273010530014
ACH-000324,-1.3934519377019972
ACH-000329,-1.2369897422658265
ACH-000330,-1.4744222939629446
ACH-000331,-1.241909272711594
ACH-000332,-1.284338117576469
ACH-000334,-1.187058037345655
ACH-000335,-1.3226460360761565
ACH-000336,-1.123254390561571
ACH-000337,-1.5368288588470624
ACH-000338,-1.7405224091284541
ACH-000339,-1.29275215559948
ACH-000341,-1.5862379421354027
ACH-000348,-1.2857024120155685
ACH-000350,-1.3129620805351994
ACH-000352,-1.25240570353416
ACH-000356,-1.3356827334029158
ACH-000361,-1.2266567665413286
ACH-000362,-1.3720805783442702
ACH-000363,-1.3691256250355512
ACH-000364,-1.2657243846805797
ACH-000365,-1.2968950645671788
ACH-000366,-1.291334421458636
ACH-000368,-1.3060012030601902
ACH-000374,-1.6126240378691847
ACH-000375,-1.3654657891700783
ACH-000376,-1.306387803979418
ACH-000381,-1.232839714262783
ACH-000383,-1.4676270434171548
ACH-000387,-1.4227052999928549
ACH-000389,-1.3188060251653444
ACH-000390,-1.3377654361657385
ACH-000393,-1.4149220871715
ACH-000395,-1.3422073013791103
ACH-000396,-1.3194661180073906
ACH-000397,-1.4354965321750477
ACH-000401,-1.4024355133588073
ACH-000402,-1.0024792355604693
ACH-000403,-1.5386394720930687
ACH-000404,-1.4388287127164645
ACH-000406,-1.3851221727183571
ACH-000407,-1.2630654278176192
ACH-000408,-1.1764495975948734
ACH-000410,-1.3354316653273128
ACH-000411,-1.099071239324081
ACH-000414,-1.4344030289257177
ACH-000415,-1.4443677726366138
ACH-000416,-1.316232736916649
ACH-000420,-1.3402132512660359
ACH-000421,-1.3947464715328857
ACH-000424,-1.4224587951870478
ACH-000425,-1.5734745819481906
ACH-000426,-1.5273128869538797
ACH-000427,-1.1979931486295672
ACH-000433,-1.5696585987241372
ACH-000435,-1.3146394479514991
ACH-000436,-1.2746206979698258
ACH-000444,-1.2749115608579829
ACH-000445,-1.0487432759505548
ACH-000448,-1.2450079370642382
ACH-000450,-1.3305331469537856
ACH-000452,-1.3812074676426225
ACH-000454,-1.2809715594928592
ACH-000458,-1.2507960103460871
ACH-000459,-1.9467797418690385
ACH-000460,-1.3756200209045335
ACH-000461,-1.3009920533587171
ACH-000463,-1.3323036933133727
ACH-000464,-1.2123516478905767
ACH-000466,-1.3446729119126208
ACH-000467,-1.3463355624685218
ACH-000468,-1.2978883410584776
ACH-000469,-1.3667110643985216
ACH-000470,-1.4692182509397425
ACH-000471,-1.3165263365299609
ACH-000472,-1.3493603677017698
ACH-000473,-1.0989252729628578
ACH-000475,-1.3533226176592943
ACH-000476,-1.4139575275279206
ACH-000477,-1.2343164734098169
ACH-000479,-1.4001583202653962
ACH-000480,-1.4747485273135563
ACH-000481,-1.3965977833931114
ACH-000483,-1.4993469610807493
ACH-000484,-1.1189982761008606
ACH-000485,-1.2832000297079678
ACH-000486,-1.173410692493981
ACH-000487,-1.4977514430545702
ACH-000488,-1.2888131783576744
ACH-000490,-1.3252507083199434
ACH-000491,-1.4035924871400285
ACH-000495,-1.266061040575132
ACH-000496,-1.459881456411615
ACH-000499,-1.4763627043046108
ACH-000500,-1.3092315113881647
ACH-000502,-1.2561619633421628
ACH-000503,-1.0605846466521025
ACH-000505,-1.3734439084939334
ACH-000507,-1.3775200977854845
ACH-000510,-1.4012104007482882
ACH-000511,-1.346081558082976
ACH-000512,-1.0291886682638445
ACH-000516,-1.3582897917990653
ACH-000517,-1.4751235488300425
ACH-000518,-1.33507925465527
ACH-000520,-1.4650838155630643
ACH-000521,-1.3905246132786688
ACH-000522,-1.2431673470605689
ACH-000524,-1.4236333465342277
ACH-000527,-1.3146987717650915
ACH-000528,-1.368792583213848
ACH-000537,-1.543106328548504
ACH-000541,-1.3240816592841598
ACH-000542,-1.4117750432563323
ACH-000544,-1.3008856981464232
ACH-000545,-1.2739125078924798
ACH-000547,-1.1844105606333848
ACH-000548,-1.3960961789634807
ACH-000549,-1.1818019778700808
ACH-000550,-1.2007583059366005
ACH-000552,-1.328331216735105
ACH-000556,-1.3228982725489036
ACH-000557,-1.3942418865285455
ACH-000569,-1.247656842240813
ACH-000570,-1.133058893024001
ACH-000571,-1.5012751992282933
ACH-000573,-1.4305211611765394
ACH-000576,-1.3779780377677466
ACH-000579,-1.4645592408209445
ACH-000580,-1.5216354365805391
ACH-000584,-1.49880965930951
ACH-000585,-1.3007291764946332
ACH-000588,-1.1540032074403859
ACH-000589,-1.313687883054214
ACH-000591,-1.3850211866597566
ACH-000593,-1.1967219535435658
ACH-000600,-1.2310789524517465
ACH-000601,-1.2941779819227772
ACH-000605,-1.6793270690764188
ACH-000606,-1.251231057643548
ACH-000608,-1.2827242739901863
ACH-000614,-1.20247576523789
ACH-000616,-1.2262248511409932
ACH-000618,-1.416026326855041
ACH-000619,-1.2357209819501664
ACH-000620,-1.3619370131443995
ACH-000621,-1.4681534229173336
ACH-000622,-1.5003602548817203
ACH-000623,-1.3950422417162458
ACH-000624,-1.3868493049379436
ACH-000627,-1.1486306705587614
ACH-000630,-1.3202917895232709
ACH-000631,-1.3262675608187604
ACH-000632,-1.5078765805472258
ACH-000633,-1.0292855886621877
ACH-000637,-1.3131475181445458
ACH-000638,-1.2057044721303336
ACH-000646,-1.4154503071144435
ACH-000647,-1.3784209612367295
ACH-000648,-1.4411467141740824
ACH-000649,-1.3448193392470928
ACH-000651,-1.1639890729909288
ACH-000652,-1.3108760013610206
ACH-000653,-1.3159053326422143
ACH-000657,-1.3330598028599991
ACH-000658,-1.3841461707446174
ACH-000661,-1.3259994345426327
ACH-000662,-1.2232464320465395
ACH-000663,-1.2472959905455845
ACH-000665,-1.2320552114209906
ACH-000671,-1.260656387767248
ACH-000672,-1.6615583955243172
ACH-000673,-1.2641968765540028
ACH-000676,-1.3416499460063391
ACH-000677,-1.282646211672838
ACH-000681,-1.3173715535606831
ACH-000683,-1.3501247816046025
ACH-000684,-1.2500956795418634
ACH-000688,-1.6803730909420984
ACH-000693,-1.4336164545832848
ACH-000694,-1.377481392432858
ACH-000695,-1.2618257934269397
ACH-000696,-1.3881684597581898
ACH-000697,-1.1667637875118375
ACH-000699,-1.4883414926510783
ACH-000701,-1.2079169904098666
ACH-000706,-1.3079641082338145
ACH-000711,-1.3542577177457409
ACH-000713,-1.338448266272822
ACH-000714,-1.6275091000644182
ACH-000718,-1.6936135231238203
ACH-000720,-1.4064984790023929
ACH-000721,-1.3878352415860478
ACH-000724,-1.4411029902957857
ACH-000725,-1.1408903110390531
ACH-000732,-1.3279518862282491
ACH-000734,-1.4035758787112784
ACH-000735,-1.2119042390648762
ACH-000736,-1.3430155475167258
ACH-000738,-1.371260954781209
ACH-000746,-1.377476433936549
ACH-000747,-1.3948584346040185
ACH-000748,-1.3126440245306157
ACH-000753,-1.3884889484265066
ACH-000756,-1.2868570842694589
ACH-000757,-1.2586941859508634
ACH-000758,-1.297949113654456
ACH-000760,-1.4113122390147097
ACH-000762,-1.206343365039053
ACH-000763,-1.150119973539604
ACH-000764,-1.3308324570439032
ACH-000765,-1.3938096518043257
ACH-000766,-1.406088269222156
ACH-000767,-1.5109173219337233
ACH-000768,-1.2306721528703608
ACH-000769,-1.5223103395599302
ACH-000770,-1.4208237483655723
ACH-000771,-1.1742222226285193
ACH-000773,-1.3120336767707406
ACH-000776,-1.1628784419130782
ACH-000777,-1.2447314177214075
ACH-000778,-1.6625974080750054
ACH-000781,-1.2925027737906796
ACH-000782,-1.0807914969210282
ACH-000783,-1.5506169386624475
ACH-000784,-1.2167680903677118
ACH-000785,-1.1788542159057234
ACH-000787,-1.2874835153371216
ACH-000788,-1.3689542851640757
ACH-000791,-1.2178973819279586
ACH-000792,-1.3162550224313057
ACH-000794,-1.3416354240915291
ACH-000796,-1.381007299449363
ACH-000798,-1.7114913840418875
ACH-000799,-1.3853766991743317
ACH-000800,-1.1096201343396486
ACH-000802,-1.3165863803150577
ACH-000804,-1.4945817914730586
ACH-000805,-1.2609094417766908
ACH-000809,-1.1334568660639803
ACH-000810,-1.0046753956066117
ACH-000811,-1.4458208919780875
ACH-000817,-1.1554542348236518
ACH-000819,-1.3608489671547246
ACH-000820,-1.389543610426998
ACH-000821,-1.4304003591822123
ACH-000822,-1.7293386875885544
ACH-000823,-1.401230288776929
ACH-000824,-1.3473050371270023
ACH-000827,-1.2543861045350428
ACH-000829,-1.0983230724098696
ACH-000831,-1.5360113367160029
ACH-000832,-1.2577135049862058
ACH-000833,-1.215497197934673
ACH-000834,-1.3569024070001852
ACH-000835,-1.198148297311434
ACH-000836,-1.3848263968067422
ACH-000837,-1.3767462808585629
ACH-000838,-1.3656142239677147
ACH-000839,-1.2677589126544042
ACH-000840,-1.3131601026133497
ACH-000841,-1.3178988781037355
ACH-000843,-1.38494991210117
ACH-000846,-1.1316441249138756
ACH-000847,-1.451730718732806
ACH-000848,-1.245469956191026
ACH-000849,-1.4862259348224551
ACH-000851,-1.4067470844534389
ACH-000855,-1.2530991192728498
ACH-000856,-1.2296634320580566
ACH-000858,-1.2994315208019962
ACH-000859,-1.32203400613023
ACH-000861,-1.3633368005823674
ACH-000862,-1.2206310613735056
ACH-000865,-1.4199224633190228
ACH-000866,-1.4088708478278158
ACH-000867,-1.242832734836676
ACH-000869,-1.4207412272009852
ACH-000872,-1.5111138548123366
ACH-000873,-1.1979598615722151
ACH-000876,-1.0096813221089516
ACH-000878,-1.1643942553338773
ACH-000880,-1.4325628056268067
ACH-000881,-1.6066896149138568
ACH-000882,-1.268493408232771
ACH-000884,-1.305759677644699
ACH-000885,-1.3842881250839338
ACH-000887,-1.2407937475962316
ACH-000889,-1.2624074997012218
ACH-000896,-1.3393671197204378
ACH-000898,-1.4312644939266406
ACH-000900,-1.3668071581572858
ACH-000901,-1.35733595563002
ACH-000905,-1.3464241077627832
ACH-000906,-1.2978394439179932
ACH-000907,-1.3345644478043734
ACH-000910,-1.4847540754124982
ACH-000911,-1.386728014340754
ACH-000912,-1.3115936672182968
ACH-000913,-1.4115577838633728
ACH-000915,-1.3550872730796026
ACH-000916,-1.4426159230147015
ACH-000917,-1.2761622009768687
ACH-000920,-1.6437635812083946
ACH-000921,-1.4679520102360482
ACH-000924,-1.3815023121385532
ACH-000926,-1.3251873279266022
ACH-000928,-1.3033158275409849
ACH-000929,-1.3335022860898589
ACH-000932,-1.4400178386249147
ACH-000935,-1.1041875887029025
ACH-000936,-1.394192210361214
ACH-000937,-1.4428949663054047
ACH-000938,-1.106634701320397
ACH-000939,-1.5846427377792198
ACH-000941,-1.4911107923242377
ACH-000943,-1.3083327058187135
ACH-000946,-1.3738836238954917
ACH-000947,-1.3415198856543569
ACH-000948,-1.2063010577353404
ACH-000950,-1.3594271631021049
ACH-000953,-1.3781188440277117
ACH-000954,-1.4692996530631346
ACH-000957,-1.1507105818000531
ACH-000958,-1.2873106927157052
ACH-000960,-1.3830316325466778
ACH-000963,-1.0878831084030154
ACH-000968,-1.495819582073303
ACH-000969,-1.3660794124328792
ACH-000972,-1.4813540013638815
ACH-000973,-1.2844958502916408
ACH-000974,-1.23454387355051
ACH-000978,-1.3926685487297077
ACH-000984,-1.2684122474566042
ACH-000986,-1.3582771357484031
ACH-000988,-1.6346798354601928
ACH-000993,-1.1873046791054596
ACH-000994,-1.3754523415494404
ACH-000996,-1.3525984217903302
ACH-001001,-1.3470915190368573
ACH-001020,-1.4708375073225397
ACH-001028,-1.2690675964577398
ACH-001031,-1.4192774665438566
ACH-001038,-1.4141897192329749
ACH-001048,-1.362352534312267
ACH-001050,-1.4834790443929171
ACH-001053,-1.5915555331013256
ACH-001054,-1.5008389900183372
ACH-001061,-1.319244929857097
ACH-001067,-1.3052993574802412
ACH-001075,-1.5849726251919407
ACH-001096,-1.4567502118492126
ACH-001111,-1.2734123629197451
ACH-001119,-1.3963783281788362
ACH-001128,-1.1585739345696269
ACH-001134,-1.0953799610250858
ACH-001151,-1.4031725263659751
ACH-001163,-1.3188851106064634
ACH-001164,-1.386916158686374
ACH-001183,-1.2487901558394043
ACH-001192,-1.2817786088390692
ACH-001193,-1.333852077982714
ACH-001196,-1.2603084839601608
ACH-001197,-1.2060384613706714
ACH-001205,-1.3912123919219488
ACH-001211,-1.4391862541934908
ACH-001212,-1.1970091520693897
ACH-001228,-1.2650841542350462
ACH-001232,-1.3044649751120088
ACH-001239,-1.3137115967465802
ACH-001270,-1.218248006824861
ACH-001274,-1.2807123569588412
ACH-001275,-1.322780111711188
ACH-001277,-1.3089010949514193
ACH-001278,-1.6518425141362159
ACH-001280,-1.4230257520969951
ACH-001283,-1.4843905907390185
ACH-001289,-1.351660921899299
ACH-001300,-1.4915664043824388
ACH-001301,-1.206267515263089
ACH-001302,-1.3086706477681491
ACH-001306,-1.3907827472447665
ACH-001318,-1.4718755313404202
ACH-001322,-1.4609473293241104
ACH-001328,-1.2617436572688832
ACH-001332,-1.2099355439145103
ACH-001336,-1.5083841551399582
ACH-001346,-1.3688045169348295
ACH-001353,-1.3472320697754494
ACH-001354,-1.3687045079276845
ACH-001367,-1.4346743271735607
ACH-001368,-1.5464977273645601
ACH-001374,-1.3447386529670091
ACH-001377,-1.3476259087357538
ACH-001380,-1.1965665733601516
ACH-001391,-1.3880989226980456
ACH-001408,-1.5553305769970194
ACH-001430,-1.4002553182889894
ACH-001431,-1.6352478958358665
ACH-001450,-1.087075324605165
ACH-001496,-1.3140027534589722
ACH-001500,-1.4113778731422104
ACH-001523,-1.234910349129086
ACH-001532,-1.4140839575216173
ACH-001550,-1.454687519933452
ACH-001552,-1.281709136930442
ACH-001554,-1.4420635586403376
ACH-001654,-1.3909830647547516
ACH-001735,-1.3930012059898649
ACH-001736,-1.2903445726077245
ACH-001737,-1.1764530528249684
ACH-001740,-1.2711483576866236
ACH-001745,-1.2607280727993553
ACH-001765,-1.1555628848972226
