,NDUFAF2 (91942)
ACH-000004,-0.1425994853683132
ACH-000005,-0.3274286263026528
ACH-000007,-0.15628659481213075
ACH-000009,-0.14204230650394029
ACH-000011,-0.12471494515986188
ACH-000012,-0.27156459039858105
ACH-000013,-0.2320287377039304
ACH-000014,-0.22058191897032428
ACH-000015,-0.3749692535522714
ACH-000017,-0.04875507930313045
ACH-000018,-0.1813120114216313
ACH-000019,-0.13952726161701628
ACH-000021,-0.025731180291242613
ACH-000022,0.0511277895639501
ACH-000025,0.0788849081787853
ACH-000028,-0.5226353383064112
ACH-000030,-0.15325346925877473
ACH-000035,-0.01947219066022636
ACH-000036,-0.21959768689444029
ACH-000037,-0.41459380171684057
ACH-000039,-0.15806589664293175
ACH-000040,-0.2028745414035904
ACH-000041,-0.3796105082647234
ACH-000042,-0.16400165732013242
ACH-000045,-0.21344366753819366
ACH-000047,-0.10788756989981524
ACH-000052,-0.14407467070806662
ACH-000053,-0.1978199321031848
ACH-000054,-0.15358839573092029
ACH-000055,-0.03714480635347769
ACH-000060,-0.2014630601710107
ACH-000067,-0.11551936652720694
ACH-000070,-0.1196559709269516
ACH-000075,0.25419333510019604
ACH-000078,-0.1965334408652427
ACH-000082,-0.14082785051146934
ACH-000085,-0.1745809051139106
ACH-000086,-0.3247518418551475
ACH-000087,-0.4074049776508374
ACH-000092,-0.1702398306668169
ACH-000095,-0.15456328759269275
ACH-000097,-0.12724928605041294
ACH-000098,-0.2738234921305941
ACH-000099,-0.09368100234618608
ACH-000108,-0.15554107243248186
ACH-000113,-0.07355694351646985
ACH-000116,-0.13350437988241468
ACH-000118,-0.09379177496627772
ACH-000120,-0.17135924453250784
ACH-000123,-0.20173523710297372
ACH-000127,0.0007851940096031633
ACH-000128,-0.12359819168967286
ACH-000132,0.03927386577217568
ACH-000133,-0.1579409945227955
ACH-000137,-0.1011008795870428
ACH-000138,0.005597714485614928
ACH-000142,-0.1522045913038034
ACH-000143,-0.1179628612005112
ACH-000146,-0.09865914302905676
ACH-000148,-0.1822589234787565
ACH-000150,-0.026997124217545704
ACH-000152,-0.25510771595113696
ACH-000153,-0.17453479611294995
ACH-000159,-0.18519695783213969
ACH-000160,-0.13378993344068707
ACH-000163,-0.11268714144944487
ACH-000167,-0.15276642757440814
ACH-000168,-0.15018691643541066
ACH-000169,-0.15784074258531833
ACH-000178,-0.035066179308183114
ACH-000183,-0.1735338348244966
ACH-000188,-0.2443280608112673
ACH-000189,-0.04103695846416522
ACH-000190,-0.12207456611158897
ACH-000198,-0.15595589005323182
ACH-000203,0.07418483629864313
ACH-000204,-0.0949630310533626
ACH-000206,-0.08997265021145097
ACH-000207,-0.18758449688366194
ACH-000208,-0.2468402728284829
ACH-000210,-0.15183978889428712
ACH-000211,-0.10928273571878393
ACH-000215,-0.12680214380947907
ACH-000221,-0.037536449062284434
ACH-000222,-0.12399878400677848
ACH-000223,-0.17793050986263287
ACH-000226,-0.14733962154578895
ACH-000227,-0.281052619514375
ACH-000228,-0.10944702835566823
ACH-000231,-0.15594081893089554
ACH-000232,-0.20526788838205004
ACH-000233,-0.07047635327577799
ACH-000234,-0.06095444871914243
ACH-000235,-0.1973159303674425
