,MYBL2 (4605)
ACH-000004,-1.2071070070730854
ACH-000005,-0.4298391800474286
ACH-000007,-0.8007819610793427
ACH-000009,-0.7810593115060542
ACH-000011,0.03777662861340182
ACH-000012,-0.40732806154923373
ACH-000013,-0.7173334316753738
ACH-000014,-0.6041479109964754
ACH-000015,-0.6695005944272456
ACH-000017,-0.5483064684555355
ACH-000018,-0.6719098147046179
ACH-000019,-0.5455328404005897
ACH-000021,-0.4836404286456882
ACH-000022,-0.8484718909100254
ACH-000025,-0.4988670936623437
ACH-000028,-0.3947607638193899
ACH-000030,-0.5390236061230267
ACH-000035,-0.570457646571995
ACH-000036,-0.2349591516538843
ACH-000037,-0.4415084378851929
ACH-000039,-0.6818495788242482
ACH-000040,-0.3734534692584355
ACH-000041,-0.6494555160015766
ACH-000042,-0.7367585265429034
ACH-000045,-0.6016801943146474
ACH-000047,-0.30732860707487897
ACH-000052,-0.6917758440047708
ACH-000053,-0.6491565595416356
ACH-000054,-0.308179328622832
ACH-000055,-0.7466936916180812
ACH-000060,-0.18833084705192005
ACH-000067,-0.4471974595882107
ACH-000070,-0.5118531965128387
ACH-000075,-0.44466713423958004
ACH-000078,-0.5669660020345207
ACH-000082,-0.3975820005794339
ACH-000085,-0.7289894214768382
ACH-000086,-0.2948736523555764
ACH-000087,-0.8240952462506739
ACH-000092,-0.5595249242810448
ACH-000095,-1.0013856630805882
ACH-000097,-0.3582501475289679
ACH-000098,-0.0600767374618487
ACH-000099,-0.7860551841896922
ACH-000108,-0.48083433507005
ACH-000113,-0.5106662260663639
ACH-000116,-0.7462498504748051
ACH-000118,-0.273548395234784
ACH-000120,-0.8517568732699421
ACH-000123,-0.6531861269856738
ACH-000127,-0.6758839435671904
ACH-000128,-0.6727591417207333
ACH-000132,-0.34546208825552177
ACH-000133,-0.5078063257126568
ACH-000137,-0.5602741242292074
ACH-000138,-0.32609001118315695
ACH-000142,-0.3193975470132405
ACH-000143,-0.7957889431318443
ACH-000146,-0.8422418835984676
ACH-000148,-0.4461504792777463
ACH-000150,-0.22129004019702794
ACH-000152,-0.6277266020696618
ACH-000153,-0.5749085246780116
ACH-000159,-0.4943989860230404
ACH-000160,-0.8067708190410238
ACH-000163,-0.7403601102629752
ACH-000167,-0.5901475707560413
ACH-000168,-0.5359006497794131
ACH-000169,-0.7393817503455209
ACH-000178,-0.5656558210140429
ACH-000183,-0.8061904854798677
ACH-000188,-0.92127794447209
ACH-000189,-0.6031185818577146
ACH-000190,-0.6715422318353275
ACH-000198,-0.5845425927383407
ACH-000203,-0.3655861105609153
ACH-000204,-0.3626024060360287
ACH-000206,-0.7796526053014781
ACH-000207,-0.73372208018156
ACH-000208,-0.4543763690367063
ACH-000210,-0.14249851908148747
ACH-000211,-0.6440877627099912
ACH-000215,-0.2484992799520191
ACH-000221,-0.6096311749076518
ACH-000222,-0.4497409480364706
ACH-000223,-0.8863127433495614
ACH-000226,-0.7050774546559241
ACH-000227,-0.7293710270415046
ACH-000228,-0.8219320805853387
ACH-000231,-0.5037988223516776
ACH-000232,-0.3473180482630788
ACH-000233,-0.7118158059104565
ACH-000234,-0.5198723173433737
ACH-000235,-0.4551011749442043
ACH-000237,-0.500988426037947
ACH-000238,-1.0657520706019723
ACH-000242,-0.7839709505105481
ACH-000243,-0.8322760342338474
ACH-000244,-0.34340664158116385
ACH-000246,-0.3185373359279226
ACH-000248,-0.9837357461138851
ACH-000250,-0.16812596211741473
ACH-000251,-0.22543027485754516
ACH-000252,-0.7319406850155151
ACH-000253,-0.8735780312143049
ACH-000255,-0.39969890622049503
ACH-000256,-0.7286117066925598
ACH-000257,-0.9057376205773524
ACH-000258,-0.33283011688359804
ACH-000259,-0.6192545337728701
ACH-000260,-0.9905542261630286
ACH-000261,-0.3224052585453652
ACH-000262,-0.32233859505760964
ACH-000263,-0.8116256136482735
ACH-000264,-0.5621028788291049
ACH-000265,-0.3736176935494625
ACH-000266,-0.7523954462190373
ACH-000272,-0.3498000423255759
ACH-000274,-0.2546155161003076
ACH-000277,-0.5461640088387066
ACH-000278,-0.19579862381505847
ACH-000279,-0.5141962272815338
ACH-000280,-0.4876138989668676
ACH-000281,-0.6923254102857425
ACH-000288,-0.22300342199737866
ACH-000291,-0.7061716770691673
ACH-000293,-0.4545771506475368
ACH-000294,-0.8173088568440675
ACH-000295,-0.5930729832156922
ACH-000296,-0.8266434830333689
ACH-000302,-0.5485469808605349
