,TMED10 (10972)
ACH-000004,-0.30678941811202426
ACH-000005,-0.6023558828716249
ACH-000007,0.18649523097127232
ACH-000009,-0.6979133665553017
ACH-000011,-0.4925373330877889
ACH-000012,-0.44626062098039454
ACH-000013,-0.04610566614361518
ACH-000014,-0.6061817930124467
ACH-000015,-0.17820841876985244
ACH-000017,-0.3767415258033169
ACH-000018,-0.3337276279930408
ACH-000019,-0.2087615564737377
ACH-000021,-0.4419189471980383
ACH-000022,-0.2443684787993375
ACH-000025,-0.40566797367732016
ACH-000028,-0.21619223133005275
ACH-000030,0.20626467100117413
ACH-000035,-0.3001832982451545
ACH-000036,-0.34890973834195466
ACH-000037,-0.5111343002366548
ACH-000039,-0.2239983770733886
ACH-000040,-0.4208680071217125
ACH-000041,-0.5102571540555197
ACH-000042,0.14353991827831866
ACH-000045,-0.2854221840411323
ACH-000047,-0.3254029293058444
ACH-000052,-0.3514848561941729
ACH-000053,-0.4105502830776305
ACH-000054,-0.5431792037103489
ACH-000055,-0.2097967469485151
ACH-000060,-0.26933128465311884
ACH-000067,-0.3946951998455484
ACH-000070,-0.1634012518983581
ACH-000075,-0.3162356932141208
ACH-000078,-0.2205046560238356
ACH-000082,-0.4523100657288099
ACH-000085,-0.4358982339135664
ACH-000086,-0.3342195317442706
ACH-000087,-0.33397561579300306
ACH-000092,-0.463627292973484
ACH-000095,-0.267308945311799
ACH-000097,-0.3460237856232505
ACH-000098,-0.4217961863207222
ACH-000099,-0.4774999473356317
ACH-000108,-0.5571422042867534
ACH-000113,-0.22380082555911435
ACH-000116,0.019073684827830232
ACH-000118,-0.3980178101748401
ACH-000120,-0.3420900697606679
ACH-000123,-0.4132308840459621
ACH-000127,-0.34746663679681344
ACH-000128,-0.3002841345317792
ACH-000132,-0.3131908010074257
ACH-000133,-0.6472164272603119
ACH-000137,-0.03565322931211642
ACH-000138,-0.3168765187830463
ACH-000142,-0.4586403551049513
ACH-000143,0.006638965557255875
ACH-000146,-0.5295284402475356
ACH-000148,-0.2584044447290921
ACH-000150,-0.4042134251842156
ACH-000152,-0.1937390819583268
ACH-000153,-0.4069798020366517
ACH-000159,-0.4293203393176156
ACH-000160,-0.08996998786062134
ACH-000163,-0.2899452941326227
ACH-000167,-0.5341800548131707
ACH-000168,-0.4749920802455639
ACH-000169,-0.24409819821598885
ACH-000178,-0.4257800335817572
ACH-000183,-0.6429072047545876
ACH-000188,-0.2025918293473468
ACH-000189,-0.5908779859212494
