,PDHA2 (5161)
ACH-000004,-0.2018894133012342
ACH-000005,-0.2731043980787297
ACH-000007,-0.016501330847924527
ACH-000009,-0.11171999802339827
ACH-000011,-0.19720880979586425
ACH-000012,0.011671179620433774
ACH-000013,-0.09658217180983364
ACH-000014,-0.011485727556420326
ACH-000015,-0.36720150961432185
ACH-000017,-0.149998047196251
ACH-000018,-0.34609872472981623
ACH-000019,-0.4035658887715207
ACH-000021,-0.14547300913756994
ACH-000022,-0.16477450910647978
ACH-000025,-0.12914363002806406
ACH-000028,-0.2585719626921883
ACH-000030,-0.13086703641965453
ACH-000035,-0.2389340740842899
ACH-000036,-0.19130400598857092
ACH-000037,-0.189275882768365
ACH-000039,0.06046345517972521
ACH-000040,-0.0588565850750431
ACH-000041,-0.29266333327964805
ACH-000042,-0.12863365727492554
ACH-000045,-0.21926168098385967
ACH-000047,-0.1720332203069167
ACH-000052,-0.2939096304128838
ACH-000053,-0.07668177683985337
ACH-000054,-0.1533169524409853
ACH-000055,-0.0934463036836939
ACH-000060,-0.20079338350088405
ACH-000067,-0.2659534304279572
ACH-000070,-0.3780078826980415
ACH-000075,-0.04753691278356925
ACH-000078,-0.1822669641961102
ACH-000082,-0.1282724768342976
ACH-000085,-0.24883797777158195
ACH-000086,-0.19990726426357172
ACH-000087,-0.2166868441835149
ACH-000092,-0.21169998339655066
ACH-000095,-0.0759164464744213
ACH-000097,-0.3134955926976494
ACH-000098,-0.2865152852787686
ACH-000099,-0.172190095830388
ACH-000108,-0.11617276697065175
ACH-000113,-0.09114763953674301
ACH-000116,-0.06749818183620752
ACH-000118,-0.20407224466027507
ACH-000120,-0.1831499214685878
ACH-000123,-0.062413847158200975
ACH-000127,-0.15280150453085295
ACH-000128,-0.020904834862411462
ACH-000132,-0.27288725438269645
ACH-000133,0.01953425312530395
ACH-000137,-0.035224635669303284
ACH-000138,-0.1081735408555375
ACH-000142,-0.17671870851519705
ACH-000143,-0.1064951046372606
ACH-000146,-0.028201365393687824
ACH-000148,-0.12273454764211375
ACH-000150,-0.185085736414192
ACH-000152,-0.2661521727579905
ACH-000153,-0.1230241353699028
ACH-000159,-0.2396636197427024
ACH-000160,-0.11085166827141417
ACH-000163,-0.07891957826327045
ACH-000167,0.044155036203764986
ACH-000168,0.0933390148166376
ACH-000169,-0.09061226258450124
ACH-000178,-0.22460030474748915
ACH-000183,-0.0034362835358435506
ACH-000188,0.01284387630835958
ACH-000189,-0.26148548261684024
ACH-000190,-0.011368840621835295
ACH-000198,-0.2236669884412888
ACH-000203,0.3091504868609445
ACH-000204,-0.12590864170134075
ACH-000206,-0.12633440108503086
ACH-000207,-0.15406987982096718
ACH-000208,-0.4366792547339653
ACH-000210,-0.5150355078934146
ACH-000211,-0.2801719302958444
ACH-000215,-0.2638245041232039
ACH-000221,-0.17607153271797207
ACH-000222,-0.19453110856711398
ACH-000223,-0.09726768242500868
ACH-000226,-0.1349461355736048
ACH-000227,-0.3390531998436459
ACH-000228,-0.2914251794963786
ACH-000231,-0.07291578310333853
ACH-000232,-0.27824700554177634
ACH-000233,0.07514013900314058
ACH-000234,-0.15719526773670664
ACH-000235,-0.07202138936810587
ACH-000237,-0.2638825726220649
ACH-000238,-0.14310208000628796
ACH-000242,-0.1717230727226571
ACH-000243,-0.2029031196452246
ACH-000244,-0.04055642499743667
ACH-000246,-0.06390446218115757
ACH-000248,-0.29812561046872704
ACH-000250,-0.2397649709582693
ACH-000251,-0.05763973420658225
ACH-000252,-0.2091499037275096
ACH-000253,-0.21714385294009303
ACH-000255,-0.264047298613692
ACH-000256,-0.07582543148642612
ACH-000257,-0.37960270552483627
ACH-000258,-0.4140725893259887
ACH-000259,-0.28690346464524763
ACH-000260,-0.2269891069564971
ACH-000261,-0.17966948617218834
ACH-000262,-0.3695148147233084
ACH-000263,-0.17786156748977133
ACH-000264,-0.10436309268237544
ACH-000265,-0.18716776181045847
ACH-000266,-0.10364087191523144
ACH-000272,-0.18304348536017748
ACH-000274,-0.09120983231676028
ACH-000277,-0.1571325567908156
ACH-000278,-0.16294031673036988
ACH-000279,-0.17155790086490802
ACH-000280,-0.12462275988583812
ACH-000281,-0.38203711095246745
ACH-000288,-0.13576597650342315
ACH-000291,-0.04791222826339013
ACH-000293,-0.23157990586900495
ACH-000294,-0.20814490005662786
ACH-000295,-0.092553360736164
ACH-000296,-0.1132519148996574
ACH-000302,-0.26575811243899783
ACH-000304,-0.3727928656361787
ACH-000307,-0.2116637693855345
ACH-000308,-0.2228093703772872
ACH-000310,-0.21031504169441026
ACH-000311,-0.16664305078200714
ACH-000312,-0.3114500368216248
ACH-000315,-0.13747090702899986
ACH-000316,0.06995663618576599
ACH-000317,-0.18482056111158715
ACH-000318,-0.239161945259058
ACH-000319,-0.28557766260973144
ACH-000320,-0.15949979818735138
ACH-000322,-0.0358539566587793
ACH-000323,-0.2498023740626024
ACH-000324,-0.10462999974654748
ACH-000329,-0.13112352902876825
ACH-000330,-0.24970767449918554
ACH-000331,-0.07105907671911398
ACH-000332,-0.14166584582119218
ACH-000334,-0.16720991641999364
ACH-000335,0.13264663143910782
ACH-000336,-0.12643132595386386
ACH-000337,-0.17831882498982032
ACH-000338,0.15961172661981154
ACH-000339,-0.24976522384081334
ACH-000341,-0.10347465168202903
ACH-000348,-0.19989550061678574
ACH-000350,-0.12286779735159165
ACH-000352,-0.15549962317060487
ACH-000356,-0.12563801863964394
ACH-000361,-0.3111523197166565
ACH-000362,-0.04388733373674696
ACH-000363,-0.17341581803540634
ACH-000364,0.056904702011881275
ACH-000365,-0.15987637731667034
ACH-000366,-0.24976023455078805
ACH-000368,-0.1871286990577012
ACH-000374,-0.1954929281628635
ACH-000375,-0.20337223633588847
ACH-000376,-0.1253461648972694
ACH-000381,-0.06858743395609168
ACH-000383,-0.08829557025969254
ACH-000387,-0.25998487873793674
ACH-000389,-0.1392865976353453
ACH-000390,-0.22645274447504016
ACH-000393,-0.1266844321214942
ACH-000395,-0.02176424655292608
ACH-000396,-0.22307044422229008
ACH-000397,-0.2014041291508587
ACH-000401,-0.2029525535609809
ACH-000402,0.3301846616077824
ACH-000403,-0.053608321465791635
ACH-000404,-0.25779811691941906
ACH-000406,-0.15514103145949587
ACH-000407,-0.24886535736142384
ACH-000408,-0.24953925614939876
ACH-000410,-0.205911587707408
ACH-000411,-0.014776976645217113
ACH-000414,-0.18685681052698155
ACH-000415,-0.25641043748631603
ACH-000416,-0.1935900408473561
ACH-000420,-0.2698231571665044
ACH-000421,-0.2315148255875921
ACH-000424,-0.15234422288409286
ACH-000425,-0.23315567617926694
ACH-000426,-0.1841075847966908
ACH-000427,-0.2477957803874993
ACH-000433,-0.21425269545474804
ACH-000435,0.17109386902427248
ACH-000436,0.20896650326783567
ACH-000444,-0.1168660848751506
ACH-000445,0.029691408755249633
ACH-000448,-0.18529343466940346
ACH-000450,-0.17356387552298105
ACH-000452,-0.08700463101532258
ACH-000454,-0.3414860969883917
ACH-000458,-0.15751785533162593
ACH-000459,-0.032086959030269806
ACH-000460,-0.08630612874854937
ACH-000461,0.12448772960331707
ACH-000463,-0.3161413301595704
ACH-000464,-0.12243957196467126
ACH-000466,-0.18295209046196131
ACH-000467,-0.20047642855956133
ACH-000468,-0.1529260256294668
ACH-000469,-0.3292936330742949
ACH-000470,-0.061703186624470115
ACH-000471,-0.18749476037016288
ACH-000472,-0.16222492496338614
ACH-000473,-0.08670175780873457
ACH-000475,-0.17715710768394793
ACH-000476,-0.13481386157021924
ACH-000477,-0.08673685472287042
ACH-000479,-0.047607072910309516
ACH-000480,-0.2415029180380754
ACH-000481,-0.1174430247990353
ACH-000483,-0.2231142402729655
ACH-000484,-0.008702355371829106
ACH-000485,-0.09010842069194967
ACH-000486,-0.06694952993356533
ACH-000487,-0.18548640662520408
ACH-000488,-0.1427406761443547
ACH-000490,-0.17711769126153135
ACH-000491,-0.06790754228124417
ACH-000495,0.10733721122075568
ACH-000496,-0.19890689930842825
ACH-000499,-0.4110848857834406
ACH-000500,0.07691170229183844
ACH-000502,-0.2208996923721092
ACH-000503,0.21550818168250688
ACH-000505,-0.0631287028004259
ACH-000507,-0.06935931722702357
ACH-000510,-0.2700200500315665
ACH-000511,-0.28733999053706666
ACH-000512,-0.3080108717489461
ACH-000516,-0.046095192904666175
ACH-000517,-0.16592806284144015
ACH-000518,-0.27384169216965243
ACH-000520,0.035084306411038935
ACH-000521,-0.16788560817546716
ACH-000522,-0.1918954315961957
ACH-000524,-0.08251766816715532
ACH-000527,-0.1902913269823495
ACH-000528,-0.10323977021639097
ACH-000537,-0.2870662549366175
ACH-000541,0.378674135415479
ACH-000542,-0.20072359074891827
ACH-000544,-0.20772089596335094
ACH-000545,-0.11405373700409754
ACH-000547,-0.040627172496811824
ACH-000548,-0.011590984269267874
ACH-000549,-0.2447602137351347
ACH-000550,-0.1979303393781005
ACH-000552,-0.06312612960812816
ACH-000556,-0.08278198015175796
ACH-000557,-0.06717285581558796
ACH-000569,-0.4722565774879426
ACH-000570,0.0015477484952369828
ACH-000571,-0.08636832424796609
ACH-000573,-0.041796297302799636
ACH-000576,0.05496743153610874
ACH-000579,-0.12093864267386822
ACH-000580,0.0012040440802767091
ACH-000584,-0.16160013367549958
ACH-000585,-0.19107724899891815
ACH-000588,-0.2445916786889869
ACH-000589,0.004418266760483018
ACH-000591,-0.1108254193966865
ACH-000593,-0.12631611886717906
ACH-000600,-0.2472393023855201
ACH-000601,-0.2570503497842421
ACH-000605,-0.2549616585334468
ACH-000606,-0.09845502265241944
ACH-000608,-0.08119787411981677
ACH-000614,-0.04172771591233236
ACH-000616,-0.18193849930089184
ACH-000618,-0.09254327394862123
ACH-000619,-0.0909980346257023
ACH-000620,-0.19457623752796854
ACH-000621,-0.10259455685704144
ACH-000622,0.014129483149832303
ACH-000623,-0.17395640219374672
ACH-000624,-0.07333465465008651
ACH-000627,-0.21521130655265444
ACH-000630,-0.16240553136480154
ACH-000631,-0.2612288747061867
ACH-000632,-0.13691771755682894
ACH-000633,-0.1104760554096608
ACH-000637,-0.278442598780046
ACH-000638,-0.17769028205218118
ACH-000646,-0.020571701933928557
ACH-000647,-0.15568528000262893
ACH-000648,-0.23680755195036
ACH-000649,-0.25442941856171564
ACH-000651,-0.20918306758154975
ACH-000652,-0.2992244940303563
ACH-000653,-0.06725784047086754
ACH-000657,-0.22282367191303398
ACH-000658,-0.18662013671422967
ACH-000661,-0.07406284705149624
ACH-000662,-0.4145333439656879
ACH-000663,0.04753654220819105
ACH-000665,-0.1583932680398528
ACH-000671,-0.11046239540559988
ACH-000672,0.04198480679773897
ACH-000673,-0.12697705039593696
ACH-000676,-0.17915330239272667
ACH-000677,-0.19523024651810625
ACH-000681,-0.16761958489739126
ACH-000683,-0.20597532522676368
ACH-000684,-0.155685441623267
ACH-000688,-0.10352376949434787
ACH-000693,-0.2252812482156734
ACH-000694,-0.2008755820367509
ACH-000695,-0.006815365718958381
ACH-000696,-0.11471136105845715
ACH-000697,0.05010655645910602
ACH-000699,-0.09006751416239897
ACH-000701,-0.20883372859879634
ACH-000706,-0.0003027214843541154
ACH-000711,-0.22885641032035955
ACH-000713,-0.26578701705918323
