,CELA3B (23436)
ACH-000004,0.25659166231988983
ACH-000005,0.2599643157852295
ACH-000007,0.2127239527853275
ACH-000009,0.17378295479354586
ACH-000011,0.050921182288933366
ACH-000012,0.06826500386142083
ACH-000013,0.08788821918190788
ACH-000014,-0.015485015155396619
ACH-000015,0.20631914197969548
ACH-000017,0.1032895380931817
ACH-000018,-0.02990314606894012
ACH-000019,-0.030013334716284926
ACH-000021,0.16864054078705928
ACH-000022,0.1145805904650725
ACH-000025,0.238101268190762
ACH-000028,0.14910030802577767
ACH-000030,0.13614583304904138
ACH-000035,0.33266109760051343
ACH-000036,0.01690384866714937
ACH-000037,0.30872071033688303
ACH-000039,0.03858803811313463
ACH-000040,0.20094156100010244
ACH-000041,0.2941599154925869
ACH-000042,0.18203945690173629
ACH-000045,0.09596551993141464
ACH-000047,0.14871567023055107
ACH-000052,0.1473455824984476
ACH-000053,0.2329113696491467
ACH-000054,0.2769152134417606
ACH-000055,0.028846991280640076
ACH-000060,0.04137301259394738
ACH-000067,0.12346742656185256
ACH-000070,0.10400329515720932
ACH-000075,0.19781714119174004
ACH-000078,0.1777151418172869
ACH-000082,0.06523696424450237
ACH-000085,0.010365664489295892
ACH-000086,0.11739150455152955
ACH-000087,0.16715428226856946
ACH-000092,0.09316875331269504
ACH-000095,0.1886004474237128
ACH-000097,0.1303684140389313
ACH-000098,0.08853147684162622
ACH-000099,-0.02669389266026655
ACH-000108,0.03419232392155206
ACH-000113,0.13745689612614032
ACH-000116,0.12145342829330515
ACH-000118,0.1304765037576963
ACH-000120,0.12572948678996346
ACH-000123,0.20223561183499664
ACH-000127,0.059288668296698765
ACH-000128,-0.07117602374833235
ACH-000132,0.21752564759865467
ACH-000133,0.12204747843113307
ACH-000137,0.11227677154288863
ACH-000138,0.23515784847112434
ACH-000142,0.0953364357348804
ACH-000143,0.20288647571111232
ACH-000146,0.20595198739303366
ACH-000148,0.17333743507248947
ACH-000150,-0.0509514901953896
ACH-000152,0.0263582451917157
ACH-000153,0.11538804483978245
ACH-000159,0.03716027853792007
ACH-000160,0.1477142268285256
ACH-000163,0.13682533955453774
ACH-000167,0.07999698113008383
ACH-000168,0.19462822776107847
ACH-000169,0.25690617747646904
ACH-000178,0.10958327892632226
ACH-000183,0.2252593888306668
ACH-000188,0.08049071836777054
ACH-000189,0.17257145466333265
ACH-000190,0.10469215651052524
ACH-000198,0.10669759728211138
ACH-000203,0.5436977253226285
ACH-000204,-0.046054203964053735
ACH-000206,0.21000112827286815
ACH-000207,0.1247955603529982
ACH-000208,0.13177615794408434
ACH-000210,0.09195347468885487
ACH-000211,0.1018254910696916
ACH-000215,0.10258910678792907
ACH-000221,0.09166282702995758
ACH-000222,0.27656240819004085
ACH-000223,0.2371237501154461
ACH-000226,0.17716034265413624
ACH-000227,0.2320577114216013
ACH-000228,0.02855811583373722
ACH-000231,0.1730726110042912
ACH-000232,0.1200289158347766
ACH-000233,0.12704731432910624
ACH-000234,0.06636053048221313
ACH-000235,0.14749643324878475
ACH-000237,0.18657571117227775
ACH-000238,0.12865991205834296
ACH-000242,0.09111193270247672
ACH-000243,0.10666681283564934
ACH-000244,0.14516170485024468
ACH-000246,0.1231381471676764
ACH-000248,0.05975245096058925
ACH-000250,0.07776590868881936
ACH-000251,0.22154869954499445
ACH-000252,0.308182427814744
ACH-000253,0.09537814471723716
ACH-000255,0.07634226577893738
ACH-000256,0.02095243400847315
ACH-000257,0.039917818341469916
ACH-000258,0.07766233917162473
ACH-000259,0.1011291610177066
ACH-000260,0.17834835817809488
ACH-000261,0.1571361949534809
ACH-000262,0.10375868223013332
ACH-000263,0.2094628944471228
ACH-000264,0.1405564608875931
ACH-000265,0.1179676483625205
ACH-000266,0.16103324234916802
ACH-000272,-0.02302789047349216
ACH-000274,0.15249285744705954
ACH-000277,0.09247084656858816
ACH-000278,0.12960034964819778
ACH-000279,0.12653584990199854
