,ACE (1636)
ACH-000800,-0.3458788613883551
ACH-000802,-0.10955880726164513
ACH-000804,-0.20642265434487864
ACH-000805,-0.02299212982583437
ACH-000809,-0.275310538526705
ACH-000810,-0.20030917097937376
ACH-000811,-0.2174981979107044
ACH-000817,0.05019959608075651
ACH-000819,-0.08364130449247817
ACH-000820,-0.1873229093537756
ACH-000821,-0.1416945446138212
ACH-000822,-0.12147727050998135
ACH-000823,-0.18527137019110154
ACH-000824,-0.1378570785956504
ACH-000827,-0.019200284907428016
ACH-000829,-0.21939770199434516
ACH-000831,-0.18424570364235335
ACH-000832,-0.2585945483788439
ACH-000833,-0.1666562368309388
ACH-000834,-0.03725490660132308
ACH-000835,-0.06861035846544995
ACH-000836,-0.19686587935436287
ACH-000837,-0.1959420294626336
ACH-000838,-0.1651412348951838
ACH-000839,-0.08433738043080045
ACH-000840,-0.21541798684495567
ACH-000841,-0.06691649340078193
ACH-000843,-0.14646761935755412
ACH-000846,0.035865765516851354
ACH-000847,-0.13109333196935655
ACH-000848,-0.2029366882980093
ACH-000849,-0.13838701900456513
ACH-000851,-0.4372734215844576
ACH-000855,-0.0074728301995597764
ACH-000856,-0.2487256247744627
ACH-000858,-0.2576574708673865
ACH-000859,-0.2400708062642699
ACH-000861,-0.1437296041716071
ACH-000862,-0.0957436509456258
ACH-000865,-0.238606499729436
ACH-000866,-0.22162235727004065
ACH-000867,-0.18973425049965087
ACH-000869,0.02269717020251746
ACH-000872,-0.2689354302307529
ACH-000873,-0.07845852628387569
ACH-000876,-0.08565379096952394
ACH-000878,-0.13504832133158104
ACH-000880,0.00819312356263343
ACH-000881,-0.2699593276310672
ACH-000882,-0.11298250242734845
ACH-000884,-0.19103139459426455
ACH-000885,-0.16276759084536854
ACH-000887,-0.09423215167162767
ACH-000889,-0.03573457446191279
ACH-000896,-0.17026505788887328
ACH-000898,-0.17936519533412051
ACH-000900,0.04209870953439095
ACH-000901,-0.2479344964394946
ACH-000905,-0.15821014347633594
ACH-000906,-0.25866438743245523
ACH-000907,-0.4529282312319386
ACH-000910,-0.10454151417841212
ACH-000911,-0.18308629922187536
ACH-000912,-0.26724591253481994
ACH-000913,-0.22259567972464395
ACH-000915,-0.11225758297755664
ACH-000916,-0.12149117709985613
ACH-000917,0.002626445900416758
ACH-000920,-0.09700407616236133
ACH-000921,-0.16664996438664428
ACH-000924,-0.21915483696958768
ACH-000926,-0.20468410643984333
ACH-000928,-0.18882194844025976
ACH-000929,-0.06566863231648891
ACH-000932,-0.20126961403529767
ACH-000935,-0.3819338748239359
ACH-000936,0.03988014484099938
ACH-000937,-0.0667554573403818
ACH-000938,-0.012289970686702938
ACH-000939,-0.20681636212620105
ACH-000941,-0.04883265196506468
ACH-000943,-0.14546031310160187
ACH-000946,-0.08942019211523118
ACH-000947,-0.18923392158520488
ACH-000948,-0.09615369476206924
ACH-000950,0.16988416186154884
ACH-000953,-0.11651377493605433
ACH-000954,-0.20101664079001635
ACH-000957,-0.125728437740553
ACH-000958,-0.38205266967320095
ACH-000960,-0.09808202242176456
ACH-000963,0.07080847313481016
ACH-000968,0.01213114793131689
ACH-000969,-0.11574566869935685
ACH-000972,0.04279772202095652
ACH-000973,-0.12473489482927128
ACH-000974,-0.15601982489254365
ACH-000978,0.4195992586733907
ACH-000984,-0.15095293051210618
ACH-000986,-0.2387182541887321
ACH-000988,-0.2565094030606361
ACH-000993,-0.11520369922703196
ACH-000994,-0.13474866983483158
ACH-000996,-0.168627939989517
ACH-001001,-0.187230379403428
ACH-001020,-0.15483073367077194
ACH-001028,-0.1686313985547879
ACH-001031,-0.1646694040166654
ACH-001038,-0.05149539553671886
ACH-001048,-0.19717627868138046
ACH-001050,-0.4850361115314682
ACH-001053,-0.4852960720750734
ACH-001054,-0.2456060357657799
ACH-001061,-0.2519339138053228
ACH-001067,-0.17042787471445212
ACH-001075,-0.1817843861990108
ACH-001096,-0.1727289808102431
ACH-001111,-0.3836726256043523
ACH-001119,-0.2722606618263778
ACH-001128,0.2451781477932725
ACH-001134,-0.11505852083984527
ACH-001151,-0.07627156447031486
ACH-001163,-0.2299379236633885
ACH-001164,-0.5378107040383242
ACH-001183,-0.1071329717260102
ACH-001192,-0.08302480164576652
ACH-001193,-0.3266173371375097
ACH-001196,-0.19218445973039225
ACH-001197,-0.17949499610923125
ACH-001205,-0.07354498393818434
ACH-001211,-0.01318886646775741
ACH-001212,0.0006672146772799348
ACH-001228,0.023705877234319758
ACH-001232,-0.23322774360881046
ACH-001239,-0.20729371280098946
ACH-001270,0.011830669305409764
ACH-001274,-0.02635739858508724
ACH-001275,-0.03315104459139564
ACH-001277,-0.16637591574792845
ACH-001278,-0.14481190542461905
ACH-001280,-0.07673567200929339
ACH-001283,-0.4302440858896294
ACH-001289,-0.03623756981752329
ACH-001300,-0.2878017444928034
ACH-001301,-0.07875804673239876
ACH-001302,-0.31534490233104473
ACH-001306,-0.1888865479574824
ACH-001318,-0.18465736743306255
ACH-001322,-0.03931660025625433
ACH-001328,-0.15797171197399965
ACH-001332,-0.002500673516433394
ACH-001336,-0.13370929711218438
ACH-001346,-0.19996376817227046
ACH-001353,-0.17404923217708204
ACH-001354,0.025877609540549056
ACH-001367,-0.26061385668695786
ACH-001368,-0.07755030335797387
ACH-001374,-0.23899593224092355
ACH-001377,-0.15973940552724386
ACH-001380,-0.17728912432590754
ACH-001391,-0.16822557347365408
ACH-001408,-0.03516869705649688
ACH-001430,-0.07232179987322668
ACH-001431,-0.34024851562128805
ACH-001450,-0.0296272650451308
ACH-001496,-0.21783257465326256
ACH-001500,-0.3345222814241721
ACH-001523,-0.25704644747034017
ACH-001532,-0.043849652952553456
ACH-001550,-0.14681779388836047
ACH-001552,0.06732909911532231
ACH-001554,-0.20832726855361489
ACH-001654,-0.2308078830305311
ACH-001735,-0.1980457425798064
ACH-001736,-0.12542692804276778
ACH-001737,-0.10844475320967102
ACH-001740,-0.00010683286280428289
ACH-001745,-0.09578231713022538
ACH-001765,-0.15830574127318345
