,ACE (1636)
ACH-000004,-0.21640938389422176
ACH-000005,-0.3244814997780435
ACH-000007,-0.27601574773589976
ACH-000009,-0.2383209643249675
ACH-000011,-0.006991990053657568
ACH-000012,-0.12073149094876655
ACH-000013,-0.0964345151342919
ACH-000014,-0.14621024879219569
ACH-000015,-0.07108842641539652
ACH-000017,-0.1802011958201261
ACH-000018,0.17205116891340674
ACH-000019,-0.6716024267427134
ACH-000021,-0.19670807925220266
ACH-000022,-0.2004621850718542
ACH-000025,-0.052913534797522435
ACH-000028,-0.20653781809836175
ACH-000030,-0.19701388315729934
ACH-000035,-0.3050787847683343
ACH-000036,-0.2334310298309107
ACH-000037,-0.1556771155148081
ACH-000039,0.02071128863062793
ACH-000040,-0.2365086793730165
ACH-000041,-0.2843576925054408
ACH-000042,-0.2257359427598733
ACH-000045,-0.246544019349913
ACH-000047,-0.09984177379097096
ACH-000052,-0.127829225960966
ACH-000053,-0.2457425275855307
ACH-000054,-0.3663213514307728
ACH-000055,-0.2092479573554595
ACH-000060,-0.09295338185346552
ACH-000067,-0.16167714262174054
ACH-000070,-0.35785830469638924
ACH-000075,-0.10625741966979044
ACH-000078,-0.39581418671766977
ACH-000082,-0.09607080514809488
ACH-000085,-0.06752187484113836
ACH-000086,-0.07535226267385889
ACH-000087,-0.10868875318374722
ACH-000092,-0.12922404018304848
ACH-000095,-0.2438318616239896
ACH-000097,-0.1997828534454976
ACH-000098,-0.11173102945665553
ACH-000099,-0.3594689077142721
ACH-000108,-0.14244927536364535
ACH-000113,-0.06332187597013524
ACH-000116,-0.2477663965720556
ACH-000118,-0.19887171434261813
ACH-000120,-0.12123074922093133
ACH-000123,-0.21967986755094634
ACH-000127,-0.11389380490998592
ACH-000128,-0.30526102182438264
ACH-000132,-0.2473861086740691
ACH-000133,-0.17533478972375308
ACH-000137,0.18763615755856256
ACH-000138,-0.18276474341067234
ACH-000142,-0.2190566139067951
ACH-000143,-0.2820280462744985
ACH-000146,-0.12866566557021153
ACH-000148,-0.2310164611208348
ACH-000150,-0.3230605216403912
ACH-000152,-0.2354342091076203
ACH-000153,-0.1021232562050812
ACH-000159,-0.06988626326911525
ACH-000160,-0.053252646541628784
ACH-000163,-0.2217509724318295
ACH-000167,0.11262596760402245
ACH-000168,-0.2206333239060536
ACH-000169,-0.12474005560010705
ACH-000178,-0.10485477962001724
ACH-000183,-0.17277003930677387
ACH-000188,-0.16107936658908786
ACH-000189,0.18334974635392026
ACH-000190,-0.3007404792791141
ACH-000198,-0.13551214665761865
ACH-000203,-0.0264504271364097
ACH-000204,0.0484954092170322
ACH-000206,-0.10023239619035104
ACH-000207,-0.1553582753081686
ACH-000208,-0.03285962077083756
ACH-000210,-0.2708333685619668
ACH-000211,-0.17947479633713548
ACH-000215,-0.09233388677180006
ACH-000221,-0.18217858214633628
ACH-000222,-0.027232788922929185
ACH-000223,-0.049335256810534696
ACH-000226,-0.10072873735075706
ACH-000227,-0.13681952844536505
ACH-000228,-0.1567466737452716
ACH-000231,-0.1438484724656817
ACH-000232,-0.10963313410182766
ACH-000233,-0.12758859677875192
ACH-000234,-0.15858886163809907
ACH-000235,-0.11283792527892356
ACH-000237,-0.1258668239270904
ACH-000238,-0.22460109311453216
ACH-000242,-0.8080411969832952
ACH-000243,-0.2241755111091544
ACH-000244,-0.2653690791541991
ACH-000246,-0.13630843974263745
ACH-000248,-0.2666480587574169
ACH-000250,-0.10782287943086473
ACH-000251,-0.14079562486905925
ACH-000252,-0.1820577630645212
ACH-000253,-0.18608976913012712
ACH-000255,-0.1411172859829789
ACH-000256,-0.12849251243436174
ACH-000257,-0.2580298169129421
ACH-000258,-0.25246075349584074
ACH-000259,-0.16081832386040232
ACH-000260,-0.2700963331117159
ACH-000261,-0.11065781766658296
ACH-000262,-0.3677864285800985
ACH-000263,-0.10735972423649437
ACH-000264,-0.2313825981647833
ACH-000265,-0.23661871351078645
ACH-000266,-0.06671675967678975
ACH-000272,-0.2315719475352224
ACH-000274,-0.2464505329074892
ACH-000277,-0.04835991305600164
ACH-000278,-0.1695605332854403
ACH-000279,-0.2083805649767612
ACH-000280,-0.2377969198971928
ACH-000281,-0.2932920215586821
ACH-000288,-0.17266416146226782
ACH-000291,-0.19915531948521728
ACH-000293,-0.2341527973912668
ACH-000294,-0.2483525577223079
ACH-000295,-0.33520677895294804
ACH-000296,-0.15371996024603427
ACH-000302,-0.13464893944204626
ACH-000304,-0.022017171497185656
ACH-000307,-0.08552402975950743
ACH-000308,-0.10465597880227154
ACH-000310,-0.5517093815254367
ACH-000311,-0.10620685608642327
ACH-000312,-0.13827183753607153
ACH-000315,-0.2859741505452337
ACH-000316,-0.2390373330480624
ACH-000317,-0.08986145541912821
ACH-000318,-0.18023213308741315
ACH-000319,-0.15070113544217426
ACH-000320,-0.050080100417245484
ACH-000322,-0.1671208346418176
ACH-000323,-0.12718116195888113
ACH-000324,-0.15247740790709144
ACH-000329,-0.184112062360412
ACH-000330,-0.2756950381485209
ACH-000331,-0.13282389082803148
ACH-000332,-0.1325614702505099
ACH-000334,0.0481527626252233
ACH-000335,-0.055563350665026975
ACH-000336,-0.14642403907317456
ACH-000337,-0.4305526245926739
ACH-000338,-0.3767127236434487
ACH-000339,-0.16230803462793372
ACH-000341,-0.10657656209431077
ACH-000348,-0.19408307374921333
ACH-000350,-0.1344173607671959
ACH-000352,-0.14546951832403004
ACH-000356,-0.2995706427786465
ACH-000361,-0.1785247559792167
ACH-000362,-0.1872569563206025
ACH-000363,-0.20830286715629112
ACH-000364,-0.20940218530591784
ACH-000365,-0.06319029234303881
ACH-000366,-0.17985851274121084
ACH-000368,-0.09002324878754883
ACH-000374,-0.09261623546692548
ACH-000375,-0.1955736873061885
ACH-000376,-0.13379937258964975
ACH-000381,-0.35310195242604137
ACH-000383,-0.12535005738208094
ACH-000387,-0.184850654610119
ACH-000389,0.0045654231372944856
ACH-000390,-0.3312744124663537
ACH-000393,-0.1463471225056624
ACH-000395,-0.24292452409281035
ACH-000396,-0.33360818213064874
ACH-000397,-0.2439484063295729
ACH-000401,-0.17770897272105202
ACH-000402,-0.4238722075707647
ACH-000403,-0.15077394969336594
ACH-000404,-0.059644293594882436
ACH-000406,-0.2155231371834612
ACH-000407,-0.13732595747879114
ACH-000408,-0.15865174972550591
ACH-000410,-0.12533143550314604
ACH-000411,-0.09803674755744876
ACH-000414,0.08169853854796429
ACH-000415,-0.1697372294026973
ACH-000416,-0.1757572469006326
ACH-000420,-0.14407059622911425
ACH-000421,-0.06898029737061455
ACH-000424,-0.007196409680520256
ACH-000425,-0.14689094201197514
ACH-000426,-0.3547675202697481
ACH-000427,-0.2097089618709212
ACH-000433,-0.14428704261119474
ACH-000435,-0.3467487047326261
ACH-000436,-0.3688543090805044
ACH-000444,-0.07541576284186742
ACH-000445,-0.1746251087872573
ACH-000448,-0.1737477102458202
ACH-000450,0.036168312030916215
ACH-000452,-0.15648191991480806
ACH-000454,-0.00478541803048263
ACH-000458,-0.21604193593481655
ACH-000459,-0.08436443264702978
ACH-000460,-0.13166764074031648
ACH-000461,-0.07435807468725289
ACH-000463,-0.06738930580326424
ACH-000464,-0.14659632099336742
ACH-000466,-0.13664557145738
ACH-000467,-0.14487625292825335
ACH-000468,-0.252129906709522
ACH-000469,-0.06667235299668092
ACH-000470,-0.0012593950400081454
ACH-000471,-0.18792667998114732
ACH-000472,-0.2530545928707458
ACH-000473,-0.2010287381212928
ACH-000475,-0.11205646796005854
ACH-000476,-0.20041406906086268
ACH-000477,0.13469848702221413
ACH-000479,-0.32661041747546005
ACH-000480,-0.09748962798359108
ACH-000481,-0.16611347639990645
ACH-000483,-0.16075272613995373
ACH-000484,-0.1476363408469341
ACH-000485,-0.14314978803127265
ACH-000486,-0.14602941376288606
ACH-000487,-0.16585285480538906
ACH-000488,-0.15011622724762505
ACH-000490,-0.041312548214623164
ACH-000491,0.002271931051033438
ACH-000495,-0.004375288181925645
ACH-000496,-0.20884310495456831
ACH-000499,-0.18706076119050608
ACH-000500,-0.2398073086164053
ACH-000502,-0.10212506587756366
ACH-000503,0.21562422666033648
ACH-000505,-0.2564201250907693
ACH-000507,0.0084697743457022
ACH-000510,-0.14670220922532162
ACH-000511,-0.1493741131967176
ACH-000512,-0.016627558036467108
ACH-000516,-0.1370278883337321
ACH-000517,-0.17532195428681302
ACH-000518,-0.11834351103028015
ACH-000520,-0.1048267684988826
ACH-000521,-0.2670416911890835
ACH-000522,-0.050591267681331785
ACH-000524,-0.20986191570050405
ACH-000527,-0.23305009950313105
ACH-000528,-0.17635342373708374
ACH-000537,-0.09784633389988934
ACH-000541,-0.17227250635733093
ACH-000542,-0.1831257734349369
ACH-000544,-0.029662969213974974
ACH-000545,-0.12314266345922585
ACH-000547,-0.3614650193978001
ACH-000548,-0.2022629412581662
ACH-000549,-0.18596670614762406
ACH-000550,-0.2800729327279925
ACH-000552,-0.13925122633156306
ACH-000556,-0.1388302545054316
ACH-000557,-0.07264017874714035
ACH-000569,-0.13931043047125788
ACH-000570,-0.1147952822405676
ACH-000571,-0.056255888697684206
ACH-000573,-0.2223455854054016
ACH-000576,-0.2493954418265717
ACH-000579,0.0014769121679908716
ACH-000580,-0.1861796537516118
ACH-000584,-0.18041206370027496
ACH-000585,-0.1293222898808113
ACH-000588,-0.3383431229179466
ACH-000589,-0.0028080433764715164
ACH-000591,-0.2614253759690485
ACH-000593,-0.19609087365816855
ACH-000600,0.01150846089208465
ACH-000601,-0.02811698112997608
ACH-000605,-0.2552317896044401
ACH-000606,-0.1674680886271342
ACH-000608,-0.13718413733173213
ACH-000614,-0.17625190479427
ACH-000616,-0.11403866844457924
ACH-000618,-0.18629981414007624
ACH-000619,-0.200044898803971
ACH-000620,-0.10863097776709887
ACH-000621,-0.2201682181917846
ACH-000622,-0.1534058000068367
ACH-000623,-0.2226883140191268
ACH-000624,-0.2619245439611795
ACH-000627,-0.3263013044039807
ACH-000630,-0.1462564523264953
ACH-000631,-0.33629712269898265
ACH-000632,-0.1668203201716166
ACH-000633,-0.15081734144128303
ACH-000637,-0.22775980612751615
ACH-000638,0.054595407625667565
ACH-000646,-0.10571137334904204
ACH-000647,-0.25147974500182
ACH-000648,0.1072489899843074
ACH-000649,-0.15821937448863418
ACH-000651,-0.16984368991309146
ACH-000652,-0.20702389117891007
ACH-000653,-0.09825063226106193
ACH-000657,-0.11856373321787687
ACH-000658,-0.21750922812231024
ACH-000661,0.0370856166002247
ACH-000662,-0.15430299736430866
ACH-000663,-0.2603913549011767
ACH-000665,-0.03175088967520755
ACH-000671,-0.13800282503961275
ACH-000672,-0.3232039076101781
ACH-000673,-0.1897758382876354
ACH-000676,-0.28855437563570785
ACH-000677,-0.07065460717188649
ACH-000681,-0.2896922892953894
ACH-000683,-0.08756055007226263
ACH-000684,-0.14912543359029246
ACH-000688,-0.2743155236811789
ACH-000693,-0.1963232848010441
ACH-000694,-0.07935031393174684
ACH-000695,-0.2547213546976584
ACH-000696,-0.1393641018559009
ACH-000697,-0.3081726840430578
ACH-000699,-0.16601975882416334
ACH-000701,-0.16908551656776974
ACH-000706,-0.11745495696504694
ACH-000711,-0.08651875764948541
ACH-000713,-0.06333882029723584
ACH-000714,-0.11971891284059888
ACH-000718,-0.036866978076967725
ACH-000720,-0.2408785250186505
ACH-000721,-0.15213988968437758
ACH-000724,-0.03432850029936485
ACH-000725,-0.1818494062795131
ACH-000732,-0.19392187347124035
ACH-000734,-0.006928902633885527
ACH-000735,-0.17223639563358373
ACH-000736,-0.08391587683946201
ACH-000738,-0.1745991378232847
ACH-000746,-0.21823748262596132
ACH-000747,-0.05507484750937475
ACH-000748,-0.15486037739453976
ACH-000753,-0.14404203441482108
ACH-000756,-0.004698753093958205
ACH-000757,-0.047930825384992735
ACH-000758,-0.2100694890810157
ACH-000760,-0.1170160101419996
ACH-000762,-0.11905539658626176
ACH-000763,0.11404542673767368
ACH-000764,-0.13441519706689065
ACH-000765,-0.3573324599614596
ACH-000766,-0.17512726833807585
ACH-000767,-0.1642257082808841
ACH-000768,-0.162830645696023
ACH-000769,-0.055951431138800065
ACH-000770,-0.08054923945267864
ACH-000771,-0.10305643048487438
ACH-000773,-0.23402656316436155
ACH-000776,-0.26708912122064793
ACH-000777,-0.28437783239245196
ACH-000778,-0.0022820679559662697
ACH-000781,-0.18838291797080844
ACH-000782,-0.2894384870179431
ACH-000783,-0.14586854245831585
ACH-000784,-0.2951839361911177
ACH-000785,-0.14660223576689554
ACH-000787,-0.21372932838003966
ACH-000788,-0.2803113727033243
ACH-000791,-0.16193789578487872
ACH-000792,-0.025305980582438603
ACH-000794,-0.17552170566957484
ACH-000796,-0.1878457672170958
ACH-000798,-0.21366128436661694
ACH-000799,-0.0490580918018739
