,DUXA (503835)
ACH-000004,-0.08977615917902282
ACH-000005,0.018315690884131118
ACH-000007,-0.10753064726541132
ACH-000009,-0.08899246865692155
ACH-000011,0.030715495698092555
ACH-000012,-0.09015771058619827
ACH-000013,-0.14127018259027546
ACH-000014,0.040738657104053486
ACH-000015,-0.13210574139349174
ACH-000017,0.0011240138980342616
ACH-000018,-0.217220172550784
ACH-000019,-0.14363660062026629
ACH-000021,-0.1128379408472838
ACH-000022,-0.032378743864229745
ACH-000025,0.0002664502802328197
ACH-000028,-0.03738963540269608
ACH-000030,-0.1994178683809481
ACH-000035,-0.13894137746733914
ACH-000036,-0.010162835996718541
ACH-000037,0.019260252944902374
ACH-000039,0.06478841047342389
ACH-000040,-0.07086663708615737
ACH-000041,-0.1186400463552984
ACH-000042,-0.09412174741441497
ACH-000045,-0.08068591005110869
ACH-000047,0.15481104620466593
ACH-000052,-0.056675841619717914
ACH-000053,-0.05285018250949193
ACH-000054,-0.02020973391455912
ACH-000055,-0.021872338660477345
ACH-000060,0.0360216260679417
ACH-000067,-0.13124318924273784
ACH-000070,-0.041751880910329914
ACH-000075,-0.0916250699353416
ACH-000078,-0.022547741041791327
ACH-000082,-0.027037161854514997
ACH-000085,-0.03524680785211735
ACH-000086,-0.059847418345198335
ACH-000087,0.04964490188071912
ACH-000092,-0.07199300105788467
ACH-000095,-0.059874193893168184
ACH-000097,-0.10896847162432746
ACH-000098,-0.1265262659423564
ACH-000099,-0.16007210379844572
ACH-000108,-0.10522497607320584
ACH-000113,-0.12886467320202197
ACH-000116,-0.027544176809098462
ACH-000118,-0.09219594291721113
ACH-000120,-0.08676239235283252
ACH-000123,-0.08290909440269191
ACH-000127,-0.14026210465516795
ACH-000128,-0.07937046376667346
ACH-000132,-0.13303451070808026
ACH-000133,0.053166817209159264
ACH-000137,0.01478760059097981
ACH-000138,-0.08158220930861403
ACH-000142,-0.06376083810736682
ACH-000143,-0.14664707000083702
ACH-000146,-0.023830358832101533
ACH-000148,0.0033989898155312825
ACH-000150,-0.17879469515777696
ACH-000152,0.009621080728580514
ACH-000153,-0.18601674493669046
ACH-000159,-0.00797140450982793
ACH-000160,-0.09174808128046004
ACH-000163,-0.08994956125949882
ACH-000167,-0.18323207903968625
ACH-000168,-0.024632836800460745
ACH-000169,-0.01839572759405204
ACH-000178,-0.059204686301994776
ACH-000183,-0.2317615367299849
ACH-000188,-0.01117765551510066
ACH-000189,-0.15432138621021976
ACH-000190,-0.1793223063455431
ACH-000198,-0.15522099677747891
ACH-000203,0.032892936436746636
ACH-000204,-0.073650779372974
ACH-000206,-0.13519046302758536
ACH-000207,-0.1057923814777855
ACH-000208,-0.049459630506604506
ACH-000210,-0.3184023432225528
ACH-000211,-0.06267251487120294
ACH-000215,-0.07351375390447737
ACH-000221,-0.0589247138915485
ACH-000222,-0.4890965604120561
ACH-000223,-0.1662981323573265
ACH-000226,0.03014411037570681
ACH-000227,-0.04269337811257957
ACH-000228,-0.05671107700958253
ACH-000231,-0.03066924454453811
ACH-000232,-0.16078076301443214
ACH-000233,-0.10948115557218448
ACH-000234,-0.06239342129398421
ACH-000235,-0.08310755441744007
ACH-000237,-0.03925185685999728
ACH-000238,-0.11223089970112607
ACH-000242,-0.2837752471581177
ACH-000243,-0.07547804854100458
ACH-000244,-0.3110629553374683
ACH-000246,-0.0542625920706809
ACH-000248,-0.049481784175404935
ACH-000250,-0.08869761692404818
ACH-000251,-0.06202431502496712
ACH-000252,-0.21176635667610866
