,POLR3B (55703)
ACH-000393,-1.2292647309695652
ACH-000395,-1.3634636673906788
ACH-000396,-1.3647935835631422
ACH-000397,-1.4285867953568872
ACH-000401,-0.9832694486076841
ACH-000402,-1.3836364134716834
ACH-000403,-1.4641302124191498
ACH-000404,-1.132346223353527
ACH-000406,-0.950660983321641
ACH-000407,-0.9845002089536964
ACH-000408,-1.5003198929137285
ACH-000410,-1.173461034261946
ACH-000411,-1.2855415338702745
ACH-000414,-1.1998218870785706
ACH-000415,-1.653468328648639
ACH-000416,-1.1820371281514093
ACH-000420,-0.9728882967391416
ACH-000421,-1.1334177078887195
ACH-000424,-1.164418743742362
ACH-000425,-0.9477751841751524
ACH-000426,-1.0816803276597473
ACH-000427,-1.5180528325517193
ACH-000433,-1.2262218223075558
ACH-000435,-1.4256967964015004
ACH-000436,-0.9888731986552908
ACH-000444,-1.1142959166093591
ACH-000445,-1.2331884895414733
ACH-000448,-1.0606970986068915
ACH-000450,-0.8885972755147828
ACH-000452,-1.3687770412264624
ACH-000454,-1.3117181577556754
ACH-000458,-1.3679926446330928
ACH-000459,-1.0607073430988514
ACH-000460,-1.2373648274088227
ACH-000461,-1.3359509705351529
ACH-000463,-1.0846023266558171
ACH-000464,-1.1951292954926926
ACH-000466,-1.751287785051134
ACH-000467,-1.2075992054154647
ACH-000468,-1.2309771272303625
ACH-000469,-1.107287017929809
ACH-000470,-1.4009191582205809
ACH-000471,-1.247947336659251
ACH-000472,-1.4247142697155488
ACH-000473,-1.194136992755519
ACH-000475,-1.2590370165419904
ACH-000476,-1.2010968317325479
ACH-000477,-0.928210428195414
ACH-000479,-1.2904018040908645
ACH-000480,-1.0827490175925238
ACH-000481,-1.2095694476462333
ACH-000483,-1.346897764553339
ACH-000484,-1.4043033433444383
ACH-000485,-1.1777168144512558
ACH-000486,-1.1274520050548145
ACH-000487,-1.1904517356834632
ACH-000488,-1.1898010302625852
ACH-000490,-1.164918585128503
ACH-000491,-0.9664048751053156
ACH-000495,-0.9921902682374342
ACH-000496,-1.1250990829271224
ACH-000499,-1.111460496829668
ACH-000500,-1.6551888175320932
ACH-000502,-1.018132799542376
ACH-000503,-0.9468546123981272
ACH-000505,-1.1431739497199214
ACH-000507,-1.2435954141676464
ACH-000510,-1.164127093815545
ACH-000511,-1.2119119441548685
ACH-000512,-1.1062792568656798
ACH-000516,-1.2441754406388592
ACH-000517,-1.1655606197609156
ACH-000518,-1.7257143598471705
ACH-000520,-1.130862061142544
ACH-000521,-1.0756676658539084
ACH-000522,-1.2078647486484595
ACH-000524,-1.0140208125216563
ACH-000527,-1.1383402461952317
ACH-000528,-1.138217649384651
ACH-000537,-1.4877757476664517
ACH-000541,-1.0323932673983138
ACH-000542,-1.2193093274064677
ACH-000544,-1.1506846198397274
ACH-000545,-1.3583578783933532
ACH-000547,-1.491666265731372
ACH-000548,-1.4053457691920337
ACH-000549,-1.1825935603979818
ACH-000550,-1.272647468000225
ACH-000552,-1.1970301751721768
ACH-000556,-1.1076624212745156
ACH-000557,-0.7281458844797419
ACH-000569,-1.2442158420353426
ACH-000570,-1.150994018148359
ACH-000571,-1.2211116122942622
ACH-000573,-1.5054434249191342
ACH-000576,-1.0172853609794172
ACH-000579,-0.9189369515924201
ACH-000580,-0.8888890187208337
ACH-000584,-1.1244469169156404
ACH-000585,-1.28994430213019
ACH-000588,-0.9752907991702664
ACH-000589,-1.1239339343693526
ACH-000591,-0.9422863675604034
ACH-000593,-1.1511499183948546
ACH-000600,-1.0273550027701244
ACH-000601,-1.2280775796318657
ACH-000605,-1.371142451220577
ACH-000606,-1.151372682966687
ACH-000608,-0.7196619547058739
ACH-000614,-0.8852000162689839
ACH-000616,-1.0752913151846415
ACH-000618,-1.2302756357415188
ACH-000619,-1.4733809733173557
ACH-000620,-1.1300562316241578
ACH-000621,-0.8092385812158571
ACH-000622,-1.2611620175787643
ACH-000623,-1.0378341459730112
ACH-000624,-1.2936463644751812
ACH-000627,-1.149978876506086
ACH-000630,-1.12542616070096
ACH-000631,-1.1303517556908511
ACH-000632,-1.1325672326723717
ACH-000633,-1.0541685655221142
ACH-000637,-1.2622823125627014
ACH-000638,-1.1143574846471194
ACH-000646,-0.9915555475007736
ACH-000647,-1.3811038756968768
ACH-000648,-1.209224203717965
ACH-000649,-1.2184765498107946
ACH-000651,-1.6058525283474585
ACH-000652,-1.2797007321710527
ACH-000653,-1.0104239546960063
ACH-000657,-1.3019077359562885
ACH-000658,-0.9781244336900974
ACH-000661,-0.873560320364369
ACH-000662,-0.966652501072818
ACH-000663,-0.9142503312554046
ACH-000665,-1.2784604822334993
ACH-000671,-0.9103663193643382
ACH-000672,-1.2474915254455692
ACH-000673,-1.2415032867391689
ACH-000676,-0.7880835313431275
ACH-000677,-0.6198500477300418
ACH-000681,-1.260510588658116
ACH-000683,-1.1222832248557428
ACH-000684,-1.0660022088083192
ACH-000688,-1.2752903477412052
ACH-000693,-1.1487021839005849
ACH-000694,-1.2911651595593177
ACH-000695,-1.1817801621298798
ACH-000696,-1.1095031882067603
ACH-000697,-1.1282643898416689
ACH-000699,-1.2145311549862208
ACH-000701,-1.248645733735813
ACH-000706,-1.0490355696166225
ACH-000711,-1.2390252222702507
ACH-000713,-1.266164202380761
ACH-000714,-1.293701215396294
ACH-000718,-1.3802744479185092
ACH-000720,-1.2068840967986267
ACH-000721,-1.2500832734266532
ACH-000724,-1.2462508403584307
ACH-000725,-0.7809281647743929
ACH-000732,-1.0994548316781525
ACH-000734,-1.1539642576301044
ACH-000735,-1.2655232690378992
ACH-000736,-0.9917873462849384
ACH-000738,-1.1723388116498732
ACH-000746,-1.1378642998174595
ACH-000747,-1.09783348535957
ACH-000748,-1.182963491520464
ACH-000753,-1.2770283836470278
ACH-000756,-1.4557868504965537
ACH-000757,-1.0833991589066367
ACH-000758,-1.3925580600462013
ACH-000760,-1.303826525459042
ACH-000762,-1.2676320795558165
ACH-000763,-0.9074139841892691
ACH-000764,-1.3118789687113748
ACH-000765,-1.0093475704690709
ACH-000766,-1.2740413459213755
ACH-000767,-0.8652489221215566
ACH-000768,-1.0514277112028816
ACH-000769,-1.2814703888301695
ACH-000770,-1.1034551960547203
ACH-000771,-1.3093307585097065
ACH-000773,-0.8862867169713886
ACH-000776,-1.2611497280520358
ACH-000777,-1.2296834767068816
ACH-000778,-1.9648088371301236
ACH-000781,-1.2418242480448292
ACH-000782,-1.1552160407658016
ACH-000783,-1.1958045669359876
ACH-000784,-1.1185431524043468
ACH-000785,-1.2162427782891825
ACH-000787,-1.2760564109170365
ACH-000788,-1.2908055173731772
ACH-000791,-1.2759779896333587
ACH-000792,-1.0603160342263
ACH-000794,-1.3036952072266623
ACH-000796,-1.4895986038487559
ACH-000798,-1.0742538055077762
ACH-000799,-1.060040905953307
ACH-000800,-1.2259890535820668
ACH-000802,-1.4401848791850178
ACH-000804,-1.0465302548439408
ACH-000805,-1.1057720374551088
ACH-000809,-1.047709857090095
ACH-000810,-1.0696192483493296
ACH-000811,-1.3025429142176448
ACH-000817,-1.0698177152773878
ACH-000819,-1.2162926795263789
ACH-000820,-1.5756237481194384
ACH-000821,-1.0833004307167364
ACH-000822,-1.2027992575749966
ACH-000823,-1.2367208329003212
ACH-000824,-1.455355429691371
ACH-000827,-1.177013764858044
ACH-000829,-1.2477702938090738
ACH-000831,-1.0631211372486398
ACH-000832,-1.235500986358913
ACH-000833,-0.8847238450937197
ACH-000834,-1.3055086218042984
ACH-000835,-1.3276888812873129
ACH-000836,-1.0676670737144485
ACH-000837,-1.380985008081751
ACH-000838,-0.7474789952563194
ACH-000839,-1.5296753204746616
ACH-000840,-0.9202536963941176
ACH-000841,-1.2240038336474093
ACH-000843,-1.201603745531282
ACH-000846,-0.8282533273806869
ACH-000847,-1.0827922849288625
ACH-000848,-0.9252279963790572
ACH-000849,-1.2092509550148924
ACH-000851,-1.177853512450136
ACH-000855,-1.539103665667365
ACH-000856,-1.1805042908745278
ACH-000858,-1.1760885532499021
ACH-000859,-1.4674001147520352
ACH-000861,-1.2155571566359389
ACH-000862,-1.3080297346283745
ACH-000865,-1.197306737392155
ACH-000866,-1.1991965558085325
ACH-000867,-1.143264575589769
ACH-000869,-0.7693971328638619
ACH-000872,-1.0992499020397153
ACH-000873,-1.1358740323876486
ACH-000876,-0.669578346004855
ACH-000878,-1.0949217342250959
ACH-000880,-1.2020998897760276
ACH-000881,-1.0465132385612763
ACH-000882,-0.9186350640623092
ACH-000884,-1.165203576930084
ACH-000885,-1.124967629272185
ACH-000887,-1.216540574006098
ACH-000889,-0.9796834397156308
ACH-000896,-1.4909415218689424
ACH-000898,-1.0744874460899871
ACH-000900,-1.0963601813062005
ACH-000901,-1.4928530818613164
ACH-000905,-1.3605041342213435
ACH-000906,-1.2714995383006518
ACH-000907,-1.1452212151465095
ACH-000910,-1.0526629042932172
ACH-000911,-1.3164436614259352
ACH-000912,-0.9829045534149964
ACH-000913,-1.236171729744899
ACH-000915,-1.0888087508893831
ACH-000916,-1.2071699060755618
ACH-000917,-1.2254424741519163
ACH-000920,-1.4344957792107955
ACH-000921,-1.6390714509757576
ACH-000924,-1.0994212428167704
ACH-000926,-1.2523689595101246
ACH-000928,-1.4812949900967278
ACH-000929,-1.38015311936744
ACH-000932,-0.9639044303099584
ACH-000935,-0.943962682333422
ACH-000936,-1.192550273897677
ACH-000937,-1.2122338619661457
ACH-000938,-1.1995618595932127
ACH-000939,-0.9208148163917588
ACH-000941,-0.9991613831441276
ACH-000943,-1.149959000901316
ACH-000946,-1.2576028953725296
ACH-000947,-1.01129362170428
ACH-000948,-1.058536712996829
ACH-000950,-1.329319955567034
ACH-000953,-1.1904406274740509
ACH-000954,-0.7294526147266706
ACH-000957,-0.9912357025551782
ACH-000958,-1.1379104459006086
ACH-000960,-1.3150466020963856
ACH-000963,-1.1256700378017068
ACH-000968,-1.0174134199149385
ACH-000969,-1.0976500277653507
ACH-000972,-1.5019605914648146
ACH-000973,-1.4087806500175826
ACH-000974,-1.3236315332581574
ACH-000978,-1.244156844323518
ACH-000984,-1.3584646437732448
ACH-000986,-1.1697851776947714
ACH-000988,-1.2589460361712046
ACH-000993,-1.6724704436591795
ACH-000994,-1.0171220379073025
ACH-000996,-1.2407898385605765
ACH-001001,-1.2862986346802892
ACH-001020,-1.0645324958289322
ACH-001028,-1.2506193637271226
ACH-001031,-1.371071506873652
ACH-001038,-1.1043497376667668
ACH-001048,-1.3769728290235053
ACH-001050,-1.3263187071384237
ACH-001053,-1.2578271761199789
ACH-001054,-1.1324707802357137
ACH-001061,-1.2608544915344049
ACH-001067,-1.0524047931127978
ACH-001075,-1.4373741505525115
ACH-001096,-1.089960476683975
ACH-001111,-1.1137354436385958
ACH-001119,-0.8134521604095752
ACH-001128,-0.6092622177155921
ACH-001134,-0.9905022510059728
ACH-001151,-1.293528391904552
ACH-001163,-1.2518366857936192
ACH-001164,-0.8445729760360622
ACH-001183,-1.2685753195583953
ACH-001192,-0.9545238430234974
ACH-001193,-1.102429815781943
ACH-001196,-1.0276329466488625
ACH-001197,-1.2131397598739662
ACH-001205,-1.3154474447076645
ACH-001211,-0.9324684783347124
ACH-001212,-1.1236750050818909
ACH-001228,-1.155374596870527
ACH-001232,-1.1510895393694092
ACH-001239,-0.958694305602875
ACH-001270,-1.3458613075533838
ACH-001274,-1.2865178890890083
ACH-001275,-1.1818175090724372
ACH-001277,-1.127284040421689
ACH-001278,-1.037991371923396
ACH-001280,-1.0271047252461138
ACH-001283,-1.1780279219562635
ACH-001289,-0.9117679365991684
ACH-001300,-0.9894835132259848
ACH-001301,-1.065983506973114
ACH-001302,-0.8909797583415255
ACH-001306,-1.1676063714904492
ACH-001318,-1.1690213268636231
ACH-001322,-1.3223568826292869
ACH-001328,-1.2881197530733388
ACH-001332,-1.2691786271840784
ACH-001336,-1.1403110748685348
ACH-001346,-1.4512539440981331
ACH-001353,-1.293137012972875
ACH-001354,-1.174348649363067
ACH-001367,-1.0066169398065057
ACH-001368,-1.3468965717869867
ACH-001374,-1.133862853929872
ACH-001377,-1.463418320893979
ACH-001380,-1.1537266101479755
ACH-001391,-1.049070415660354
ACH-001408,-1.5572763079156329
ACH-001430,-1.206999694631241
ACH-001431,-1.2077307451406625
ACH-001450,-0.9365935704931706
ACH-001496,-1.046371975544235
ACH-001500,-1.0465681480032574
ACH-001523,-1.5797364726395402
ACH-001532,-1.0705175392191282
ACH-001550,-1.148921456667864
ACH-001552,-1.4237920142585083
ACH-001554,-1.0481456945241223
ACH-001654,-1.4110254059349323
ACH-001735,-1.124643239883069
ACH-001736,-1.0732629915424448
ACH-001737,-1.056242339611916
ACH-001740,-0.921241448602108
ACH-001745,-0.9922235407539244
ACH-001765,-1.0341230484631851
