,STAU2 (27067)
ACH-000004,-0.06263332607779341
ACH-000005,0.2692841112993759
ACH-000007,0.12776528943554766
ACH-000009,0.148463830035727
ACH-000011,0.0037245131831038867
ACH-000012,-0.02210497884412937
ACH-000013,0.07255393999447735
ACH-000014,-0.07414940376122804
ACH-000015,0.025355825627878203
ACH-000017,-0.0016400392131429473
ACH-000018,0.005271854391386789
ACH-000019,0.09476040659617782
ACH-000021,0.031567701345182664
ACH-000022,-0.033259625813632995
ACH-000025,-0.057003305002510024
ACH-000028,0.04518451703055276
ACH-000030,0.06976571888012592
ACH-000035,0.03721937996699834
ACH-000036,0.1596809664239298
ACH-000037,-0.05985371444074875
ACH-000039,0.1050595983604866
ACH-000040,0.0885619977876517
ACH-000041,0.03613765001879477
ACH-000042,0.06979938433951073
ACH-000045,0.011311739479668258
ACH-000047,-0.06818288936858506
ACH-000052,0.029100907787776974
ACH-000053,0.06946907193853627
ACH-000054,-0.006000121508781368
ACH-000055,0.13595751376874907
ACH-000060,0.01670451546230445
ACH-000067,0.04955043569880355
ACH-000070,0.06882434216117772
ACH-000075,0.21604384743033306
ACH-000078,0.00996279117744227
ACH-000082,0.058952312901044635
ACH-000085,0.0017141031713288025
ACH-000086,0.12647033963475487
ACH-000087,0.09245103435789262
ACH-000092,-0.1255682191695389
ACH-000095,0.042483472413862924
ACH-000097,0.019467429635305584
ACH-000098,-0.0022413023828917766
ACH-000099,0.06364472919911753
ACH-000108,-0.07556678328569694
ACH-000113,0.015845732883494713
ACH-000116,0.007709561788002407
ACH-000118,0.06509572388342752
ACH-000120,-0.004646532292113464
ACH-000123,0.104958454809339
ACH-000127,-0.03541764900162798
ACH-000128,0.028688297755614427
ACH-000132,0.1360472622662565
ACH-000133,0.07961224131743054
ACH-000137,0.024645342985728257
ACH-000138,0.11154522357682407
ACH-000142,0.07617191049613037
ACH-000143,0.11798816289594273
ACH-000146,0.08416579232909885
ACH-000148,0.1950914518245762
ACH-000150,0.051240519436652913
ACH-000152,0.02098926466737864
ACH-000153,-0.19695117053029085
ACH-000159,0.05430439882286479
ACH-000160,0.07792501106659196
ACH-000163,-0.007776158345325481
ACH-000167,0.09622778805492964
ACH-000168,-0.009691216202464223
ACH-000169,0.032311511021865545
ACH-000178,0.037788453201891004
ACH-000183,0.08634892377103377
ACH-000188,0.14024770748207174
ACH-000189,0.19346016943348315
ACH-000190,0.1719732955481663
ACH-000198,0.034678606198692084
ACH-000203,0.2534794439959009
ACH-000204,-0.1055953932911826
ACH-000206,0.17113383611715166
ACH-000207,-0.00934697162048032
ACH-000208,0.008047199156984942
ACH-000210,0.1233374437318958
ACH-000211,0.05843703686077738
ACH-000215,0.07808382781214472
ACH-000221,0.010644301329444923
ACH-000222,0.22400407717347395
ACH-000223,0.10858272606313532
ACH-000226,-0.049490541997949854
ACH-000227,-0.01840381598509519
ACH-000228,0.08474118148056428
ACH-000231,-0.0599670446647305
ACH-000232,0.06810892398301446
ACH-000233,0.02596278492545973
ACH-000234,0.09509472887553903
ACH-000235,0.0041171914913061495
ACH-000237,0.06154136963383777
ACH-000238,0.014466380972501944
ACH-000242,0.10296556467959242
ACH-000243,0.028473851335489325
ACH-000244,0.12930789376832316
ACH-000246,0.06616665249023093
ACH-000248,-0.15555763164787018
ACH-000250,-0.02489983101149084
ACH-000251,0.06484159776033784
ACH-000252,-0.0594837409017777
ACH-000253,0.05214986946191296
ACH-000255,0.12522314419059738
ACH-000256,-0.059077354643835824
ACH-000257,-0.23399732665744485
ACH-000258,-0.0004689512006110319
ACH-000259,0.14254644423460655
ACH-000260,0.004151132311851014
ACH-000261,0.04669638121357976
ACH-000262,0.04530155568605545
ACH-000263,0.10590285329871743
ACH-000264,0.015798292592318044
ACH-000265,-0.00558553185408603
ACH-000266,0.009038881393245731
ACH-000272,-0.06950608414173486
ACH-000274,0.11433042488529425
ACH-000277,0.0171557119625647
ACH-000278,-0.07426307960246821
