,IMMT (10989)
ACH-000004,-0.09805775315604012
ACH-000005,-0.01905287556570287
ACH-000007,0.10335490524612814
ACH-000009,-0.02736330283712352
ACH-000011,-0.14434215331828265
ACH-000012,0.0004272250831726255
ACH-000013,0.005799504890589818
ACH-000014,-0.03163397053397643
ACH-000015,-0.0737843003681232
ACH-000017,-0.20530291334970344
ACH-000018,-0.16270229477753995
ACH-000019,-0.2407703796767601
ACH-000021,-0.06304354634777909
ACH-000022,-0.09238216691875234
ACH-000025,-0.013673405327258624
ACH-000028,-0.19023358688458405
ACH-000030,0.04587634504059642
ACH-000035,-0.15227880308656042
ACH-000036,-0.0288184235994903
ACH-000037,-0.0057323284719613295
ACH-000039,0.013873318960374536
ACH-000040,-0.12399537461040112
ACH-000041,-0.07071154406528468
ACH-000042,-0.010748130403392595
ACH-000045,0.15579856173201234
ACH-000047,-0.036395199345270725
ACH-000052,-0.19555247161016
ACH-000053,-0.17353911801993338
ACH-000054,-0.05377737418409513
ACH-000055,-0.4112969382410783
ACH-000060,-0.03750278030549965
ACH-000067,0.01885617578613744
ACH-000070,0.0990506197361168
ACH-000075,-0.09691964752355384
ACH-000078,0.06447120364127662
ACH-000082,0.1169922327177162
ACH-000085,-0.2228939095420326
ACH-000086,-0.2338760800163186
ACH-000087,-0.0031786139032746854
ACH-000092,-0.1921011713609272
ACH-000095,-0.010508962112616371
ACH-000097,-0.10854573856365628
ACH-000098,-0.11287657895294068
ACH-000099,0.04834872699495366
ACH-000108,0.01761696376739651
ACH-000113,-0.16632727825356033
ACH-000116,-0.2214517263878975
ACH-000118,-0.17173574473109002
ACH-000120,0.01991006446663783
ACH-000123,-0.18382454523948055
ACH-000127,-0.12292045960079367
ACH-000128,-0.1965051395006321
ACH-000132,0.0016916824508273086
ACH-000133,-0.015297937764167184
ACH-000137,-0.217255516088268
ACH-000138,-0.0660685897022564
ACH-000142,-0.09089633492282052
ACH-000143,-0.1905248843186976
ACH-000146,0.1024745021828026
ACH-000148,0.03577555404293305
ACH-000150,-0.09004106235042073
ACH-000152,-0.3880742195817855
ACH-000153,-0.11230256788352083
ACH-000159,-0.07040402046516206
ACH-000160,-0.2174290119416393
ACH-000163,0.06585319008377527
ACH-000167,0.15988886062195184
ACH-000168,-0.029603269256569507
ACH-000169,-0.1181450907743992
ACH-000178,-0.1577215596746731
ACH-000183,-0.005493612494719518
ACH-000188,-0.026661092083211702
ACH-000189,0.1998022048536653
ACH-000190,-0.2844814909565258
ACH-000198,-0.035892233133889534
ACH-000203,-0.053256639673420515
ACH-000204,0.03098344433114608
ACH-000206,0.031807415563433465
ACH-000207,-0.04930921981173292
ACH-000208,-0.08548464039282988
ACH-000210,0.0500725257974816
ACH-000211,0.007822793295564475
ACH-000215,-0.06431269829359211
ACH-000221,-0.15706258002852475
ACH-000222,-0.08952812399977184
ACH-000223,-0.1452456547324084
ACH-000226,-0.07718180789786107
ACH-000227,-0.08567436353053201
ACH-000228,-0.17871142180248895
ACH-000231,-0.031790882686266925
ACH-000232,-0.038874824453768
ACH-000233,0.044377851713948535
ACH-000234,0.044771978487843915
ACH-000235,0.0893995589611457
ACH-000237,-0.02190320755083064
ACH-000238,-0.16865855536675955
ACH-000242,0.06372957102846243
ACH-000243,-0.058965843879873116
ACH-000244,0.05064355624144429
ACH-000246,0.16344668452040906
ACH-000248,-0.3857566978924187
ACH-000250,-0.07012952052225152
ACH-000251,-0.0009470192660708957
ACH-000252,-0.04412186011012546
ACH-000253,-0.074209633381238
ACH-000255,-0.1115543954628481
ACH-000256,0.0028138996698221174
ACH-000257,0.03339002737072789
ACH-000258,0.117091158398856
ACH-000259,-0.4685428125129769
ACH-000260,-0.18761021448704296
