,QTRT1 (81890)
ACH-000153,-0.009354791358911884
ACH-000159,-0.0919510677891006
ACH-000160,-0.11219401873933478
ACH-000163,-0.18911311443001685
ACH-000167,-0.4811958879858791
ACH-000168,-0.1027003659943761
ACH-000169,0.005904993121891267
ACH-000178,-0.133342242204805
ACH-000183,-0.04074076358119176
ACH-000188,-0.6414987266871159
ACH-000189,-0.3505937012775309
ACH-000190,-0.12375630471972578
ACH-000198,-0.0815135050488357
ACH-000203,-0.3977853850191092
ACH-000204,0.015969192718099254
ACH-000206,0.036715368205036035
ACH-000207,-0.008476120322194653
ACH-000208,-0.3667267034950375
ACH-000210,0.3020295815332309
ACH-000211,-0.15937503074293
ACH-000215,-0.03375634368483197
ACH-000221,-0.07343991108609679
ACH-000222,-0.029079958127417843
ACH-000223,-0.17608255730911224
ACH-000226,-0.10873927021692828
ACH-000227,-0.120845420520659
ACH-000228,-0.08353297521195167
ACH-000231,-0.12173981114958222
ACH-000232,-0.03667993177801607
ACH-000233,-0.26003903520493105
ACH-000234,-0.014141666855932062
ACH-000235,-0.10278569731490776
ACH-000237,-0.10801320819202533
ACH-000238,0.048098665806469834
ACH-000242,-0.011185005408270216
ACH-000243,-0.2741949174576388
ACH-000244,-0.3080477575462226
ACH-000246,-0.2252870507821735
ACH-000248,-0.1500202643976608
ACH-000250,-0.11493924339773752
ACH-000251,-0.2288175626615247
ACH-000252,-0.06844924359954982
ACH-000253,-0.16249016296645175
ACH-000255,-0.09832406989543976
ACH-000256,-0.303429791098629
ACH-000257,-0.26579137595956176
ACH-000258,-0.05477182670450776
ACH-000259,-0.08212597840354917
ACH-000260,-0.08560883240133998
ACH-000261,-0.09066775008503564
ACH-000262,0.002071070283940814
ACH-000263,-0.2930246196743103
ACH-000264,-0.15784859092155834
ACH-000265,-0.1465212149789342
ACH-000266,-0.06073272117189968
ACH-000272,-0.1299190727576892
ACH-000274,-0.08707637159433282
ACH-000277,-0.07624491078226622
ACH-000278,-0.15468980696780407
ACH-000279,0.12178169646800405
ACH-000280,-0.006893073883187945
ACH-000281,-0.08618349772421442
ACH-000288,-0.15254315124569034
ACH-000291,-0.1707034875975262
ACH-000293,-0.17446862411975309
ACH-000294,-0.5521605638141535
ACH-000295,-0.1030147383584234
ACH-000296,-0.25660636198290354
ACH-000302,-0.22535912920861914
ACH-000304,-0.15325647720028854
ACH-000307,-0.06793242716124408
ACH-000308,-0.06773128726825196
ACH-000310,-0.05358534014476015
ACH-000311,-0.12197998131911925
ACH-000312,-0.0728491064157967
ACH-000315,0.06755572613639027
ACH-000316,-0.028709619970949007
ACH-000317,-0.04700879426849194
ACH-000318,-0.3518197129353597
ACH-000319,-0.2061986355505865
ACH-000320,-0.14416173896569176
ACH-000322,-0.09287459204864476
ACH-000323,-0.1914662602229128
ACH-000324,-0.18529874625955486
ACH-000329,0.03903044710895843
ACH-000330,-0.0691388993637225
ACH-000331,-0.01799939541160301
ACH-000332,-0.16232795777479636
ACH-000334,-0.35484463465261346
ACH-000335,0.05622756493627089
ACH-000336,-0.002266246580107373
ACH-000337,-0.15218418923871366
ACH-000338,-0.05891933501500522
ACH-000339,-0.16207816957903293
ACH-000341,-0.20699160586384
ACH-000348,-0.14458898705189924
ACH-000350,-0.03027107155543574
ACH-000352,0.028389297514802733
ACH-000356,-0.04809629967970983
ACH-000361,-0.03071113073503033
ACH-000362,-0.2529186974282911
ACH-000363,-0.05433718329562722
ACH-000364,-0.14326806390698796
ACH-000365,0.0035432825436993096
ACH-000366,-0.1079049479326809
ACH-000368,-0.06413944580121647
ACH-000374,-0.04685369621152236
ACH-000375,-0.0497342443384174
ACH-000376,0.049699449044019
ACH-000381,-0.022434611777130624
ACH-000383,-0.10293949265520007
ACH-000387,-0.18535802258800027
ACH-000389,-0.02828306758707311
ACH-000390,-0.09549800778596744
ACH-000393,-0.16104871679130778
ACH-000395,-0.20197106475365445
ACH-000396,-0.24896610920837445
ACH-000397,-0.055999920608422384
ACH-000401,-0.18056178161122646
ACH-000402,-0.1034829034315823
ACH-000403,-0.09335514344210574
ACH-000404,-0.12702386918832895
ACH-000406,-0.08043568594122716
ACH-000407,-0.19811453467552484
ACH-000408,-0.1491773912998959
ACH-000410,-0.12501611518236766
ACH-000411,-0.22842685646430866
ACH-000414,0.06435698112614527
ACH-000415,-0.2156019573984128
ACH-000416,-0.2018387976648221
ACH-000420,-0.17772343638607432
ACH-000421,-0.15218904653031273
ACH-000424,-0.010816871574801946
ACH-000425,-0.1206919280377591
ACH-000426,-0.03854025924305631
ACH-000427,-0.1161615503547165
ACH-000433,-0.44284740311859655
ACH-000435,-0.0948075859459014
ACH-000436,-0.02391562864348332
ACH-000444,-0.14102553993934042
ACH-000445,-0.30820691021116586
ACH-000448,-0.1383066281205906
ACH-000450,-0.07964196695548667
ACH-000452,-0.2359303090435397
ACH-000454,-0.07604010796110579
ACH-000458,-0.4577028229353776
ACH-000459,-0.13492685991522027
ACH-000460,-0.2914352788664169
ACH-000461,-0.12398605720734998
ACH-000463,-0.1777137694740483
ACH-000464,-0.05233842657558786
ACH-000466,-0.20267805061789526
ACH-000467,-0.16464339578004686
ACH-000468,-0.06108416617976305
ACH-000469,-0.10731156263149184
ACH-000470,-0.11521122817394405
ACH-000471,-0.08211134379983838
ACH-000472,-0.2617186914838581
ACH-000473,0.1012533776154016
ACH-000475,-0.03254716682156865
ACH-000476,-0.050552923824538264
ACH-000477,-0.08777996333409778
ACH-000479,-0.06966790283824834
ACH-000480,0.11913646542215182
ACH-000481,-0.14087971435901192
ACH-000483,-0.3541662866386138
ACH-000484,-0.2634305818943751
ACH-000485,-0.09900031523058392
ACH-000486,-0.08170007153150763
ACH-000487,-0.186247965767574
ACH-000488,-0.17755114070648745
ACH-000490,-0.18437106054911934
ACH-000491,0.04081753531169763
ACH-000495,-0.0845558426853897
ACH-000496,-0.11050429790701992
ACH-000499,-0.3143491794854359
ACH-000500,0.001580366087396732
ACH-000502,-0.2573748413750726
ACH-000503,-0.28556226601409285
ACH-000505,-0.15979689385047247
ACH-000507,-0.0959918846953538
ACH-000510,-0.2109569506676904
ACH-000511,-0.10872531740536512
ACH-000512,0.014232057847178478
ACH-000516,-0.14213859594860365
ACH-000517,-0.13597560451843754
ACH-000518,-0.042624663788873716
ACH-000520,-0.2942289563408384
ACH-000521,0.005061956373308845
ACH-000522,-0.12127919658874176
ACH-000524,-0.09509342854679542
ACH-000527,-0.2739711269749622
ACH-000528,-0.03709870832361837
ACH-000537,-0.2385833255888719
ACH-000541,-0.16449027363226426
ACH-000542,-0.08242078093209085
ACH-000544,-0.13498887964275974
ACH-000545,-0.21926158276397886
ACH-000547,0.1429128863925352
ACH-000548,-0.2503496844007116
ACH-000549,-0.12129678117309045
ACH-000550,0.0671760031417305
ACH-000552,0.03270357920764865
ACH-000556,-0.1922041028206066
ACH-000557,-0.13676457713504128
ACH-000569,-0.4551061813378141
ACH-000570,-0.006502090642008125
ACH-000571,-0.202127221073356
ACH-000573,-0.12485742893169766
ACH-000576,-0.2748938314894516
ACH-000579,-0.06602697113910565
ACH-000580,-0.00954156582897163
ACH-000584,-0.11877276593035516
ACH-000585,-0.2415936051734202
ACH-000588,-0.15672213878534175
ACH-000589,-0.15271815953569798
ACH-000591,-0.2871452783323617
ACH-000593,-0.07727802583729892
ACH-000600,-0.07746572845540779
ACH-000601,-0.21614827457532812
ACH-000605,-0.1350118718960509
ACH-000606,-0.15095128801059174
ACH-000608,-0.19266702582920087
ACH-000614,-0.10038900223107702
ACH-000616,0.012172602224161758
ACH-000618,-0.3306073742584372
ACH-000619,-0.14904596313588375
ACH-000620,-0.2359373326625515
ACH-000621,-0.08736784550215156
ACH-000622,-0.09714481434671322
ACH-000623,-0.15534324013423412
ACH-000624,-0.11804642648368745
ACH-000627,-0.24767385571082556
ACH-000630,-0.18835837278106374
ACH-000631,0.13844452827534529
ACH-000632,-0.30052071341945874
ACH-000633,-0.2749067304937429
ACH-000637,-0.2147461334026416
ACH-000638,-0.24987058764869094
ACH-000646,-0.2352335534923657
ACH-000647,-0.05092888540485674
ACH-000648,-0.15737414873805292
ACH-000649,-0.08716148249368336
ACH-000651,-0.08744306843288481
ACH-000652,-0.14216550210620907
ACH-000653,0.0911634576443876
ACH-000657,-0.1512898732682838
ACH-000658,-0.134712688870461
ACH-000661,-0.1844542935630548
ACH-000662,0.07904856187627171
ACH-000663,-0.02627452716777541
ACH-000665,-0.28586629883891074
ACH-000671,-0.09261935361868193
ACH-000672,-0.18763734765337686
ACH-000673,-0.2236403836267708
ACH-000676,-0.04683387977994199
ACH-000677,-0.0743146163402843
ACH-000681,-0.004251004399902494
ACH-000683,-0.11912333575507375
ACH-000684,-0.05699687815013276
ACH-000688,-0.2224966920720637
ACH-000693,-0.12078842268184205
ACH-000694,-0.16659510604809874
ACH-000695,-0.015833828776752018
ACH-000696,-0.23762433029976995
ACH-000697,-0.10276475621729188
ACH-000699,-0.29896804322368786
ACH-000701,-0.26799861124109386
ACH-000706,-0.08640312215750537
ACH-000711,-0.20323434686471786
ACH-000713,-0.31779971766246856
ACH-000714,-0.008330873836873434
ACH-000718,-0.12606115673012533
ACH-000720,-0.18012173758920846
ACH-000721,-0.16851137675476668
ACH-000724,-0.026805671022686647
ACH-000725,-0.07699448190833985
ACH-000732,-0.3015232350692725
ACH-000734,-0.16825744579850468
ACH-000735,-0.22881017314871105
ACH-000736,0.03142597575484238
ACH-000738,-0.15774324915417315
ACH-000746,-0.1353934203649692
ACH-000747,-0.177070087557506
ACH-000748,-0.22603959066578394
ACH-000753,-0.010815169468803315
ACH-000756,-0.25325520122524586
ACH-000757,-0.08849592091168798
ACH-000758,-0.12699613523291053
ACH-000760,-0.013706201500382572
ACH-000762,-0.2741157145671728
ACH-000763,-0.1817233177838344
ACH-000764,-0.3012511221803727
ACH-000765,-0.07995194027834159
ACH-000766,-0.06603144930604915
ACH-000767,-0.0359278381559983
ACH-000768,-0.2878387861942951
ACH-000769,-0.05100956387614383
ACH-000770,-0.10305575262845756
ACH-000771,-0.08796110166449819
ACH-000773,-0.023911213018751872
ACH-000776,-0.278429427714442
ACH-000777,-0.1558030367938323
ACH-000778,-0.2255456494269386
ACH-000781,-0.09398362356065074
ACH-000782,-0.1065716926905651
ACH-000783,-0.1655955031487726
ACH-000784,-0.08401641141843981
ACH-000785,-0.060005301270652914
ACH-000787,-0.07467897880060098
ACH-000788,-0.15006310008539225
ACH-000791,-0.17594244417741456
ACH-000792,-0.31153460356237506
ACH-000794,-0.18635164319988934
ACH-000796,-0.11174142640259893
ACH-000798,-0.19864006720556726
ACH-000799,-0.29715850050997866
ACH-000800,-0.0016298192500656741
ACH-000802,-0.1890220439742915
ACH-000804,0.006677827122561175
ACH-000805,-0.161578729050536
ACH-000809,-0.15125392394472775
ACH-000810,0.02897491940038515
ACH-000811,-0.1389497367478525
ACH-000817,-0.2216619273768955
ACH-000819,-0.14002900809872051
ACH-000820,-0.6430776425538547
ACH-000821,-0.2135694051886544
ACH-000822,-0.20524045283378986
ACH-000823,-0.10931316972488037
ACH-000824,-0.18208357206898435
ACH-000827,0.008758810555838386
ACH-000829,-0.17623785260001015
ACH-000831,-0.1345874863194704
ACH-000832,-0.0784468248988058
ACH-000833,0.04582995288528585
ACH-000834,0.019746654343651467
ACH-000835,-0.22141986712343534
ACH-000836,-0.39557900733120105
ACH-000837,-0.018210445267018163
ACH-000838,-0.07704128459264377
ACH-000839,-0.11668511482631146
ACH-000840,0.2518562366016626
ACH-000841,-0.018867742113369796
ACH-000843,-0.1416878893054223
ACH-000846,-0.16760943224948038
ACH-000847,-0.23940344224734544
ACH-000848,-0.035788145378535564
ACH-000849,-0.05147296343336242
ACH-000851,-0.06368798383577973
ACH-000855,0.03165790499682364
ACH-000856,-0.15172912086994325
ACH-000858,-0.1822489357548044
ACH-000859,-0.2435086140564012
ACH-000861,-0.11284716614052025
ACH-000862,-0.19194354787328008
ACH-000865,-0.15328809579087566
ACH-000866,-0.05660900035521917
ACH-000867,-0.15809179747800794
ACH-000869,-0.14070929705198235
ACH-000872,-0.18109561674248026
ACH-000873,-0.3722882212915163
ACH-000876,-0.02761943108863077
ACH-000878,-0.012010257519191131
ACH-000880,-0.11445630344541124
ACH-000881,0.03877712747561883
ACH-000882,-0.1763916287350716
ACH-000884,-0.0990248408731534
ACH-000885,-0.014793120809413788
ACH-000887,-0.12487932630741624
ACH-000889,0.01850133836210074
ACH-000896,-0.1010858543131894
ACH-000898,-0.057332071775349776
ACH-000900,-0.1879306737353636
ACH-000901,-0.16190817912655522
ACH-000905,-0.13653535451396054
ACH-000906,-0.14418138742769782
ACH-000907,-0.032182748623976
ACH-000910,0.0046734470059349754
ACH-000911,-0.07863374758408488
ACH-000912,-0.13663092475379585
ACH-000913,-0.08537609712254597
ACH-000915,-0.15463076915063506
ACH-000916,0.08712247975902677
ACH-000917,-0.187346207926617
ACH-000920,0.02910587448199284
ACH-000921,-0.14509288555369146
ACH-000924,-0.16341873639177434
ACH-000926,-0.011687901633473826
ACH-000928,-0.1126761427291426
ACH-000929,0.007612529137542808
ACH-000932,-0.08435356346314833
ACH-000935,-0.04171837651359571
ACH-000936,-0.2004623687914805
ACH-000937,-0.09319062223308157
ACH-000938,-0.07275760061976375
ACH-000939,-0.3651253611117383
ACH-000941,-0.2067218105384599
ACH-000943,-0.14577641293360866
ACH-000946,0.02332688594400856
ACH-000947,-0.13993291065095956
ACH-000948,-0.007708362914843512
ACH-000950,-0.22521030045119295
ACH-000953,-0.17398076512822885
ACH-000954,-0.2995470428188949
ACH-000957,-0.20113980506806892
ACH-000958,-0.09614142409571592
ACH-000960,-0.10765650814534583
ACH-000963,-0.16481467984024906
ACH-000968,-0.11315695517177983
ACH-000969,-0.18773424614120804
ACH-000972,-0.2936453139043305
ACH-000973,-0.07149052640356443
ACH-000974,-0.054972248452569435
ACH-000978,0.1364140396278563
ACH-000984,-0.19850381645524748
ACH-000986,-0.09398334802384918
ACH-000988,-0.26678733145711503
ACH-000993,-0.2397690009778406
ACH-000994,-0.2251249644031408
ACH-000996,-0.2451242836392753
ACH-001001,-0.12020045863640964
ACH-001020,-0.19699938018877636
ACH-001028,-0.22719222358341315
ACH-001031,-0.04684768676118972
ACH-001038,-0.05097783270500452
ACH-001048,-0.01056223379003472
ACH-001050,-0.22136480090987354
ACH-001053,-0.17244034552987572
ACH-001054,0.021586617655714572
ACH-001061,-0.06894693591520609
ACH-001067,-0.32586165850170623
ACH-001075,-0.09829487689608507
ACH-001096,0.11511495425880333
ACH-001111,-0.28478686177130025
ACH-001119,-0.1186527269686802
ACH-001128,-0.4581925051648166
ACH-001134,-0.07431125243687642
ACH-001151,-0.060840923890250975
ACH-001163,-0.085134333158179
ACH-001164,0.04454155441870583
ACH-001183,-0.13925454393115458
ACH-001192,-0.0961628042839652
ACH-001193,-0.08424069101876533
ACH-001196,-0.1255561688219058
ACH-001197,-0.18008389149047327
ACH-001205,-0.13263536273876286
ACH-001211,0.06085403202387071
ACH-001212,-0.16842593873334052
ACH-001228,-0.01886449237752376
ACH-001232,0.02553522352557892
ACH-001239,0.022547998431351482
ACH-001270,-0.04990418063938769
ACH-001274,-0.1400053257463628
ACH-001275,0.03187815659742961
ACH-001277,0.002108224452778367
ACH-001278,-0.3714628490492326
ACH-001280,-0.30833957601931544
ACH-001283,-0.10819669830390348
ACH-001289,0.12292470540450215
ACH-001300,0.011207595474898637
ACH-001301,-0.0773404622164737
ACH-001302,-0.22740778179296134
ACH-001306,-0.36029684298425146
ACH-001318,-0.20761650284463246
ACH-001322,-0.3062606589577116
ACH-001328,-0.2090781598592628
ACH-001332,-0.1726317334178402
ACH-001336,-0.2518648148195617
ACH-001346,-0.18882582210118667
ACH-001353,-0.14787540171106314
ACH-001354,-0.0742926227341083
ACH-001367,0.02051532286474579
ACH-001368,-0.2847917325569269
ACH-001374,-0.0395992117868116
ACH-001377,-0.047366145127594204
ACH-001380,-0.3004921844896514
ACH-001391,-0.05011812790512865
ACH-001408,0.032231223529209665
ACH-001430,-0.16513617706293093
ACH-001431,-0.06373486867200819
ACH-001450,-0.009398164169387395
ACH-001496,-0.06703982110118098
ACH-001500,-0.2813005305405172
ACH-001523,-0.12703524000290906
ACH-001532,-0.019894778184681886
ACH-001550,-0.10144607678102452
ACH-001552,-0.1858252106568198
ACH-001554,-0.2690059460518054
ACH-001654,-0.16482955992153078
ACH-001735,-0.08132143838990173
ACH-001736,0.00029905077833100336
ACH-001737,-0.20428877340828328
ACH-001740,-0.2664087692353291
ACH-001745,-0.13287591326056744
ACH-001765,-0.23140545933383105
