,EXOG (9941)
ACH-000004,0.1833094493326657
ACH-000005,0.2796010413676056
ACH-000007,0.17480000580126165
ACH-000009,-0.06032214845308258
ACH-000011,0.026271099121525168
ACH-000012,0.02895346391296485
ACH-000013,0.15086186759122402
ACH-000014,0.13572552064493976
ACH-000015,0.01917841327880828
ACH-000017,-0.01058809633871402
ACH-000018,0.01696908507904437
ACH-000019,-0.03027709707853564
ACH-000021,0.11990985070637702
ACH-000022,0.07181490745607567
ACH-000025,-0.020259899448703888
ACH-000028,0.08240823938639906
ACH-000030,0.0666512784441506
ACH-000035,0.21626990771312105
ACH-000036,0.03712719469881708
ACH-000037,0.06169950711043255
ACH-000039,0.1040873941135618
ACH-000040,0.1343359304948295
ACH-000041,0.07936265385075779
ACH-000042,0.004353622166372488
ACH-000045,0.06536849067440728
ACH-000047,0.004424365650559625
ACH-000052,0.07108764774396634
ACH-000053,0.02390006155272908
ACH-000054,0.11541065782389315
ACH-000055,0.2399032762694913
ACH-000060,-0.03282728650617996
ACH-000067,0.01201749215267075
ACH-000070,0.140401087969073
ACH-000075,0.1572851378916526
ACH-000078,-0.05929041734267385
ACH-000082,0.09356291831697652
ACH-000085,0.06651341281969157
ACH-000086,0.015369742134754791
ACH-000087,0.2854752947134125
ACH-000092,0.03482823210867796
ACH-000095,0.09029978805883276
ACH-000097,0.05250785466374044
ACH-000098,0.053475704445428984
ACH-000099,0.05634314738012091
ACH-000108,0.1721369561215426
ACH-000113,0.1783616788357486
ACH-000116,0.03226312478920261
ACH-000118,0.1188892805612241
ACH-000120,0.0924170824239303
ACH-000123,-0.06376607228935477
ACH-000127,0.12160544730852547
ACH-000128,0.13073547826223642
ACH-000132,0.1442273634348337
ACH-000133,0.01097460542552745
ACH-000137,0.12225093594008847
ACH-000138,0.07190400916477564
ACH-000142,0.056813102917256775
ACH-000143,0.05471852756890718
ACH-000146,0.07445844668220293
ACH-000148,0.18156463846701448
ACH-000150,-0.060298493079284025
ACH-000152,0.026523361489054667
ACH-000153,-0.01956488997277498
ACH-000159,0.07659152689945968
ACH-000160,0.07467977270592704
ACH-000163,0.1448789679685468
ACH-000167,0.1905647595963652
ACH-000168,0.010381893048780072
ACH-000169,0.1833833953311637
ACH-000178,0.15064574486969595
ACH-000183,0.15631190249947152
ACH-000188,0.03832793850250943
ACH-000189,0.1506965256522413
ACH-000190,0.08617135169343143
ACH-000198,0.16068885424535556
ACH-000203,-0.1935570547464424
ACH-000204,0.111313980452959
ACH-000206,0.3112802335752578
ACH-000207,0.0828842651989111
ACH-000208,0.107326865449191
ACH-000210,-0.05260267515191271
ACH-000211,0.007706448827433979
ACH-000215,0.1549577589040121
ACH-000221,0.033817241791667736
ACH-000222,0.1812086600130684
ACH-000223,0.07153229161771059
ACH-000226,0.1395294036645888
ACH-000227,0.06348431989920215
ACH-000228,-0.005053298075516386
ACH-000231,0.06763192101554487
ACH-000232,0.06552199153355785
ACH-000233,0.1942732781951844
ACH-000234,0.11001387885304456
ACH-000235,0.05855723217857179
ACH-000237,0.05371559271966416
ACH-000238,-0.04290892495366793
ACH-000242,0.16221263337032998
ACH-000243,0.13951491776614633
ACH-000244,0.14175657366123395
ACH-000246,0.00804664044723756
ACH-000248,0.116404000780463
ACH-000250,0.08132246096795946
