,BBC3 (27113)
ACH-000004,0.12587920985484854
ACH-000005,-0.15784104661851076
ACH-000007,0.21389305764248528
ACH-000009,-0.07344872213878806
ACH-000011,0.05912995268223089
ACH-000012,0.006111810255073051
ACH-000013,0.00879254226244103
ACH-000014,-0.05729423935191408
ACH-000015,0.1692899563312365
ACH-000017,0.12953727002271825
ACH-000018,0.04516723080294944
ACH-000019,-0.008690896912681089
ACH-000021,-0.01838743612013917
ACH-000022,0.02016272564333832
ACH-000025,0.2623185787335758
ACH-000028,0.10517167197489244
ACH-000030,-0.08367019689523462
ACH-000035,-0.05699787498902548
ACH-000036,0.0534410785658984
ACH-000037,0.09078511354736203
ACH-000039,0.07473777391874857
ACH-000040,0.0195789707274996
ACH-000041,-0.09346000858007487
ACH-000042,-0.001799934437960338
ACH-000045,-0.044370652842467835
ACH-000047,0.0016356095526253109
ACH-000052,0.09926193146342714
ACH-000053,-0.12653943000301182
ACH-000054,0.038278584476282594
ACH-000055,-0.14851496827055785
ACH-000060,0.11559021942519546
ACH-000067,-0.03869692868881791
ACH-000070,0.33896915974820474
ACH-000075,0.06658549746323407
ACH-000078,0.2624752293187061
ACH-000082,-0.007082640867843261
ACH-000085,0.11130271752764047
ACH-000086,0.06938870653314955
ACH-000087,-0.0504832768252011
ACH-000092,0.06680555204986174
ACH-000095,-0.04100214825010734
ACH-000097,0.02255556123865181
ACH-000098,-0.02721969258141269
ACH-000099,0.06266522851751773
ACH-000108,-0.043301066615910315
ACH-000113,-0.060152453588001274
ACH-000116,0.04998781633308205
ACH-000118,0.045218799020660366
ACH-000120,0.1565956648308208
ACH-000123,0.14161938681495115
ACH-000127,0.0143705347012408
ACH-000128,0.012076692818058305
ACH-000132,0.04724627138533161
ACH-000133,-0.030146505452438164
ACH-000137,-0.03184962765858634
ACH-000138,-0.004336102635482026
ACH-000142,-0.043198060186843606
ACH-000143,-0.1254200725039758
ACH-000146,0.051531057183283206
ACH-000148,-0.03591300894934532
ACH-000150,0.10614110531052966
ACH-000152,0.07728992670342362
ACH-000153,-0.05994319695972827
ACH-000159,0.008707276700018802
ACH-000160,0.06693179365102811
ACH-000163,0.041697175306110085
ACH-000167,0.07558826071278181
ACH-000168,-0.027700012560471138
ACH-000169,0.06437773842480488
ACH-000178,0.044427675211093656
ACH-000183,-0.08419786013219308
ACH-000188,0.08474026324647335
ACH-000189,0.19815293270818396
ACH-000190,-0.11269501923708007
ACH-000198,0.1546446733236838
ACH-000203,-0.3024183182109254
ACH-000204,-0.005339166748601488
ACH-000206,-0.0673301452000816
ACH-000207,-0.014167336913928144
ACH-000208,0.015105793585952963
ACH-000210,0.031299961025713495
ACH-000211,0.08700704221279076
ACH-000215,0.03435777401515714
ACH-000221,0.13382973860182892
ACH-000222,-0.011298693057140437
ACH-000223,0.07752723757684389
ACH-000226,-0.0939940944296468
ACH-000227,-0.03640349917868075
ACH-000228,0.003851344227649353
ACH-000231,0.10194906956069696
ACH-000232,0.09450405068574204
ACH-000233,-0.050450525056851415
ACH-000234,0.04972436644921429
ACH-000235,-0.008668606376163731
ACH-000237,0.0583752257319997
ACH-000238,0.08231364841010752
ACH-000242,-0.4400224692938263
ACH-000243,0.04151634211804952
ACH-000244,-0.0576971907631601
ACH-000246,0.031464453814853896
ACH-000248,0.10099467535808936
ACH-000250,0.046976062122331824
ACH-000251,-0.094630289895947
ACH-000252,0.06132619032244348
ACH-000253,-0.054366313260776934
ACH-000255,-0.10248572615981567
