,NR1D2 (9975)
ACH-000004,0.10300112029564257
ACH-000005,-0.0687775522867023
ACH-000007,0.2265505156863158
ACH-000009,0.0343289906903319
ACH-000011,0.1427312356835556
ACH-000012,0.01978091593326913
ACH-000013,0.036392168251789064
ACH-000014,0.18563607228750326
ACH-000015,0.20780623033297865
ACH-000017,0.0539702699139409
ACH-000018,0.16485494337945045
ACH-000019,0.07653189166447799
ACH-000021,0.1413805979717035
ACH-000022,0.05570256292040147
ACH-000025,-0.0446102281876642
ACH-000028,0.10453451232324468
ACH-000030,0.0531438475813879
ACH-000035,0.07085742554674769
ACH-000036,0.1073989004787153
ACH-000037,0.0982958074856218
ACH-000039,0.1961833693552084
ACH-000040,0.1396066814912533
ACH-000041,0.13855881774716436
ACH-000042,0.05927869036406872
ACH-000045,0.12638309252496185
ACH-000047,0.1339476422555198
ACH-000052,0.007305638431609731
ACH-000053,0.14034556320746527
ACH-000054,0.10330516765270424
ACH-000055,0.04028812133089083
ACH-000060,0.1559115709813968
ACH-000067,0.04268583731138202
ACH-000070,0.15481722248549573
ACH-000075,0.16396830995767786
ACH-000078,0.15116326456688295
ACH-000082,0.07717100557497532
ACH-000085,0.2624980923775401
ACH-000086,0.10503064669777444
ACH-000087,0.028955493306310576
ACH-000092,0.1064544252300249
ACH-000095,0.008387235844439993
ACH-000097,0.20215786079504816
ACH-000098,0.1347985056675035
ACH-000099,0.17411446881171685
ACH-000108,0.10501617649486614
ACH-000113,0.10160843524001212
ACH-000116,0.14502542895183065
ACH-000118,0.17385534410006098
ACH-000120,0.05259433426385046
ACH-000123,0.08499635288244453
ACH-000127,0.1342013969493953
ACH-000128,0.09248559351987012
ACH-000132,0.11960932053119505
ACH-000133,0.15973544857433553
ACH-000137,0.0023505938031276037
ACH-000138,0.04358753684043329
ACH-000142,0.1440097963970339
ACH-000143,0.038518964610721386
ACH-000146,0.21187639262803445
ACH-000148,0.13157371431620854
ACH-000150,-0.04271916988710942
ACH-000152,0.04144448310563178
ACH-000153,0.3197871220514653
ACH-000159,-0.00402440377328459
ACH-000160,0.06813646981028565
