,ESRP1 (54845)
ACH-000004,0.002345717379032977
ACH-000005,0.20246019183818104
ACH-000007,0.13746265368372165
ACH-000009,0.18412727325384529
ACH-000011,0.15326054772222558
ACH-000012,-0.16476290110270966
ACH-000013,0.03336692479866995
ACH-000014,0.20385748918698504
ACH-000015,0.2553032849535222
ACH-000017,0.0958875260302302
ACH-000018,0.16847642243574887
ACH-000019,0.16184086247191504
ACH-000021,0.2891380713302196
ACH-000022,0.02340063328888016
ACH-000025,0.1086376847307588
ACH-000028,0.1465256769464819
ACH-000030,0.05279490265451948
ACH-000035,0.22923051553465
ACH-000036,0.08138796794404682
ACH-000037,0.1686121908690051
ACH-000039,0.037053472455942
ACH-000040,0.10390220283932627
ACH-000041,-0.06396678642005907
ACH-000042,0.29442406776592633
ACH-000045,0.1293709627742952
ACH-000047,0.2366812713978953
ACH-000052,0.1321402521265274
ACH-000053,0.15341728232816482
ACH-000054,0.11815716054717655
ACH-000055,-0.048330508303726295
ACH-000060,0.15925525384721864
ACH-000067,0.11096380655900473
ACH-000070,-0.006563457521684993
ACH-000075,0.3364161246131106
ACH-000078,0.2939539686093835
ACH-000082,0.10334881005839427
ACH-000085,0.02767128161703529
ACH-000086,0.23378621816801046
ACH-000087,-0.018636277045794063
ACH-000092,0.0470089138130281
ACH-000095,0.18965776891390204
ACH-000097,0.09162368757881584
ACH-000098,0.05083545442117654
ACH-000099,0.18094782899377929
ACH-000108,0.2091166135543896
ACH-000113,0.16129926293836916
ACH-000116,0.16297814586131285
ACH-000118,0.029006069323139212
ACH-000120,0.09972223976991096
ACH-000123,0.22575463624703404
ACH-000127,0.1765297396954574
ACH-000128,-0.06512037150339015
ACH-000132,0.18588031797374535
ACH-000133,0.019400763862573757
ACH-000137,0.24406754448996
ACH-000138,0.14577418497337458
ACH-000142,0.4327974557093276
ACH-000143,0.052253736150128134
ACH-000146,0.10715201791302544
ACH-000148,0.188154712807845
ACH-000150,0.055542893957339086
ACH-000152,0.05317590953488803
ACH-000153,0.13784532610124384
ACH-000159,0.05721816206564646
ACH-000160,0.003270474460459677
ACH-000163,0.004603538164523446
ACH-000167,0.15873621611073893
ACH-000168,0.18305943698098684
ACH-000169,0.11474132913932968
ACH-000178,0.12488759499928187
ACH-000183,0.14728054231613574
ACH-000188,0.4441546280605297
ACH-000189,0.18129398311338524
ACH-000190,0.21820119150738196
ACH-000198,0.2143650185253302
ACH-000203,0.1117920466149663
ACH-000204,0.02335043127427904
ACH-000206,0.016126433027514073
ACH-000207,0.09702081757079356
ACH-000208,0.17105502468354478
ACH-000210,0.015691194715961802
ACH-000211,0.09222896616782753
ACH-000215,0.08527901679600003
ACH-000221,0.09870581652471333
ACH-000222,0.10896985575487074
ACH-000223,0.3274530721131872
ACH-000226,0.04389881348556302
ACH-000227,0.1133661545540827
ACH-000228,0.013795220786610793
ACH-000231,0.1431973627443054
ACH-000232,0.06287534908866259
ACH-000233,0.0963138049151286
ACH-000234,0.0809057276995415
ACH-000235,-0.11767136993503972
ACH-000237,0.11320380818367655
ACH-000238,0.3227965203045309
ACH-000242,-0.1657818399760489
ACH-000243,-0.2409288087568183
ACH-000244,0.1984550800075605
ACH-000246,0.10060761340255436
ACH-000248,0.15518334365498018
ACH-000250,0.1244761742982321
ACH-000251,-0.027096477461632712
ACH-000252,-0.03835304177315527
ACH-000253,-0.005120309957272909
ACH-000255,0.14422277668600647
ACH-000256,0.14314462827238936
ACH-000257,0.10246635815859588
ACH-000258,-0.13764065677764195
ACH-000259,0.23948254704410246
ACH-000260,0.16757246399850645
ACH-000261,0.13150183149990247
ACH-000262,0.09213832344836384
ACH-000263,0.15800300523610158
ACH-000264,0.05850886609984762
ACH-000265,0.020129552741898985
ACH-000266,-0.06766938244435247
ACH-000272,0.06713922677765558
ACH-000274,0.0492228601995099
ACH-000277,-0.2635160684696169
ACH-000278,0.10441136717551264
ACH-000279,0.15790922033649638
ACH-000280,0.21356462019566896
ACH-000281,-0.016607210832835808
ACH-000288,0.33540631537045545
ACH-000291,0.1531963751764914
ACH-000293,0.0437236957552351
ACH-000294,0.12295728821704592
ACH-000295,0.29858669303351004
ACH-000296,0.1068138469509746
ACH-000302,0.12885219713411894
ACH-000304,0.11173840467762096
ACH-000307,0.07071215462094115
ACH-000308,0.10259663399125177
ACH-000310,0.20383429097375694
ACH-000311,0.1206261538704384
ACH-000312,0.10545077031134767
ACH-000315,-0.010303241394352323
ACH-000316,0.08149597854174337
ACH-000317,0.05655969200089608
