,GDF1 (2657)
ACH-000004,-0.2976972846270918
ACH-000005,-0.2098318427118567
ACH-000007,-0.14527515127465665
ACH-000009,-0.2432968988741783
ACH-000011,-0.17830080573832624
ACH-000012,-0.2655795920312294
ACH-000013,-0.19833087201978072
ACH-000014,-0.1510376274034013
ACH-000015,-0.4048565372282791
ACH-000017,-0.2261923866050469
ACH-000018,-0.1728799757306274
ACH-000019,-0.1084298267159622
ACH-000021,-0.2341268387449344
ACH-000022,-0.29598853653778
ACH-000025,-0.2635325187045842
ACH-000028,-0.21989558688360145
ACH-000030,-0.3152150925993156
ACH-000035,-0.0043204788382350074
ACH-000036,-0.4116548459999867
ACH-000037,-0.07752517951219379
ACH-000039,-0.10687184752551646
ACH-000040,-0.284875931185754
ACH-000041,-0.027985515976282432
ACH-000042,-0.39349959417478336
ACH-000045,-0.02080943728858233
ACH-000047,-0.08028365378963671
ACH-000052,-0.07237827183110948
ACH-000053,-0.1086363484490792
ACH-000054,-0.3413002581725233
ACH-000055,-0.471562797776585
ACH-000060,-0.2358211840985812
ACH-000067,-0.2759170297211946
ACH-000070,-0.1551309870830557
ACH-000075,-0.05020682312559356
ACH-000078,-0.06717341080020955
ACH-000082,-0.2475707932984934
ACH-000085,-0.17821280928509253
ACH-000086,-0.22455914362787413
ACH-000087,0.14579225341154234
ACH-000092,-0.2544309146958715
ACH-000095,-0.22208236959612732
ACH-000097,-0.13107791580206812
ACH-000098,-0.2986069541166253
ACH-000099,-0.1449769339883547
ACH-000108,-0.2287505434455887
ACH-000113,-0.08800377395774754
ACH-000116,-0.20768125987618088
ACH-000118,-0.2099706011740234
ACH-000120,-0.03934263944331708
ACH-000123,-0.3558624697404686
ACH-000127,-0.30823053777136444
ACH-000128,-0.17958305413291026
ACH-000132,-0.13089245861675705
ACH-000133,-0.057578926467363616
ACH-000137,-0.30604373829781106
ACH-000138,-0.1463157171543968
ACH-000142,-0.2344952514541732
ACH-000143,-0.2325253979776156
ACH-000146,-0.20558212141036825
ACH-000148,-0.1928257847740692
ACH-000150,-0.4301423035961881
ACH-000152,-0.23907085758543506
ACH-000153,-0.1475145330244879
