,SH3PXD2A (9644)
ACH-000004,-0.2307590118947336
ACH-000005,-0.13795841617194626
ACH-000007,-0.23103913388514846
ACH-000009,-0.31734594896373325
ACH-000011,-0.4476560086630729
ACH-000012,-0.33642507223838325
ACH-000013,-0.3440853629877708
ACH-000014,-0.4182481214170509
ACH-000015,-0.3255151892161281
ACH-000017,-0.19312905684570086
ACH-000018,-0.3627931920865379
ACH-000019,-0.21847814131958956
ACH-000021,-0.042753621593284
ACH-000022,-0.1700499249160041
ACH-000025,-0.4478046087122662
ACH-000028,-0.16492832116462572
ACH-000030,-0.273192068266148
ACH-000035,-0.031003889281646494
ACH-000036,-0.13396554531280933
ACH-000037,-0.26785439657825233
ACH-000039,-0.3926963843380665
ACH-000040,-0.11677870594265398
ACH-000041,-0.27914236595006514
ACH-000042,-0.2831164750746045
ACH-000045,-0.3903436523041531
ACH-000047,-0.17084405246075346
ACH-000052,-0.011439399808482685
ACH-000053,-0.33055007089412186
ACH-000054,-0.3902913547777848
ACH-000055,-0.4475813230437048
ACH-000060,-0.2903804202279779
ACH-000067,-0.309913423476086
ACH-000070,-0.07705093379351895
ACH-000075,-0.11148285190217136
ACH-000078,-0.3081858567044932
ACH-000082,-0.15942580355414218
ACH-000085,-0.259337836815194
ACH-000086,-0.19027162051837865
ACH-000087,-0.2954852178419465
ACH-000092,-0.0356242559713514
ACH-000095,-0.2592700736291909
ACH-000097,-0.24531184635750306
ACH-000098,-0.19443703874189955
ACH-000099,-0.19100020635863385
ACH-000108,-0.3306997172687684
ACH-000113,-0.23991135724121046
ACH-000116,-0.2248179016510215
ACH-000118,-0.22055704128482026
ACH-000120,-0.2338912311637883
ACH-000123,-0.1444264627059827
ACH-000127,-0.22251916053454016
ACH-000128,-0.2477825898411932
ACH-000132,-0.3703691975894772
ACH-000133,-0.1828168866386094
ACH-000137,-0.17380590468770873
ACH-000138,-0.1811272818166639
ACH-000142,-0.33278654443638056
ACH-000143,-0.15877074544761394
ACH-000146,-0.277499756513787
ACH-000148,-0.3349689958298138
ACH-000150,-0.35981205831243795
ACH-000152,-0.2506868197489217
ACH-000153,0.06970978571410882
ACH-000159,-0.12459601320248745
ACH-000160,-0.3615159122353673
ACH-000163,-0.16092873840793973
ACH-000167,-0.18395347877308485
ACH-000168,-0.5434273854228467
ACH-000169,-0.5011186813190152
ACH-000178,-0.34208648380002643
ACH-000183,-0.2300265381825251
ACH-000188,-0.2391427062927885
ACH-000189,-0.14481440894993605
ACH-000190,-0.4117634860619436
ACH-000198,-0.12923566210285564
ACH-000203,-0.6064159014554934
ACH-000204,-0.1065164548807954
ACH-000206,-0.3804417775722726
ACH-000207,-0.5110541103134072
ACH-000208,-0.5745871483908942
ACH-000210,-0.4874484076748398
ACH-000211,-0.20051203587988886
ACH-000215,-0.18346507072724794
ACH-000221,-0.1776234893447434
ACH-000222,-0.15585260586058794
ACH-000223,-0.2871072506034434
ACH-000226,-0.17875716276659298
ACH-000227,-0.256916321641742
ACH-000228,-0.3645644507375559
ACH-000231,-0.2680007876641509
ACH-000232,-0.24840198185968104
ACH-000233,-0.2847815381072128
ACH-000234,-0.17848244679158135
ACH-000235,-0.12354902362427934
ACH-000237,-0.13873848172056288
ACH-000238,-0.34600863921771474
ACH-000242,0.05027607895587925
ACH-000243,-0.2689249375855138
ACH-000244,-0.0025705229039940853
ACH-000246,-0.20454596494462776
ACH-000248,-0.2303093649820216
ACH-000250,-0.19417836552796305
ACH-000251,-0.2283387203889461
ACH-000252,-0.5000376439785589
ACH-000253,-0.14374534588594326
ACH-000255,-0.4553940363203054
ACH-000256,-0.1873486399088661
ACH-000257,-0.4367701591970182
ACH-000258,-0.27050487500482856
ACH-000259,-0.24337341023826464
ACH-000260,-0.2554960755997918
ACH-000261,-0.13844276734625846
ACH-000262,-0.31140486382721805
ACH-000263,-0.26677429023342464
ACH-000264,-0.16021665645358174
ACH-000265,-0.2199165723617958
ACH-000266,-0.1744062108742469
ACH-000272,-0.2778266607277345
ACH-000274,-0.20677556236418235
ACH-000277,-0.3778905760354175
ACH-000278,-0.09729993968488428
ACH-000279,-0.20445324765911294
ACH-000280,-0.2936135680792987
ACH-000281,-0.4006946643213456
ACH-000288,-0.2281601156036836
ACH-000291,-0.25324321432666397
ACH-000293,-0.11943097688515003
ACH-000294,-0.11554696345227156
ACH-000295,-0.2819611412192381
ACH-000296,-0.20797376261109185
ACH-000302,-0.2375170323228891
ACH-000304,-0.2904548319847698
ACH-000307,-0.20522774937281849
ACH-000308,-0.19225906062273326
ACH-000310,-0.26779202312945305
ACH-000311,-0.22451113706422915
ACH-000312,-0.10542019553072923
ACH-000315,-0.13542369687115546
ACH-000316,-0.26873758624470645
ACH-000317,-0.3963649732185032
ACH-000318,-0.3874211401046907
ACH-000319,-0.3302816915517789
ACH-000320,-0.2372414462140393
ACH-000322,-0.3286742364499446
ACH-000323,-0.3504886703981316
ACH-000324,-0.4474597886286309
ACH-000329,-0.2201546859002141
ACH-000330,-0.1140690457390394
ACH-000331,-0.16013258499778352
ACH-000332,-0.19201046519728696
ACH-000334,-0.29860551432222304
ACH-000335,-0.1627586774210227
ACH-000336,-0.08540834988970926
ACH-000337,-0.6093146706967463
ACH-000338,0.013179724884622705
ACH-000339,-0.13829847841368126
ACH-000341,-0.270403795688618
ACH-000348,-0.2430843453679173
ACH-000350,-0.25294813515591896
ACH-000352,-0.2421656732584536
ACH-000356,-0.11866054480982985
ACH-000361,-0.4684458408294211
ACH-000362,-0.1909271873394925
ACH-000363,-0.16468256112860974
ACH-000364,-0.2730567225036765
ACH-000365,-0.26192837912809525
ACH-000366,-0.1909189458574398
ACH-000368,-0.1939686782005961
ACH-000374,-0.17769365908684515
ACH-000375,-0.19768518447806974
ACH-000376,-0.3216281715580322
ACH-000381,-0.2430260425641145
ACH-000383,-0.27483954916522946
ACH-000387,-0.20491411931793585
ACH-000389,-0.2653073932251562
ACH-000390,-0.30102280164329764
ACH-000393,-0.22819756380876116
ACH-000395,-0.28052345559958225
ACH-000396,-0.36395556425894576
ACH-000397,-0.3127664073385264
ACH-000401,-0.4613812153557905
ACH-000402,0.09057748624586258
ACH-000403,-0.2704155046240832
ACH-000404,0.07377035180146807
ACH-000406,-0.31727208241060584
ACH-000407,-0.06028497114429835
ACH-000408,-0.2564006904748827
ACH-000410,-0.2798447338846378
ACH-000411,-0.2652504334222123
ACH-000414,-0.2351791388845249
ACH-000415,-0.2960916297917417
ACH-000416,-0.27217545170194396
ACH-000420,-0.23550381789588545
ACH-000421,-0.2596027444767594
ACH-000424,-0.33525485064571514
ACH-000425,-0.33298305424083396
ACH-000426,-0.3176855576946785
ACH-000427,-0.2401020549972062
ACH-000433,-0.2667976337914137
ACH-000435,-0.44890860650208975
ACH-000436,-0.21602029825222455
ACH-000444,-0.2208472949392711
ACH-000445,-0.2771455797765042
ACH-000448,-0.20618877103624209
ACH-000450,-0.0109425538755321
ACH-000452,-0.3105641721995994
ACH-000454,-0.28464605656011804
ACH-000458,-0.3065183597593387
ACH-000459,-0.2289186249832891
ACH-000460,-0.22406868358960855
ACH-000461,-0.29617799127584205
ACH-000463,-0.2675705714353214
ACH-000464,-0.5058350331533362
ACH-000466,-0.2249535220946173
ACH-000467,-0.2074882945228637
ACH-000468,-0.32048145021462426
ACH-000469,-0.32380945997286953
ACH-000470,-0.21168744238476306
ACH-000471,-0.30758666988662786
ACH-000472,-0.1964618504797448
ACH-000473,-0.27390959309374496
ACH-000475,-0.2376778364433301
ACH-000476,-0.11725848699022615
ACH-000477,-0.26122033124737376
ACH-000479,-0.12891839196690194
ACH-000480,-0.28272700366339204
ACH-000481,-0.2520017684663681
ACH-000483,-0.30951094042878496
ACH-000484,-0.2416731872129317
ACH-000485,-0.26057402534567137
ACH-000486,-0.2954611335469952
ACH-000487,-0.2315164903784462
ACH-000488,-0.26706292370753903
ACH-000490,-0.17864623699994878
ACH-000491,-0.2355109115130204
ACH-000495,-0.07740968994972161
ACH-000496,-0.2118639452677385
ACH-000499,-0.3251898548720289
ACH-000500,0.30627746784644017
ACH-000502,-0.15437395368764634
ACH-000503,-0.3465769898382733
ACH-000505,-0.21491633482258005
ACH-000507,-0.2638741383498399
ACH-000510,-0.2641925977663197
ACH-000511,-0.1194128667467598
ACH-000512,-0.2543648682625652
ACH-000516,-0.19799895282966185
ACH-000517,-0.1856275106195825
ACH-000518,-0.26635147312390195
ACH-000520,-0.08333825219535748
ACH-000521,-0.17126389572415415
ACH-000522,-0.05690900681007687
ACH-000524,-0.3451474987651061
ACH-000527,-0.2790474374098084
ACH-000528,-0.34054979073666203
ACH-000537,-0.2843958898466457
ACH-000541,0.08836929340165342
ACH-000542,-0.19516386968449856
ACH-000544,-0.4421707163469505
ACH-000545,-0.20544591577295446
ACH-000547,-0.21923123862093366
ACH-000548,-0.24974726252290635
ACH-000549,-0.0909672089701357
ACH-000550,-0.3445377923447846
ACH-000552,-0.2965254010065021
ACH-000556,-0.280882351430697
ACH-000557,-0.12570494847011204
ACH-000569,-0.4396449104262764
ACH-000570,-0.216371084031274
ACH-000571,-0.19280155781612612
ACH-000573,-0.15616433813572428
ACH-000576,-0.16674487255977366
ACH-000579,-0.2894634326816386
ACH-000580,-0.12666020329018654
ACH-000584,-0.24785083857146764
ACH-000585,-0.1967954330919245
ACH-000588,-0.17969597502992746
ACH-000589,-0.10447185092867814
ACH-000591,-0.4646515573169821
ACH-000593,-0.23088364352079185
ACH-000600,-0.21748279576655813
ACH-000601,-0.17632104484491362
ACH-000605,-0.3035251672865934
ACH-000606,-0.3593131673301395
ACH-000608,-0.2506509849827647
ACH-000614,-0.17911408287208874
ACH-000616,-0.3682220677700556
ACH-000618,-0.2730606749240806
ACH-000619,-0.4342385342596682
ACH-000620,-0.15170216796738384
ACH-000621,-0.24473468890722505
ACH-000622,-0.32438438571056344
ACH-000623,-0.3704028880069167
ACH-000624,-0.28653136520902284
ACH-000627,-0.09264389643988682
ACH-000630,-0.1897804324678316
ACH-000631,0.13374599626201214
ACH-000632,-0.1634409873178819
ACH-000633,-0.15137780022926978
ACH-000637,-0.14395801441321265
ACH-000638,-0.38196525753352495
ACH-000646,-0.2829723138864708
ACH-000647,-0.3162078870727457
ACH-000648,-0.15744376268184399
ACH-000649,-0.3018831145812555
ACH-000651,-0.3391343362210939
ACH-000652,-0.25582957688339064
ACH-000653,-0.34994568141880594
ACH-000657,-0.2951438597098729
ACH-000658,-0.13095360991854316
ACH-000661,-0.30219052404943103
ACH-000662,-0.014277648436947591
ACH-000663,-0.30223645049075104
ACH-000665,-0.3276287992235686
ACH-000671,-0.18732056010763526
ACH-000672,-0.4613409942612024
ACH-000673,-0.21660780226564072
ACH-000676,-0.22252914698740436
ACH-000677,-0.2640250388102688
ACH-000681,-0.242061204022156
ACH-000683,-0.2915759589833237
ACH-000684,-0.049865220374817214
ACH-000688,-0.1005599990199593
ACH-000693,-0.23853934038537186
ACH-000694,-0.2929549585443807
ACH-000695,-0.061634382153013485
ACH-000696,-0.2532438547722439
ACH-000697,-0.1964038984261298
ACH-000699,-0.2215644493381179
ACH-000701,-0.3813442787256293
ACH-000706,-0.30919378949377
ACH-000711,-0.3404013153389214
ACH-000713,-0.11025638962001927
ACH-000714,-0.2224949288943148
ACH-000718,-0.19462139707881146
ACH-000720,-0.2163696137844361
ACH-000721,-0.2768687581728839
ACH-000724,-0.14736208212768015
ACH-000725,-0.2610477429051316
ACH-000732,-0.4015566607856054
ACH-000734,-0.18769016551306467
ACH-000735,-0.2841131996148274
ACH-000736,-0.13489016438876672
ACH-000738,-0.486191924474245
ACH-000746,-0.2057777342694237
ACH-000747,-0.38024604409450097
ACH-000748,-0.17075594238149752
ACH-000753,-0.15041100741814553
ACH-000756,-0.0871664095947129
ACH-000757,-0.3213591482015195
ACH-000758,-0.5149333161511973
ACH-000760,-0.1902919719265959
ACH-000762,-0.3163488498697626
ACH-000763,-0.2285108836354144
ACH-000764,-0.3363801902185764
ACH-000765,-0.0979706601763665
ACH-000766,-0.14261686548815028
ACH-000767,-0.20490998371853514
ACH-000768,0.004894851084762567
ACH-000769,-0.2406535556695955
ACH-000770,-0.3196800545552798
ACH-000771,-0.23338600426814154
ACH-000773,-0.3779509999944177
ACH-000776,-0.24107759763521786
ACH-000777,-0.3324172015521968
ACH-000778,-0.315392301353544
ACH-000781,-0.1938569789776403
ACH-000782,-0.21965637907988714
ACH-000783,-0.2774546280606752
ACH-000784,-0.2826141172780256
ACH-000785,-0.2829552441391816
ACH-000787,-0.2864074387928016
ACH-000788,-0.18729570692639716
ACH-000791,-0.19421501585163406
ACH-000792,-0.16444525975037336
ACH-000794,-0.2970614667849682
ACH-000796,-0.2814020408482365
ACH-000798,-0.1445551222229918
ACH-000799,-0.2274200049093735
ACH-000800,-0.1994674382645197
ACH-000802,-0.2472361552319883
ACH-000804,-0.21762834830772107
ACH-000805,-0.5696336650290885
