,SH3PXD2A (9644)
ACH-000809,-0.2223171366956184
ACH-000810,-0.2522803665053519
ACH-000811,-0.23311228623939034
ACH-000817,-0.27379523351892804
ACH-000819,-0.2519917831399431
ACH-000820,-0.14710469481659907
ACH-000821,-0.1844364595180109
ACH-000822,-0.0813585967769007
ACH-000823,-0.19749974588601724
ACH-000824,-0.21784690338605708
ACH-000827,-0.2680776458837825
ACH-000829,-0.2320619518650628
ACH-000831,-0.26270333367249915
ACH-000832,-0.2406103134306956
ACH-000833,-0.2388196763605273
ACH-000834,-0.3093579249052219
ACH-000835,-0.22461387065110805
ACH-000836,-0.2650229935938666
ACH-000837,-0.13056256031859528
ACH-000838,-0.3593204189546147
ACH-000839,-0.2294847316008717
ACH-000840,-0.3689728095454041
ACH-000841,-0.2881467968929461
ACH-000843,-0.10556163404218917
ACH-000846,-0.27462416294569525
ACH-000847,-0.2536628465545657
ACH-000848,-0.12754467592720167
ACH-000849,-0.12097618951178805
ACH-000851,-0.24993241404116376
ACH-000855,-0.01016754288972537
ACH-000856,-0.4054021368573398
ACH-000858,-0.3202230751952729
ACH-000859,-0.2669180204235901
ACH-000861,-0.3918894065281113
ACH-000862,-0.3827386715181385
ACH-000865,-0.22913405840709106
ACH-000866,-0.1065661650041496
ACH-000867,-0.1512545296175197
ACH-000869,-0.1006150373601889
ACH-000872,-0.24386612594807014
ACH-000873,-0.09513587976185146
ACH-000876,-0.2909880536562074
ACH-000878,-0.185110882669488
ACH-000880,-0.3699293940611344
ACH-000881,-0.2870034818097971
ACH-000882,-0.22293783059886702
ACH-000884,-0.1395935760581431
ACH-000885,-0.3036316656415113
ACH-000887,-0.26662378305303297
ACH-000889,-0.2236842802520244
ACH-000896,-0.2119369521849436
ACH-000898,-0.0450510379794479
ACH-000900,-0.1578458541643363
ACH-000901,-0.13833277687283466
ACH-000905,-0.2194089237554308
ACH-000906,-0.09969631775501953
ACH-000907,-0.3229612526654259
ACH-000910,-0.2796632185120969
ACH-000911,-0.18670571817519446
ACH-000912,-0.4206236229570136
ACH-000913,-0.271877305112158
ACH-000915,-0.2012797730816624
ACH-000916,-0.458534109599384
ACH-000917,-0.1732987120231289
ACH-000920,-0.4993915066171299
ACH-000921,-0.14331624869919993
ACH-000924,-0.2356514253096992
ACH-000926,-0.1222321499824166
ACH-000928,-0.2680175676754036
ACH-000929,-0.03916849161343172
ACH-000932,-0.29042159859298483
ACH-000935,0.003028670510986774
ACH-000936,-0.31685582858274564
ACH-000937,-0.24806623902659625
ACH-000938,0.013809590708033349
ACH-000939,-0.16128919015840365
ACH-000941,-0.16015907858665038
ACH-000943,-0.2692592512192894
ACH-000946,-0.12810669586820594
ACH-000947,-0.3765048740339922
ACH-000948,0.027926764895855768
ACH-000950,-0.3104799186824392
ACH-000953,-0.21848617059173592
ACH-000954,-0.13957959998304026
ACH-000957,-0.27929953560435056
ACH-000958,-0.2290400805843945
ACH-000960,-0.2853592790990713
ACH-000963,0.06775748519911197
ACH-000968,-0.11379989899709808
ACH-000969,0.016992307988775827
ACH-000972,-0.21477387807937096
ACH-000973,-0.17439709201508852
ACH-000974,-0.13721647392764208
ACH-000978,0.11666217514953735
ACH-000984,-0.3176628875407389
ACH-000986,-0.2970089138616214
ACH-000988,-0.3402707093500884
ACH-000993,-0.3126289179517128
ACH-000994,-0.409761518562726
ACH-000996,-0.30399999842458825
ACH-001001,-0.08685821582962973
ACH-001020,-0.21873418342914971
ACH-001028,-0.3379619378678177
ACH-001031,-0.2344110195942125
ACH-001038,-0.2172710571321212
ACH-001048,-0.3455454738011809
ACH-001050,-0.16223898212259127
ACH-001053,-0.20130875495664266
ACH-001054,-0.19592004911497124
ACH-001061,-0.239149028785588
ACH-001067,-0.2813672296785781
ACH-001075,-0.17255338761011216
ACH-001096,-0.2820140305414016
ACH-001111,-0.3778567156634928
ACH-001119,-0.15019401788283773
ACH-001128,0.045583722729461484
ACH-001134,-0.2783579558091195
ACH-001151,-0.2718319019560637
ACH-001163,-0.23077461862980114
ACH-001164,-0.5189524798789474
ACH-001183,-0.2903107429428768
ACH-001192,-0.0303206837563831
ACH-001193,-0.18361809036545126
ACH-001196,-0.15918316103013674
ACH-001197,-0.231901615398656
ACH-001205,-0.34010367005088193
ACH-001211,-0.19239467928566653
ACH-001212,-0.10662725201159146
ACH-001228,-0.4742322609726314
ACH-001232,-0.16324426411793533
ACH-001239,-0.15831469839662807
ACH-001270,-0.2817118578825508
ACH-001274,-0.452500615902515
ACH-001275,-0.23092941843780385
ACH-001277,-0.0475003246243244
ACH-001278,-0.28233656864676504
ACH-001280,-0.12893411826482656
ACH-001283,-0.29949120305341465
ACH-001289,-0.3860926127401005
ACH-001300,-0.2222442230791616
ACH-001301,-0.051257288701490315
ACH-001302,-0.3298506000427125
ACH-001306,-0.31995293334618824
ACH-001318,-0.15041821476109069
ACH-001322,-0.1876963241971644
ACH-001328,-0.2130693171011388
ACH-001332,-0.4179982487211457
ACH-001336,-0.17192895299615513
ACH-001346,-0.30086940139162155
ACH-001353,-0.2227652203150803
ACH-001354,-0.2674241599020116
ACH-001367,-0.3991705900006494
ACH-001368,-0.13287794915904072
ACH-001374,-0.4392617924728253
ACH-001377,-0.1986576561082726
ACH-001380,-0.3106763372365963
ACH-001391,-0.23125123976658776
ACH-001408,-0.207655404233532
ACH-001430,0.11540604992361475
ACH-001431,-0.24596787594557884
ACH-001450,-0.3620706240265947
ACH-001496,-0.2600218219813165
ACH-001500,-0.04425823266735762
ACH-001523,-0.2349249612953224
ACH-001532,-0.20959579470016226
ACH-001550,-0.34271453872039825
ACH-001552,-0.3555600299892986
ACH-001554,-0.2976536580295934
ACH-001654,-0.2636034755901563
ACH-001735,-0.3409415287457423
ACH-001736,-0.4182459931847154
ACH-001737,-0.2727084496356085
ACH-001740,0.046990182885102566
ACH-001745,-0.17146868244615832
ACH-001765,-0.2630980687624158
