,TRNP1 (388610)
ACH-000004,-0.2836931896523496
ACH-000005,-0.39933344251689296
ACH-000007,-0.4357781874526843
ACH-000009,-0.392308860116166
ACH-000011,-0.5716166497861519
ACH-000012,-0.2665500047872424
ACH-000013,-0.4406531164568012
ACH-000014,-0.42399254009100745
ACH-000015,-0.3370529074752617
ACH-000017,-0.3146916457954541
ACH-000018,-0.09729579535298896
ACH-000019,-0.194668439454852
ACH-000021,-0.28591196142165715
ACH-000022,-0.2714770607700422
ACH-000025,-0.395795757968876
ACH-000028,-0.4710839632386672
ACH-000030,-0.34570284628329817
ACH-000035,-0.3759554963638392
ACH-000036,-0.25902369038536666
ACH-000037,-0.4909645717309137
ACH-000039,-0.3616990308194832
ACH-000040,-0.5638104920930888
ACH-000041,-0.1499155006716476
ACH-000042,-0.3923627423288613
ACH-000045,-0.3410445526874188
ACH-000047,-0.3676403834901657
ACH-000052,-0.21213694163751626
ACH-000053,-0.2267691916200032
ACH-000054,-0.28950724701995906
ACH-000055,-0.21232826742924205
ACH-000060,-0.4293813182774178
ACH-000067,-0.4245189402617778
ACH-000070,-0.3297601442382287
ACH-000075,-0.2359597840786461
ACH-000078,-0.25355345580385996
ACH-000082,-0.4192968863360583
ACH-000085,-0.3481520735120528
ACH-000086,-0.4261417064883076
ACH-000087,-0.1832892574667863
ACH-000092,-0.6906768629215281
ACH-000095,-0.35332471701176016
ACH-000097,-0.3589397306807388
ACH-000098,-0.3470239196498548
ACH-000099,-0.40238048336506255
ACH-000108,-0.2886127223968195
ACH-000113,-0.3084330734615903
ACH-000116,-0.4540815787169072
ACH-000118,-0.3311357292857058
ACH-000120,-0.14559241129558406
ACH-000123,-0.2683155754495459
ACH-000127,-0.1746340442992629
ACH-000128,-0.4400482203099624
ACH-000132,-0.43607449912016094
ACH-000133,-0.4561424306069845
ACH-000137,-0.6282691760599532
ACH-000138,-0.21602239077214352
ACH-000142,-0.504531017912171
ACH-000143,-0.21969697702479266
ACH-000146,-0.2353487594551373
ACH-000148,-0.4869370445179845
ACH-000150,-0.6726943968874844
ACH-000152,-0.4663159318702113
ACH-000153,-0.27148575505379624
ACH-000159,-0.4608206514098189
ACH-000160,-0.2900835519362345
ACH-000163,-0.2889762558733846
ACH-000167,-0.4443354903304043
ACH-000168,-0.4551238207899169
ACH-000169,-0.4552755902612734
ACH-000178,-0.3944676740925783
ACH-000183,-0.3242765045927461
ACH-000188,-0.548253922372421
ACH-000189,-0.4387692784483872
ACH-000190,-0.5292271552310728
ACH-000198,-0.31328818474445125
ACH-000203,-0.052962562315982654
ACH-000204,-0.4768945872509902
ACH-000206,-0.4284810378908981
ACH-000207,-0.5714980463600263
ACH-000208,-0.2682404943376914
ACH-000210,-0.3707295767058881
ACH-000211,-0.27684453703744016
ACH-000215,-0.37371674030688135
ACH-000221,-0.3045726960569834
ACH-000222,-0.491692271527423
ACH-000223,-0.2610930986612789
ACH-000226,-0.27227753857806464
ACH-000227,-0.3561391889003832
ACH-000228,-0.3801673501116377
ACH-000231,-0.39264138606453175
ACH-000232,-0.3244287382948533
ACH-000233,-0.17488908032204262
ACH-000234,-0.5278396282586174
ACH-000235,-0.3264179309842424
ACH-000237,-0.5909368931650645
ACH-000238,-0.6997950514711448
ACH-000242,-0.6443020434892374
ACH-000243,-0.3124240603696893
ACH-000244,-0.4651642199414413
ACH-000246,-0.4040081366237232
ACH-000248,-0.3030422322205267
ACH-000250,-0.4113162874232431
ACH-000251,-0.433080337519204
ACH-000252,-0.6100888961248487
ACH-000253,-0.478779507761585
ACH-000255,-0.3722279406375884
ACH-000256,-0.3705029991632095
ACH-000257,-0.36921076476365416
ACH-000258,-0.4087805711261345
ACH-000259,-0.4714758362327554
ACH-000260,-0.2668565257113518
ACH-000261,-0.4425719823391358
ACH-000262,-0.2536459880917468
ACH-000263,-0.28262341992946616
ACH-000264,-0.2622018199441143
ACH-000265,-0.24663212578850915
ACH-000266,-0.3270594288431725
ACH-000272,-0.22456429990648952
ACH-000274,-0.5121629645423689
ACH-000277,-0.5886896806840463
ACH-000278,-0.35329211553986234
ACH-000279,-0.2843161273046119
ACH-000280,-0.25411312801468866
ACH-000281,-0.2158999690081041
ACH-000288,-0.5577383459824052
