,CLECL1 (160365)
ACH-000004,0.02800030523101841
ACH-000005,-0.2228651357525663
ACH-000007,0.17413085889600596
ACH-000009,0.046069110371710346
ACH-000011,0.1405981795072192
ACH-000012,0.013384238027676692
ACH-000013,0.07122253996318682
ACH-000014,0.2720270695560738
ACH-000015,0.0273604908275456
ACH-000017,-0.09188050988889028
ACH-000018,-0.027242921066179256
ACH-000019,-0.03211683986913367
ACH-000021,0.10335018706511856
ACH-000022,0.06276351116457347
ACH-000025,-0.06986987334291192
ACH-000028,0.0755329909896091
ACH-000030,0.08531417723323831
ACH-000035,0.02230879738866679
ACH-000036,0.23027861161751814
ACH-000037,0.013975878221747746
ACH-000039,-0.11846813127259816
ACH-000040,0.1485109319015277
ACH-000041,0.07541475235474847
ACH-000042,0.1377822846035515
ACH-000045,0.053733061747528135
ACH-000047,-0.016890260980702274
ACH-000052,0.3178511297797313
ACH-000053,0.03195436416683377
ACH-000054,0.029689570789387026
ACH-000055,-0.06723863401535311
ACH-000060,0.13338621851648488
ACH-000067,0.04050847224781859
ACH-000070,0.2279573503629135
ACH-000075,-0.35145929222699124
ACH-000078,-0.03508266884272936
ACH-000082,-0.03529515693653123
ACH-000085,0.2717109717776821
ACH-000086,-0.10610758792125534
ACH-000087,0.13360376137686408
ACH-000092,-0.037820329629930385
ACH-000095,-0.011122917376860794
ACH-000097,0.07006227958672141
ACH-000098,0.007416523125561947
ACH-000099,0.061681126705757275
ACH-000108,0.2060847737070425
ACH-000113,-0.1806528528335991
ACH-000116,0.17946577661042326
ACH-000118,0.00333329056883188
ACH-000120,0.06784176911729048
ACH-000123,-0.023167632067562963
ACH-000127,0.010054385547330234
ACH-000128,0.03720503491810735
ACH-000132,-0.021911753513263302
ACH-000133,-0.1290953374174956
ACH-000137,0.2367327021633889
ACH-000138,0.09923205184263398
ACH-000142,-0.005010029870657014
ACH-000143,0.0077251036397158485
ACH-000146,0.005512547485791632
ACH-000148,0.09091820057663558
ACH-000150,-0.07888442081449908
ACH-000152,0.039417096628932134
ACH-000153,0.15709199202983398
ACH-000159,-0.0779864598036802
ACH-000160,-0.07302661499365018
ACH-000163,0.14174209232370802
ACH-000167,0.4454874888096738
ACH-000168,0.17006630288927246
ACH-000169,0.02321500806344114
ACH-000178,0.10559344063871608
ACH-000183,0.009567502021472921
ACH-000188,0.021384739431858483
ACH-000189,0.06941417428010571
