,FIGLA (344018)
ACH-000004,0.2162460539680808
ACH-000005,-0.1741079537758848
ACH-000007,-0.23815215589877745
ACH-000009,-0.06521934908688748
ACH-000011,-0.21585591056848208
ACH-000012,-0.051989967408145966
ACH-000013,-0.009326890401110895
ACH-000014,-0.01405759370272928
ACH-000015,0.030070168687080002
ACH-000017,-0.16639705185454404
ACH-000018,-0.436889670469625
ACH-000019,-0.06597417537219563
ACH-000021,-0.0072873369379988515
ACH-000022,-0.14297536010634734
ACH-000025,-0.002584908877638066
ACH-000028,-0.210892245962838
ACH-000030,-0.11850339604557583
ACH-000035,-0.04257351773341438
ACH-000036,-0.12022894389310347
ACH-000037,-0.15425894094151013
ACH-000039,-0.030488421075597894
ACH-000040,0.10783920873727366
ACH-000041,-0.08053402319531112
ACH-000042,-0.06554585918984378
ACH-000045,-0.057712828133963875
ACH-000047,0.01593734185559824
ACH-000052,-0.2114088660702062
ACH-000053,-0.13477468919296584
ACH-000054,-0.06115493130791744
ACH-000055,-0.10362498614023702
ACH-000060,-0.05480339993835237
ACH-000067,0.0
ACH-000070,-0.18055621208238035
ACH-000075,-0.2523255467675793
ACH-000078,-0.08262408619522714
ACH-000082,0.029585806481546156
ACH-000085,-0.0748727914779265
ACH-000086,-0.2427196126934908
ACH-000087,-0.033642607193054265
ACH-000092,-0.09355940012553546
ACH-000095,-0.07252307070571605
ACH-000097,-0.03927129059498809
ACH-000098,0.011886936127729213
ACH-000099,-0.1969947697992212
ACH-000108,-0.12540290751156655
ACH-000113,0.12119746875636632
ACH-000116,-0.19382480451947
ACH-000118,-0.08975446065161373
ACH-000120,-0.07109720206262171
ACH-000123,-0.15566542925077045
ACH-000127,-0.14132689229748846
ACH-000128,-0.06050261113198392
ACH-000132,0.04826019348871726
ACH-000133,0.0021496632006657974
ACH-000137,0.005141469939310246
ACH-000138,-0.03825358053524988
ACH-000142,-0.08849231134495461
ACH-000143,-0.05169702043006758
ACH-000146,-0.06131988699194407
ACH-000148,-0.033895297677707575
ACH-000150,0.053245746490759714
ACH-000152,-0.09528567090394496
ACH-000153,0.2028215213942675
ACH-000159,-0.08962148901310925
ACH-000160,-0.0756340203654451
ACH-000163,0.10360778616278364
ACH-000167,0.18070160334615865
ACH-000168,-0.296875687359271
ACH-000169,-0.13562883844091905
ACH-000178,-0.19688167118145572
ACH-000183,-0.04136273656975601
ACH-000188,-0.20370173932962898
ACH-000189,-0.17822571617994287
ACH-000190,-0.2284709532476196
ACH-000198,-0.1603616082854522
ACH-000203,0.03417268768202539
ACH-000204,-0.1009484173341718
ACH-000206,-0.22372846220552334
ACH-000207,-0.2157637894595112
ACH-000208,-0.11035765969320856
ACH-000210,0.028558720740821133
ACH-000211,-0.037170416458077116
ACH-000215,-0.0561868026618501
ACH-000221,-0.10325163316037488
ACH-000222,-0.050220770434976934
ACH-000223,-0.16073846286484153
ACH-000226,-0.1466332028106859
ACH-000227,-0.12793274929618847
ACH-000228,-0.16236365482276435
ACH-000231,-0.045282308930656406
ACH-000232,-0.002558401222568149
ACH-000233,-0.1636249236275253
ACH-000234,-0.05295114123179398
ACH-000235,-0.04436840957216631
ACH-000237,-0.11268792993143754
ACH-000238,-0.10493136780867576
ACH-000242,-0.3585348648357584
