,GPBP1 (65056)
ACH-000004,-0.16979388800634984
ACH-000005,0.17380650863243588
ACH-000007,-0.17613103546962272
ACH-000009,-0.15350719676656532
ACH-000011,-0.2678605462590483
ACH-000012,-0.04010816113794415
ACH-000013,-0.07838472107698344
ACH-000014,-0.1376939221475134
ACH-000015,-0.1633533474444462
ACH-000017,-0.15207773291269075
ACH-000018,-0.21111977962267495
ACH-000019,-0.01939989210030355
ACH-000021,-0.1954268628230433
ACH-000022,-0.10807008991535458
ACH-000025,-0.07123240651268246
ACH-000028,-0.35009007107558976
ACH-000030,-0.15017997589280946
ACH-000035,0.024517133596031717
ACH-000036,-0.326809641745173
ACH-000037,-0.03517073523276397
ACH-000039,-0.16802474955060526
ACH-000040,-0.06699796457832273
ACH-000041,-0.04619227592277672
ACH-000042,-0.1175822830685044
ACH-000045,-0.11454554488506245
ACH-000047,-0.11005217280408366
ACH-000052,-0.15450327825846882
ACH-000053,-0.20282544700943606
ACH-000054,0.0061154436653042595
ACH-000055,-0.031825095308145264
ACH-000060,-0.3385549255202981
ACH-000067,-0.2594678764042686
ACH-000070,-0.0632777833494224
ACH-000075,-0.2627504704625039
ACH-000078,-0.1590576080155843
ACH-000082,-0.1099919328120561
ACH-000085,-0.1710980041401435
ACH-000086,-0.17938169719894584
ACH-000087,-0.09586800729742066
ACH-000092,-0.1406450858543241
ACH-000095,-0.1456161261822253
ACH-000097,-0.15649803857653186
ACH-000098,-0.08155075571868604
ACH-000099,0.04365553002378595
ACH-000108,-0.20634354012461004
ACH-000113,0.033633751050017265
ACH-000116,-0.010080710353375622
ACH-000118,0.02631565953938445
ACH-000120,0.09802464503044893
ACH-000123,-0.19363499584685906
ACH-000127,-0.20132738574948447
ACH-000128,-0.059152723616295824
ACH-000132,-0.08404688044581315
ACH-000133,-0.28634261246296383
ACH-000137,-0.0676004206881769
ACH-000138,-0.06916868043921777
ACH-000142,-0.12942097347034126
ACH-000143,-0.06940729854704837
ACH-000146,-0.02021989816493543
ACH-000148,-0.10175592442274103
ACH-000150,0.02244486239856977
ACH-000152,-0.05746822902945376
ACH-000153,-0.25071227307319804
ACH-000159,-0.1485216526119179
ACH-000160,-0.07535563401737934
ACH-000163,-0.17499553645813806
ACH-000167,0.04280810443842797
ACH-000168,0.07461627712424132
ACH-000169,-0.17103918902736576
ACH-000178,-0.12537041898253862
ACH-000183,-0.15722873838747595
ACH-000188,-0.21089404329203432
ACH-000189,-0.13356397990648078
ACH-000190,-0.27955815821265284
ACH-000198,-0.01718426523814354
ACH-000203,-0.880174441509876
ACH-000204,-0.267032597514684
ACH-000206,-0.1178370798669707
ACH-000207,-0.048583243929723
ACH-000208,-0.06111330204480987
ACH-000210,-0.14953562504521678
ACH-000211,-0.11461750947226015
ACH-000215,-0.044665447333563035
ACH-000221,0.01829200219719895
ACH-000222,0.08736217098892203
ACH-000223,-0.04976894833138757
ACH-000226,-0.2894561852039982
ACH-000227,-0.1737938872406806
ACH-000228,-0.3207302372493271
ACH-000231,0.0181926351791686
ACH-000232,-0.11903805923214948
ACH-000233,-0.01027778884818766
ACH-000234,-0.04425933451247234
ACH-000235,-0.1864888117297451
ACH-000237,-0.06251873376319211
ACH-000238,-0.21275692214955685
ACH-000242,0.02773561948589269
ACH-000243,-0.3518737189695965
ACH-000244,-0.1455447064040402
ACH-000246,-0.09510263261435414
ACH-000248,-0.014341913230247678
ACH-000250,-0.1278758550999992
ACH-000251,-0.005167507683350041
ACH-000252,-0.3796576451131464
ACH-000253,-0.15181672199537774
ACH-000255,-0.11292248238228288
ACH-000256,0.006872612767637639
ACH-000257,-0.21197198505615986
ACH-000258,-0.08520320979077389
ACH-000259,-0.07589399040307487
ACH-000260,2.6177997104118802e-05
ACH-000261,-0.14177570203531653
ACH-000262,-0.20902619128196204
ACH-000263,-0.1224466578056683
ACH-000264,-0.13061821345772112
ACH-000265,0.0829313178297892
ACH-000266,-0.1303815106690659
ACH-000272,-0.07980213792076342
ACH-000274,0.01220583375460453
ACH-000277,-0.2493488034582085
ACH-000278,-0.10655692669448666
ACH-000279,-0.07290485806479402
ACH-000280,-0.1570400684771611
ACH-000281,-0.16599723131786867
ACH-000288,-0.2083368126216944
ACH-000291,-0.2644783832201472
ACH-000293,-0.1504920737617933
ACH-000294,-0.0963940860676863
ACH-000295,0.14200939676972807
ACH-000296,0.04964146098275685
ACH-000302,-0.06413833938165996
ACH-000304,-0.019241184703347174
ACH-000307,-0.06840440868088173
ACH-000308,-0.02852579495506428
ACH-000310,-0.08611029275346742
ACH-000311,-0.13993534294463486
ACH-000312,-0.0878911534887508
ACH-000315,-0.07411985539102638
ACH-000316,-0.03533060083948678
ACH-000317,-0.17333647721029458
ACH-000318,-0.02955508266904508
ACH-000319,-0.10802288557380008
ACH-000320,-0.11953817104391593
ACH-000322,-0.3308827363774002
ACH-000323,-0.2558900461299777
ACH-000324,-0.07386127490005906
ACH-000329,-0.2279900645041989
ACH-000330,-0.1283689798894464
ACH-000331,-0.16339291043506352
ACH-000332,-0.08988093435206307
ACH-000334,-0.2888924626276101
ACH-000335,-0.4152310331212655
ACH-000336,-0.13258524106515995
ACH-000337,-0.013545906079958309
ACH-000338,0.14926500219531166
ACH-000339,-0.10820443116150033
ACH-000341,-0.22208828441072004
ACH-000348,-0.14722618260674866
ACH-000350,-0.0994743298498652
ACH-000352,-0.2834427274870417
ACH-000356,-0.2229535126469545
ACH-000361,0.04399465425449802
ACH-000362,-0.03364244634810415
ACH-000363,-0.09487814730922213
ACH-000364,-0.27007818483417245
ACH-000365,-0.129684994699218
ACH-000366,0.02852241355613452
ACH-000368,-0.1537691188762783
ACH-000374,-0.17307545972265942
ACH-000375,-0.09730874308762263
ACH-000376,-0.2279177492792237
ACH-000381,-0.046773732455642925
ACH-000383,-0.12317493416357762
ACH-000387,0.050672611983417465
ACH-000389,-0.3501952573646041
ACH-000390,-0.13886226560106013
ACH-000393,-0.28471523002149085
ACH-000395,-0.16083712213522314
ACH-000396,-0.06356507206664211
ACH-000397,-0.09852528458566544
ACH-000401,-0.14721862944013522
ACH-000402,0.08410721468844601
ACH-000403,-0.10985711957464993
ACH-000404,0.04585722806911028
ACH-000406,-0.0167741644162735
ACH-000407,-0.1091507953649986
ACH-000408,-0.3315145237292064
ACH-000410,-0.11935435594195253
ACH-000411,-0.19616796008299664
ACH-000414,-0.06730129281685827
ACH-000415,-0.1975339899692087
ACH-000416,-0.2627800662200515
ACH-000420,-0.30917435928810777
ACH-000421,-0.0794030560169947
ACH-000424,-0.12634327715243351
ACH-000425,-0.12448345110836675
ACH-000426,-0.02760983622501948
ACH-000427,-0.06236714969679282
ACH-000433,0.025493039330669046
ACH-000435,-0.3079331516536984
ACH-000436,0.0045041003239960865
ACH-000444,-0.24474501941495544
ACH-000445,-0.4719294974576837
ACH-000448,-0.04066783752300047
ACH-000450,-0.2742873783249804
ACH-000452,0.018081499097322044
ACH-000454,-0.15310057085069
ACH-000458,-0.105683764681873
ACH-000459,-0.1179657863066495
ACH-000460,-0.06970419382225793
ACH-000461,-0.2971398822191125
ACH-000463,-0.1336141324367721
ACH-000464,-0.15944373009463264
ACH-000466,-0.10148236449592556
ACH-000467,-0.1760536672716274
ACH-000468,-0.19225865312530946
ACH-000469,-0.13390864512744782
ACH-000470,-0.05264985614516568
ACH-000471,-0.012553251228274036
ACH-000472,-0.039254117410359265
ACH-000473,-0.025242866888576312
ACH-000475,-0.05042206807641987
ACH-000476,-0.08005720025672698
ACH-000477,-0.11722515527444875
ACH-000479,0.13751988278392327
ACH-000480,-0.07371161532103779
ACH-000481,-0.1564369151754835
ACH-000483,-0.1212940237582051
ACH-000484,-0.16780354771033393
ACH-000485,-0.08964204311519808
ACH-000486,-0.13937719933183004
ACH-000487,-0.1335725135506694
ACH-000488,-0.2199938315621053
ACH-000490,-0.11968009468020299
ACH-000491,-0.1103146677236919
ACH-000495,-0.1324859072972086
ACH-000496,-0.1043253924015306
ACH-000499,-0.34720853548386194
ACH-000500,-0.061262847809062514
ACH-000502,-0.2843625549231229
ACH-000503,-0.12861367939839
ACH-000505,-0.12852242484564802
ACH-000507,-0.027051484914286723
ACH-000510,-0.06296736674528051
ACH-000511,-0.13880569138223595
ACH-000512,-0.15245216507195908
ACH-000516,-0.20971164226625716
ACH-000517,-0.00907103451570842
ACH-000518,-0.048817372107980886
ACH-000520,-0.221589853667786
ACH-000521,-0.15649371077118654
ACH-000522,-0.10518732107994876
ACH-000524,-0.017810097345844166
ACH-000527,-0.02217518746161009
ACH-000528,-0.11663509032611465
ACH-000537,-0.1250689671977379
ACH-000541,-0.22289313988248266
ACH-000542,-0.15797283356458805
ACH-000544,-0.12817396215474106
ACH-000545,-0.2252115139214135
ACH-000547,0.018832392072488102
ACH-000548,-0.01589609744209908
ACH-000549,-0.22803659004380306
ACH-000550,-0.0956831898345398
ACH-000552,-0.2366811613357807
ACH-000556,-0.11845970404781553
ACH-000557,-0.032185344564508916
ACH-000569,-0.04917648386660006
ACH-000570,-0.18590766817924292
ACH-000571,-0.13965190376519707
ACH-000573,-0.12321698394531845
ACH-000576,0.09365101962106542
ACH-000579,-0.23651422992333626
ACH-000580,-0.08593269326992171
ACH-000584,-0.02975265705609232
ACH-000585,-0.09463127228741654
ACH-000588,-0.16554516328034669
ACH-000589,-0.25676805708221195
ACH-000591,-0.11938721564094198
ACH-000593,-0.20981774612181456
ACH-000600,-0.005900273128072613
ACH-000601,-0.17203281036157758
ACH-000605,-0.09101933782466386
ACH-000606,-0.29776195641610786
ACH-000608,-0.14955794450372745
ACH-000614,-0.20483168666906432
ACH-000616,-0.14763835962652527
ACH-000618,-0.0370650590197223
ACH-000619,-0.08798346758032942
ACH-000620,-0.3547807886584911
ACH-000621,-0.16661840340858444
ACH-000622,-0.5264228366976454
ACH-000623,-0.08894727769314974
ACH-000624,-0.09603133974377663
ACH-000627,-0.126949572542961
ACH-000630,-0.4341073723021816
ACH-000631,-0.5545341154379662
ACH-000632,-0.21255820944609008
ACH-000633,-0.0984062899484033
ACH-000637,-0.059979987404379424
ACH-000638,-0.17306308319672872
ACH-000646,0.09378512472751452
ACH-000647,-0.08478618491032182
ACH-000648,-0.26456395224333995
ACH-000649,-0.10169896672608328
ACH-000651,-0.1112818980579646
ACH-000652,-0.06608596259715864
ACH-000653,-0.050991192881827005
ACH-000657,-0.11290189175754775
ACH-000658,-0.048470753314525016
ACH-000661,-0.15524018492079314
ACH-000662,-0.14444543341664176
ACH-000663,-0.24431922746145884
ACH-000665,-0.4044958185294292
ACH-000671,-0.12801722753704278
ACH-000672,0.2612027376552716
ACH-000673,-0.20096063132181471
ACH-000676,-0.20536019369616446
ACH-000677,0.015392392630825957
ACH-000681,-0.1688560971712965
ACH-000683,-0.14209484357246813
ACH-000684,-0.1930561978842366
ACH-000688,-0.04349966226917089
ACH-000693,-0.12904553040133754
ACH-000694,-0.039042843200197117
ACH-000695,-0.15231077317051922
ACH-000696,-0.12652759130345306
ACH-000697,-0.04366555123299305
ACH-000699,-0.2915039037549379
ACH-000701,-0.034735285643731816
ACH-000706,-0.11957448043601696
ACH-000711,-0.3752358454377277
ACH-000713,-0.22888636311736935
ACH-000714,-0.060096918346407686
ACH-000718,-0.17449079569634546
ACH-000720,-0.05621428957952662
ACH-000721,-0.1796843969612564
ACH-000724,-0.08118924478585406
ACH-000725,-0.07249505885258985
ACH-000732,0.07977154105010673
ACH-000734,-0.18952571961630765
ACH-000735,-0.12013726605803828
ACH-000736,-0.1628285027245298
ACH-000738,-0.14547413458133954
ACH-000746,-0.0210432334719263
ACH-000747,-0.15535847966150032
ACH-000748,-0.20894448998921825
ACH-000753,-0.019330663765655343
ACH-000756,-0.11753632198173312
ACH-000757,-0.10625823451259724
ACH-000758,-0.07139430818245047
ACH-000760,-0.15385665157252568
ACH-000762,-0.28033990609040743
ACH-000763,-0.17979706790586564
ACH-000764,-0.15286944346657996
ACH-000765,-0.2453582967960197
ACH-000766,-0.07763613728924988
ACH-000767,-0.10889513084645233
ACH-000768,-0.19980399188610248
ACH-000769,-0.09383395717897212
ACH-000770,-0.09363465399561627
ACH-000771,-0.053357192777779686
ACH-000773,-0.28828192741746306
ACH-000776,-0.2306104397113048
ACH-000777,-0.12819244059883214
ACH-000778,-0.021188474299244125
ACH-000781,-0.012651019959934465
ACH-000782,-0.2693003047578537
ACH-000783,-0.14905746952482934
ACH-000784,-0.0927931076877024
ACH-000785,-0.1089181273137172
ACH-000787,-0.05673867688790352
ACH-000788,-0.1787486309541561
ACH-000791,-0.062077092015612574
ACH-000792,0.014910206239074278
ACH-000794,-0.19612163360886886
ACH-000796,-0.22157315683467754
ACH-000798,-0.12353347246460658
ACH-000799,-0.15101083836809556
ACH-000800,-0.0959373185443689
ACH-000802,-0.15178940676704844
ACH-000804,-0.08118025022998167
ACH-000805,-0.384470449794712
ACH-000809,0.033105289965589535
ACH-000810,-0.032109385290748714
ACH-000811,-0.18304065725404536
ACH-000817,-0.3244250643351076
ACH-000819,-0.178894059416315
ACH-000820,-0.2518051929049972
ACH-000821,-0.08014029133724693
ACH-000822,-0.12097870398993725
ACH-000823,-0.08429291571039241
ACH-000824,-0.03275868154125587
ACH-000827,-0.13428202080959825
ACH-000829,0.1345617860587684
ACH-000831,-0.13615329614987662
ACH-000832,-0.21136432157864848
ACH-000833,-0.036313237411450636
ACH-000834,-0.16777668582568225
ACH-000835,-0.13061600461058656
ACH-000836,-0.09789542877226108
ACH-000837,-0.1880252470712084
ACH-000838,-0.08494370835513597
ACH-000839,-0.1735575441270963
ACH-000840,0.010139499070761558
ACH-000841,-0.028686495011265963
ACH-000843,-0.11956388113260373
ACH-000846,0.008664916912804946
ACH-000847,-0.1927151084126958
ACH-000848,-0.015174709416933668
ACH-000849,-0.12417165542378122
ACH-000851,-0.1680216917524815
ACH-000855,-0.2250894572625508
ACH-000856,-0.2515550377028183
ACH-000858,-0.10908072491792307
ACH-000859,-0.025667090793922338
ACH-000861,-0.12964668153944406
ACH-000862,-0.10454596515443354
ACH-000865,-0.21961849179679885
ACH-000866,-0.1476187832924082
ACH-000867,-0.08177572696459531
ACH-000869,0.1151816643926718
ACH-000872,-0.02451321396608299
ACH-000873,-0.11220906014688882
ACH-000876,-0.09862351097688833
ACH-000878,0.07617939046404698
ACH-000880,-0.30799278943363234
ACH-000881,-0.09165757461669503
ACH-000882,-0.3484913377325421
ACH-000884,-0.16765724284968875
ACH-000885,-0.07932568579877883
ACH-000887,-0.12438364872336465
ACH-000889,-0.002245673095728579
ACH-000896,-0.19137449492161945
ACH-000898,-0.2335027155884968
ACH-000900,-0.1277268626845908
ACH-000901,-0.06657176769182654
ACH-000905,-0.12791889642609014
ACH-000906,-0.2349135063133173
ACH-000907,-0.1375115086532739
ACH-000910,-0.2280427465507785
ACH-000911,-0.2259734512175025
ACH-000912,-0.2604310221179893
ACH-000913,-0.12457438778953167
ACH-000915,-0.2610888264846269
ACH-000916,0.006089717479611782
ACH-000917,-0.07535425492695562
ACH-000920,-0.11697101828597313
ACH-000921,-0.08705401577897195
ACH-000924,-0.18057390954522384
ACH-000926,-0.2293985217969069
ACH-000928,-0.12916900216312707
ACH-000929,-0.3588132864789563
ACH-000932,-0.1977383397449952
ACH-000935,-0.08305390713534426
ACH-000936,-0.2586600621193614
ACH-000937,-0.06415697480566478
ACH-000938,-0.061405668077304965
ACH-000939,-0.18157518159978364
ACH-000941,-0.04772039523571516
ACH-000943,-0.024689077186340672
ACH-000946,-0.17608774065241986
ACH-000947,-0.11662921536792885
ACH-000948,-0.3064521847077879
ACH-000950,-0.02241070112472906
ACH-000953,-0.12227568160849366
ACH-000954,-0.1481864414441595
ACH-000957,-0.28854473170250217
ACH-000958,-0.1611600182459645
ACH-000960,-0.09178749074220872
ACH-000963,-0.21990184436007199
ACH-000968,-0.3832201918122104
ACH-000969,-0.04375106923132825
ACH-000972,-0.3292849202022299
ACH-000973,-0.1292924048750247
ACH-000974,-0.16193316678557154
ACH-000978,-0.09546588629373244
ACH-000984,-0.2828531814520231
ACH-000986,0.016119959281667075
ACH-000988,-0.17993705116693845
ACH-000993,-0.06727942102270174
ACH-000994,-0.2385343994152093
ACH-000996,-0.1101623331988004
ACH-001001,-0.09299188218608058
ACH-001020,0.017240116542145315
ACH-001028,-0.2368706369349932
ACH-001031,-0.055383790873074684
ACH-001038,-0.25162335805190245
ACH-001048,-0.09361963123936463
ACH-001050,-0.17672936672094866
ACH-001053,0.02632123921306301
ACH-001054,0.07329648781142177
ACH-001061,-0.07705133289536853
ACH-001067,-0.13975255854949045
ACH-001075,-0.1929712143899076
ACH-001096,0.02687697587232133
ACH-001111,-0.1778807208691401
ACH-001119,-0.008378300354271713
ACH-001128,-0.05718112218812867
ACH-001134,-0.21213992597320994
