,PTCD1 (26024)
ACH-000004,-0.19387306638845167
ACH-000005,-0.19622852294446785
ACH-000007,-0.31817933948053634
ACH-000009,-0.39727560597839817
ACH-000011,-0.03834357314243975
ACH-000012,-0.41105379001762987
ACH-000013,-0.4538039454012208
ACH-000014,-0.23379258848376155
ACH-000015,-0.3914656340334029
ACH-000017,-0.2290250117804857
ACH-000018,-0.2529356729547331
ACH-000019,-0.3644840738085184
ACH-000021,-0.4934885481931653
ACH-000022,-0.3591892614402313
ACH-000025,-0.3531471760109937
ACH-000028,-0.4083813027107365
ACH-000030,-0.1956315552988122
ACH-000035,-0.7169954952159477
ACH-000036,-0.22223766742258552
ACH-000037,-0.3893730993386787
ACH-000039,-0.3775890346632742
ACH-000040,-0.28456926322296866
ACH-000041,-0.1951341909362384
ACH-000042,-0.21262736629596155
ACH-000045,-0.4442887596860334
ACH-000047,-0.5792329899596501
ACH-000052,-0.4334617375894455
ACH-000053,-0.252028575647117
ACH-000054,-0.39384600457007307
ACH-000055,-0.42277224975679295
ACH-000060,-0.2339681034718802
ACH-000067,-0.30411815552875443
ACH-000070,-0.3139088277727704
ACH-000075,-0.17700488231765088
ACH-000078,-0.13780307532158415
ACH-000082,-0.2731095284417429
ACH-000085,-0.11724355356809445
ACH-000086,-0.5703043001041052
ACH-000087,-0.6457250052431862
ACH-000092,-0.30607303068209685
ACH-000095,-0.1019062314469004
ACH-000097,-0.2756749298646645
ACH-000098,-0.3457196113971898
ACH-000099,-0.3299122482508647
ACH-000108,-0.39146537979097096
ACH-000113,-0.4565012311397956
ACH-000116,-0.34891582537673344
ACH-000118,-0.5972218133437853
ACH-000120,-0.4041157668339829
ACH-000123,-0.4518037817512895
ACH-000127,-0.543302648063974
ACH-000128,-0.5901526342619899
ACH-000132,-0.40107034113135226
ACH-000133,-0.3618376867525605
ACH-000137,-0.2447502040216819
ACH-000138,-0.23850213046696034
ACH-000142,-0.34512915169407643
ACH-000143,-0.4456848572396537
ACH-000146,-0.3918305921089464
ACH-000148,-0.3236466507242938
ACH-000150,-0.5748433289026275
ACH-000152,-0.2462017494069893
ACH-000153,-0.5096550652231081
ACH-000159,-0.30673784435060364
ACH-000160,-0.5685870204871498
ACH-000163,-0.35035059987500994
ACH-000167,-0.25592981097185313
ACH-000168,-0.12188308857653687
ACH-000169,-0.4816089267917167
ACH-000178,-0.352901074575354
ACH-000183,-0.20373568983593127
ACH-000188,-0.4597290345702938
ACH-000189,-0.5725860396406034
ACH-000190,-0.3872630271187937
ACH-000198,-0.3137774628781481
ACH-000203,-0.4875228647365476
ACH-000204,-0.3050183282292861
ACH-000206,-0.03465323055079389
ACH-000207,-0.3812764407212218
ACH-000208,-0.13800755400036818
ACH-000210,-0.7819543379673506
ACH-000211,-0.35717541221291604
ACH-000215,-0.2788324061008712
ACH-000221,-0.7828200813646856
ACH-000222,-0.4051930325872351
ACH-000223,-0.3264180017253262
ACH-000226,-0.1938227736211593
ACH-000227,-0.3723002554496388
ACH-000228,-0.27433288250330856
ACH-000231,-0.33422297170939513
ACH-000232,-0.2967893583137405
ACH-000233,-0.3000575464844436
ACH-000234,-0.2607809251984904
ACH-000235,-0.2727582563395797
ACH-000237,-0.25835703031385565
ACH-000238,-0.35647585420171746
ACH-000242,-0.4266276522861577
ACH-000243,-0.2569191927600697
ACH-000244,-0.5812211819758419
ACH-000246,-0.4797832666571557
ACH-000248,-0.3475681038301803
ACH-000250,-0.10363772382653676
ACH-000251,-0.2771211836031862
ACH-000252,-0.21841115908295305
ACH-000253,-0.2297358426260194
ACH-000255,-0.4717099695945788
ACH-000256,-0.1382410457240159
ACH-000257,-0.32237875707980995
ACH-000258,-0.2682495057997082
ACH-000259,-0.4083292640240804
ACH-000260,-0.2645092008457033
ACH-000261,-0.188445276036338
ACH-000262,-0.25856784683039963
ACH-000263,-0.2937585583215879
ACH-000264,-0.3464380085026968
ACH-000265,-0.6657366256008052
ACH-000266,-0.20687660713392927
ACH-000272,-0.2345109123404187
ACH-000274,-0.3353943967832748
ACH-000277,-0.4018056360226672
ACH-000278,-0.3425506675393657
ACH-000279,-0.3792904705581496
ACH-000280,-0.35820216949930056
ACH-000281,-0.4255689989758448
ACH-000288,-0.4608449985959664
ACH-000291,-0.2497353789599168
ACH-000293,-0.35472519574523986
ACH-000294,-0.040294600230181665
ACH-000295,-0.07122348777671864
ACH-000296,-0.28285478162214245
ACH-000302,-0.3534281988465233
ACH-000304,-0.4323764495505887
ACH-000307,-0.3626739008382677
ACH-000308,-0.2494004159171622
ACH-000310,-0.10616663080872817
ACH-000311,-0.2841638206418458
ACH-000312,-0.3497472371223674
ACH-000315,-0.31632758366748204
ACH-000316,-0.17665555825747656
ACH-000317,-0.3241966587715377
ACH-000318,-0.5144506039165111
ACH-000319,-0.3030409950023831
ACH-000320,-0.4309027768934448
ACH-000322,-0.5072584240214539
ACH-000323,-0.318055741651255
ACH-000324,-0.1454771657099856
ACH-000329,-0.24025657066121586
ACH-000330,-0.3164707030155733
ACH-000331,-0.33241725065818123
ACH-000332,-0.10478317581577898
ACH-000334,-0.1550960924636604
ACH-000335,-0.3046440072173318
ACH-000336,-0.482498335644867
ACH-000337,-0.4761629920112825
ACH-000338,-0.3088824562526304
ACH-000339,-0.3662168704975204
ACH-000341,-0.2837153036687746
ACH-000348,-0.20257273148607666
ACH-000350,-0.1821564966142506
ACH-000352,-0.2889743569282001
ACH-000356,-0.2278627299007218
ACH-000361,-0.17191246439572386
ACH-000362,-0.1850579315998455
ACH-000363,-0.24855811587843185
ACH-000364,-0.5499528044546395
ACH-000365,-0.34891293559103764
ACH-000366,-0.2580227123663615
ACH-000368,-0.31427046773158
