,STAT5B (6777)
ACH-000244,-0.1218775193701654
ACH-000246,0.0021506699248156464
ACH-000248,-0.1744063831124227
ACH-000250,-0.1431563155391123
ACH-000251,-0.2453640377392688
ACH-000252,-0.044954973436445014
ACH-000253,-0.14718154945240425
ACH-000255,-0.2306476703433271
ACH-000256,-0.1951054086958329
ACH-000257,-0.2712648736998034
ACH-000258,-0.28950563843084703
ACH-000259,-0.1388069006263569
ACH-000260,-0.13230428605159705
ACH-000261,-0.1545300467622309
ACH-000262,-0.14532585277412835
ACH-000263,-0.2620884648270739
ACH-000264,-0.2028617644125598
ACH-000265,-0.15874182327838662
ACH-000266,-0.061208075911582276
ACH-000272,-0.15186654814691647
ACH-000274,-0.1812319496910409
ACH-000277,-0.10487368851433293
ACH-000278,-0.08070536470485958
ACH-000279,-0.20125758319710774
ACH-000280,-0.13446955212307285
ACH-000281,-0.2380919661853192
ACH-000288,-0.14521955453706845
ACH-000291,-0.2002265048208785
ACH-000293,-0.061123417873935465
ACH-000294,-0.16295449093523787
ACH-000295,-0.6615885485360419
ACH-000296,-0.05608845775351272
ACH-000302,-0.10109997274971072
ACH-000304,-0.2061336053063552
ACH-000307,-0.03045105290183905
ACH-000308,-0.057050078383321136
ACH-000310,-0.10247466644299304
ACH-000311,-0.15097898422173806
ACH-000312,-0.2562361371438396
ACH-000315,-0.1819079248706968
ACH-000316,-0.2812482183161945
ACH-000317,-0.2234885740378693
ACH-000318,-0.17978409213628338
ACH-000319,-0.13437807701040622
ACH-000320,0.0028716426280489364
ACH-000322,-0.03514377185871079
ACH-000323,-0.061259568038429
ACH-000324,-0.2337552616359289
ACH-000329,-0.12176250655250895
ACH-000330,-0.2512284433709349
ACH-000331,-0.08828412123861111
ACH-000332,-0.1657921434759807
ACH-000334,-0.18554300924255512
ACH-000335,0.04388323883157825
ACH-000336,-0.14674827694324258
ACH-000337,-0.04608064602798003
ACH-000338,-0.3667811737007971
ACH-000339,-0.07854982813382201
ACH-000341,-0.011620466989992714
ACH-000348,-0.11889435889273176
ACH-000350,-0.2696334131133426
ACH-000352,-0.044199491004954766
ACH-000356,-0.2735231131083865
ACH-000361,-0.06803483876723992
ACH-000362,-0.692865162311206
ACH-000363,-0.09857678279113692
ACH-000364,-0.0069497294145711725
ACH-000365,-0.15179433155970215
ACH-000366,-0.2612791653465513
ACH-000368,-0.0579570271512404
ACH-000374,-0.023876676818402238
ACH-000375,-0.10170000067485624
ACH-000376,-0.017628292587034952
ACH-000381,-0.13278184233405702
ACH-000383,-0.0304598287499373
ACH-000387,-0.2674012737000635
ACH-000389,-0.03001430081608032
ACH-000390,-0.1505614123846548
ACH-000393,-0.1056112805318796
ACH-000395,-0.08883423228232169
ACH-000396,-0.34708352000285964
ACH-000397,-0.3040782878567034
ACH-000401,0.07886998577811605
ACH-000402,-0.3748903250939388
ACH-000403,-0.11326814041920345
ACH-000404,0.061217474007372735
ACH-000406,-0.1258638224128567
ACH-000407,-0.036965536328676135
ACH-000408,-0.21860138145042385
ACH-000410,-0.09232838860292797
ACH-000411,-0.011883821062708784
ACH-000414,-0.049148351842377515
ACH-000415,-0.349762200327
ACH-000416,-0.11383873277739708
ACH-000420,-0.1835901943047971
ACH-000421,-0.07934332371964567
ACH-000424,0.02047168575092911
ACH-000425,-0.06817154034082935
ACH-000426,-0.3289738765635357
ACH-000427,-0.12465857939666175
ACH-000433,-0.05386744544853509
ACH-000435,-0.10692222574188068
ACH-000436,-0.2760235151549748
ACH-000444,-0.015099578541378722
ACH-000445,-0.13682241203093426
ACH-000448,-0.09085840741928862
ACH-000450,-0.029690484026855687
ACH-000452,-0.14756142895085672
ACH-000454,-0.157364721784539
ACH-000458,-0.2570398319932782
ACH-000459,-0.1421824887422926
ACH-000460,-0.07316533032159597
ACH-000461,-0.0404246890704213
ACH-000463,-0.1653823997583658
ACH-000464,-0.006203799275715046
ACH-000466,-0.06565429751758953
ACH-000467,0.015988939302410233
ACH-000468,-0.17423854090650215
ACH-000469,-0.13306355396029804
ACH-000470,-0.14652650091528638
ACH-000471,-0.11854816838117205
ACH-000472,-0.08630855186851512
ACH-000473,-0.057362518240473614
ACH-000475,-0.13073381306966014
ACH-000476,-0.2335623004720683
ACH-000477,-0.05939419080380792
ACH-000479,-0.09885460799182566
ACH-000480,-0.09079734586882106
ACH-000481,-0.07075238471960871
ACH-000483,-0.04631900517751053
ACH-000484,0.00043160796036529665
ACH-000485,-0.2932409239210417
ACH-000486,-0.17460830735002006
ACH-000487,-0.17375202664484662
ACH-000488,-0.12485940329631233
ACH-000490,-0.07598430842784963
ACH-000491,-0.18863607191740456
ACH-000495,-0.18958017534746704
ACH-000496,-0.13070367322996496
ACH-000499,-0.10122312491511358
ACH-000500,-0.1455956070982902
ACH-000502,-0.1363763692703814
ACH-000503,-0.1778978563825514
ACH-000505,-0.1159889927364744
ACH-000507,-0.11872755688160434
ACH-000510,-0.049843419883555284
ACH-000511,-0.12613919193319592
ACH-000512,-0.1395000677927029
ACH-000516,-0.13828797129133447
ACH-000517,-0.0862716566196634
ACH-000518,-0.16752981234420844
ACH-000520,-0.21217567052144085
ACH-000521,-0.3132157196310628
ACH-000522,-0.05724791212586412
ACH-000524,-0.1648561806484026
ACH-000527,-0.1642875001494352
ACH-000528,-0.0750856882759154
ACH-000537,-0.08155682078390875
ACH-000541,0.02272340294265189
ACH-000542,-0.03629825416637463
ACH-000544,-0.2935722888923917
ACH-000545,-0.07991659486680454
ACH-000547,-0.04443837706568976
ACH-000548,-0.15742150499390914
ACH-000549,-0.23990713798035396
ACH-000550,-0.1405427567241383
ACH-000552,-0.12334095702327495
ACH-000556,-0.2082856511254934
ACH-000557,-0.1639753856566063
ACH-000569,-0.1081769885467602
ACH-000570,-0.25326766647027776
ACH-000571,-0.2079669641218182
ACH-000573,-0.04576082758976911
ACH-000576,-0.09542236377902204
ACH-000579,-0.17130847725534615
ACH-000580,-0.05509574909248825
ACH-000584,-0.13088984944922788
ACH-000585,-0.061626344918585936
ACH-000588,-0.1502103731125606
ACH-000589,-0.0538888608114527
ACH-000591,-0.1666440508192601
ACH-000593,-0.18726925017368048
ACH-000600,-0.196217722553778
ACH-000601,-0.11874700778680147
ACH-000605,-0.14423417248375886
ACH-000606,-0.16849287800907292
ACH-000608,-0.15490565655507804
ACH-000614,-0.08500986099262002
ACH-000616,-0.09261741544379762
ACH-000618,-0.21393342526780626
ACH-000619,-0.08137956629747609
ACH-000620,0.061446066345757215
ACH-000621,-0.045927948949363806
ACH-000622,-0.1714531288660393
ACH-000623,-0.1780634829006252
ACH-000624,-0.1298270085794412
ACH-000627,-0.14025717546605382
ACH-000630,-0.18531220740943755
ACH-000631,-0.27807215252636514
ACH-000632,-0.19550833313387334
ACH-000633,-0.10415768566717004
ACH-000637,-0.1863987202710398
ACH-000638,-0.0687682657040684
ACH-000646,0.00490683974756634
ACH-000647,-0.1957133050744697
ACH-000648,-0.11280826760718154
ACH-000649,-0.02719221596102809
ACH-000651,-0.12065607332735592
ACH-000652,-0.05062111155440844
ACH-000653,-0.11045997637189003
ACH-000657,-0.1148596703105388
ACH-000658,-0.1630155854269156
ACH-000661,-0.03192892697545457
ACH-000662,-0.10464915508109557
ACH-000663,-0.18845105072739465
ACH-000665,-0.11578334881767648
ACH-000671,-0.0900762647366088
ACH-000672,0.02410566068736501
ACH-000673,-0.12189866648512653
ACH-000676,-0.18453180448864126
ACH-000677,-0.13523051631734684
ACH-000681,-0.3138704121362589
ACH-000683,-0.06936002209617692
ACH-000684,-0.006741066870212927
ACH-000688,0.03626201824393417
ACH-000693,-0.08118637417577676
ACH-000694,-0.15339778864356413
ACH-000695,-0.07738788920701622
ACH-000696,-0.07619184962519829
ACH-000697,-0.07032423264991422
ACH-000699,-0.11749189420038675
ACH-000701,-0.2877678643462279
ACH-000706,-0.1012163507447879
ACH-000711,-0.02878399367937297
ACH-000713,-0.11867812780131565
ACH-000714,-0.2165584651380405
ACH-000718,-0.053944168938249146
ACH-000720,-0.24727683813347345
ACH-000721,-0.13010137866929125
ACH-000724,-0.10699270547409144
ACH-000725,-0.17072636206201114
ACH-000732,-0.14665972580326886
ACH-000734,-0.011744573779898184
ACH-000735,-0.07743232486934166
ACH-000736,-0.24527920677866
ACH-000738,-0.21232117902069186
ACH-000746,-0.23335867239398655
ACH-000747,-0.2450545042209427
ACH-000748,-0.06597150498922882
ACH-000753,-0.045462832998596485
ACH-000756,-0.10319173573068527
ACH-000757,-0.18592608442950356
ACH-000758,-0.2068222198562543
ACH-000760,-0.13191708889871154
ACH-000762,-0.14563677627430585
ACH-000763,-0.2460889889464703
ACH-000764,-0.08688170921261562
ACH-000765,-0.06893148405652931
ACH-000766,-0.14569717593435236
ACH-000767,-0.11581008885314165
ACH-000768,-0.2608731912856567
ACH-000769,-0.12345486994258245
ACH-000770,-0.07311603459322501
ACH-000771,-0.15109218448616085
ACH-000773,-0.08117487332807635
ACH-000776,-0.15994268867503242
ACH-000777,-0.034069701697701626
ACH-000778,-0.2920682612530883
ACH-000781,-0.05860862493451058
ACH-000782,-0.15785083636863176
ACH-000783,-0.13901437614948484
ACH-000784,-0.2242370109632968
ACH-000785,-0.22728469580809416
ACH-000787,-0.06669207539293978
ACH-000788,-0.2383985126188668
ACH-000791,-0.2070411271288653
ACH-000792,-0.12562059816036608
ACH-000794,-0.08098295198813428
ACH-000796,-0.12959289017616754
ACH-000798,-0.12380677417996498
ACH-000799,0.03524706298312528
ACH-000800,-0.09183640203296306
ACH-000802,-0.09606576661954083
ACH-000804,-0.1104218032242628
ACH-000805,-0.215793207659578
ACH-000809,-0.15116997192277676
ACH-000810,0.005187217210082364
ACH-000811,-0.14371585895356528
ACH-000817,-0.08396638615560634
ACH-000819,-0.017519654223508367
ACH-000820,0.07740026467977057
ACH-000821,-0.00033321071644895866
ACH-000822,-0.16454845158425527
ACH-000823,0.019897343612725767
ACH-000824,-0.1380029926284891
ACH-000827,-0.06606846622651452
ACH-000829,-0.1433084424017859
ACH-000831,-0.09791013528686343
ACH-000832,-0.2840890734643467
ACH-000833,-0.014086239694253981
ACH-000834,-0.10146460810822036
ACH-000835,-0.1171590320065659
ACH-000836,0.04027297718860688
ACH-000837,-0.1473541151903947
ACH-000838,0.020748349920970438
ACH-000839,0.015355483460749634
ACH-000840,-0.25584699286709034
ACH-000841,-0.2503113871111772
ACH-000843,-0.25562992125229184
ACH-000846,-0.2652789778497265
ACH-000847,-0.3745057010433245
ACH-000848,-0.06623320105714631
ACH-000849,-0.13734277253818433
ACH-000851,-2.7595627486320234e-05
ACH-000855,-0.022882106302423055
ACH-000856,-0.2329125477510681
ACH-000858,-0.21395685557569025
ACH-000859,-0.3274628232055916
ACH-000861,-0.15177127195600373
ACH-000862,-0.104418429064556
ACH-000865,-0.1206242510445009
ACH-000866,-0.15825668594683673
ACH-000867,-0.19654477509517346
ACH-000869,-0.08688453518235005
ACH-000872,-0.033478284566635784
ACH-000873,-0.23698958322210795
ACH-000876,-0.05962243986019861
ACH-000878,-0.2471803128553176
ACH-000880,-0.11569825117741295
ACH-000881,-0.05295859302317908
ACH-000882,-0.11311638339542199
ACH-000884,-0.23611876409024604
ACH-000885,-0.16451323523498448
ACH-000887,-0.15736863096931727
ACH-000889,-0.237231886933103
ACH-000896,-0.17453500113546044
ACH-000898,-0.11623624978710285
ACH-000900,-0.0988582489233434
ACH-000901,-0.2058378618232068
ACH-000905,-0.12057228191842907
ACH-000906,-0.15282680458606446
ACH-000907,-0.0976520122992312
ACH-000910,-0.09370486591892024
ACH-000911,-0.07884628976980011
ACH-000912,-0.07643064377363072
ACH-000913,-0.2627039770266324
ACH-000915,-0.07344787728544372
ACH-000916,-0.6539028786270661
ACH-000917,-0.14890576694656155
ACH-000920,-0.17716852325008234
ACH-000921,-0.3197847479387104
ACH-000924,-0.16321004933762073
ACH-000926,-0.1874006968168386
ACH-000928,-0.028396778780013964
ACH-000929,-0.2121590551574112
ACH-000932,-0.14942091677852232
ACH-000935,-0.16790209109995746
ACH-000936,-0.09468557838561736
ACH-000937,-0.05376735352316445
ACH-000938,-0.1794766511819361
ACH-000939,0.027717205264613333
ACH-000941,-0.09613078668981756
ACH-000943,-0.07710378691115
ACH-000946,-0.25259399235686675
ACH-000947,-0.047778867140920896
ACH-000948,-0.2001642402063469
ACH-000950,-0.016339108340804966
ACH-000953,-0.16200636396939455
ACH-000954,-0.052838627098006505
ACH-000957,0.0492957196688556
ACH-000958,0.0023197507402513908
ACH-000960,-0.06809006557432408
ACH-000963,-0.3653165081864985
ACH-000968,-0.05678761325834551
ACH-000969,-0.0379743515157922
ACH-000972,0.22967853130600704
ACH-000973,-0.14590732276521948
ACH-000974,-0.07652406267047165
ACH-000978,-0.07784438154065873
ACH-000984,-0.11115965321081338
ACH-000986,-0.17626273948889026
ACH-000988,-0.08603101038303683
ACH-000993,0.04702409541977132
ACH-000994,-0.16605548819686705
ACH-000996,-0.29594455855473606
ACH-001001,-0.18784601096769926
ACH-001020,0.16438177235394558
ACH-001028,-0.1376674710368215
ACH-001031,-0.08835039038922904
ACH-001038,-0.1177723975174368
ACH-001048,-0.10500751318089166
ACH-001050,-0.2132092073210852
ACH-001053,-0.2573690045653775
ACH-001054,-0.17886829032635948
ACH-001061,-0.12888545641893615
ACH-001067,-0.1357902548077666
ACH-001075,-0.09414424459833227
ACH-001096,-0.2130818627497288
ACH-001111,-0.2525675809952877
ACH-001119,-0.08544658997273018
ACH-001128,0.5829298267347612
ACH-001134,-0.2669548038683289
ACH-001151,-0.02155922570606529
ACH-001163,-0.1801777197489828
ACH-001164,0.08213424935791636
ACH-001183,-0.28671888946567764
ACH-001192,-0.16058963578010535
ACH-001193,-0.14552973957126358
ACH-001196,-0.0996894040024892
ACH-001197,-0.3373711548560772
ACH-001205,-0.30680589176859274
ACH-001211,0.13161676976640554
ACH-001212,-0.06745231168109322
ACH-001228,-0.1271048056333485
ACH-001232,-0.17918893788697515
ACH-001239,-0.1894210901686129
ACH-001270,0.02677187711337813
ACH-001274,-0.061813276146512386
ACH-001275,-0.2641093408003113
ACH-001277,-0.24801561199261454
ACH-001278,-0.24592597040359065
ACH-001280,-0.2568799533098645
ACH-001283,-0.14841651832062866
ACH-001289,-0.12425274767753038
ACH-001300,-0.3014529558071113
ACH-001301,-0.24882331133736674
ACH-001302,-0.3379737055054662
ACH-001306,-0.11713755765295993
ACH-001318,-0.10822626223380684
ACH-001322,-0.2555291211217608
ACH-001328,-0.1947737660992853
ACH-001332,-0.2297330403727811
ACH-001336,-0.1428400907843658
ACH-001346,-0.11961239072301624
ACH-001353,-0.1034801389162255
ACH-001354,-0.373121120811823
ACH-001367,-0.07369039824525749
ACH-001368,-0.18911115997165065
ACH-001374,-0.12440094294853685
ACH-001377,-0.14668246683130048
ACH-001380,-0.12605447240173356
ACH-001391,-0.05771446180304489
ACH-001408,-0.17822746918168547
ACH-001430,-0.02234793591655983
ACH-001431,-0.00021873483766095538
ACH-001450,-0.030742047620484124
ACH-001496,-0.00687180708473593
ACH-001500,-0.08153908023645902
ACH-001523,-0.1955253957512647
ACH-001532,0.009085445067645878
ACH-001550,0.06248420067160245
ACH-001552,-0.04711478566137082
ACH-001554,-0.12323720191958873
ACH-001654,-0.202587587192674
ACH-001735,-0.1947277356422097
ACH-001736,-0.07335958699577792
ACH-001737,-0.3346574017462405
ACH-001740,-0.2247923717765104
ACH-001745,-0.16099823722211712
ACH-001765,-0.04208993092091845
