,CLASRP (11129)
ACH-000317,-0.4437674783130909
ACH-000318,-0.403611310219676
ACH-000319,-0.3528761752901051
ACH-000320,-0.4297244547701218
ACH-000322,-0.25275682041754033
ACH-000323,-0.4629400351446878
ACH-000324,-0.6477292996629441
ACH-000329,-0.2912981496896725
ACH-000330,-0.4856385003363832
ACH-000331,-0.5090314637254203
ACH-000332,-0.4923645059897368
ACH-000334,-0.5875173184970796
ACH-000335,-0.41780152267742493
ACH-000336,-0.6229958086430941
ACH-000337,-0.3749275184409169
ACH-000338,-0.8579113983522709
ACH-000339,-0.4118217617187914
ACH-000341,-0.3914113057264895
ACH-000348,-0.5132777122576893
ACH-000350,-0.3637443770123031
ACH-000352,-0.4435062330777138
ACH-000356,-0.3989725999198248
ACH-000361,-0.24365000472440634
ACH-000362,-0.2223345231850942
ACH-000363,-0.29364295972136584
ACH-000364,-0.4778072045662566
ACH-000365,-0.5379076829406692
ACH-000366,-0.4223653078984128
ACH-000368,-0.34155008936340897
ACH-000374,-0.6475270394675418
ACH-000375,-0.2547265104136889
ACH-000376,-0.2136484632477716
ACH-000381,-0.4027243135314685
ACH-000383,-0.451188845719869
ACH-000387,-0.333638515020164
ACH-000389,-0.3540661055960469
ACH-000390,-0.531542795328443
ACH-000393,-0.3204467559065425
ACH-000395,-0.27824547760435275
ACH-000396,-0.5747417459521996
ACH-000397,-0.7585442483973559
ACH-000401,-0.2174297033266343
ACH-000402,-0.584842611927239
ACH-000403,-0.3947149585271114
ACH-000404,0.12622152336676404
ACH-000406,-0.6017512284101123
ACH-000407,-0.21678750696117946
ACH-000408,-0.6646043878894825
ACH-000410,-0.5309932789749345
ACH-000411,-0.2526429645900314
ACH-000414,-0.2614668156952833
ACH-000415,-0.5668755322672642
ACH-000416,-0.3419773876203637
ACH-000420,-0.3681743061654297
ACH-000421,-0.6521153899781243
ACH-000424,-0.3208162997791278
ACH-000425,-0.2763378059408208
ACH-000426,-0.7143962624496943
ACH-000427,-0.27614474620903523
ACH-000433,-0.4134818872016099
ACH-000435,-0.4285230196959284
ACH-000436,-0.44019526870232384
ACH-000444,-0.5074360123899712
ACH-000445,-0.4970225328631394
ACH-000448,-0.3835462971885625
ACH-000450,-0.4365447280713925
ACH-000452,-0.3760157920608905
ACH-000454,-0.5481998717754654
ACH-000458,-0.5253355378713153
ACH-000459,-0.5657111287634894
ACH-000460,-0.4551914400986228
ACH-000461,-0.3964816220742127
ACH-000463,-0.5469219731709745
ACH-000464,-0.3023547828378374
ACH-000466,-0.3441278737103394
ACH-000467,-0.2702530133309693
ACH-000468,-0.4273962448257251
ACH-000469,-0.2601272516072636
ACH-000470,-0.6074232209353922
ACH-000471,-0.3482596700140582
ACH-000472,-0.32337807433248106
ACH-000473,-0.5010923771973042
ACH-000475,-0.1129640212639
ACH-000476,-0.32832668145970123
ACH-000477,-0.3438038860751502
ACH-000479,-0.032815014160268136
ACH-000480,-0.4419026739799067
ACH-000481,-0.29474182935266685
ACH-000483,-0.2522096603236134
ACH-000484,-0.6981736851787691
ACH-000485,-0.38235767359216905
ACH-000486,-0.33461924048984404
ACH-000487,-0.3708295854613671
ACH-000488,-0.4482948630514597
ACH-000490,-0.35711130984759554
ACH-000491,-0.7619999908709277
ACH-000495,-0.5184953332961656
ACH-000496,-0.4572468107497116
ACH-000499,-0.8162081819386364
ACH-000500,-0.4653832502069147
ACH-000502,-0.4790258664512341
ACH-000503,-0.6163842316425926
ACH-000505,-0.4227823743978848
ACH-000507,-0.26811431725204954
ACH-000510,-0.2435840870087985
ACH-000511,-0.4351441418978385
ACH-000512,-0.3702198322206036
ACH-000516,-0.3876015123648902
ACH-000517,-0.3392965597028495
ACH-000518,-0.3720593586064298
ACH-000520,-0.4580176578148484
ACH-000521,-0.21181583925598224
ACH-000522,-0.13349018991118589
ACH-000524,-0.3645810760365028
ACH-000527,-0.11134872646436762
ACH-000528,-0.3838234155770131
ACH-000537,-0.3899209570552654
ACH-000541,-0.1589287020160196
ACH-000542,-0.43556886083519225
ACH-000544,-0.3700428308696394
ACH-000545,-0.19718879066505887
ACH-000547,-0.5585174945704439
ACH-000548,-0.3641706139776109
ACH-000549,-0.4643256611758026
ACH-000550,-0.17766781778166946
ACH-000552,-0.2755731275035364
ACH-000556,-0.11124760185713696
ACH-000557,-0.2945615008120789
ACH-000569,-0.09015888524578547
ACH-000570,-0.2884220164870464
ACH-000571,-0.4235002727675225
ACH-000573,-0.6997794092618242
ACH-000576,-0.22181244202944392
ACH-000579,-0.3084615225868373
ACH-000580,-0.39700451841293743
ACH-000584,-0.4929815104028735
ACH-000585,-0.5584096136684613
ACH-000588,-0.4578432839294572
ACH-000589,-0.4983616654043848
ACH-000591,-0.4158941760933865
ACH-000593,-0.5663366669975671
ACH-000600,-0.2923160785405419
ACH-000601,-0.3988771417593108
ACH-000605,-0.3617412278474784
ACH-000606,-0.5854572502326847
ACH-000608,-0.4361422498363768
ACH-000614,-0.07936033412058144
ACH-000616,-0.44170530805807706
ACH-000618,-0.4080256171025518
ACH-000619,-0.28055483919807783
ACH-000620,-0.4280481107850072
ACH-000621,-0.5038094205197632
ACH-000622,-0.27909661134128105
ACH-000623,-0.31817712623858835
ACH-000624,-0.543190015584639
ACH-000627,-0.3900146051521979
ACH-000630,-0.45424319497865207
ACH-000631,-0.1256664992025972
ACH-000632,-0.4080424615650523
ACH-000633,-0.481700234426041
ACH-000637,-0.4801105145671773
ACH-000638,-0.4160121891831076
ACH-000646,-0.30148930930585804
ACH-000647,-0.24594681134555946
ACH-000648,-0.39334352162174985
ACH-000649,-0.474688000830728
ACH-000651,-0.5165041724564574
ACH-000652,-0.36956243988906606
ACH-000653,-0.3790480752193517
ACH-000657,-0.3905212331261621
ACH-000658,-0.3902116430913549
ACH-000661,-0.3664928475446124
ACH-000662,-0.36621082571146
ACH-000663,-0.4790571745495303
ACH-000665,-0.5934365221489813
ACH-000671,-0.2967168842174823
ACH-000672,-0.3490868699143685
ACH-000673,-0.3586560081288986
ACH-000676,-0.3321067542152004
ACH-000677,-0.401986129310997
ACH-000681,-0.2687823341265426
ACH-000683,-0.4380978432695609
ACH-000684,-0.4038296442339323
ACH-000688,-0.4574916822252284
ACH-000693,-0.5592734436833025
ACH-000694,-0.7230563441295597
ACH-000695,-0.4029343075978356
ACH-000696,-0.4597551901227619
ACH-000697,-0.5730792024598768
ACH-000699,-0.5052193860421053
ACH-000701,-0.3827855541516835
ACH-000706,-0.48521398030602797
ACH-000711,-0.23741432083944666
ACH-000713,-0.5560046998328705
ACH-000714,-0.2828208736726769
ACH-000718,-0.3006456843641465
ACH-000720,-0.5948087683553566
ACH-000721,-0.19723102441424065
ACH-000724,-0.6388213469568663
ACH-000725,-0.4194642413276921
ACH-000732,-0.3961906088994279
ACH-000734,-0.1681670140576667
ACH-000735,-0.5388404108204272
ACH-000736,-0.27778656629434084
ACH-000738,-0.3512696703288763
ACH-000746,-0.22307581428829354
ACH-000747,-0.3577383782295955
ACH-000748,-0.1674912119425852
ACH-000753,-0.4371952773928661
ACH-000756,-0.18890811891941486
ACH-000757,-0.307153711148734
ACH-000758,-0.343545100714925
ACH-000760,-0.32264253741072313
ACH-000762,-0.5783352144275428
ACH-000763,-0.14621481765681754
ACH-000764,-0.5668892506752699
ACH-000765,-0.4726166456897551
ACH-000766,-0.5349466165058224
ACH-000767,-0.3002737298313905
ACH-000768,-0.2413216329362903
ACH-000769,-0.4365939688769556
ACH-000770,-0.3265407112678487
ACH-000771,-0.6070144489755529
ACH-000773,-0.1995882440458277
ACH-000776,-0.5390521336483797
ACH-000777,-0.6180967401617965
ACH-000778,-0.3698783907657833
ACH-000781,-0.08283498011670233
ACH-000782,-0.5781147827970945
ACH-000783,-0.2913483228177571
ACH-000784,-0.497619070449811
ACH-000785,-0.3610818794573381
ACH-000787,-0.29367421696322143
ACH-000788,-0.25204998921779465
ACH-000791,-0.3545382268459793
ACH-000792,-0.4509413870725764
ACH-000794,-0.5523330891423731
ACH-000796,-0.1931430366217097
ACH-000798,-0.6041065795631344
ACH-000799,-0.3094906811552893
ACH-000800,-0.6107857327870602
ACH-000802,-0.5944622625705336
ACH-000804,-0.594614520557769
ACH-000805,-0.32561333313838325
ACH-000809,-0.2389398365588084
ACH-000810,-0.5088066144234874
ACH-000811,-0.623110869930825
ACH-000817,-0.5137837289014467
ACH-000819,-0.3974828616696705
ACH-000820,-0.3292587154066776
ACH-000821,-0.462492168149735
ACH-000822,-0.5017816278670465
ACH-000823,-0.37366926460712574
ACH-000824,-0.4005230386679513
ACH-000827,-0.5268103378043809
ACH-000829,-0.5427545368589904
ACH-000831,-0.5140693238411984
ACH-000832,-0.14970145292762585
ACH-000833,-0.3756630690776436
ACH-000834,-0.4941143280248204
ACH-000835,-0.6157050636658826
ACH-000836,-0.6811772816584819
ACH-000837,-0.5280152641823844
ACH-000838,-0.3307606614308063
ACH-000839,-0.4741498639999294
ACH-000840,-0.4941517957070027
ACH-000841,-0.512534595874828
ACH-000843,-0.6421092377287445
ACH-000846,-0.3772041825878197
ACH-000847,-0.5312795697667194
ACH-000848,-0.5608355454809808
ACH-000849,-0.09335693079842614
ACH-000851,-0.5028994084454603
ACH-000855,-0.3740773043570108
ACH-000856,-0.6987217259874268
ACH-000858,-0.3114762443695868
ACH-000859,-0.4627188191795778
ACH-000861,-0.525688163193323
ACH-000862,-0.38332400773067177
ACH-000865,-0.364360245558002
ACH-000866,-0.557938656580544
ACH-000867,-0.10724218916513396
ACH-000869,-0.19042281488496135
ACH-000872,-0.6705950472232188
ACH-000873,-0.5514957574507958
ACH-000876,-0.2207495381952929
ACH-000878,-0.613418395059217
ACH-000880,-0.4725213941133764
ACH-000881,-0.0283886970330506
ACH-000882,-0.5743948791852505
ACH-000884,-0.3689395966207508
ACH-000885,-0.3128167955410246
ACH-000887,-0.4612049006335279
ACH-000889,-0.3134012856294153
ACH-000896,-0.36210482539247496
ACH-000898,-0.2929257987754277
ACH-000900,-0.6957205841944355
ACH-000901,-0.5141091078100632
ACH-000905,-0.21164326383516813
ACH-000906,-0.575525501509226
ACH-000907,-0.4717352784527212
ACH-000910,-0.4583206617886626
ACH-000911,-0.5756340434080487
ACH-000912,-0.579597948037859
ACH-000913,-0.3526668597483214
ACH-000915,-0.042718653162449126
ACH-000916,-0.7604080152082946
ACH-000917,-0.4360911093254162
ACH-000920,-0.15024691431910606
ACH-000921,-0.4821286077567039
ACH-000924,-0.3457940540754145
ACH-000926,-0.2031970255258571
ACH-000928,-0.4747433758641298
ACH-000929,-0.4698260504671319
ACH-000932,-0.34320367539511315
ACH-000935,-0.5052546902971637
ACH-000936,-0.5167651383515762
ACH-000937,-0.3461205288155644
ACH-000938,-0.4542435157360555
ACH-000939,-0.6804435596953035
ACH-000941,-0.35006589320836595
ACH-000943,-0.5349119066470139
ACH-000946,-0.5560771932376174
ACH-000947,-0.11150053620741188
ACH-000948,-0.5860801916542691
ACH-000950,-0.5530771713815745
ACH-000953,-0.3493393733772183
ACH-000954,-0.35507915535776896
ACH-000957,-0.16416345192044907
ACH-000958,-0.42296432784697213
ACH-000960,-0.3604816149197822
ACH-000963,-0.4781997283105228
ACH-000968,-0.52405901049327
ACH-000969,-0.4177095665070043
ACH-000972,-0.16696062416047816
ACH-000973,-0.6032122833818541
ACH-000974,-0.41868272820489455
ACH-000978,-0.6750069471958422
ACH-000984,-0.6415714380686715
ACH-000986,-0.6475290582396793
ACH-000988,-0.3918213128400456
ACH-000993,-0.6287529008522615
ACH-000994,-0.4805738404180338
ACH-000996,-0.4628322249389582
ACH-001001,-0.3431042277281087
ACH-001020,-0.5929681273405827
ACH-001028,-0.2944327440416173
ACH-001031,-0.3259899766660016
ACH-001038,-0.61700370593073
ACH-001048,-0.7079651995073108
ACH-001050,-0.31081993449322565
ACH-001053,-0.5903857930784177
ACH-001054,-0.5341145449044057
ACH-001061,-0.6531973802944538
ACH-001067,-0.4566959805291013
ACH-001075,-0.6120326125363235
ACH-001096,-0.6228928611503639
ACH-001111,-0.4293428795907183
ACH-001119,-0.48612993321735204
ACH-001128,-0.32056026050679154
ACH-001134,-0.4331857722718345
ACH-001151,-0.5605826272030994
ACH-001163,-0.42787329556354176
ACH-001164,-0.5510465160764284
ACH-001183,-0.32382252263029576
ACH-001192,-0.4212908130670058
ACH-001193,-0.3158309903854121
ACH-001196,-0.5101954106948631
ACH-001197,-0.3628442072771311
ACH-001205,-0.3847440357308488
ACH-001211,-0.6328546595364329
ACH-001212,-0.5593442371007037
ACH-001228,-0.457733367789445
ACH-001232,-0.29804095515244394
ACH-001239,-0.10900743655257276
ACH-001270,0.04989643521789895
ACH-001274,-0.4827629366853959
ACH-001275,-0.4074587387971431
ACH-001277,-0.5298184616750057
ACH-001278,-0.5337049515244233
ACH-001280,-0.29321562086246056
ACH-001283,-0.3746108688117876
ACH-001289,-0.436736152484994
ACH-001300,-0.3282262782823187
ACH-001301,-0.2280805665898441
ACH-001302,-0.4516126603876856
ACH-001306,-0.5075279925989746
ACH-001318,-0.5256315617517174
ACH-001322,-0.3116881850446873
ACH-001328,-0.5290787494672129
ACH-001332,-0.4520495756100208
ACH-001336,-0.6142738949366355
ACH-001346,-0.5927193560526066
ACH-001353,-0.601208387455353
ACH-001354,-0.580720441121607
ACH-001367,-0.5141384500598669
ACH-001368,-0.3273394989373968
ACH-001374,0.0588706366114683
ACH-001377,-0.16166816158594907
ACH-001380,-0.4606617343926951
ACH-001391,-0.2597484813432981
ACH-001408,-0.6021238044163554
ACH-001430,-0.4971067219153109
ACH-001431,-0.32174974519945376
ACH-001450,-0.5225500240898253
ACH-001496,-0.9240815360364616
ACH-001500,-0.6924735419265127
ACH-001523,-0.4298347776264375
ACH-001532,-0.4170298187275461
ACH-001550,-0.589265457101188
ACH-001552,-0.4434623483642124
ACH-001554,-0.3321137066233294
ACH-001654,-0.8375403889524289
ACH-001735,-0.3849765109434243
ACH-001736,-0.504475707082889
ACH-001737,-0.3077505533717572
ACH-001740,-0.7472401081466015
ACH-001745,-0.6131820455277509
ACH-001765,-0.28907416168437433
