,PARD3 (56288)
ACH-000004,-0.09472460847304608
ACH-000005,-0.02953847678152917
ACH-000007,-0.11715531986947622
ACH-000009,-0.34400911298038056
ACH-000011,-0.8409345129249355
ACH-000012,0.024428411231982725
ACH-000013,-0.5724584056172449
ACH-000014,-0.07389502861066298
ACH-000015,-0.09417953471684362
ACH-000017,-0.025119871113737226
ACH-000018,-0.21447131627256205
ACH-000019,-0.2061067475003989
ACH-000021,-0.40304096992843824
ACH-000022,0.06437433004511818
ACH-000025,-0.06263010694334137
ACH-000028,-0.10770550699227764
ACH-000030,-0.3314378695233296
ACH-000035,-0.09034712253199254
ACH-000036,-0.2063123059554763
ACH-000037,-0.17664647951067616
ACH-000039,-0.11138712727932712
ACH-000040,-0.05090148021777005
ACH-000041,0.021477606436065125
ACH-000042,-0.10365411680174606
ACH-000045,-0.023049573403908532
ACH-000047,-0.5434217247830948
ACH-000052,-0.3165660037988889
ACH-000053,-0.227436568327884
ACH-000054,-0.11306848072890935
ACH-000055,0.2325747511877945
ACH-000060,-0.408379416943764
ACH-000067,-0.08136148896824405
ACH-000070,-0.2580407608393443
ACH-000075,-0.08052088047457934
ACH-000078,-0.1408009600231946
ACH-000082,0.009897497526381676
ACH-000085,0.05230797251579331
ACH-000086,-0.2843526852786564
ACH-000087,0.02469039615080412
ACH-000092,-0.1491356816232284
ACH-000095,-0.2280349379210121
ACH-000097,-0.2263582324773081
ACH-000098,0.07161358543244703
ACH-000099,-0.10515705704819853
ACH-000108,-0.3936623508112291
ACH-000113,-0.1376768992826094
ACH-000116,-0.4506931663944925
ACH-000118,-0.2636777436771986
ACH-000120,-0.07472045715807928
ACH-000123,-0.1429344658032493
ACH-000127,-0.29620077207251594
ACH-000128,-0.009892813216915085
ACH-000132,-0.2613643462774043
ACH-000133,-0.07246593844063975
ACH-000137,-0.109340470223595
ACH-000138,-0.2842576214512033
ACH-000142,-0.050115317826254564
ACH-000143,-0.19037364974161355
ACH-000146,-0.16570718334020926
ACH-000148,-0.2412016671415137
ACH-000150,-0.030788508767879755
ACH-000152,-0.030094457755153483
ACH-000153,-0.12269846187380533
ACH-000159,-0.33837743606859594
ACH-000160,-0.02798926397843379
ACH-000163,-0.05899832758545544
ACH-000167,0.0032015163483170607
ACH-000168,-0.23827441839329655
ACH-000169,-0.07083536048110006
ACH-000178,-0.1988950742464468
ACH-000183,-0.07450290219425358
ACH-000188,-0.18993095155072773
ACH-000189,-0.34082768299013233
ACH-000190,-0.05302874127515775
ACH-000198,-0.11045929015389336
ACH-000203,0.04952382398511658
ACH-000204,-0.3524606039082685
ACH-000206,-0.12657770799889284
ACH-000207,-0.08602140645263735
ACH-000208,-0.05356701772274127
ACH-000210,0.11008656759608787
ACH-000211,-0.052612899890946536
ACH-000215,-0.003179029282190843
ACH-000221,-0.021631753759295536
ACH-000222,-0.0961811073913866
ACH-000223,-0.09191837520179326
ACH-000226,0.04310807236107077
ACH-000227,-0.2985926489940606
ACH-000228,-0.05882886769039565
ACH-000231,-0.1847886998343334
ACH-000232,-0.03966940032280438
ACH-000233,-0.0946496581698744
ACH-000234,-0.5260176172515845
ACH-000235,-0.3087671761338945
ACH-000237,-0.30170897625898946
ACH-000238,-0.2226290103612228
ACH-000242,-0.17412690697524466
ACH-000243,-0.06872396867212588
ACH-000244,-0.07534798188941716
ACH-000246,-0.8163546027292442
ACH-000248,-0.16065067605159156
ACH-000250,-0.2362454910837749
ACH-000251,0.011784581058321971
ACH-000252,0.02513909408931852
ACH-000253,-0.12192568392803495
ACH-000255,-0.08076065987346936
ACH-000256,-0.31357874701851984
ACH-000257,-0.20508864678738886
ACH-000258,-0.026396136130490258
ACH-000259,-0.10267985378527793
ACH-000260,-0.04766661020049084
ACH-000261,-0.15055101778261554
ACH-000262,-0.6126842647697814
ACH-000263,-0.20665083244250115
ACH-000264,-0.11522974251952355
ACH-000265,0.04089338690462785
ACH-000266,-0.0934072198904528
ACH-000272,-0.6456701115894012
ACH-000274,-0.19611004860098372
ACH-000277,-0.017340642506239786
ACH-000278,-0.1756351271307073
ACH-000279,-0.12681124609470149
ACH-000280,-0.14111567679456338
ACH-000281,-0.0068624424763622
ACH-000288,-0.25354467383963736
ACH-000291,-0.3588664047882705
ACH-000293,-0.4136258787247539
ACH-000294,-0.12497681476442375
ACH-000295,-0.1178381583290196
ACH-000296,-0.4826147118370631
ACH-000302,-0.5909895292828492
ACH-000304,0.09604783767985124
ACH-000307,0.013816330884793546
ACH-000308,-0.4095704836273889
ACH-000310,-0.17242857176983248
ACH-000311,-0.013505928739444123
ACH-000312,-0.08023103978150442
ACH-000315,0.0642248351186308
ACH-000316,-0.23692159409853406
ACH-000317,-0.7104961567225048
ACH-000318,-0.2522657165909213
ACH-000319,-0.10563781110788596
ACH-000320,-0.19721187911701327
ACH-000322,-0.06362732734940098
ACH-000323,-0.06869007070211572
ACH-000324,-0.5126116009176835
ACH-000329,-0.059925694859446835
ACH-000330,-0.06369944561060924
ACH-000331,-0.38657444461903306
ACH-000332,-0.2300031838352266
ACH-000334,-0.12984278527359833
ACH-000335,-0.11334991155029644
ACH-000336,-0.05850655255302465
ACH-000337,-0.007945174393358954
ACH-000338,-0.058924730910941865
ACH-000339,-0.08454882268976367
ACH-000341,-0.2679096958601381
ACH-000348,-0.060317288339915565
ACH-000350,-0.009154520820866551
ACH-000352,0.004497355454638285
ACH-000356,-0.14468634412553816
ACH-000361,-0.22149724761904707
ACH-000362,-0.09899270361142576
ACH-000363,-0.1884209637502764
ACH-000364,-0.1652231575314306
ACH-000365,-0.15464592719793696
ACH-000366,-0.07757884907419316
ACH-000368,-0.12319525787353695
ACH-000374,-0.027400852761723164
ACH-000375,-0.2668199148493786
ACH-000376,-0.2006490874904364
ACH-000381,-0.10100171105973092
ACH-000383,-0.3246387931335417
ACH-000387,-0.08886832629193574
ACH-000389,-0.12164068338384974
ACH-000390,-0.2016620165216188
ACH-000393,-0.17737339413677147
ACH-000395,-0.3344924789390967
ACH-000396,-0.3548353520296073
ACH-000397,-0.3886014957953319
ACH-000401,-0.06364404198486312
ACH-000402,-0.16660701356048851
ACH-000403,-0.4991811203403766
ACH-000404,0.03883529370046121
ACH-000406,-0.1274852090649165
ACH-000407,0.15384458107638124
ACH-000408,-0.07026553133175246
ACH-000410,-0.18201799287703305
ACH-000411,-0.7311463122446527
ACH-000414,0.02561765817147593
ACH-000415,0.012780309050362095
ACH-000416,-0.1708207523196367
ACH-000420,-0.4417032806214824
ACH-000421,-0.0485098499118985
ACH-000424,-0.08060571834746356
ACH-000425,-0.09311875003857638
ACH-000426,0.026041194343709082
ACH-000427,-0.2806840271364367
ACH-000433,-0.5534854140316479
ACH-000435,-0.4133604820946989
ACH-000436,-0.17869561249502228
ACH-000444,-0.10028859286993316
ACH-000445,-0.4115086728639551
ACH-000448,0.06684639225452202
ACH-000450,0.05757132150587632
ACH-000452,0.05628793913760224
ACH-000454,-0.08411323339662108
ACH-000458,-0.02461553720675997
ACH-000459,-0.2581958102682745
ACH-000460,-0.8509860952201453
ACH-000461,-0.045614180829568064
ACH-000463,-0.09573840977381004
ACH-000464,-0.0653285939813704
ACH-000466,-0.6390449639739075
ACH-000467,-0.2771356339561089
ACH-000468,0.06826734672723928
ACH-000469,0.10355336796856868
ACH-000470,-0.31169616611876644
ACH-000471,-0.4989536479191681
ACH-000472,0.004490738519545775
ACH-000473,-0.030961857299011214
ACH-000475,-0.3011896141675321
ACH-000476,-0.3501093931948455
ACH-000477,-0.16328268518209585
ACH-000479,-0.18415093723506185
ACH-000480,-0.13742066522178914
ACH-000481,-0.0940132652673804
ACH-000483,-0.546845532638036
ACH-000484,-0.5036683622330077
ACH-000485,-0.07032992396904003
ACH-000486,-0.06497074527730849
ACH-000487,-0.17569875563592985
ACH-000488,-0.2271952162055776
ACH-000490,0.006367107526561447
ACH-000491,-0.07272472923529004
ACH-000495,-0.18773507102430395
ACH-000496,-0.2950520934274792
ACH-000499,-0.14573747024178635
ACH-000500,-0.08700083479023724
ACH-000502,0.016606929008483762
ACH-000503,-0.3257278657488693
ACH-000505,-0.22442683692205004
ACH-000507,-0.22346689436812636
ACH-000510,-0.20698983341135
ACH-000511,-0.11530654055757078
ACH-000512,-0.028848021565249068
ACH-000516,-0.038131254096947294
ACH-000517,-0.12256625241045215
ACH-000518,-0.29160425874233914
ACH-000520,-0.309233633680625
ACH-000521,-0.32255372900995144
ACH-000522,-0.009880532699932956
ACH-000524,-0.6972721991304265
ACH-000527,-0.5955448118851673
ACH-000528,-0.4976930126615262
ACH-000537,-0.6293761941101383
ACH-000541,-0.33439058420349954
ACH-000542,-0.17658670716901775
ACH-000544,0.06513241166421145
ACH-000545,-0.10254463042142704
ACH-000547,-0.8406457779067034
ACH-000548,-0.19869021118032404
ACH-000549,-0.1062404920545738
ACH-000550,0.045374873941575265
ACH-000552,0.0022867301511222725
ACH-000556,-0.2478638541733264
ACH-000557,-0.058958961672235966
ACH-000569,-0.0375071911955008
ACH-000570,-0.03351820665849765
ACH-000571,-0.11706662922033564
ACH-000573,-0.0022242817547081547
ACH-000576,-0.09131446916386307
ACH-000579,-0.2060636217132336
ACH-000580,-0.1300103029182415
ACH-000584,-0.2467067773320413
ACH-000585,0.25082163151339976
ACH-000588,-0.12301538747951593
ACH-000589,0.047140843104972505
ACH-000591,-0.023349736282030475
ACH-000593,-0.061572401586584516
ACH-000600,-0.22066467392173328
ACH-000601,-0.01990181380291979
ACH-000605,-0.2272716012012614
ACH-000606,-0.18653940252141296
ACH-000608,-0.266862688423619
ACH-000614,-0.12535514596820188
ACH-000616,0.04958834257668427
