,TSACC (128229)
ACH-000004,-0.34737485017574043
ACH-000005,-0.106136088217871
ACH-000007,-0.2755614626692703
ACH-000009,-0.5806101062405932
ACH-000011,-0.18474460538007026
ACH-000012,-0.3188898708313497
ACH-000013,-0.28929258896069954
ACH-000014,-0.2337849529306336
ACH-000015,-0.16898539996706716
ACH-000017,-0.2396713090785771
ACH-000018,-0.08225744838080944
ACH-000019,-0.14638878778024406
ACH-000021,-0.3114122945665051
ACH-000022,-0.14181963843974074
ACH-000025,-0.4520173975384888
ACH-000028,-0.22483425083381287
ACH-000030,-0.16831055206891646
ACH-000035,-0.12943440952187954
ACH-000036,-0.2434435844226894
ACH-000037,-0.3562942329232841
ACH-000039,-0.07338168909716443
ACH-000040,-0.05764707235867634
ACH-000041,-0.07284834901360986
ACH-000042,-0.2919808799013117
ACH-000045,-0.2057550814068392
ACH-000047,-0.2738443976444949
ACH-000052,-0.1842416303823595
ACH-000053,-0.07881626586287317
ACH-000054,-0.27317038738409066
ACH-000055,-0.2440070358678336
ACH-000060,-0.3492158178012125
ACH-000067,-0.1079470658926112
ACH-000070,-0.21404687326186428
ACH-000075,-0.30111659580267475
ACH-000078,-0.29721786496133196
ACH-000082,-0.17488498486361248
ACH-000085,-0.3236789417578177
ACH-000086,-0.3983899945764575
ACH-000087,0.031458437047929506
ACH-000092,-0.3333669511488385
ACH-000095,-0.31695483640502603
ACH-000097,-0.4341359115366662
ACH-000098,-0.2825968189931638
ACH-000099,-0.19245091537353
ACH-000108,-0.2657745194431471
ACH-000113,-0.34289894329579684
ACH-000116,-0.30309242425713073
ACH-000118,-0.1688659509721241
ACH-000120,-0.2623389400795668
ACH-000123,-0.18981890794219464
ACH-000127,-0.15861255674246308
ACH-000128,-0.2760840455705311
ACH-000132,-0.2556318955014336
ACH-000133,-0.3355420016838844
ACH-000137,-0.1531732824796335
ACH-000138,-0.2816501479591774
ACH-000142,-0.3212603815417125
ACH-000143,-0.20323081054756745
ACH-000146,-0.197659975565504
ACH-000148,-0.3532448695686387
ACH-000150,-0.3813263861246109
ACH-000152,-0.2551061380111725
ACH-000153,-0.4548458281602203
ACH-000159,-0.3072819942199592
ACH-000160,-0.29068604685842103
ACH-000163,-0.3567173718480017
ACH-000167,-0.579184094070429
ACH-000168,-0.3762137941545056
ACH-000169,-0.3598851506251303
ACH-000178,-0.11243960727423866
ACH-000183,-0.1996554239980737
ACH-000188,-0.11266160251417978
ACH-000189,-0.2381900010570865
ACH-000190,-0.2684974159256076
ACH-000198,-0.1493987160917458
ACH-000203,-0.4719510263530584
ACH-000204,-0.5085662104612533
ACH-000206,-0.050730615880535866
ACH-000207,0.03368144337826034
ACH-000208,-0.29539534549766905
ACH-000210,-0.09516978285629774
ACH-000211,-0.3159101755619075
ACH-000215,-0.35473684255608057
ACH-000221,-0.20688088550030126
ACH-000222,-0.17973138382661286
ACH-000223,-0.26723063525295565
ACH-000226,-0.2415792385345656
ACH-000227,-0.1949420001996392
ACH-000228,-0.4619671149497812
ACH-000231,-0.2430683175529228
ACH-000232,-0.22225095862473912
ACH-000233,-0.4275537130238137
ACH-000234,-0.31969577865755666
ACH-000235,-0.2968474428063494
ACH-000237,-0.1917774974790176
ACH-000238,-0.13554822660637256
ACH-000242,-0.027785907810675664
ACH-000243,-0.19947130047663414
ACH-000244,-0.27971311679518285
ACH-000246,-0.3825852883473835
ACH-000248,-0.2744396998970152
ACH-000250,-0.3226426439004646
ACH-000251,-0.16441263949361973
ACH-000252,-0.07605665269614248
ACH-000253,-0.24357233110314114
ACH-000255,-0.2330312799122246
ACH-000256,-0.4251801214251372
ACH-000257,-0.18480102984029687
ACH-000258,-0.21330316851087752
ACH-000259,-0.2798145785040457
ACH-000260,-0.2585712031240997
