,OLFM4 (10562)
ACH-000004,-0.026536722841052417
ACH-000005,-0.2016425930778052
ACH-000007,-0.06759216594027873
ACH-000009,-0.04749453976458752
ACH-000011,-0.20608330582608014
ACH-000012,-0.1785793237928798
ACH-000013,-0.16433576222735502
ACH-000014,-0.19482087406536105
ACH-000015,0.0006378370557682133
ACH-000017,-0.2753053313549886
ACH-000018,-0.32660404321627
ACH-000019,-0.17127758465153795
ACH-000021,-0.004741563654977917
ACH-000022,-0.1941514204485645
ACH-000025,-0.18799109914108866
ACH-000028,-0.1505969374814599
ACH-000030,-0.11326832295784788
ACH-000035,-0.12412583450106025
ACH-000036,-0.19694735450731515
ACH-000037,-0.1791716493973432
ACH-000039,-0.1750258638715395
ACH-000040,-0.1880958377591021
ACH-000041,-0.16679018309382168
ACH-000042,-0.2489762730871359
ACH-000045,0.115886245336008
ACH-000047,-0.19310328046586706
ACH-000052,-0.03711688475431254
ACH-000053,-0.1196262434322205
ACH-000054,-0.2599459841593167
ACH-000055,-0.1989197240969186
ACH-000060,-0.33459644903808033
ACH-000067,-0.17260307465328045
ACH-000070,0.009286584302349415
ACH-000075,-0.3753071382445811
ACH-000078,-0.08842071384556809
ACH-000082,-0.27734075563337923
ACH-000085,-0.4728193088186138
ACH-000086,-0.24684088394077686
ACH-000087,-0.1697366281311344
ACH-000092,-0.2045282801874372
ACH-000095,-0.2459569317440969
ACH-000097,-0.12413013524758693
ACH-000098,-0.21620197810429773
ACH-000099,-0.041433606954906034
ACH-000108,-0.14583102667260073
ACH-000113,-0.13645068261115045
ACH-000116,-0.16991447208777213
ACH-000118,-0.08027688750627153
ACH-000120,-0.09278060322085996
ACH-000123,-0.2217474730852725
ACH-000127,-0.09712697157380976
ACH-000128,-0.11774432674035525
ACH-000132,-0.14262497250885353
ACH-000133,-0.1806462754889718
ACH-000137,-0.13144885815173726
ACH-000138,-0.2183270375022439
ACH-000142,-0.2926209469192331
ACH-000143,-0.2668448950956737
ACH-000146,-0.1771576186884984
ACH-000148,-0.07264656829844439
ACH-000150,-0.04039446178640845
ACH-000152,-0.197270898602435
ACH-000153,-0.1751273972574317
ACH-000159,-0.2958745269733721
ACH-000160,-0.1013748422768254
ACH-000163,-0.14935345032595138
ACH-000167,-0.1384692668663491
ACH-000168,-0.16927152213172567
ACH-000169,-0.1521716162909869
ACH-000178,-0.20850996747916856
ACH-000183,-0.10860882441386067
ACH-000188,-0.307918023923197
ACH-000189,0.015548557201972946
ACH-000190,-0.08476338126220513
ACH-000198,-0.061828480607673875
ACH-000203,0.05962032902878806
ACH-000204,-0.2810285931217471
ACH-000206,-0.0943254639875384
ACH-000207,-0.11526292073434168
ACH-000208,-0.22412390742528066
ACH-000210,-0.08484306316466532
ACH-000211,-0.11872959216456787
ACH-000215,-0.20745530502611895
ACH-000221,0.08844915544349903
ACH-000222,-0.039756353224206384
ACH-000223,-0.2933344642781163
ACH-000226,-0.17023411592252613
ACH-000227,-0.4482454079647839
ACH-000228,-0.0070018790880978145
ACH-000231,-0.10773113342057604
ACH-000232,-0.20173001055627213
ACH-000233,-0.12616193124708758
ACH-000234,-0.3158817942470946
ACH-000235,-0.07462508382171157
ACH-000237,-0.2268302230005847
ACH-000238,-0.08048942509968629
ACH-000242,0.002561091611401944
ACH-000243,-0.09376227225636602
ACH-000244,-0.17609128530573911
ACH-000246,-0.2467540816129287
ACH-000248,-0.2758218392011397
ACH-000250,-0.28952154230773525
ACH-000251,-0.4957702421390424
ACH-000252,-0.1097845702089419
ACH-000253,-0.2017562078482757
ACH-000255,-0.07799707023202365
ACH-000256,-0.046855337399388616
ACH-000257,-0.28023754501104736
ACH-000258,-0.11457010228156313
ACH-000259,-0.1869687357752978
ACH-000260,-0.13488281801313384
ACH-000261,-0.28118809697819136
ACH-000262,-0.12056664360236705
ACH-000263,-0.1207956322168582
ACH-000264,-0.35219097733803345
ACH-000265,-0.10000605119672988
ACH-000266,-0.21468340298548946
ACH-000272,-0.17036205679465874
ACH-000274,-0.4630401462945755
ACH-000277,-0.1934352674435129
ACH-000278,-0.12781761350305254
ACH-000279,-0.2024636345408579
ACH-000280,-0.047460724528864934
ACH-000281,-0.21735261999488475
ACH-000288,-0.17035972174623226
ACH-000291,-0.14152830901104269
ACH-000293,-0.1968322459589827
ACH-000294,-0.06463543369654805
ACH-000295,0.0692040286140253
ACH-000296,-0.05317155650132207
ACH-000302,-0.15795714679482598
ACH-000304,-0.38078963821632816
ACH-000307,-0.07990644634376923
ACH-000308,-0.08141690510403445
ACH-000310,-0.4379129543633722
ACH-000311,-0.2101853455517046
ACH-000312,-0.1846220221734135
ACH-000315,0.03594558866316566
ACH-000316,-0.15398977528469435
ACH-000317,-0.15865622169148969
ACH-000318,-0.20395413300044135
ACH-000319,-0.05520929469336524
ACH-000320,-0.0617224126295451
ACH-000322,-0.27009761824523304
ACH-000323,-0.08996194589961212
ACH-000324,-0.14138322215584362
ACH-000329,-0.13028794756836082
ACH-000330,-0.17765649574132955
ACH-000331,-0.2617372034927791
ACH-000332,-0.2440232551265652
ACH-000334,0.012393920861977232
ACH-000335,-0.10085168277699157
ACH-000336,-0.18077788736019235
ACH-000337,0.0302153731890081
ACH-000338,-0.01832066005204625
ACH-000339,-0.2342621775841083
ACH-000341,-0.06501174660649807
ACH-000348,-0.16701569931637686
ACH-000350,0.06552960874088329
ACH-000352,-0.0941932541851312
ACH-000356,-0.19798129875666992
ACH-000361,-0.10970121598095722
ACH-000362,0.014865278398221129
ACH-000363,-0.23949785989654696
ACH-000364,-0.019462300122877547
ACH-000365,-0.2298528679492696
ACH-000366,-0.14860794487394996
ACH-000368,-0.048013315557451565
ACH-000374,-0.2870969826013979
ACH-000375,-0.14412022578068676
ACH-000376,-0.2841732502175261
ACH-000381,-0.214047767745637
ACH-000383,-0.29562891506013395
ACH-000387,-0.10057593447361736
