,UCN (7349)
ACH-000004,-0.3265222715110486
ACH-000005,-0.16145943096424525
ACH-000007,-0.03699134625007377
ACH-000009,-0.3607969627437815
ACH-000011,-0.2598456893470904
ACH-000012,-0.3775395779080652
ACH-000013,-0.4312636206797686
ACH-000014,-0.2085680563759834
ACH-000015,-0.329461113950934
ACH-000017,-0.3333138947400988
ACH-000018,-0.3968608942643917
ACH-000019,-0.4714949603147166
ACH-000021,-0.3541609892753942
ACH-000022,-0.1036052838356863
ACH-000025,-0.3625606167726439
ACH-000028,-0.37473975537267534
ACH-000030,-0.3331010773047985
ACH-000035,-0.21689464999016886
ACH-000036,-0.2231166534964584
ACH-000037,-0.22464907012411334
ACH-000039,-0.3756760800407848
ACH-000040,-0.5414191037264836
ACH-000041,-0.3606997892702781
ACH-000042,-0.26592868258898256
ACH-000045,-0.14840063902080033
ACH-000047,-0.37922101227547206
ACH-000052,-0.2503644154601663
ACH-000053,-0.3486574131600225
ACH-000054,-0.19263856663647655
ACH-000055,-0.4141281336035072
ACH-000060,-0.28816782390359635
ACH-000067,-0.2775711453660176
ACH-000070,-0.5663425534799043
ACH-000075,-0.2399666869413725
ACH-000078,-0.5418218254398988
ACH-000082,-0.3628808046662522
ACH-000085,-0.24180818430127976
ACH-000086,-0.2959822043181693
ACH-000087,-0.1992264727891674
ACH-000092,-0.4159579632236078
ACH-000095,-0.373326700752164
ACH-000097,-0.2937055064053459
ACH-000098,-0.2842098269369511
ACH-000099,-0.3044305206469167
ACH-000108,-0.5544006814751098
ACH-000113,-0.3120331985947744
ACH-000116,-0.31487616829575715
ACH-000118,-0.2744678577445905
ACH-000120,-0.3919516617074129
ACH-000123,-0.1877194432350839
ACH-000127,-0.16596089220394847
ACH-000128,-0.3691245233328653
ACH-000132,-0.4109844043273059
ACH-000133,-0.4106652064163736
ACH-000137,-0.5130624310541463
ACH-000138,-0.3088206413320068
ACH-000142,-0.2279326702833904
ACH-000143,-0.2602255645729306
ACH-000146,-0.2703352042798917
ACH-000148,-0.3618213398388308
ACH-000150,-0.31703164199355793
ACH-000152,-0.30019359181324673
ACH-000153,-0.04693597638959753
ACH-000159,-0.377074832451101
ACH-000160,-0.3307577462036519
ACH-000163,-0.2573946108171448
ACH-000167,-0.01599698604724821
ACH-000168,-0.17397415165178856
ACH-000169,-0.30183533176050314
ACH-000178,-0.25936498555328297
ACH-000183,-0.3640970238687419
ACH-000188,-0.34040345499378205
ACH-000189,-0.3815332976469784
ACH-000190,-0.17278409892200794
ACH-000198,-0.2780458611015769
ACH-000203,-0.5224363955176923
ACH-000204,-0.5124207071737759
ACH-000206,-0.4634515517574994
ACH-000207,-0.4732347399843021
ACH-000208,-0.4084770387448021
ACH-000210,-0.14595514537253998
ACH-000211,-0.26493573235931783
ACH-000215,-0.17037014979271106
ACH-000221,-0.4795392784708466
ACH-000222,-0.2854101535127726
ACH-000223,-0.3034341820666511
ACH-000226,-0.3467349668682244
ACH-000227,-0.2983670333577996
ACH-000228,-0.3644988904525504
ACH-000231,-0.3656995727179121
ACH-000232,-0.3414756804273608
ACH-000233,-0.2728774235146079
ACH-000234,-0.4023484720228539
ACH-000235,-0.2609688930527341
ACH-000237,-0.3713451766479167
ACH-000238,-0.2291193073727963
ACH-000242,0.02215587660130317
ACH-000243,-0.3381762281853411
ACH-000244,-0.3549358002144545
ACH-000246,-0.3158399702033771
